Geneid	0_R1	0_R2	10_R1	10_R2	35_R1	35_R2	gene_length	Entity	Symbol
gene-PA2135	4.990660650703737	0.24655869978388495	0.527408320827105	0.7771063041691673	0.0	0.36565917021555994	1365	host	gene-PA2135
gene-PA0255	34.70579513644411	3.919098983464372	0.0	0.0	0.0	0.0	687	host	gene-PA0255
gene-PA0298	22.55712512652517	1.9811780733186342	3.4432894235014637	2.0814326322117505	1.0176893781512288	0.5876376951808557	1359	host	spuB
gene-PA2014	10.591187481670712	2.09298896271768	0.44770669025435217	0.43978030895145653	0.18430701824460552	0.0	1608	host	liuB
gene-PA0221	16.00854541698081	2.920196314143193	0.0	0.0	0.0	0.0	1383	host	gene-PA0221
gene-PA4597	13.009508623318858	1.168585504184038	0.24996956872534665	0.0	0.0	0.0	1440	host	oprJ
gene-PA2341	9.1809323291248	1.209533244222832	0.323410762771338	0.0	0.0	0.08968998514721281	1113	host	gene-PA2341
gene-PA2551	9.126811077452574	2.1643255640193115	0.38580512214844503	1.1369240141381707	0.21176540574299801	0.32098055777764584	933	host	gene-PA2551
gene-PA0783	14.556093564552569	3.7616006761900405	8.519672874899388	8.833772517478568	1.6886933637454455	1.7720405941215598	1521	host	putP
gene-PA1076	9.383266925909922	8.344279963760405	0.0	0.0	0.0	0.0	363	host	gene-PA1076
gene-PA3467	14.939148658356581	1.7221260061659507	0.0	0.0	0.07221386094964076	0.36485728607035034	1368	host	gene-PA3467
gene-PA2017	12.818753364912423	1.085653629693558	0.0	0.0	0.0	0.0	930	host	gene-PA2017
gene-PHIKZ241	5.160796809250456	1.0198564400151604	378.49937606267036	341.79725611707204	39.814783989761935	37.509982515567074	330	phage	gene-PHIKZ241
gene-PA1008	17.964799019542728	14.91055934452545	0.0	0.0	0.2084146872976974	0.42120233531159434	474	host	bcp
gene-PA2435	7.717807917157026	1.6946255045569132	0.0	0.0	0.0	0.0	1986	host	gene-PA2435
gene-PA3480	36.04366025508255	36.80116889366876	1.9045300474312128	1.2472076486665646	0.1742302676880222	0.176058118992677	567	host	gene-PA3480
gene-PA4123	20.982295035556266	1.1517885872861156	0.2463765769777544	0.0	0.0	0.0	1461	host	hpcC
gene-PA3204	25.118922522900448	4.963903026622463	0.5309088185317097	0.5215093929158865	0.0	0.0	678	host	gene-PA3204
gene-PA5542	20.518830687381328	1.6219403624337492	0.2891214288871479	0.2840027055397358	0.07934824239285827	0.08018068551714687	1245	host	gene-PA5542
gene-PA1866	7.47941566558037	1.4780528116161744	0.15808352172353937	0.15528474677073828	0.0	0.043840559274856326	2277	host	gene-PA1866
gene-PA2287	13.388859646640334	1.587512383042467	0.0	0.0	0.0	0.0	636	host	gene-PA2287
gene-PA0966	16.862009376758916	7.775143156551224	1.1879741880016474	1.7504127148364903	0.32603485735679394	0.32945529197639556	606	host	ruvA
gene-PA5214	30.567796485560393	18.98501988335914	1.8459291228948675	0.0	0.7599120136854505	0.0	390	host	gcvH1
gene-PA2392	6.24977228276202	1.440898089562704	0.0	0.0	0.0	0.06105501741213936	1635	host	pvdP
gene-PA2291	11.278562563262586	3.714708887472439	0.2648684171924203	0.0	0.0	0.0	1359	host	gene-PA2291
gene-PA5328	21.83414034682885	0.0	0.9229645614474338	0.0	0.0	0.25596141915089193	390	host	gene-PA5328
gene-PA1231	11.241339584505944	0.7404898244334499	0.0	0.0	0.0	0.10981843065879854	909	host	gene-PA1231
gene-PA1044	3.6625009614035493	1.4475381729247438	0.0	0.0	0.4248970399101443	0.0	465	host	gene-PA1044
gene-PA0676	7.0960956127193775	1.4023026050208458	7.87404141484842	2.578212061227914	1.5435712777985713	2.4956238367211965	960	host	vreR
gene-PA4225	9.095547967684505	1.3015847383618901	1.2595151750139015	1.106982921316484	0.27289657950029994	0.5699030492696655	5430	host	pchF
gene-PA4118	50.79310543841239	5.904432021140403	0.6315020683587705	0.0	0.0	0.0	570	host	gene-PA4118
gene-PA4181	21.288286838158132	1.4023026050208458	0.4999391374506933	0.0	0.0	0.0	720	host	gene-PA4181
gene-PA1807	7.400025219968066	2.2980005445406784	0.22343648601148305	0.219480675603334	0.061321267398577635	0.06196458936613772	1611	host	gene-PA1807
gene-PA1330	19.650726312145967	3.0203440723525907	0.0	0.0	0.0	0.0	780	host	gene-PA1330
gene-PA2495	9.601482435814802	0.23717591628259546	0.0	0.0	0.0	0.0	1419	host	oprN
gene-PA3782	12.49626900353098	2.1166831773899557	0.0	0.0	0.10355195155042828	0.0	954	host	gene-PA3782
gene-PA0441	22.47096944027803	2.1034539075312684	0.0	0.0	0.2058095037064762	0.06932288435336657	1440	host	dht
gene-PA3789	13.230008769476806	2.61446248393717	0.0	0.0	0.0	0.07049784849494906	1416	host	gene-PA3789
gene-PA3110	25.80398404625228	5.099282200075802	2.1815525997848435	0.535732376359047	0.1496796390592554	0.30249985899650866	660	host	gene-PA3110
gene-PA0588	11.513166048717865	3.8503160449870335	1.684662304046018	3.493543421498934	0.41097685607533463	0.6748436791965794	1923	host	gene-PA0588
gene-PA1726	11.873205731086017	3.666150601361688	0.1568436509649234	0.1540668271882227	0.12913537487465174	0.04349671175113197	2295	host	bglX
gene-PA1490	2.191844204700966	0.43314366178250063	0.46326406559137606	0.455062250189152	0.0	0.0	777	host	gene-PA1490
gene-PA2321	6.5251453910063235	7.092105128841058	0.0	0.6773627747068411	0.0	0.0	522	host	gene-PA2321
gene-PA3726	18.92292163391834	3.116228011157435	0.0	0.0	0.18294178107242326	0.0	540	host	gene-PA3726
gene-PA2583.1	2084.0112378407434	2386.866644546008	9.472531025381558	4.652412742065409	5.199397988374136	9.194403608972829	76	host	gene-PA2583.1
gene-PA1112b	53.22071709539533	84.13815630125075	0.0	0.0	0.0	0.0	192	host	gene-PA1112b
gene-PA2754	20.643187237001825	1.0198564400151604	1.0907762998924218	1.071464752718094	0.0	0.0	330	host	gene-PA2754
gene-PA4324	28.38438245087751	13.088157646861228	0.0	0.9821760233249196	0.2744126716086349	0.2772915374134663	360	host	gene-PA4324
gene-PA0564	24.276116569829448	2.214162007927651	1.578755170896926	0.775402123677568	0.8665663313956891	0.5472859291055255	912	host	gene-PA0564
gene-PA3364	10.294853738660237	2.6156939782772253	8.081917662415353	3.969416052815738	2.4739795264198174	1.5516832145416768	1158	host	amiC
gene-PA0895	13.948099484460691	11.57674877855047	0.0	0.0	0.0	0.0	1221	host	aruC
gene-PA2166	13.959532352890577	0.919542691816948	0.0	1.932149554081809	0.5398282064432162	0.8182373235151463	366	host	gene-PA2166
gene-PA0543	10.545281405898766	0.6946390613106357	0.0	0.0	0.0	0.0	969	host	gene-PA0543
gene-PA3133.3	268.90467585041847	513.685585839215	0.0	0.0	0.0	0.0	76	host	gene-PA3133.3
gene-PA5099	17.70335703796934	0.6996936074948087	0.0	0.0	0.13692108354692803	0.20753628579802053	1443	host	gene-PA5099
gene-PA4947	40.54911778696787	17.676083256565285	9.578665826786393	8.666259029337526	3.1130849300139256	3.0059334728014413	1428	host	amiB
gene-PA2662	9.984456138499628	0.0	0.0	0.0	0.0	0.08360548866737677	1194	host	gene-PA2662
gene-PA1286	8.515314735263253	0.2804605210041691	0.299963482470416	0.5893056139949518	0.4116190074129524	0.33274984489615955	1200	host	gene-PA1286
gene-PHIKZ219	0.0	0.5935672402204638	843.7068110120273	778.8811765922696	220.7497491607241	238.11860593759565	1134	phage	gene-PHIKZ219
gene-PA0482	24.240106225267294	2.781426654586802	0.6610765453893466	0.6493725774049055	0.04535746638159255	0.04583331196916798	2178	host	glcB
gene-PA1767	16.72949849757024	7.4936406397970545	2.828732251194493	3.0102054938838405	1.0351126316082102	0.7844790056490992	1527	host	gene-PA1767
gene-PA1198	57.871071016352204	87.6779492847985	1.1649067280404506	0.0	0.1598520417137679	0.0	618	host	gene-PA1198
gene-PHIKZ_p25	0.0	0.0	419.9488754585824	363.4051286302203	32.243488914014605	33.27498448961596	144	phage	gene-PHIKZ_p25
gene-PA3833	32.30742717986058	3.648266939891631	1.9509819998075837	0.0	0.0	0.5410566583677391	369	host	gene-PA3833
gene-PA1131	8.052307078263125	2.386898051099312	0.0	0.0	0.0	0.07866426593289824	1269	host	gene-PA1131
gene-PA1848	11.644874851642056	1.4382590820726622	0.0	0.0	0.0	0.0	1170	host	gene-PA1848
gene-PA2911	22.896998360930397	2.964534018959229	0.1668781543646264	0.16392367565923555	0.0	0.0	2157	host	gene-PA2911
gene-PA5125	21.42217543462453	4.703740394199902	0.0	0.0	0.0	0.0	1431	host	ntrC
gene-PA4284	9.56776936546433	5.222057854973294	2.696300966026211	7.283552532521877	1.5328348269631613	2.5103118314798554	3738	host	recB
gene-PA2217	9.676494017344606	0.21247009166982508	0.0	0.0	0.18709954882406923	0.06302080395760597	1584	host	gene-PA2217
gene-PA2725	9.94357347005263	2.1436472942993823	0.19105954297478725	0.18767694713215025	0.0	0.0	1884	host	gene-PA2725
gene-PA0681	15.138337307134671	0.7478947226777845	7.999026199211093	7.071667367939422	5.26872329488579	4.880331058477006	450	host	gene-PA0681
gene-PA1225	19.013461928817467	2.6838327368820014	1.1481855788341282	0.5639288172200495	0.15755751479921623	0.15921045210342563	627	host	gene-PA1225
gene-PA2693	13.597308958504195	2.0152851808682812	0.0	0.0	0.0	0.19925140412943684	501	host	gene-PA2693
gene-PA5353	9.715925533307702	1.3714450904849345	2.6402653713777444	4.322535065977641	0.8051227528859703	1.3830678149718123	1227	host	glcF
gene-PA5446	50.090086678019134	24.746516559191395	10.58694644013233	3.4665036117350105	1.937030623119776	3.4253660504016423	204	host	gene-PA5446
gene-PA3178	22.527287659426595	1.7807017206613913	0.9522650237156064	1.870811472999847	0.26134540153203323	0.5281743569780311	378	host	gene-PA3178
gene-PHIKZ_p52	0.0	0.0	16.269205828903917	27.967046087896016	37.9526678021434	46.24658861268658	177	phage	gene-PHIKZ_p52
gene-PA0641	11.777752054306019	1.3033849938782962	3.086761147413409	4.108022537392195	1.7216263878516844	1.8225302708005418	3615	host	gene-PA0641
gene-PA0136	16.250600639815364	1.2845520045992478	0.2289797576110046	2.699109682419626	0.25137038620638313	1.841554485112333	1572	host	gene-PA0136
gene-PHIKZ016	10.644143419079066	0.0	457.4443107673844	437.5594183912517	83.55865850482934	83.39542987709999	480	phage	gene-PHIKZ016
gene-PA1692	0.0	5.041986894456973	0.0	1.324282278640341	0.0	0.0	267	host	gene-PA1692
gene-PHIKZ069	4.069445512670611	0.60314090538531	17200.701686921857	16698.470941074876	3623.899642611409	3612.0055296066807	1674	phage	gene-PHIKZ069
gene-PA3198	13.57022268567849	4.02254133711159	0.0	1.4086986788723947	0.39357992740680703	0.1325696593211791	753	host	gene-PA3198
gene-PA4966	16.795492574483735	2.6552475361341457	0.0	0.0	0.0	0.0	1014	host	gene-PA4966
gene-PA0257	30.10464805396099	3.3995214667172013	5.453881499462109	4.464436469658725	1.995728520790072	113.56348873160596	792	host	gene-PA0257
gene-PA0025	16.51454978960146	5.711196064084898	0.0	0.0	0.11974371124740432	0.12099994359860347	825	host	aroE
gene-PA4747	585.1549612950132	639.4499878895057	60.91566105553063	66.18355357174075	21.024232378630796	24.572296238485624	390	host	secG
gene-PA4139	17.030629470526506	4.487368336066706	5.99926964940832	5.893056139949518	0.3292952059303619	0.6654996897923191	300	host	gene-PA4139
gene-PA2609	10.384530164955185	1.3681001024593618	0.365809124963922	0.3593326914603365	0.10039487985681766	0.0	984	host	gene-PA2609
gene-PA4732	15.342909432906762	3.638406758973005	0.43237979455195097	1.0618119171080211	0.35599481722201287	0.47963941606653626	1665	host	pgi
gene-PA3388	26.916224737901086	3.868420979367851	0.0	0.0	0.0	0.0	696	host	gene-PA3388
gene-PA1989	17.83311986442566	1.4683796911213045	0.0	0.0	0.0	0.6097510246788264	1146	host	pqqE
gene-PA0436	43.87923857140485	8.12929046388896	2.318558318611911	1.1387548096520808	0.4772394288845825	0.6429948693645595	621	host	gene-PA0436
gene-PA2228	11.241339584505944	1.943785789137806	10.097780598014005	10.502476289018944	2.282244001497558	2.0590955748524724	1212	host	gene-PA2228
gene-PA1709	9.589318395566725	11.749021825850328	0.40535605739245406	0.796358937831016	0.11124838038187902	0.11241548814059445	888	host	popD
gene-PA3063	9.984456138499628	1.2214361048757785	0.0	0.0	0.0	0.055736992444917845	3582	host	pelB
gene-PHIKZ001	0.0	0.0	130.13800316408816	113.32800269133688	421.49786359086323	390.0852027859593	390	phage	gene-PHIKZ001
gene-PHIKZ119	3.189256455154776	0.0	1797.0845938564696	1760.6332894523334	54211.98075069949	54590.790003171845	534	phage	gene-PHIKZ119
gene-PA2494	10.14681592787719	1.4774966299372974	0.22574862274349275	0.11087593866320823	0.09293373638674371	0.06260580336710433	3189	host	mexF
gene-PA0122	58.01187654193943	5.732039845340683	0.8758057882347913	2.5809004992479645	0.48072292836549185	0.4857661969287001	411	host	gene-PA0122
gene-PA4959	19.688588983267636	6.646752231890714	0.0	0.0	0.14275803725304706	0.048085237701757155	2076	host	fimX
gene-PA3261	6.839610229127111	2.7032339373895824	1.44560714443574	0.4733378425662263	0.13224707065476382	0.13363447586191146	747	host	gene-PA3261
gene-PHIKZ208	0.0	0.3056790419663969	2862.975712254423	2720.1191011102133	592.5519182463515	585.1682558473607	1101	phage	gene-PHIKZ208
gene-PA4974	30.558755433656945	7.200228696587366	0.7452508881252572	0.9760755511303549	0.13635412253845214	0.13778461486383417	1449	host	gene-PA4974
gene-PA2888	18.958029095205756	0.4162679347000655	0.0	0.0	0.0	0.0	1617	host	atuC
gene-PA0297	29.402149152303394	11.620674973877923	1.9121178165444843	2.8173973577447895	0.7871598548136141	0.6628482966058955	753	host	spuA
gene-PA1667	6.392878930377817	0.7580014081193761	0.5404747431899387	0.5309059585540106	0.0	0.0	1332	host	gene-PA1667
gene-PA0647	33.72401875351783	0.0	22.571509572031303	22.17189438792888	12.063289722201375	10.872024635221054	303	host	gene-PA0647
gene-PA4383	13.305179273848832	3.505756512552114	0.0	0.0	0.0	0.25996081632512463	384	host	gene-PA4383
gene-PA2631	3.9978003451940154	8.690326002946087	0.0	1.6600158140702868	0.2318980323453253	0.0	426	host	gene-PA2631
gene-PA3260	21.834140346828853	15.101720361762952	0.0	0.0	0.31663000570227107	0.31995177393861496	312	host	gene-PA3260
gene-PHIKZ010	0.0	0.0	3842.2908605176044	3646.9211790216323	1133.2297086844867	1105.7239098790772	261	phage	gene-PHIKZ010
gene-PA3149	45.536442434562844	39.59442649470623	139.8760196332635	138.9752811613763	21.395383700822975	21.352931223282962	1122	host	wbpH
gene-PA3264	12.736581868983496	1.7978238525908277	0.0	0.0	0.10554333523409035	0.0	936	host	gene-PA3264
gene-PA4719	22.339560262264705	8.569627030682947	14.164942227769643	9.548933560103384	4.573544526810582	3.0810170823718472	1296	host	gene-PA4719
gene-PA4868	28.033957976175316	1.1871344804409276	0.0	0.20786794144442744	0.05807675589600739	0.11737207932845134	1701	host	ureC
gene-PA0732	4.893859043254743	0.9671052448419625	0.6895712240699218	1.0160441620602616	0.283875177526174	0.09561777152188493	1044	host	gene-PA0732
gene-PA4960	29.044484368339774	6.000550681949665	0.0	0.0	0.15316056089784272	0.15476736971914395	1290	host	gene-PA4960
gene-PA2048	5.734218676944952	0.0	1.2119736665471355	2.381032783817987	2.328349940921751	0.6722219088811304	297	host	gene-PA2048
gene-PA4607	20.154591089380478	9.957178260503046	0.7099727395749491	0.6974030934851501	0.3896984685566413	0.39378679869367994	507	host	gene-PA4607
gene-PA3368	94.61460816959169	86.41216052560885	0.0	0.0	0.0	0.0	666	host	gene-PA3368
gene-PHIKZ_p40	17.740239031798442	7.011513025104228	2729.6676904807855	2666.6079033271567	1073.2965618292733	1065.839346933011	96	phage	gene-PHIKZ_p40
gene-PA4268	338.78133892982834	388.121172615447	393.8230237595461	393.5040712805001	93.47734878023176	107.87535294214206	372	host	rpsL
gene-PA1085	21.23519884105549	2.23808894566918	0.29921544386076404	0.0	0.08211850521954162	0.24894003358814926	1203	host	flgJ
gene-PA0910	6.7581862978279785	0.0	0.7141987677867048	0.7015543023749427	0.0	0.3961307677335233	504	host	gene-PA0910
gene-PA4240	69.86924910985232	62.13279234553901	232.5870694847533	216.68314114583612	51.674016930610634	51.70420666848017	390	host	rpsK
gene-PA0048	31.045418305647278	0.8764391281380285	0.0	0.9207900218671121	0.0	0.0	384	host	gene-PA0048
gene-PA4885	24.682071696415225	1.9510297113333508	2.6083781084384	3.0746379860606186	1.5748901153191222	1.446738456070259	690	host	irlR
gene-PA2059	11.100037829952097	0.6267274212383668	0.0	0.0	0.0	0.0	1074	host	gene-PA2059
gene-PA0565	20.09513801832036	0.9927806053244925	0.0	0.0	0.0	0.0	339	host	gene-PA0565
gene-PA5178	116.64814705840072	22.283164682523026	0.8218177601929205	0.8072679643766463	0.22554466159613829	0.45582170533720484	438	host	gene-PA5178
gene-PA5547	30.021942976889672	5.9328187135497314	0.5768528509046462	1.133280026913369	0.15831500285113553	0.31995177393861496	624	host	gene-PA5547
gene-PA1866a	8.109823557393574	6.410526194381009	0.0	0.0	0.0	0.0	210	host	gene-PA1866a
gene-PA3094.2	11678.145922646745	9891.150530375606	9.349511141935043	18.367967189453044	1.2829683347936178	3.8892839013836826	77	host	gene-PA3094.2
gene-PA4876	34.554900374981315	0.9755148556666754	0.0	1.0248793286868727	0.0	0.0	345	host	osmE
gene-PA2800	24.15692123478937	18.61780479857463	4.084609123001409	3.0092201565699663	1.1210049563586788	1.2743611081129516	705	host	gene-PA2800
gene-PA2450	7.42075358192876	2.9329204810893503	0.0	0.3851670679705567	0.1076128123955431	0.32622533813348975	918	host	gene-PA2450
gene-PA4452	71.64989744881701	26.140009724660423	0.0	0.0	0.0	0.0	309	host	gene-PA4452
gene-PA4591	21.32160184103475	1.5800592732629248	1.689935112509386	201.96859071188484	216.90195958699425	59.910594139754544	1278	host	gene-PA4591
gene-PA4977	31.4255662849001	1.0016447178720327	0.42851926067202284	0.0	0.05880271534470748	0.0	1680	host	aruI
gene-PA0627	24.682071696415225	1.6258580927777921	3.4778374779178667	0.0	0.4772394288845825	0.9644923040468393	207	host	gene-PA0627
gene-PA3490	3.0036383545902128	0.0	0.0	0.0	0.0	0.0	567	host	gene-PA3490
gene-PA4587	6.543949844582712	0.3232974305523564	1.7288961525672393	1.018972243218937	0.0	0.0	1041	host	ccpR
gene-PA3095	9.73178826887229	0.0	0.0	0.0	0.0	0.38028553702418233	525	host	xcpZ
gene-PA5342	6.378512910309552	1.6806622981523243	2.246917471688509	26.485645572806817	0.24666307560326733	6.106645093599931	801	host	gene-PA5342
gene-PA1196	9.724841953191437	0.48044628865810557	0.0	0.0	0.0	0.0	1401	host	gene-PA1196
gene-PA3486	16.84116634909914	2.496063969381975	0.0	0.0	0.20351990477772675	0.08226201357136206	2427	host	gene-PA3486
gene-PA2442	4.553644243456284	0.0	0.0	0.0	0.0	0.0	1122	host	gcvT2
gene-PA1847	37.845843267836685	23.587448945991664	26.458317428159773	30.220800717689837	6.417034782232695	6.313715005722002	585	host	gene-PA1847
gene-PA0334	17.86910275357906	2.7163246586360206	0.5810430653179971	0.8561340639151842	0.31892998153061686	0.16113793941702642	1239	host	gene-PA0334
gene-PA5082	26.492090287485674	1.495789445355569	0.7999026199211093	1.1786112279899035	0.0	0.44366645986154607	900	host	gene-PA5082
gene-PA2716	4.133647929739443	1.089167071860851	0.29122668201011265	0.8582120592159491	0.1598520417137679	0.0	1236	host	gene-PA2716
gene-PA5167	37.61785626019911	2.3653296952158844	2.1684107166536095	1.7750169096233488	0.7934824239285829	0.2004517137928672	996	host	gene-PA5167
gene-PA2172	4.743907930508776	0.6249816624048338	0.0	0.0	0.09172568410316487	0.0	1077	host	gene-PA2172
gene-PA4769	26.404076698490705	12.175030369173232	0.465059662744831	0.9136521147208555	0.0	0.12897280809928666	774	host	gene-PA4769
gene-PA3619	13.516372595655957	2.6710525809920873	0.3570993838933524	1.052331453562414	0.0	0.0	1008	host	gene-PA3619
gene-PA4065	30.940322102852257	2.1267148512164487	0.0	0.0	0.07803203931999098	0.07885067414600937	1266	host	gene-PA4065
gene-PA5196	43.06595958064174	3.09473678349428	0.0	0.0	0.0	0.0	435	host	gene-PA5196
gene-PA2705	11.526652771929953	2.5625834406472308	0.3045314542846863	0.2991399055811938	0.0	0.16890855070871044	1182	host	gene-PA2705
gene-PA1842	4.691633462954961	3.7085688727824024	0.0	0.0	0.0	0.0	363	host	gene-PA1842
gene-PA1703	11.241339584505944	9.996612629851574	0.3394211965718993	0.33341194568314103	0.09315281638765541	0.0	2121	host	pcrD
gene-PA0146	24.816946405138804	1.2260569224225972	0.0	0.0	0.08997136774053603	0.0	1098	host	gene-PA0146
gene-PA0157	17.49177630026065	1.2569659204668646	0.3360935377819787	0.66028640223524	0.5534373208913645	0.4660361973335568	1071	host	gene-PA0157
gene-PA4044	32.54260408380861	10.360961922447014	0.19105954297478725	0.0	0.05243554234559902	0.0	1884	host	dxs
gene-PHIKZ257	4.957970733777731	0.4898873729330465	3612.6606316742673	3355.6965967223455	792.3216526970715	770.7009507987904	687	phage	gene-PHIKZ257
gene-PA0309	6.785111342839245	2.6816942247410593	0.4780294541361211	0.0	0.13119330913560234	0.0	753	host	gene-PA0309
gene-PA2438	8.299527032420324	1.3120960046978674	0.0	0.0	0.0	0.0	1026	host	gene-PA2438
gene-PA2449	11.087649394874028	2.1910978203450715	0.2343464706800125	0.23019750546677803	0.1286309398165476	0.06499020408128116	1536	host	gene-PA2449
gene-PA3724	18.202409587737076	5.620451322728841	0.0	0.0	0.0	0.0	1497	host	lasB
gene-PA3734	28.243166617788567	3.3487823403482886	0.0	0.2931868726343044	0.0	0.08277359325775113	1206	host	gene-PA3734
gene-PA0391	21.634437843656638	3.078225230533564	0.365809124963922	0.0	0.05019743992840883	0.05072406172197554	1968	host	gene-PA0391
gene-PA4183	0.0	0.7191295410363311	0.0	0.0	0.0	0.0	468	host	gene-PA4183
gene-PA0740	13.783008170380581	0.680936014577649	0.0	0.1788484412731265	0.149906770529755	0.25246573967842145	1977	host	sdsA1
gene-PA2592	10.79840636718166	5.792119455520884	0.32604726355479996	0.6405495804292953	0.0	0.0	1104	host	gene-PA2592
gene-PA0316	33.230496527856594	12.586520942626127	0.5852945999422751	0.5749323063365384	0.40157951942727066	0.40579249377580434	1230	host	serA
gene-PA1879	0.0	1.2128022529910016	0.0	0.0	0.1779974086110064	0.17986478102495107	555	host	gene-PA1879
gene-PA3167	14.11378132916561	13.3257485118003	2.651610894766108	1.953499272911442	0.5457931590005998	0.45959923328198826	1086	host	serC
gene-PA5559	165.0254793655669	151.3182345882959	26.508400776455364	28.780041613706945	5.7435210336691025	4.643021091574319	258	host	atpE
gene-PA4943	49.70537019047674	33.862053688060975	4.146960587148608	3.801971703193237	0.8346191855377835	0.5366932982196121	1302	host	gene-PA4943
gene-PA0487	8.975298798696446	2.2170792174242617	0.0	0.0	0.0	0.0	759	host	gene-PA0487
gene-PA0112	25.371515039890507	0.9400911318575502	0.0	0.0	0.18396380219573288	0.2788406521476197	1074	host	gene-PA0112
gene-PA2654	9.527624878616226	2.196613870801884	0.0	0.1648407311873991	0.09211054711338794	0.09307687969123343	2145	host	gene-PA2654
gene-PA5565	29.688894481108008	17.067645018320277	0.7606047099091373	144.01097571794227	0.31311746998132667	40.657706880338985	1893	host	gidA
gene-PA2570	9.230693479960166	5.472400409837447	0.0	0.0	0.0	0.27052832918386954	369	host	lecA
gene-PA4576	18.043861704714306	3.8400462533578166	0.8800884571259148	1.1526760175940376	0.1610245505771941	0.1220353954386893	2454	host	gene-PA4576
gene-PA3269	15.935091902247022	2.3617728084561613	0.0	0.0	0.11554217751942522	0.0	855	host	gene-PA3269
gene-PA3511	6.70497223249075	0.0	0.0	0.0	0.0	0.0	762	host	gene-PA3511
gene-PA5269	24.68207169641522	2.438787139166688	1.3041890542191998	1.2810991608585907	0.3579295716634368	0.3616846140175647	276	host	gene-PA5269
gene-PA5440	18.312504807017746	1.4475381729247438	0.0	1.01385912085153	0.14163234663671478	0.35779553214640814	1395	host	gene-PA5440
gene-PA4559	30.05405200681148	19.13730613910801	0.0	0.0	0.0	0.0	510	host	lspA
gene-PA1145	11.316032870781731	1.4908200452048859	0.0	0.0	0.10940040064131624	0.0	903	host	gene-PA1145
gene-PA3730	42.443936375143934	5.24225272904989	0.5606794064867588	0.5507529102756559	0.30775252890688026	0.3109811634543547	642	host	gene-PA3730
gene-PA5543	12.804984564305643	0.8434902887343433	0.0	0.0	0.24759038039876832	0.0	399	host	gene-PA5543
gene-PA5230	34.81817580640974	2.39326311256891	0.0	0.3142963274639743	0.17562410982952634	0.17746658394461842	1125	host	gene-PA5230
gene-PA5373	23.123733157537686	6.168989056710848	12.21847179105564	12.962323077689366	6.103027238220556	6.709212758598736	1473	host	betB
gene-PA2130	5.85244998987165	0.642521239413904	0.0	0.0	0.037719954860293455	0.0	2619	host	cupA3
gene-PHIKZ116	18.511553772311416	0.0	1768.480357521235	1725.6405696765216	233.0121511528974	228.94636067311845	276	phage	gene-PHIKZ116
