Geneid	0_R1	0_R2	15_R2	15_R3	60_R1	60_R2	60_R3	120_R1	120_R2	120_R3	gene_length	Entity	Symbol
gene-VC_RS08985	41.461711557169366	53.49010137988775	57.08063999151392	65.57100368176233	44.73305447297035	47.46717033364411	40.679880739177676	76.55794103860231	89.56975893108087	81.61035593567355	741	host	gene-VC_RS08985
gene-VC_RS07960	15.558786661105824	18.790247555867012	18.09851963868841	20.253258167082127	19.64360425469848	15.459560111040906	18.528497365751964	26.140915548383827	33.00737751325657	25.456847560850164	1707	host	gene-VC_RS07960
gene-VC_RS06525	136.48127562847154	138.019970202723	125.65334344710492	133.31281539946002	245.27805502951804	283.45423983214056	266.1830275239541	279.75859158548826	262.9500373917547	270.8761502972659	477	host	gene-VC_RS06525
gene-VC_RS07440	31.54029405501372	37.38417151563871	38.38741986194405	44.78542408329518	28.62477458821994	23.09370536463521	22.915223791658516	22.209599332582968	21.662281205355235	23.107078746464197	867	host	gene-VC_RS07440
gene-VC_RS07215	41.24335681848539	42.49112725260553	39.39982545796995	41.45754469150251	39.680734869662444	35.21980024022038	40.17480646232341	54.32594770002148	57.2315438307429	50.26438304594371	4842	host	gene-VC_RS07215
gene-VC_RS00580	73.94307978418512	82.76401138614578	98.6237241244245	95.74856787620976	62.6084585038164	56.73990346960583	53.782239021332465	55.01600006577313	52.96035732125378	56.29462487030736	1254	host	lysA
gene-VC_RS05655	112.13337476437398	118.43573529548114	147.2642799799874	132.60099936721468	78.09373217530674	63.34088382319345	64.27537510808885	60.266461148737136	80.09665477522465	62.45207004650039	588	host	gene-VC_RS05655
gene-VC_RS06145	50.59580702675955	51.439816583864506	57.74185989250587	59.08498299237392	72.10403593892273	64.74656744977382	65.56126150863753	81.75159324944492	84.99167763707834	72.2870417073666	984	host	gene-VC_RS06145
gene-VC_RS09300	2.6519627696913783	3.4140991017253777	3.601387627548079	3.2101440339424867	5.154202759165777	4.049736130845254	4.305468661120631	8.985458965354846	9.855772782035887	9.470054160327274	663	host	gene-VC_RS09300
gene-VC_RS17570	28.07514780010653	27.341167972560715	34.51636050178096	37.17540085039151	26.140968779030725	20.97636761523753	26.265601264430185	33.029713827788754	39.06328181323333	34.31483081049098	384	host	gene-VC_RS17570
gene-VC_RS16345	21.946136671171843	24.55618988085665	21.5717221643309	25.920992397473128	31.684850291683965	27.592629021150398	27.27908639338956	39.64989865464487	38.98502411508565	36.35440908000819	759	host	moeB
gene-VC_RS17065	25.51019749765751	30.752331382755553	28.236764510764463	26.356746029841062	29.798686162906957	27.99883571258709	23.928232496547054	37.67777712389722	40.57650136535339	40.26113715347	711	host	gene-VC_RS17065
gene-VC_RS17350	104.67851571821419	108.78863839596355	103.39224675911102	119.60700158362289	153.7399687933088	141.17539581046708	142.89182344636947	118.8609994058881	127.09380112897956	110.92780353861325	1437	host	gene-VC_RS17350
gene-VC_RS15895	5.7308362018091215	6.805735833385814	5.306314479370168	4.660283304065402	8.166712164850262	7.715995288559526	6.802139432523585	11.182129369643588	14.074684724508408	11.296728047369008	1203	host	fruB
gene-VC_RS01840	1573.1722303785014	1732.3455388966283	1500.165873936802	1482.0483233920456	1316.307433532395	1120.6626428673676	1368.9346119844834	1245.4260875726875	1178.1057704111577	1132.7488579742046	369	host	rpsF
gene-VC_RS06580	22.553607204657794	24.20130123429836	24.364489765963025	28.520274633217674	41.32022692496422	38.067664990179814	33.75703785527677	53.4671950471944	55.24306887664801	53.93419383669993	1194	host	gene-VC_RS06580
gene-VC_RS05405	69.73994542172385	80.26764909375623	75.76700544198026	86.51729652454752	71.94414687519259	74.29145707539197	66.97989962662615	88.96450531925245	89.29813708265999	91.12315047524297	966	host	gene-VC_RS05405
gene-VC_RS15505	30.167502999612402	36.145683491276394	35.039916099477225	35.80401327871212	56.77484004699321	45.83515367498443	49.15130244447114	90.88931201279688	114.50216241600326	96.03633333748974	477	host	gene-VC_RS15505
gene-VC_RS05695	16.739876674281042	17.55446959855319	14.394197205907696	18.077191225047734	20.663167433429997	21.153403935025445	19.13331604303207	26.82087626912829	27.731928231459467	25.914750530786474	738	host	gene-VC_RS05695
gene-VC_RS08720	13.145997714045906	13.575468168876892	9.702190555573644	11.14853753873364	27.425806913222125	22.138816367069484	26.565608511999088	36.54294147308742	34.9368029308756	35.57751493427438	447	host	gene-VC_RS08720
gene-VC_RS04780	268.2410735784071	306.9468462731619	315.06879100375414	328.67529059482285	360.6007982950442	290.2597472909616	331.4255765097411	313.6814938305096	281.3287177215527	299.6308073558042	1722	host	ptsI
gene-VC_RS05390	96.94618786646225	123.6403436917859	117.44620380084099	116.44057201424063	220.75004753358672	212.80486142257345	195.73890667357568	286.57359365736977	281.0507034034428	272.4114606697467	1197	host	gene-VC_RS05390
gene-VC_RS15575	32.57692853916266	39.31157058055183	40.40939766062161	49.884607069275695	91.05684875706461	71.84880982746725	69.62257859324339	115.86618548263422	148.28228613399654	128.89090177601534	615	host	gene-VC_RS15575
gene-VC_RS12220	17.247513383867187	19.333283222582143	16.941616539773573	19.35010502914611	35.97896778189175	36.56955271703058	28.647569973133837	55.103334896799744	48.167115144342155	47.96928113299903	279	host	gene-VC_RS12220
gene-VC_RS01110	38.296731763119055	49.99722210500917	48.1783695937122	57.555998111669325	61.237552538255905	55.3681296601072	45.80142966891108	53.14611580878101	62.457716247655	55.60092877088004	708	host	gene-VC_RS01110
gene-VC_RS05755	52.804052187154454	55.45207819072472	57.749420399477245	55.08047732936842	14.999320205060867	13.127195378550683	13.292066340587917	18.41045534106865	18.82292194869593	15.030239133629111	1572	host	gene-VC_RS05755
gene-VC_RS05840	72.56516073909192	76.3200597940633	92.93122326033986	93.60887820688748	78.6617948554077	51.142381995245785	63.64188495670904	88.4205275087869	99.26091317608306	89.61110244441697	183	host	gene-VC_RS05840
gene-VC_RS10710	23.840580528251497	23.38116084958147	18.35619405373914	20.050645787717627	17.39387157154638	15.957325363455963	16.953008332502513	19.57747977267832	20.057491642599132	19.78054609013465	2721	host	copA
gene-VC_RS13595	36.35482044992335	47.01390875491437	48.14887263273646	44.247417365411444	45.96996625165963	40.18330013912169	37.51662377910201	44.74882787681718	55.38271312730193	42.97882615798531	420	host	gene-VC_RS13595
gene-VC_RS09305	5.465298333176211	5.640429395777464	7.072774806936214	6.183518490343036	9.535081628377139	8.715706240931526	9.524610351428024	14.619758673069843	19.41706556442721	14.058397929646585	999	host	dctP
gene-VC_RS04650	8.484881310559429	10.615342210773182	10.630576835555685	11.69976448936293	12.116217692057926	10.342819123022268	11.225566375651342	16.457081361251536	18.69213636484584	16.063787046081465	2214	host	vpsO
gene-VC_RS16165	69.56022321699596	91.76419710516743	133.4312739248369	126.16066870726527	87.07223466656706	56.153451124462954	73.83560289761456	68.70965043655492	69.50121335060798	58.82560138941731	2082	host	gene-VC_RS16165
gene-VC_RS03330	39.48353833106827	49.76594243812886	60.31564799840625	56.178564543272856	80.11520962088645	79.44116669928178	67.57825339662399	95.57397921175432	98.44945895373861	93.35355100494199	450	host	rimI
gene-VC_RS14090	28.51847550445674	30.895472481370323	30.238528179140694	30.47150066273372	14.865336668455639	13.348483350960379	14.123020345245767	19.982756541820592	18.265205742808647	18.531808236449777	477	host	gene-VC_RS14090
gene-VC_RS18010	39.09434969273066	41.99083842603833	43.1024559787243	46.37589598787376	31.98708983835819	29.74146108446657	26.817064237808797	21.719665628901982	20.07209872558333	19.669943321732404	2373	host	ppsA
gene-VC_RS12875	55.84630370560617	65.10598204271338	68.05070997813638	67.29123063020363	85.80315871022363	76.54644102556395	78.7741303182812	106.55337271281903	100.14525795750721	104.39211749834452	918	host	gene-VC_RS12875
gene-VC_RS08210	293.2396201170585	324.775257102429	330.48243810754974	284.3978824217177	53.668136229813655	36.5536896953199	45.379639688211455	32.68581470945747	28.45157048399039	30.18579763604319	234	host	gene-VC_RS08210
gene-VC_RS09540	35.47849902034531	38.935021995477854	34.30541253843928	40.168744814968484	58.5719501617586	55.60488691772056	55.36049885717292	78.20021975127003	79.59152356352939	76.84689220467727	1848	host	gene-VC_RS09540
gene-VC_RS14150	1326.83457375751	1452.2791834625248	1631.391328836454	1638.22328799439	1505.0680400292524	1292.9658546685378	1202.3852009709751	966.0972788198707	1177.5269434686038	885.092041186911	213	host	gene-VC_RS14150
gene-VC_RS16470	14.69459934196377	15.674312578938224	15.475607672868904	18.938431837656857	15.359625682998251	12.48357355789464	13.585844207731414	15.333479175219711	20.49442376653726	15.06996445042963	381	host	gene-VC_RS16470
gene-VC_RS16700	5.704492374458708	7.330378912671802	7.3427229431669385	9.797392483145106	11.897912225396206	8.698875476360298	9.732325141557796	14.040027795622951	15.450362392033341	12.951624780793667	657	host	gene-VC_RS16700
gene-VC_RS16610	3.939434359086254	4.487251708373842	4.22709220035985	3.7108623569564956	5.901251665102696	5.715007144649454	5.701408805496499	7.872142090828952	9.688261238881331	7.9627722362675755	2490	host	napA
gene-VC_RS08440	6.443678867625065	6.447374509417616	6.085649734894629	7.555688429637034	13.087125139268604	11.407094636405901	9.540732872454162	18.54390598437383	18.092892481084036	20.263752931445083	1113	host	gene-VC_RS08440
gene-VC_RS07090	83.12180186539193	83.39311507616797	76.47143690555947	74.87957168230749	87.0689665436908	56.34713768502744	73.42614837361762	78.68317347144357	105.95435720717758	84.92889687321451	339	host	rstR
gene-VC_RS14225	5.739794436972939	7.96580213791201	8.882244370376394	9.54975728726651	13.229174784419579	10.714005342041999	10.952385612513483	15.438698919060323	20.600377616256335	18.195942505724105	1185	host	hmpA
gene-VC_RS14895	270.24973935804974	277.54769331085487	322.51365342056243	330.4960727237715	209.7803474670131	147.17641040854065	166.61972364374128	161.28286929835812	221.0089894879846	170.1231542404056	270	host	gene-VC_RS14895
gene-VC_RS05335	10.196007992557929	11.18067067451204	11.161386373234459	12.598980611209713	6.761291817802314	5.547567506933086	5.5046926819884465	6.417691476318619	8.3928110186928	7.384470342013507	1611	host	gene-VC_RS05335
gene-VC_RS07340	22.989383314817168	21.101809635968618	22.270267375177944	23.941893377862208	11.82062915804906	9.97115623806679	10.05367550000546	10.233105164561351	11.544988535548862	9.785487526723479	477	host	gene-VC_RS07340
gene-VC_RS18395	60.832503564665615	65.2476083191306	58.69785517293525	56.73752321438138	68.93137861732396	62.55613248345515	62.56270967952509	124.9261185660322	133.52022180875034	109.32436309718226	699	host	gene-VC_RS18395
gene-VPVV882_gp48	170.03200577022542	463.594617204914	59.425584795031774	58.24091180676857	1929.4883741199505	1562.961088781536	2139.42448174971	3942.51257344767	4026.1413878203207	5121.717412678504	123	phage	gene-VPVV882_gp48
gene-VC_RS00860	1142.309700213248	1164.9099842837443	1248.6280396300367	1158.8880949852212	1018.9644096422442	670.096338450528	947.1169960733165	779.3677929466114	871.2854393276316	741.7586062377397	234	host	gene-VC_RS00860
gene-VC_RS03195	43.99788090412577	45.99569435621467	48.99857277968221	48.64354223683066	43.15856175005719	39.52393629300634	38.6920499014733	44.282160281329666	50.816682367440656	47.07727513682677	1446	host	dacB
gene-VC_RS09365	97.21488572640257	105.71836709909356	118.51159481980623	124.07846428398523	140.30117047236502	135.16200955886387	112.23601717348886	69.1018859327777	69.640074508949	64.67093560413484	861	host	folD
gene-VC_RS11310	9.034112768888289	10.5474193686673	9.984557053312242	10.559349330835644	13.001734744098304	12.614741215976549	12.715036625046677	18.004615822655342	20.59412117438057	18.675494071390926	1347	host	deoA
gene-VC_RS04020	36.558831788026176	45.633644947746596	49.932164211726686	58.15884933039028	69.34669605810011	58.00872031868157	53.56640861643121	77.22502788557748	69.88978030755253	71.7770802138402	324	host	fdxA
gene-VC_RS07950	24.270707004623482	27.875896739537044	32.234157003031186	33.93624189257445	33.71982329326134	25.02606870891388	29.159926844746362	36.497950163476226	37.008280240516356	34.208928559927635	774	host	gene-VC_RS07950
gene-VC_RS02675	46.039573613652365	50.43683622159906	55.75952881762682	60.94949844714392	69.4391793086174	65.31149342489877	57.51656306173166	71.41947348163387	68.13671433348114	69.76958254342846	804	host	gene-VC_RS02675
gene-VC_RS01540	29.2057422827882	35.86426874401874	34.78995701806541	41.601934073505824	38.5751866431111	30.467802039720898	29.78244331249507	47.61162617359655	46.731723203675315	45.310621212047415	423	host	gene-VC_RS01540
gene-VC_RS04390	63.07488116246117	57.300894006236376	71.54428208733651	79.71593679776228	49.13511917890571	42.125950487413434	41.91037765722755	85.75575936959468	102.06871475063733	79.98731287190027	1038	host	gene-VC_RS04390
gene-VC_RS06460	10.455925828539918	11.106617051541619	11.173112603079135	11.936978884301388	14.946163309183309	13.471899829761565	14.42711476181793	22.21003999399042	27.77909024502707	22.610658506214072	1509	host	mglA
gene-VC_RS08305	51.041990065037105	54.31564236882427	49.42094560898629	52.841505769701214	53.76145503537478	54.611119787524224	58.370570824182884	69.54417691714772	69.56954765828742	62.91735682238441	1338	host	mukF
gene-VC_RS09320	16.28150714986896	18.812319722137303	16.083487515993053	19.030973245334184	14.984199563947106	13.245960639521517	13.911854766003971	18.011620764732577	21.09765786086285	19.921048981158776	1833	host	gene-VC_RS09320
gene-VC_RS07920	56.37466410416537	57.986456845317	68.5426306921776	62.725039980296955	93.59349056615551	71.80875402996257	81.37038840644813	86.69868457200143	91.75904005708396	83.80074128965651	696	host	rsuA
gene-VC_RS17895	21.35527914540952	32.624915438107365	25.069830660759308	25.67610090405926	58.8971580612899	53.55356129526978	52.32116625862466	113.04661089981917	128.72890970474506	116.33575659391859	1209	host	gene-VC_RS17895
gene-VC_RS11660	35.76161825143975	37.134813481836666	36.234369395534756	36.79361951098889	52.103467535066905	56.83267449746406	47.54057491145962	68.2812066076965	72.3332254897216	73.30836568753347	546	host	ampD
gene-VC_RS08860	36.29001684840834	47.66594287920538	55.781259482858395	63.155203009235535	50.373128037346966	46.20005096209178	38.34464057748515	47.406232507538796	43.322305217712106	49.406269402233754	1071	host	tolA
gene-VC_RS12665	104.96691563958686	115.83949933962231	112.99981584501798	125.60568660901936	126.45618621115321	111.34506008137595	110.16506944344798	190.5138340026387	221.64630062361502	193.80554587250805	834	host	gene-VC_RS12665
gene-VC_RS06120	231.6805403582929	245.46364948671257	277.52813073917736	249.69077835686613	115.43890088317609	87.16201662630598	116.90936889036045	142.02884569650135	155.54884890649942	131.76746977891708	279	host	yfaE
gene-VC_RS04970	70.73785402798646	74.00949340170065	81.71051483093589	87.27982184984862	83.35547052892053	85.1650683225915	77.32485497155128	69.74681265691709	74.76351164217436	64.59742742404866	885	host	gene-VC_RS04970
gene-VC_RS04430	55.224183180318086	65.04333052597354	60.57562538231854	67.71229736260041	111.31906550080086	103.60558997177375	99.52832109880947	155.80297167271897	168.7738974861074	162.8378696312343	1452	host	thiI
gene-VC_RS06690	36.68469641017775	43.26290239290589	43.4064167958588	54.45212899906549	51.322901174919224	36.40644142034446	43.57945107777454	69.77576525660864	77.54972946734857	77.24620114653217	531	host	gene-VC_RS06690
gene-VC_RS12065	71.88879528065652	80.35758483503774	78.2120595848561	92.09123999811781	108.00509162718573	99.34801656499427	97.76284173184582	112.89932435179186	108.670299713517	117.05544702246637	1071	host	lptG
gene-VC_RS14840	26.78146979820522	33.724857216136336	34.24879181572064	39.16752028708198	50.44176512281648	44.10534881372941	45.33803128306264	88.68753604349463	92.17557316719711	88.164040531982	387	host	gene-VC_RS14840
gene-VC_RS02405	92.66596310410169	68.22750172969279	97.3248197755135	91.5523195190089	68.50812103876012	60.731578619354366	62.65397987976666	114.25360324175792	118.18112117401292	101.46143715054266	732	host	rsmE
gene-VC_RS13360	35.704500607407034	48.69099242383362	57.70913655286103	72.7583784428904	53.50408726534241	51.367678832229245	39.6811211522137	52.57240474055412	49.334159784403305	54.65124781064594	1362	host	glmU
gene-VC_RS00610	37.0468187073073	44.127039250537344	40.15855599616017	45.99763805174436	31.768278363089365	28.462406060168195	26.839873346688425	43.32741994793718	38.89387403776465	40.13063813378571	597	host	gene-VC_RS00610
gene-VC_RS15815	66.12499909073485	79.34503243750615	82.42852284806648	91.48955494549851	125.52779412326342	111.10241605863739	121.18063219669963	169.27411960172503	168.716965115685	184.5357211402068	522	host	gene-VC_RS15815
gene-VC_RS13720	4.722430531250531	5.647495832003695	5.237968483887816	4.903586187384778	6.956914554818629	6.080446067838668	7.2318784134132645	12.728062657554762	13.208064087633614	13.006509753458236	921	host	pstC
gene-VC_RS17510	78.82998104293145	102.86150587570242	111.89617522145981	132.98028910254527	129.99209565263632	112.93942690616778	102.1990690708227	108.18621418071685	112.12806858779751	107.34689438730629	162	host	gene-VC_RS17510
gene-VC_RS01685	7185.208460885091	7255.139324798013	6872.709626351519	6550.270055292716	5038.737596861143	3602.0050687506828	4921.30250408209	3402.9771383301904	3300.1741968264823	3148.0191396170476	76	host	gene-VC_RS01685
gene-VC_RS06750	29.423980893715548	33.665654765536594	32.288862651009254	34.69091598508555	44.30518914236548	36.58790556577353	41.29362452680814	63.77776339939487	74.91172670852163	66.83961322918779	1236	host	gene-VC_RS06750
gene-VC_RS07825	23.089254802515423	19.853181846858046	19.703039061232428	20.477466633029	28.89822720066889	24.738992474031615	27.850862405833666	38.05553687857978	46.28446366483907	37.640589764782604	507	host	gene-VC_RS07825
gene-VC_RS01135	82.94554835174591	96.57399040571615	101.29488658605099	86.78979194667208	41.93065697402442	33.52443544176545	35.46304921871067	44.58814339109942	49.18661703968943	47.81190160172278	381	host	gene-VC_RS01135
gene-VC_RS07585	3.5412916743310854	4.850009008686177	4.171161389943318	4.54803915264993	8.044098845469943	6.952891812042479	6.170911598442425	17.030426465083426	19.575775641273015	18.053561272333248	993	host	gene-VC_RS07585
gene-VC_RS02980	163.24391286809302	150.16363566416192	169.45639511383274	156.5088173084511	154.46356612898558	149.33288225858988	147.75110667604332	112.92855783899337	143.3767344052774	106.7481193752444	534	host	hpt
gene-VC_RS02515	68.66518598885482	71.8010614496203	74.03912301026664	76.56188158199684	65.77985078712902	53.76955915253581	61.00082365512119	64.54025277300424	85.38358164018426	63.7050184909669	876	host	gene-VC_RS02515
gene-VC_RS07605	4.877440298642916	12.486078747917636	8.746227095473907	16.563995232050125	13.264913489908592	9.835073460624189	10.626534502854774	26.827553111615007	25.29028487465813	30.833056454749777	351	host	gene-VC_RS07605
gene-VC_RS12810	41.93596368453468	39.536792446180755	39.73492545854025	40.75608183387776	31.06578572115373	25.888189233130614	28.09964714720141	22.764280604576673	27.284594529030276	24.351714955334828	363	host	frdD
gene-VC_RS15530	97.20996590643185	125.71496590458722	135.89208376508955	134.89386936996354	121.1273945606487	103.45527625446728	112.03678421887373	138.2201187105007	163.61508242853944	128.86583290287084	426	host	gene-VC_RS15530
gene-VC_RS13150	38.19092249284878	47.177720283677125	46.62954503962085	56.97193403793332	41.55313005048879	32.09445400722057	37.28360127115727	57.17252135006733	54.42285792755229	58.6351643781166	441	host	gspG
gene-VC_RS13550	38.14353921432167	44.24790118501688	40.92768531773479	44.90216679840316	41.337537451535205	34.69066592329845	38.742427963666714	43.99082902594514	50.13111576184847	43.873138814028955	837	host	gene-VC_RS13550
gene-VC_RS02025	41.93420149649028	55.04067366428998	63.84918516241616	71.12758387087224	38.188010788561094	36.58919264867239	27.653674688351643	41.38654045998924	39.076598000455824	39.14953235325449	651	host	gspM
gene-VC_RS04775	1310.523233438146	1481.929667327431	1586.9404334230585	1492.1689024116076	770.804579879793	656.0514678596014	706.6537010372886	562.2752396301049	532.3233050161496	496.97847385591194	510	host	crr
gene-VC_RS02155	31.689973697115953	40.00840634516912	33.24737665980371	42.58273188317573	57.955083973936205	54.43866833478311	56.49582158764229	67.86104840982054	77.48442748707104	63.57387150156794	384	host	gene-VC_RS02155
gene-VC_RS01030	46.341842776863494	44.48478122672658	44.70618215623745	51.82952062825697	33.200953626053895	29.335174719235606	29.938431770988664	32.44788199542159	36.48773577126494	31.655740560769345	642	host	pyrE
gene-VC_RS02400	61.59633110523728	57.57127935000446	65.22656507878503	83.20848455715102	41.33177812900626	45.49106862429778	35.55480314533951	62.97326573660602	62.43951994524398	59.003663838764076	957	host	gshB
gene-VC_RS07165	57.374516637333585	68.3880370278803	69.30343755651705	80.17269477941403	126.62759435339161	97.2557630942924	105.72317490085108	104.71286730438857	99.45404526959308	102.71644402608662	450	host	matP
gene-VC_RS01020	48.6179490425	55.88183736215831	56.766169927618584	63.04686037394362	59.81149113614286	60.831120452822624	51.405607394697554	59.3585898329912	52.56776773903492	58.07737936482443	867	host	gene-VC_RS01020
gene-VC_RS00145	3.218238698859834	3.4445565949682786	3.836927522198902	3.848997837509397	4.624704813311517	4.2786441629880825	4.095732444977853	6.027469609995906	6.283158865267344	5.583476037389395	1524	host	gene-VC_RS00145
gene-VC_RS04045	20.87062032792505	23.294696460400743	22.94754780794248	22.752208192412922	9.451930549202093	5.821526461160957	6.640315155474732	7.904983734929198	8.394222213716315	7.909828271930691	705	host	gene-VC_RS04045
gene-VC_RS08040	43.497051093302915	45.996068581815365	58.036762139147875	60.07605533951726	54.874161763067896	54.73384140502428	55.30866318408568	68.3761185130935	83.2708677544338	68.690094206679	267	host	gene-VC_RS08040
gene-VC_RS12350	19.81258034620847	23.070638764683395	20.35482006653305	24.56764740932906	22.544268110142813	22.033038784115327	19.98766438691562	31.807230422918057	32.95491130483164	33.707973626346146	1908	host	cpdB
gene-VC_RS12650	209.8745878516984	144.57647945913735	151.79292739148647	144.4507074716634	117.43600118483336	106.54662915676205	109.98952602959339	146.86014030260796	180.3891115838447	137.7708360564054	1017	host	trpS
gene-VC_RS09075	79.38184900159604	86.34440896865077	88.09759011421659	101.27900474512002	129.99656473145686	109.50826427230595	108.44689059321198	128.11525363505942	149.99139292187778	120.10889684818295	531	host	gene-VC_RS09075
gene-VC_RS12560	147.66623439875858	214.17951911650795	183.49757638920008	225.2876137223366	155.98894839316114	180.39082758224072	117.57254460260982	146.2543440012114	110.40503075232355	136.66715570322492	606	host	slyD
gene-VC_RS12975	68.48314185764102	79.96475230472319	87.44655446400148	95.65874672336764	80.68474902577427	70.36098151861646	61.439128055588924	65.83029070430412	76.5932448365891	68.93139886081319	477	host	trmL
gene-VC_RS04955	151.72820113609774	154.1456754279699	174.4593960271729	183.89636849395905	223.6147039685786	199.73378790123465	205.3248732985321	111.95497312703311	120.36047210026035	101.69944953077884	1515	host	purF
gene-VC_RS15595	45.80240005261234	71.75441358381238	49.9595093180858	62.65949657383895	147.99395142160736	150.71504997083795	136.2867836449153	336.0113697610422	349.11450067504705	390.12054254769265	198	host	gene-VC_RS15595
gene-VC_RS04095	31.6349236328697	40.77493995497521	39.12848835683945	39.748202045463046	64.50534154400371	46.97583010745419	60.88033560424728	76.5007696625962	100.09391102349053	80.54621838806527	939	host	gene-VC_RS04095
gene-VC_RS03625	75.14413160856486	74.4778514542066	73.70591002424662	87.3115536729696	63.909790597657654	53.028781331135995	55.78024034440969	73.50875208568982	92.56866156375891	79.31824029966782	915	host	rdgC
gene-VC_RS17235	52.66182782456429	60.887485152438	57.475206627399956	59.97808186065963	83.93329926820087	79.62395187407378	72.71497235095897	91.41033403003847	91.74179870347923	88.4498989808011	1911	host	speA
gene-VC_RS02370	32.58497394329266	36.14364083470294	37.931614125044554	41.70833832455065	23.785677458465248	18.143720780105262	19.983513406114625	19.624590874734533	21.379792849241333	21.409539465215097	1038	host	gene-VC_RS02370
gene-VC_RS11145	22.447710916874367	29.2460345212894	25.08818748178371	31.780115852086265	46.31032042219019	46.90161517138258	35.54810910527626	59.55456592243604	63.20484561496655	60.256242215287195	606	host	gene-VC_RS11145
gene-VC_RS04300	14.563113972772326	17.442777591527797	12.432137085709337	14.341905693107684	27.436465562384328	25.595778681274453	25.86151509113126	38.53312628562172	37.54026661082066	38.817876609157295	1560	host	gene-VC_RS04300
gene-VC_RS10845	53.03739035648953	53.71012864359791	50.22725562672953	55.71415560675604	43.41510506655633	39.348772354100745	42.03043046316938	46.90564501621529	46.87150965078073	45.18830341214197	3480	host	dnaE
gene-VC_RS14955	35.87128588477285	43.00312060045582	48.50848641187209	54.96392955677136	61.01287516162489	45.87772502514695	56.028498843383154	68.05760532468767	71.71779313720454	67.10031796495049	663	host	gene-VC_RS14955
