Geneid	0_R1	0_R2	0_R3	5_R1	5_R2	5_R3	10_R1	10_R2	10_R3	15_R1	15_R2	15_R3	gene_length	Entity	Symbol
gene-PA0027	66.74520917438198	42.228585804234676	13.226977433330477	19.775183780692302	30.47223739670511	18.30040027217237	2.7913889667310023	1.5695108615155562	2.5556564568460836	1.5654273354636523	1.1400213803163224	36.50366653461998	1287	host	gene-PA0027
gene-PA4819	0.0	0.6358372615390468	3.2009285388659756	0.2837308977229765	1.0313680349654037	24.281046546686433	0.2047018575602735	0.18834130338186675	2.811222102530692	0.0	0.0	40.28900472820999	975	host	gene-PA4819
gene-PA0407	232.52084710067624	165.49097698128443	43.42025705237008	74.23399588223786	80.53103241569488	23.670202608405013	10.251185791343886	11.54923086775598	4.213886380103658	2.761650110676443	1.9224417144485153	7.966185829489072	954	host	gshB
gene-PA4496	44.672684789599	25.222726561361505	77.87321500223534	47.82025864503883	36.38543736736684	43.702874980250364	3.957061930533168	2.275499018554152	5.773978481963595	1.3442889014576342	0.45452525293280877	15.654691643099655	1614	host	gene-PA4496
gene-PA1563	16.6139735318191	9.366441246467547	5.358237317184868	8.620435915237742	7.02674256116656	16.508360258370377	1.6961839472062321	1.3872163988466106	2.0705885174447025	0.439029196064877	0.6927325384641676	19.478630020952235	1059	host	gene-PA1563
gene-PA0532	14.289289452532191	9.782111715985335	16.22848385089393	7.638908784849366	9.123640309309339	52.68077160030587	0.39365741838514134	1.4487792567835904	6.847848711292712	0.305675160179293	1.0852126601088068	22.97111788717036	507	host	gene-PA0532
gene-PA3666	31.33190507148743	16.771359652189354	16.447458895358768	37.95414762294308	37.891564762859396	25.923242931486485	6.5563928291044125	3.7258823060325814	2.824802885634705	1.6471018051400168	1.771989754187327	25.175126397789068	1035	host	dapD
gene-PA3294	7.510542973702905	4.998720609583701	7.274837588331761	3.078212569636065	2.7243683942482355	19.03013807722884	0.8690173198313497	0.710721899554214	3.2709187985419996	0.4498615564902803	0.088728079128393	19.433991803808503	2067	host	gene-PA3294
gene-PA4006	158.31836446809976	118.22136990708556	48.82600297657085	109.79725902582157	152.7863809937121	36.89213273760109	12.377321619923514	19.64443594575982	3.9662203307022166	6.727697013806579	3.4121105034118764	29.532871585567037	645	host	nadD
gene-PA4932	674.5330098676	694.3712734234579	654.393612056447	524.1880729576667	790.0694463822226	397.35090713425336	218.33719941454004	290.85458998770156	52.32520781444151	118.57324099357568	74.67331319826998	44.82255382522771	447	host	rplI
gene-PA5347	84.27096767643849	62.046714961889165	192.755429535111	42.23475195113008	58.33921480224153	48.809228427181374	4.570633079112977	6.074366464033488	8.834247574110444	1.5773771624519244	7.933373975808148	14.817247797449584	393	host	gene-PA5347
gene-PA2290	57.926463905387706	39.58166037317076	14.232984485629181	60.32810567878461	57.53340344303278	14.848484102969524	10.67428529628665	9.135958746135326	2.1969957144570293	2.377346737066069	1.2165899804868217	14.731035629642518	2412	host	gcd
gene-PA3088	20.978773414383653	19.547699594612588	11.502108078848867	15.887971722156538	14.494902113027294	20.91779347771973	3.8208708210152396	3.7222858945402715	3.909751460163744	0.872619967403725	0.8261303583711187	24.563338352265397	888	host	gene-PA3088
gene-PA0430	64.41287130566262	48.05196257736382	55.24876656430651	82.706094155847	82.7043749000608	51.59374724410462	11.659564567221762	15.776011236883166	5.860737945711179	3.727976438062924	3.571381411789922	21.819819212704168	873	host	metF
gene-PA4308	79.36257944763184	39.22275796784294	15.223000184839098	23.7489041152431	25.49367466710258	25.160440586606665	5.220515180234338	4.80327167075485	4.411978350048168	3.74190678980044	2.952127799732609	31.509201093263524	1491	host	gene-PA4308
gene-PA0527.1	1187.970040049632	2268.118683147249	761.9219012876176	825.4509786577722	1365.6477230723356	390.65070855354384	502.17987959544513	989.2475071984661	187.1503101321844	561.1678265217323	394.90363598459425	116.20886332997024	124	host	rsmY
gene-PA1664	4.8933939563889375	4.396747021280643	50.30472800442176	3.923937947232653	5.705440193425638	34.44120077544175	0.0	1.3023600765767382	7.775720709127447	4.396519325131959	1.3007158833928252	15.399678381626293	141	host	gene-PA1664
gene-PA3738	9.61494631899164	5.98977130435334	11.070405025722247	5.551256694579974	6.277892386745934	24.768291627890843	0.4450040381745076	0.6141564240713046	5.2965054105650715	0.518318749869236	0.2044603562523839	16.1745785859921	897	host	xerD
gene-PA2029	26.44879433428221	26.864124300024727	16.077391070213196	13.831881263995102	9.385449118185173	30.35130818335804	3.9916862224253333	1.2242184719821338	8.527373711009766	1.0331820414060104	1.2226729303892556	22.371532776217105	300	host	gene-PA2029
gene-PA4085	2.77095802349735	2.7663602409664017	209.6555603769828	1.1109944790357513	1.8846283369849743	35.267651275976945	0.0	0.24582700240605096	7.827767032481712	0.0	0.24551665268860556	14.665958765415182	747	host	cupB2
gene-PA3760	4.092340141464058	2.3696188967993344	4.150885978632951	0.7657031937363837	1.6700087398906003	9.024983690741498	0.5524279074135495	0.4356649366484462	2.3121162409109686	0.12256014726049948	0.14503830728223674	13.308025742603503	2529	host	gene-PA3760
gene-PA1501	20.267275351940388	10.292767931043956	7.6093128797493135	6.3594856386184375	4.623373949844912	24.96327263101223	0.5097938981386122	0.7035738344724907	3.5005639207757655	0.7917103765563298	1.1711426536295553	35.67243506687762	783	host	gene-PA1501
gene-PA0771	59.752178163553154	50.87390725494879	153.2946168939974	79.5559183811483	88.2898224703227	32.40117867068723	9.783544662807188	12.002141882177781	5.374395196014558	4.220514875024553	3.5960968540860456	10.858923540935828	918	host	era
gene-PA2611	81.4340560768159	32.07612508586644	17.453365716212254	59.76005925216768	52.50902710204764	15.892101280556572	7.709265236443777	4.991448705506555	1.1763697639345172	2.660554613062688	2.6237616531958277	13.555081712426421	1398	host	cysG
gene-PA4300	10.213350214897305	3.172214407897657	6.221900568967953	4.853291671577228	7.056728660289603	185.5689631912329	1.750739571239181	1.0067586118274126	3.0054183661923513	1.1895187976713935	0.8043900857824049	40.04192689241644	912	host	tadC
gene-PPLUZ19_gp36	0.0	0.0	3.3663319652347194	26.566238393583472	40.491807334932055	5953.763029955211	4.070128702880855	19.200756902055716	7920.714691397645	11333.340425164963	8811.881331403276	17913.328220616317	2697	phage	gp36
gene-PA4008	5.918847836955736	1.3506347058835961	4.635925914132986	2.938144712940136	2.4646662600276192	15.374028654968942	0.3261181554269063	0.15002677352722227	2.687197598007279	0.0	0.7491868446012595	15.965843028009612	1224	host	gene-PA4008
gene-PA4214	1.4649013754794908	9.87167722930845	931.2718843967627	1.1746820606365267	21.990474503482094	23.649533128009345	0.2118729417423213	2.631679836267326	3.976596020830305	0.7403374500520776	0.1946931417817286	22.055112632979114	1884	host	phzE1
gene-PA4694	261.87596801418323	173.3234855753808	119.6807351921128	242.3639371921266	196.3706484272625	66.8504723015949	30.41845449734153	30.33461700486703	7.007323529906888	9.600364101560276	11.902125871045852	15.236554944760044	1017	host	ilvC
gene-PA5103	20.233681755156606	8.080043401766968	13.866992470427114	5.678778231552243	5.504662239404794	23.616462672485827	0.39019415663981755	1.256529223442073	5.537255656499848	0.1514929679480954	0.537832667326652	25.56691472182824	1023	host	gene-PA5103
gene-PA2972	20.853971653522805	15.703752746128446	18.130553782319055	35.83388928496141	36.47195253180767	36.0651123145947	5.170578008322971	4.1230155792144405	4.102733465696779	1.0706549651875756	1.900527871071382	12.784707087902184	579	host	gene-PA2972
gene-PA5432	0.7666317198342669	1.377647400001268	11.348746637797548	1.2295005567995647	3.5754091878800662	31.295571104618066	0.0	1.6322912959761784	2.842457903669922	0.3443940138020035	0.40755764346308526	51.98091439179856	450	host	gene-PA5432
gene-PA3512	2.663971227223321	1.8616856756773894	8.033218340783336	1.7801648988410685	1.5530252263957813	21.093573254843424	0.513730530556671	0.23633561235176329	3.5275953024033777	0.0	0.23603724524889105	28.07238668830331	777	host	gene-PA3512
gene-PA5095	10.12277799076937	8.974111584515303	12.321115774604147	8.117301211264731	5.90131358034782	29.496341755657816	1.405523317755399	1.2931885267416907	5.576250414644213	0.0	0.21525931873050277	27.91807890984011	852	host	gene-PA5095
gene-PPLUZ19_gp16	0.0	0.0	44.316764245827784	2.2273560811586317	2.590876223101497	3089.284199120282	31911.95652844433	33366.75457524638	20489.53118077098	14399.662750996811	14906.273143849494	13062.93443030733	621	phage	gp16
gene-PA0035	22.229469943149745	11.010936468411622	14.062883070381101	7.884343719253714	8.224105706322641	22.415588199853026	0.247316370658323	0.9101996074216607	3.622888459271276	1.1522476298208295	0.45452525293280877	21.647503287723744	807	host	trpA
gene-PA2709	85.27303591387307	36.45466966157202	28.80835684979378	30.926667851804435	21.039907913294233	27.020446669902338	4.298739008765744	4.896873887928535	3.7482961367075895	1.4305597496390916	0.5643105832565796	21.662932190545067	975	host	cysK
gene-PA1304	13.95404226891319	7.452186228077036	6.360165026056132	8.358446767716337	9.016931065925606	16.566016162456627	0.8753697856195907	1.6108137789238604	2.849581858315711	0.8307750332943066	0.71501340958436	36.12190642186757	2052	host	gene-PA1304
gene-PA0803	23.46831795411021	15.931976734708543	12.223706696040445	13.800516453872664	19.15397779221464	15.691832802280347	1.3577164021854873	3.747607567292246	2.9004672486427774	1.0542673891898064	1.6635005855636131	33.12311775590367	441	host	gene-PA0803
gene-PA4870	6.46037966152472	6.1916737078708675	26.565418159638455	6.216575848986563	9.038955812056345	32.283788479676716	3.7375339161285885	1.3755263730136333	15.740737989825409	0.0	0.0	30.311726497848685	267	host	gene-PA4870
gene-PA2594	5.749737898757002	5.381435156254954	6.206345817545534	5.4751196669980615	3.980436009944605	13.784552466608444	0.41580064816930556	0.9564206812360421	3.616520100651463	0.6457387758787566	0.38208529074664244	16.44965645310081	960	host	gene-PA2594
gene-PA0495	16.483890221692427	9.873923344718985	7.4238103717105695	5.6649343060730795	6.635251692524865	23.203730488301026	1.3623502465615471	1.0445550102236636	3.949783045080096	0.7052437142703143	0.41729451549121355	15.270670837008261	879	host	gene-PA0495
gene-PA1915	18.497218821582603	10.545944244195754	7.147950886209696	5.361194288370195	5.1968156800582355	15.528576279857601	1.4182347689495693	0.8303807464995092	2.3608454349417958	0.7008017722715186	0.8293324140237198	18.99999078691489	1548	host	gene-PA1915
gene-PPLUZ19_gp40	0.0	0.0	1.2526210416995085	29.617935598400106	43.2867213350546	8161.754873430338	3.0840842778120674	13.985277246153514	2708.469762657288	3223.733237141999	2545.1435022821374	15433.263772919152	906	phage	gp40
gene-PA0045	43.18580430507442	55.0457367249415	81.35746316033905	118.38640732502357	100.7047566018621	80.76010387071105	22.950743200262103	23.522101645071565	18.352738180276788	8.797838343850307	10.41140704916615	21.262438035449083	687	host	gene-PA0045
gene-PA5320	46.511527419225374	29.057079156354288	170.1373306948557	23.11033925001663	27.281348021665515	29.121188993130954	4.7873821526192994	2.1264340704404305	34.61128287524346	2.691913507385387	1.6686603268339717	19.919186970504207	1209	host	coaC
gene-PA4147	17.083885769469685	3.7412149840290034	125.39216865511138	3.0933919759733457	4.069455345630267	13.89889512123957	0.425099704198651	0.9778102811358896	3.2109006442642887	0.24756758180655203	0.292972746898384	18.499294158119763	1878	host	acoR
gene-PA3417	7.854833195023225	1.6938287704933623	4.392729800604697	1.0077873416389873	1.6484980886742107	8.182137725203988	0.5453123254679416	0.16724296065329697	0.8321012598565344	0.28229017524754385	0.16703182109142836	17.528322450025453	1098	host	gene-PA3417
gene-PA2962	47.95989906072191	24.157798009500908	8.964254848181318	31.90291729136311	36.22008122793195	18.41216799748734	2.2070934879129016	5.801983279536179	1.7320325750189098	1.2241493381587802	2.0281304532523197	15.592091424740104	633	host	tmk
gene-PA5216	31.730035070918266	22.0678703889092	9.107018906874575	4.781391054220529	4.841699941920922	15.662773852646493	0.4928007682006584	0.5667678111028397	4.96302173656653	0.7653200306711188	0.33963136955257095	19.06941655489094	1620	host	gene-PA5216
gene-PA0887	268.79142815048067	99.73152957064396	9.863430104425273	97.02117123824786	95.31454132950981	21.351431523671096	20.71350468180835	11.922986651973234	4.110478125377187	6.4970036346083475	10.876538337818532	27.903865087621927	1956	host	acsA
gene-PA1281	2.337291828763009	1.6800578048795953	4.6133116413811175	1.4993909229262983	2.180127553585406	7.073746622679652	0.0	0.497649785358591	0.7428025880670528	0.20999634987927043	0.0	9.629067192059011	738	host	cobV
gene-PA2037	11.334185590978892	9.476629958940961	23.691770872883314	5.301747780860546	7.708787776743469	48.69504885817334	0.6830400791282226	1.5082773782120744	6.628788599054232	0.530380924746412	0.25106220336535023	25.130481316441482	1461	host	gene-PA2037
gene-PA2057	1.9007398012419843	1.3012017945702652	3.7963143022935526	0.5443479442737151	0.4748920113772224	10.320161460220916	0.3141823079437492	0.0	1.5820730447142421	0.06099067540767476	0.07217667829924768	11.225385395386386	2541	host	gene-PA2057
gene-PPLUZ19_gp44	0.0	0.0	0.0	66.06271648475273	58.0336939077548	7199.149099252626	8.936610945728358	35.63023910992777	1972.7506346365874	1400.1929755173992	1061.17061047963	10798.340151048953	201	phage	gp44
gene-PA2279	5.859605501917963	1.7549648407659466	7.228501043183153	2.3493641212730534	4.269995049219824	23.713973272772314	0.8474917669692852	1.1696354827854782	3.4916452865827066	0.6580777333796245	0.7787725671269145	48.196445658766706	471	host	arsC
gene-PA4180	25.601022760888842	11.689891259134848	27.785100497040837	9.75972157313523	5.1380195902473575	25.255833086881875	1.6996230874073803	0.6701925941508032	4.223673110249884	0.28280530330456494	1.1155774912310727	22.69332167617557	1644	host	gene-PA4180
gene-PA2433	17.888073462799557	6.88823700000634	6.30485924322086	13.319589365328616	9.683399883841844	31.025781698543774	2.95680460920395	0.6801213733234076	4.060654148099888	0.0	1.3585254782102838	35.823696275641765	270	host	gene-PA2433
gene-PA4222	42.59805817166056	20.724608713062555	47.533156207586835	19.885835092584262	20.986097407122124	27.65927910970367	6.016454596119343	5.85495790947977	5.720225843410277	0.6288934165080062	0.7442356967586773	8.982942828302008	1725	host	gene-PA4222
gene-PA3526	37.14116406650486	18.39715472051383	12.041889548387669	23.19632261663775	20.194954846139346	13.070542654531	3.099135265858178	4.37220882850762	2.4590917977623548	1.7647519340785893	1.139136270548996	11.647582830145916	966	host	gene-PA3526
gene-PA1143	5.802487787736424	1.8958450458733047	2.1691029506493784	1.268979932476615	0.6150359841536811	11.138094746186438	0.30517478764719674	0.2807840532069114	0.5588056167109938	0.2369683581206446	0.0	9.809428160105988	654	host	gene-PA1143
gene-PA5496	41.99808552135549	38.93351347829671	44.40813901746867	24.055445676513223	33.227987561276706	32.72662795422954	1.15701049925372	3.459747855601683	4.766854869508565	2.470652707710025	0.26579846312809907	11.157158289929246	690	host	nrdJb
gene-PA5428	21.253156589464822	7.729374851492263	19.975791661689854	7.6082955247497805	5.973765351037239	21.369457906874747	1.7565175896261094	1.8181462455180204	4.020449651584047	0.5114762581217873	0.4035224192703814	52.009144825315424	909	host	gene-PA5428
gene-PA2908	10.026790886115752	3.7538076294312486	2.061534357456412	4.271425640107479	4.384016715384277	6.50582082767711	0.9063774347014836	1.000723546579401	1.8256346987370071	0.0	0.3331533870270451	11.38477585582454	1101	host	cbiD
gene-PA0435	4.665101743413389	1.9560916430038289	4.0284597598672836	2.9926991240557355	5.031318710125346	15.350086897330502	0.40483633087478027	0.49664035374528753	1.7296904079127313	0.2095703937943226	0.12400333979607055	25.95909273937613	1479	host	gene-PA0435
gene-PA1259	2.77095802349735	0.7113497762485033	3.4182971800595023	0.47614049101532185	0.4615416335473406	8.49766976103197	0.0	0.2107088592051865	1.9918871466582926	0.17782823432117217	0.10522142258083093	9.796180951416318	1743	host	gene-PA1259
gene-PA3303	7.920557309512197	3.3386863010234813	6.513948963021552	2.8228329110194084	2.907300200604008	16.724190223483003	0.8485727513659298	0.3123006306076872	4.195318698929732	0.26356684729745167	0.0	16.44965645310081	1176	host	gene-PA3303
gene-PA5542	124.69311105738075	43.48718298799183	19.142464208333216	53.32773499371605	53.95421696168412	27.88907354358361	5.93142129436696	4.572382244752547	6.164366538079348	0.7468785841489232	1.0311699412921433	25.44742034431499	1245	host	gene-PA5542
gene-PA5167	185.65418757432244	104.77589412660247	95.42746294332778	279.41511147749145	282.29040161839225	43.515731009874784	22.643601562954952	17.146433417822053	8.806237911541928	3.267593805651539	5.1558497064607165	18.23335414078644	996	host	gene-PA5167
gene-PA5354	1.9165792995856672	1.1480395000010568	5.254049369350717	0.2561459493332426	0.7448769141416803	6.9695596569192535	0.0	0.0	41.283317172348866	0.0	0.0	9.869793871860486	1080	host	glcE
gene-PPLUZ19_gp48	0.0	0.0	0.0	168.68147882920857	189.67109716193033	10031.724251107624	25.962186812522493	88.08401200847061	4057.1877360222425	692.9879546015924	534.5466409079855	12451.186301598305	246	phage	gp48
gene-PA1831	39.30200589023774	40.10872177218882	15.56262724592491	34.239256012139776	26.589277188348593	24.929907143573978	5.05276737015865	5.940300602444953	6.168082250278311	2.3976798429253408	2.063583004876381	21.516428271988403	711	host	gene-PA1831
gene-PA1023	19.16579299585667	13.056135490208096	12.053407376745762	9.944489797643538	7.448769141416804	22.482450506191142	1.3044726217076252	0.6001070941088891	3.184826782823442	0.1688205950009821	0.0	31.28660148923095	918	host	gene-PA1023
gene-PA3303a	15.21989443788618	11.142736323539669	4.1723333227196875	12.204601115289796	6.901065528077333	36.3025450820557	0.0	0.9001606411633337	4.478662663345466	0.0	0.0	32.41549948111042	204	host	gene-PA3303a
gene-PA3368	6.215932863521083	4.964495135139704	9.798092067167552	5.399833526484574	7.851405311223117	16.588402670784273	0.8990284284741742	1.3786244053852859	3.292422282243153	0.4653973159486533	0.0	15.264095627652102	666	host	gene-PA3368
gene-PA1542	3.297340730469965	2.9626825806478885	7.796331322262355	1.9830654141928463	6.007071888239358	21.031969828372358	1.4307119076793309	0.4387879827892953	3.493035826322485	0.18515807193656103	0.21911701261456196	9.19765737162626	837	host	gene-PA1542
gene-PA5039	344.3195643417488	141.74637988452355	54.11974552706923	148.71271185566988	143.3780418550171	32.98292449983417	18.074109099613743	9.553149925872141	5.985357270320645	5.076327949104676	7.067473586065061	16.92508005001124	519	host	aroK
gene-PA0516	3.511290319851604	1.2269124427492208	7.700591442101813	0.9385500433584462	0.8529124971087944	24.404614213590687	0.5078481199014419	0.1557529862572689	2.944749191370148	0.13144809687099368	0.1555563524668264	40.01494037955312	1179	host	nirF
gene-PA0955	76.06236342556285	39.51559156743449	19.56680454792681	59.54791097979083	60.734321432053626	29.177851127157158	8.342081969540926	8.63476978670784	3.055037603586123	4.696282006390957	3.4495474525088716	16.294957489592026	957	host	gene-PA0955
gene-PA1947	16.652861233190535	7.0095562426679	4.071631213821691	12.451399963674652	11.676054955528102	7.60267602244585	1.5623038052545335	1.078078889221057	1.549564694480388	0.20218826641996293	0.47854126434021754	11.009359113425592	1533	host	rbsA
gene-PA0668.3	1093.9632896845558	1533.5390794750958	1138.6078041211356	859.0326258691696	1148.482589462133	1193.2856427878137	412.29916902682714	833.5961305930978	324.58518354877395	430.2659422434241	316.12530371248516	305.18441577463346	76	host	gene-PA0668.3
gene-PA3110	49.65682730744683	36.94599845457946	24.932852461827945	71.25514590542932	80.14198435333442	22.809467968099376	14.212822155605352	11.129258836201215	2.7686278282499237	4.696282006390956	3.334562537425242	11.365217185778741	660	host	gene-PA3110
gene-PA0542	149.49318536768206	49.69370978576003	89.16872358269502	33.59171164113096	42.1387511428722	53.4761144182975	6.652810370708889	6.995534125612193	7.831261571335499	2.213961517298594	2.1833445185522424	50.99393500461252	420	host	gene-PA0542
gene-PA5193	46.69250239930182	32.36084496647274	15.867934336965252	21.970102231401615	28.570278955165794	29.33280790874871	4.688222073318344	4.724333029461254	4.496697546553567	3.640406521732587	2.0514646483041203	37.75692957691595	894	host	yrfI
gene-PA2231	10.803265363008979	8.628271816291868	10.266785406497434	9.047994702961304	10.49669972955395	21.459240858936514	1.5277852625845045	0.8945228918449828	4.196291864946648	0.4313912490212987	0.8933935817040489	16.003214837463418	1437	host	pslA
