Geneid	0_R1	0_R2	15_R2	15_R3	60_R1	60_R2	60_R3	120_R1	120_R2	120_R3	gene_length	Entity	Symbol
gene-VC_RS00580	344.0558328753907	343.91992800879956	430.73029809740103	399.4712004465901	156.071771201014	146.22110174278174	133.69640399860356	110.33735719100015	102.23785590818646	106.68587547909377	1254	host	lysA
gene-VC_RS05655	521.7545950248139	492.15122459989277	643.1635773037103	553.222691185547	194.67380912364717	163.23210389228444	159.78112242973575	120.86742115849778	154.62339500399938	118.35506114024852	588	host	gene-VC_RS05655
gene-VC_RS06145	235.42138868710558	213.75447758045638	252.1824109259933	246.50759387696743	179.74255984985274	166.85460932517566	162.97768677574365	163.95693497370584	164.0730412550951	136.99365344579945	984	host	gene-VC_RS06145
gene-VC_RS17570	130.6331625306645	113.61426740093479	150.74711870962037	155.09894648229954	65.16479395519758	54.056975703257166	65.29323623961854	66.24275352945055	75.4101063385288	65.03121346608634	384	host	gene-VC_RS17570
gene-VC_RS16345	102.1149829414073	102.0414901906064	94.21256802870484	108.14459348543753	78.98470627512167	71.1073577630197	67.81264264057153	79.51986740610435	75.25903297589275	68.89648823775195	759	host	moeB
gene-VC_RS17065	118.6984944701947	127.7891129021624	123.3215446182449	109.96259484547906	74.2828339820017	72.15416937751216	59.482808768187475	75.56467841559213	78.33131628408584	76.30026267867312	711	host	gene-VC_RS17065
gene-VC_RS15895	26.66547874717533	28.28074834295386	23.17485410117091	19.443099851927535	20.358163464116483	19.884442220449994	16.90932914237333	22.426323268490776	27.170617072856594	21.40881699734854	1203	host	fruB
gene-VC_RS06580	104.94153251110036	100.56677581014927	106.40973085384967	118.989020906585	103.00398950429181	98.10196308530806	83.91607811465603	107.23115077196151	106.64453945196779	102.21254162335552	1194	host	gene-VC_RS06580
gene-VC_RS05405	324.498723569361	333.54647310366175	330.90562265524267	360.95754817698804	179.3439848015545	191.45218866047992	166.50425648354616	178.42279316917924	172.38648932345117	172.69060957882206	966	host	gene-VC_RS05405
gene-VC_RS15505	140.3688539968335	150.20080172466783	153.03370097639595	149.3774004405397	141.52959612075992	118.11910593919265	122.18443315584294	182.28308987223537	221.04185421659022	182.00175102892078	477	host	gene-VC_RS15505
gene-VC_RS05695	77.89034792993456	72.94634249177643	62.86536944753178	75.41958526950074	51.50960775950024	54.513205695642384	47.56320298430749	53.790617303047306	53.535380537289015	49.111933058772856	738	host	gene-VC_RS05695
gene-VC_RS08720	61.16809315604694	56.41188672625688	42.373449870213065	46.51265050334342	68.36766730652973	57.05265470196116	66.03901943688504	73.28870839947346	67.44410356359366	67.4241694811541	447	host	gene-VC_RS08720
gene-VC_RS15575	151.57986810634458	163.3564190224763	176.48443166004333	208.1228399732682	226.98855721917585	185.15738465271752	173.07364967335607	232.37546674916436	286.25303472829955	244.26557116143013	615	host	gene-VC_RS15575
gene-VC_RS12220	80.2523724956484	80.33807524217228	73.99099564747969	80.73029034496075	89.68917877704614	94.24126516868918	71.21453398745977	110.51251159035087	92.98469320681873	90.90823085804203	279	host	gene-VC_RS12220
gene-VC_RS01110	178.1940106041333	207.75987943321303	210.41472202738635	240.12853840587763	152.6543460270334	142.68598332520762	113.85703823709369	106.58721019879954	120.57212823070464	105.37122819519523	708	host	gene-VC_RS01110
gene-VC_RS05755	245.6963140766106	230.42714363268237	252.21543076427722	229.80045433557862	37.39064220966738	33.82933092356508	33.04253418573004	36.9230948194689	36.33689950935279	28.4843219814603	1572	host	gene-VC_RS05755
gene-VC_RS05840	337.644400107401	317.14254819692434	405.86880948626816	390.54423245379036	196.08988852817603	131.79605504794128	158.20633943912026	177.33181829086098	191.61923090988577	169.82507546598714	183	host	gene-VC_RS05840
gene-VC_RS10710	110.92979645723024	97.15874111795748	80.16903647570444	83.6530062037518	43.35983362453702	41.12269413292986	42.14321107224505	39.26362105560377	38.72018702586725	37.48679171310478	2721	host	copA
gene-VC_RS13595	169.15833186067653	195.36293424643046	210.2858966873696	184.60400321051674	114.59496410552923	103.55404325195387	93.26197236684274	89.74602659989976	106.91411710398701	81.45064837525764	420	host	gene-VC_RS13595
gene-VC_RS09305	25.429935775214997	23.438400812689746	30.889711659275676	25.79816710694389	23.769265588871765	22.460739111023024	23.677075864556553	29.32066185888138	37.483870044416115	26.642552364691444	999	host	dctP
gene-VC_RS04650	39.4800015724762	44.11129508796394	46.42809394978264	48.81241640658998	30.203579526579045	26.653876986321457	27.90545512017322	33.005504985947475	36.08442316000672	30.443034099066548	2214	host	vpsO
gene-VC_RS03330	183.71620042080744	206.79881332427027	263.42320038041896	234.38176794959088	199.7129934912881	204.7232055078021	167.9916945081325	191.67842572788408	190.05275092265865	176.9175181642896	450	host	rimI
gene-VC_RS14090	132.69595844073652	128.3839254965038	132.06406848108804	127.129702502587	37.056645041082255	34.399599273519264	35.10818939705227	40.07642401446309	35.260250635001604	35.12026575310103	477	host	gene-VC_RS14090
gene-VC_RS18010	181.9053126203574	174.48992486762984	188.24612310343903	193.48419775858775	79.73813580371424	76.6449877649216	66.66410918616606	43.559882610516524	38.748385416529885	37.27718461110189	2373	host	ppsA
gene-VC_RS12875	259.8518561916037	270.5432504063034	297.20539205802885	280.7447596932129	213.89204070133775	197.26337650966374	195.82334509156775	213.6981520078611	193.32642321200635	197.83708434127277	918	host	gene-VC_RS12875
gene-VC_RS08210	1364.4387280852234	1349.5803450194312	1443.3525031201657	1186.5322481099965	133.7851350857608	94.2003854990093	112.80851729991566	65.55304653854563	54.9246211814448	57.206140999344825	234	host	gene-VC_RS08210
gene-VC_RS09540	165.08082386128004	161.79169831716578	149.82582233859134	167.587433082173	146.00947256808684	143.29611666941344	137.6197747705716	156.8344766757869	153.64825936201794	145.63518260564578	1848	host	gene-VC_RS09540
gene-VC_RS16470	68.37370894106084	65.13348451158119	67.58833298328508	79.01275464031706	38.2888197955552	32.17069060225339	33.77283186626889	30.75206424884252	39.56366705108447	28.55960679260011	381	host	gene-VC_RS16470
gene-VC_RS16700	26.5429013878521	30.460865123622078	32.06868601074921	40.87555796707444	29.65938275734088	22.417365527560786	24.193430724506882	28.15798240521269	29.826307900155463	24.54506858867988	657	host	gene-VC_RS16700
gene-VC_RS16610	18.330117888371223	18.64645343615651	18.461447280667894	15.482034596506955	14.710772660524276	14.727812175538016	14.1730405593287	15.787977182922715	18.7028016169391	15.090522926903898	2490	host	napA
gene-VC_RS08440	29.98232297130344	26.791603499970673	26.578531156666852	31.522977253192487	32.623879412243674	29.39655944802464	23.717154580575265	37.19073680144012	34.927606761086494	38.40253358049365	1113	host	gene-VC_RS08440
gene-VC_RS07090	386.764263192311	346.53412338380434	333.98216409585854	312.4039664753046	217.04747489170836	145.20892790680256	182.52888268795948	157.80306466956694	204.54065744463315	160.9516670066957	339	host	rstR
gene-VC_RS14225	26.707161255793803	33.10132087509757	38.79240821001102	39.84240278611817	32.977983957332206	27.61043938029656	27.2263594495999	30.963087741023113	39.76820672884357	34.48375508075097	1185	host	hmpA
gene-VC_RS14895	1257.4672224983217	1153.3295825539947	1408.5495484135506	1378.8578340360941	522.9451606821643	379.2797584157421	414.1972943442065	323.4609120489911	426.64903268351935	322.406227792019	270	host	gene-VC_RS14895
gene-VC_RS05335	47.44184353860178	46.46047707291229	48.74635715092554	52.564022844395645	16.854700064960177	14.296313233785064	13.684027108045276	12.871003270278434	16.201986674463026	13.994563161262834	1611	host	gene-VC_RS05335
gene-VC_RS07340	106.96919098794066	87.68706022473624	97.26340178674728	99.88762339488977	29.466729791703962	25.6960862043156	24.9922704182406	20.523007459019407	22.287139552312336	18.5448132247683	477	host	gene-VC_RS07340
gene-VC_RS18395	283.05255530231034	271.13176826538	256.3576348467566	236.71379125083166	171.83368843808327	161.2097669041342	155.52363495397486	250.54561855144613	257.7554587728175	207.18435223766934	699	host	gene-VC_RS18395
gene-VPVV882_gp48	791.155893580459	1926.4342641694416	259.5359289118284	242.9860568215822	4809.871944735854	4027.816023782206	5318.36095040704	7906.9074001461895	7772.305246678707	9706.34243299367	123	phage	gene-VPVV882_gp48
gene-VC_RS03195	204.72135598629592	191.1318171602311	213.99688611548743	202.94501152689577	107.5866318352043	101.85483507335711	96.18394528181808	88.81010124888891	98.09957697414346	89.21775968333434	1446	host	dacB
gene-VC_RS09365	452.3391313170196	439.3051109170179	517.5887953727322	517.6659471416317	349.74590814853946	348.31814548384483	279.00571207660386	138.58731026649193	134.43738417195297	122.56010940430575	861	host	folD
gene-VC_RS11310	42.03556576304318	43.829046577095866	43.60666030536378	44.05450699353885	32.411016317763064	32.50871513710356	31.60810528555724	36.10916323862227	39.75612891752686	35.392569709827924	1347	host	deoA
gene-VC_RS04020	170.1075929822291	189.62734674597067	218.07426323134618	242.64368516341975	172.86900108020265	149.49089577197043	133.15987466226605	154.87868030589382	134.91943124920752	136.02720791884497	324	host	fdxA
gene-VC_RS07950	112.93116728871097	115.83629453522515	140.77979895909826	141.58489874229141	84.05753266778976	64.49322461163793	72.48819370384679	73.19847606355071	71.44300782731429	64.83051447674968	774	host	gene-VC_RS07950
gene-VC_RS02675	214.22131578918777	209.58666444274866	243.52475717796437	254.28651155154972	173.0995454037589	168.3104471647683	142.97950014060086	143.23534874427733	131.53520735948825	132.22273019146814	804	host	gene-VC_RS02675
gene-VC_RS01540	135.89379851605605	149.03140287610418	151.94202703481136	173.56682103829635	96.1610914511345	78.51679875196503	74.03569739061042	95.48751267413083	90.21372635870091	85.86971320344607	423	host	gene-VC_RS01540
gene-VC_RS04390	293.48629831494145	238.10976548151572	312.4632559176626	332.58169467868146	122.48512839454872	108.56033436029844	104.18433454903642	171.9874916649024	197.03957977680807	151.58670158329585	1038	host	gene-VC_RS04390
gene-VC_RS06460	48.65123659876316	46.15275254078501	48.79757041144067	49.80209511626833	37.258131506011374	34.71764869553125	35.864132822085686	44.54335308116846	53.626424922020334	42.850234875028065	1509	host	mglA
gene-VC_RS08305	237.49747041507126	225.70476588045986	215.8415616871061	220.45927381930835	134.0177622996923	140.73513725691038	145.10246431807468	139.4743470969858	134.3012349018138	119.23684207667704	1338	host	mukF
gene-VC_RS09320	75.7575626990978	78.17324868812499	70.2431938533323	79.39884529457805	37.3529491359723	34.13539396290787	34.583256275883556	36.12321200253012	40.72818639222975	37.75306356358405	1833	host	gene-VC_RS09320
gene-VC_RS07920	262.3103077128986	240.9585728110936	299.3538117986173	261.6942224283164	233.31195487994444	185.05415918908136	202.27734136536606	173.87857561753376	177.13716428919986	158.81366064488412	696	host	rsuA
gene-VC_RS17895	99.3657334006771	135.57050197116573	109.49024415400247	107.12288526542869	146.8201581224248	138.0097648392834	130.06434668918476	226.7206680088198	248.50602200015706	220.47188466640537	1209	host	gene-VC_RS17895
gene-VC_RS11660	166.39817259954657	154.31106063367207	158.25036896213538	153.506122136807	129.8846938296162	146.46017655739627	118.18035145705451	136.94139657370263	139.63640464383187	138.92919956983744	546	host	ampD
gene-VC_RS08860	168.85680185735978	198.0724154004938	243.61966391562964	263.48889931351005	125.57126467576212	119.05946149288813	95.3203260242714	95.07558533900124	83.63198102293447	93.63151664082653	1071	host	tolA
gene-VC_RS12665	488.40918839389576	481.36275183161547	493.51659345646345	524.0376490799725	315.2328204997552	286.94087164664194	273.8575763832253	382.0850830130349	427.8793363927263	367.2875408930547	834	host	gene-VC_RS12665
gene-VC_RS06120	1078.005426696354	1020.0066338782945	1212.079299833456	1041.731246566705	287.7686842463523	224.62015833439455	290.6231220345382	284.8459986241294	300.28084411743293	249.71705390017718	279	host	yfaE
gene-VC_RS04970	329.1419745356892	307.5411548616814	356.86336855844723	364.1388689405818	207.79038864132937	219.47393912644458	192.22061478900886	139.8807432721324	144.3279750568286	122.42080152961192	885	host	gene-VC_RS04970
gene-VC_RS06690	170.69323882671242	179.77589567282106	189.5736447980071	227.17893145150543	127.9388804797994	93.82092054260225	108.33345735235204	139.93880916805279	149.70665735708306	146.3919266846154	531	host	gene-VC_RS06690
gene-VC_RS12065	334.4972836793413	333.92019464215326	341.5841780350468	384.21251626682204	269.2375176104227	256.02398928780747	243.0270777504825	226.42527742354116	209.7836760469003	221.8357946954789	1071	host	lptG
gene-VC_RS14840	124.61370183581899	140.14123133502687	149.57853639404192	163.41023886462094	125.74236474363313	113.6613265432827	112.70508363397427	177.86731734626068	177.94126483244992	167.0826987762722	387	host	gene-VC_RS14840
gene-VC_RS02405	431.1730753984755	283.5145021381125	425.05744947630654	381.9640940135177	170.77858244219485	156.50781536943026	155.75052207854566	229.14135190078	228.14393725413436	192.2830514407084	732	host	rsmE
gene-VC_RS13360	166.13240521946295	202.33193544658246	252.0394946655793	303.5541671673437	133.3761901434866	132.37665440938596	98.64266161510318	105.43660377550992	95.23762630213812	103.57145521683684	1362	host	glmU
gene-VC_RS00610	172.37818742373187	183.3667545605055	175.3889031158929	191.90607335238863	79.19267764485811	73.34880953044973	66.7208099835131	86.89532145638782	75.08307138985894	76.05294950807723	597	host	gene-VC_RS00610
gene-VC_RS15815	307.6784426946892	329.7126055967231	359.9992043829473	381.7022348538264	312.9185038564675	286.31556786276894	301.24098687207737	339.48776674709984	325.70136685693285	349.7199779262226	522	host	gene-VC_RS15815
gene-VC_RS13720	21.973385127692257	23.4677648828635	22.876359076071914	20.458180254982384	17.342352816408535	15.669563548045137	17.97761037142714	25.52677028713601	25.497640524333406	24.649082983888224	921	host	pstC
gene-VC_RS17510	366.7944973679315	427.43362849580353	488.69654169916134	554.8051203461113	324.0472149526232	291.0496215642037	254.05502402669183	216.97289775572222	216.4587608426487	203.4367834239209	162	host	gene-VC_RS17510
gene-VC_RS06750	136.9092588845899	139.89521978716687	141.01872098592696	144.73346349232625	110.44497034571475	94.28856122665216	102.65115784995459	127.90951455265957	144.61409832644165	126.67004479500643	1236	host	gene-VC_RS06750
gene-VC_RS07825	107.43389124090302	82.49847677948556	86.05126163723543	85.4337392134883	72.03814966156351	63.75341716076449	69.23401144461326	76.32229461696924	89.35030967123927	71.33397339189557	507	host	gene-VC_RS07825
gene-VC_RS01135	385.9441587334261	401.30630779716154	442.3963613451387	362.0944223444746	104.52568323750106	86.39387073024497	88.15702435680481	89.42376577623943	94.95280092260273	90.6099755074579	381	host	gene-VC_RS01135
gene-VC_RS07585	16.477567069464413	20.153865444330016	18.21717446641938	18.974807668518405	20.05251022834235	17.91789268023371	15.34017000998756	34.155377449223245	37.79025351289069	34.21392351919262	993	host	gene-VC_RS07585
gene-VC_RS02980	759.5710182426291	623.9942446265133	740.0856561632914	652.9681489493828	385.0502460511183	384.83707646723303	367.29210253901505	226.48390665350038	276.78306291997745	202.30202435013726	534	host	hpt
gene-VC_RS02515	319.49788707599754	298.3641738858783	323.35925060838787	319.42270701689625	163.9774890969379	138.5664003414999	151.64096757681992	129.43872536896208	164.82959629033283	120.72956673533925	876	host	gene-VC_RS02515
gene-VC_RS07605	22.694642813734895	51.88500692723628	38.19836492189475	69.10640238602164	33.067074204870586	25.345395201527168	26.416331410732944	53.8040080467125	48.82188549461761	58.43278339894093	351	host	gene-VC_RS07605
gene-VC_RS12810	195.12729189839118	164.292312371721	173.53873461564464	170.03785327345716	77.44148821290793	66.71494522054878	69.85246143657803	45.65491052167491	52.671820679971404	46.149770700355894	363	host	frdD
gene-VC_RS15530	452.31623948234676	522.3995466074252	593.4965270158375	562.7887406083462	301.9490890179344	266.6085691022615	278.510442075303	277.20740495328926	315.8523859698735	244.21806227963447	426	host	gene-VC_RS15530
gene-VC_RS13150	177.70168195465007	196.0436413343971	203.65036925317258	237.6917732213091	103.58457564532668	82.708748831106	92.68270545773191	114.66236916843751	105.06115495327008	111.12151222166564	441	host	gspG
gene-VC_RS13550	177.48120840383785	183.8689876822336	178.74800666727913	187.33567374920383	103.04714157362748	89.39929540438311	96.30917929732655	88.22582175296345	96.77611800628128	83.14549098024628	837	host	gene-VC_RS13550
gene-VC_RS02025	195.1190924688155	228.71758155679663	278.8556080440361	296.7503529713118	95.19593078706538	94.29187809305476	68.74382566544587	83.00278995518138	75.43581270644928	74.19362227435441	651	host	gspM
gene-VC_RS02155	147.45288302817494	166.2520701876064	145.204945227649	177.6587932433613	144.47173468365082	140.29072265845312	140.44205530785874	136.0987481605075	149.58059449067085	120.48102557510042	384	host	gene-VC_RS02155
gene-VC_RS01030	215.62776882042053	184.8533257481041	195.25025380971167	216.23718540322366	82.76408271040725	75.59797082773267	74.4234665937038	65.07586050494423	70.43811750683732	59.99188028067052	642	host	pyrE
gene-VC_RS02400	286.60663124033687	239.23333243297117	284.8711916902433	347.15290213385555	103.03278460510452	117.23238438825499	88.38511396903093	126.29605399805115	120.5370009952014	111.81986819549657	957	host	gshB
gene-VC_RS07165	266.96260373648585	284.18159508431984	302.67656776206127	334.4873279773422	315.66011056561416	250.632164682835	262.81554209657776	210.00692577514377	191.99206470758372	194.66145803917408	450	host	matP
gene-VC_RS01020	226.21845072360998	232.21297712268768	247.9211722315759	263.03688458849024	149.0994281423259	156.76433883297514	127.78837361733947	119.04663953989294	101.47997738983592	110.0644347012223	867	host	gene-VC_RS01020
gene-VC_RS00145	14.974407330067045	14.31360849145635	16.757437929740103	16.05834761574789	11.528568004136146	11.026244762869103	10.181515489095768	12.0883936767654	12.129387398556162	10.581437049056875	1524	host	gene-VC_RS00145
gene-VC_RS04045	97.11062455754117	96.79944453476482	100.22136352759742	94.9241552227143	23.56198471158688	15.002316904393316	16.50705277168293	15.853842753147676	16.204710930128396	14.990187003187783	705	host	gene-VC_RS04045
gene-VC_RS08040	202.3910037992568	191.13337222794098	253.4703701237767	250.64243232963886	136.7915426157779	141.05139599231916	137.49091730355798	137.13174717707162	160.7510864623809	130.17695479921875	267	host	gene-VC_RS08040
gene-VC_RS12350	92.18758337251849	95.86838881029774	88.89785690829999	102.49832264271075	56.19885776561722	56.78006145147156	49.68701380769262	63.79100153108591	63.61814088626469	63.88113759062886	1908	host	cpdB
gene-VC_RS09075	369.3623291475891	358.7980140052949	384.7583488500778	422.544655267073	324.058355572658	282.2073721083037	269.58638318109973	256.9415894475658	289.5523971636996	227.6224922467736	531	host	gene-VC_RS09075
gene-VC_RS12560	687.0883578547371	890.0076683310577	801.4092600940096	939.9191601044341	388.85275321097726	464.87469911711963	292.2716998840358	293.32044815152807	213.1325050759255	259.0026168400075	606	host	slyD
gene-VC_RS12975	318.65083897673463	332.28780716742153	381.9150088507141	399.09645892776416	201.13275410852475	181.32318894174313	152.7305414448037	132.0259613702272	147.86020195526615	130.63425953022627	477	host	trmL
gene-VC_RS15595	213.11775143512227	298.17033201690975	218.19369053870182	261.4207697403034	368.9226452364919	388.398980406433	338.7931260844975	673.8877141420248	673.9516087280988	739.3308281201874	198	host	gene-VC_RS15595
gene-VC_RS04095	147.196736060002	169.43734576192404	170.89017478978198	165.83289274073763	160.80036383718556	121.05867676128791	151.34144826673221	153.4261439864219	193.2273000053882	152.6459026071863	939	host	gene-VC_RS04095
gene-VC_RS03625	349.6443056164445	309.4873832404468	321.9039726813725	364.2712568159899	159.3157610653252	136.65738494725056	138.66320339075833	147.42550214204593	178.70010629197944	150.31871919080072	915	host	rdgC
gene-VC_RS17235	245.03454665132958	253.0135883888373	251.01782662959405	250.23367861060896	209.23081309747266	205.19425053971077	180.76098163791622	183.32802575183462	177.1038805442506	167.6244389325593	1911	host	speA
gene-VC_RS02370	151.61730322842558	150.19231361141763	165.66293358364263	174.01074865873295	59.29347086436279	46.75712646570749	49.67669495120285	39.35810474196817	41.272836725941175	40.57395296110108	1038	host	gene-VC_RS02370
gene-VC_RS11145	104.44879897067874	121.52980406153222	109.57041592871647	132.58935680560649	115.44340662431634	120.86742177045109	88.36847336237408	119.43967945112094	122.01443165280257	114.19367246212798	606	host	gene-VC_RS11145
gene-VC_RS04300	67.76190986073952	72.4822143475265	54.2962472818361	59.83565510164686	68.39423742649609	65.96139101197446	64.28872491285517	77.28012421076787	72.469986281073	73.56509009213993	1560	host	gene-VC_RS04300
gene-VC_RS14955	166.90845414362101	178.69639102024232	211.85647771807172	229.3142070771453	152.0942652175456	118.2288140871238	139.280345205209	136.49295294635394	138.44833705213864	127.1641152864693	663	host	gene-VC_RS14955
gene-VC_RS08830	104.47296686344811	101.47073657956295	121.80415450118664	113.34558111462428	76.2517692046484	72.80163040743423	68.69676455455036	82.39609882012415	84.84048060952425	77.89156479691196	2205	host	cqsR
gene-VC_RS07045	406.45177084249434	318.1974318634932	392.3662642103601	372.4570806852814	236.20796109777817	148.99952241039378	203.18199785448698	175.31147386201167	225.60319654076244	171.80493580054747	339	host	gene-VC_RS07045_gene_rstR
gene-VC_RS07660	43.85586381573094	35.20768327205318	31.95106997860301	37.67136316291581	32.95872861442212	32.164513434319005	36.98190128073272	47.054977591290324	50.424257232494845	46.1305159562386	1512	host	gene-VC_RS07660
gene-VC_RS15045	575.6564411707088	575.2780030734123	537.0068137713989	530.1806567846942	438.9044918876726	406.01687926059327	443.2256948648091	653.1289434989736	769.1853061909623	630.7459968175261	279	host	gene-VC_RS15045
gene-VC_RS04635	14.784029003820343	12.024851390861626	11.721815845130793	8.675374548459798	13.938636961067925	13.080617051431942	14.144664797815816	18.912224287664177	20.77025493413721	16.40676086638841	1398	host	vpsL
gene-VC_RS17490	215.29242236813374	235.4445692496436	233.6841148162973	199.5882913449228	215.05197584613893	164.26052448989742	195.25648803998692	219.15606158762967	216.61720151135177	191.10039052103122	204	host	gene-VC_RS17490
gene-VC_RS10745	346.38740295906416	330.7077797155455	368.06770125130976	344.93937126700615	384.1768661078795	334.39743754185105	363.7878354735	315.35870461679957	315.0112209085971	266.7301528662461	987	host	rluF
gene-VC_RS18295	117.45480482136938	103.41094806258856	103.58686602150993	105.16479431315707	42.248931862405364	45.26214001213901	38.30377381698219	39.830391720591514	38.98148815876475	35.03281432655804	867	host	gene-VC_RS18295
gene-VC_RS01470	531.1200305801568	510.72879093458187	556.5301641012275	580.3276480713398	306.75237937333895	263.8172741990396	266.1680865971264	207.13355012640895	203.9713131835685	177.36807110630897	1317	host	rhlB
gene-VC_RS17440	30.75606033830482	36.55731836358635	41.69998820346021	39.8997570818591	22.443522637815825	19.753975463860055	20.754426415682907	24.31016443485166	26.569053025320297	24.19961492786287	1281	host	gene-VC_RS17440
gene-VC_RS12140	1211.5475533265565	1211.7547164048324	1357.871624307556	1339.3648317061413	515.2895887264766	494.2352064297798	478.26244766468994	369.08903613585625	386.4108643118116	321.4170423703127	255	host	ibaG
gene-VC_RS12365	207.6375806839334	181.00455273758712	186.33526202851897	210.799208135361	168.9515134511608	162.98778807595406	148.6484706098244	193.0487808716044	238.88819805213583	210.31787557583687	450	host	gene-VC_RS12365
gene-VC_RS04770	159.06484814140464	129.80803463570342	134.20058839643585	141.2199892094505	145.54375915099888	146.91183971194488	144.765303239383	126.28546677229588	139.4506561840463	118.16291070410882	1164	host	gene-VC_RS04770
gene-VC_RS06435	229.95062984851734	224.8245163388086	245.11972043496715	250.6734972871679	175.20450170154348	137.54460638513874	150.84493752334643	151.65020619735054	163.28496916400212	131.35845351682332	705	host	carR
gene-VC_RS04335	113.97834125371787	119.68432270190218	146.05257176018583	148.62957866111273	103.87219221694575	78.98072416475894	72.81536489852243	83.12816129185953	76.22436534331229	76.36340906362491	204	host	gene-VC_RS04335
gene-VC_RS11825	190.14878179959257	187.95465491680793	201.94547461314536	227.6403807481151	94.82342808551319	82.25228252991957	90.23973065856218	106.34005928231372	118.13470833186668	103.61424744458104	411	host	gene-VC_RS11825
gene-VC_RS05460	199.44839128476457	178.98883465770524	169.51853226933625	200.26112283273932	24.33875343834249	24.476410223189095	20.06955048737503	22.957897862327957	20.537951181556128	24.3318350461556	1155	host	bioF
gene-VC_RS15270	511.82726827141227	476.4050568669282	552.7952055677976	508.064775358553	417.8918043187107	319.85410529323485	400.47138074942677	371.1109183436068	342.54002916408393	351.0385441396407	318	host	gene-VC_RS15270
gene-VC_RS02960	625.4565766358791	613.4000993174658	626.346708440546	592.7920709898503	205.74986180685534	130.99242056594164	173.33005508027958	180.90359061918045	173.29123177933715	167.5957974791817	369	host	gene-VC_RS02960
gene-VC_RS07550	101.39578601854039	98.5576030203078	111.9018459946935	113.17765704130075	64.23271824756114	50.48639205465493	53.10569534493429	47.244098704875	54.42590299628473	42.17131820359172	930	host	gene-VC_RS07550
gene-VC_RS16720	52.4646460079003	57.47798231029159	49.824573715727695	53.15406192475751	36.79144680436998	33.55121505789628	29.973323443285945	44.54548704782864	48.05705177929722	44.42116724936529	1149	host	gene-VC_RS16720
