Geneid	wt-phage-35_R1	wt-phage-35_R3	wt-phage-35_R4	wt-phage-35_R5	wt-phage-60_R1	wt-phage-60_R2	wt-phage-60_R3	wt-phage-60_R4	wt-phage-120_R1	wt-phage-120_R2	wt-phage-120_R3	wt-phage-120_R4	gene_length	Entity	Symbol
gene-R0792_RS09840	152.04633457379228	229.55578677239103	159.27024605428852	156.73779475998458	265.51445352283855	165.98514814607762	124.44927961524857	168.6193112835272	124.37722190704663	166.09049845245016	134.49481041596334	178.26783712427928	1000.0	host	gene-R0792_RS09840
gene-R0792_RS28835	15.204633457379227	9.645201124890379	7.865197336014248	13.629373457389963	10.764099467142104	13.68949675431568	10.200760624200703	2.4437581345438724	7.4255057854953215	12.535131958675485	18.066467070801046	12.210125830430087	1000.0	host	gene-R0792_RS28835
gene-R0792_RS01760	697.2410485455331	640.4413546927212	574.1594055290401	502.0152556805303	1158.9347092956332	737.5216376387573	661.0092884482056	640.2646312504945	582.9022041613828	701.9673896858271	596.1934133364346	737.4916001579772	1000.0	host	gene-R0792_RS01760
gene-R0792_RS23100	112.94870568338855	117.67145372366264	106.18016403619235	122.66436111650967	107.64099467142104	99.24885146878867	118.32882324072816	114.856632323562	118.80809256792514	81.47835773139066	80.29540920356021	100.12303180952671	1000.0	host	sphR
gene-R0792_RS07545	76.02316728689614	79.09064922410111	60.955279354110424	63.60374280115316	57.40853049142456	66.73629667728893	77.52578074392534	63.53771149814068	51.978540498467254	40.73917886569533	74.2732535132932	65.93467948432247	1000.0	host	gene-R0792_RS07545
gene-R0792_RS26425	69.50689580516219	52.08408607440805	64.88787802211755	34.07343364347491	43.05639786856842	85.559354714473	81.60608499360562	78.20026030540392	38.98390537385044	31.337829896688714	72.26586828320418	65.93467948432247	1000.0	host	gene-R0792_RS26425
gene-R0792_RS07975	21.720904939113183	27.006563149693065	23.595592008042743	15.90093570028829	17.940165778570172	27.37899350863136	30.60228187260211	31.76885574907034	16.707388017364472	34.47161288635758	30.11077845133508	17.09417616260212	1000.0	host	pvdN
gene-R0792_RS05585	4.344180987822637	5.787120674934227	9.83149667001781	9.086248971593308	10.764099467142104	5.13356128286838	4.080304249680281	4.887516269087745	1.8563764463738304	12.535131958675485	10.036926150445026	12.210125830430087	1000.0	host	gene-R0792_RS05585
gene-R0792_RS20785	39.097628890403726	34.72272404960537	33.42708867806056	20.444060186084943	43.05639786856842	59.8915483001311	79.56593286876549	39.10013015270196	76.11143430132705	31.337829896688714	64.23632736284817	31.746327159118227	1000.0	host	mdcE
gene-R0792_RS07440	67.33480531125086	75.23256877414497	55.056381352099734	104.49186317332305	161.46149200713157	87.27054180876246	99.96745411716688	112.41287418901813	118.80809256792514	115.94997061774824	100.36926150445026	100.12303180952671	1000.0	host	gene-R0792_RS07440
gene-R0792_RS00460	99.91616271992064	125.38761462357493	145.5061507162636	156.73779475998458	75.34869626999473	99.24885146878867	116.28867111588801	75.75650217086005	120.66446901429897	128.4851025764237	132.48742518587434	85.47088081301061	1000.0	host	gene-R0792_RS00460
gene-R0792_RS02165	8.688361975645273	11.574241349868455	5.898898002010686	6.814686728694982	3.588033155714035	22.24543222576298	18.361369123561264	14.662548807263235	18.563764463738305	9.401348969006614	6.022155690267016	2.4420251660860175	1000.0	host	gene-R0792_RS02165
gene-R0792_RS12790	69.50689580516219	71.3744883241888	57.0226806861033	34.07343364347491	111.22902782713507	61.602735394420556	48.96365099616337	85.53153470903554	51.978540498467254	62.67565979337743	52.19201598231413	73.26075498258052	1000.0	host	gene-R0792_RS12790
gene-R0792_RS03430	19.548814445201863	19.290402249780758	33.42708867806056	20.444060186084943	32.292298401426315	35.93492898007866	32.64243399744225	19.55006507635098	29.702023141981286	25.07026391735097	26.096007991157066	21.978226494774155	1000.0	host	uraD
gene-R0792_RS15095	373.59956495274673	335.6529991461852	353.93388012064116	313.47558951996916	269.1024866785526	335.3926704807341	336.6251005986232	303.0260086834402	352.7115248110278	241.3012902045031	313.1520958938848	366.3037749129026	1000.0	host	gene-R0792_RS15095
gene-R0792_RS21515	134.66961062250172	111.88433304872841	123.8768580422244	154.46623251708624	129.16919360570526	135.18378044886734	144.85080086364997	146.62548807263235	217.19604422573815	169.22428144211904	184.67944116818848	185.59391262253732	1000.0	host	gene-R0792_RS21515
gene-R0792_RS15790	188.9718729702847	285.4979532967552	312.64159410656634	265.77278241910426	175.81362462998771	232.72144482336654	228.49703798209575	229.713264647124	219.052420672112	188.02697938013227	162.59820363720942	175.82581195819324	1000.0	host	gene-R0792_RS15790
gene-R0792_RS12915	60.81853382951691	52.08408607440805	68.82047669012466	79.50467850144145	46.644431024282454	75.29223214873623	75.4856286190852	53.76267895996519	81.68056364044854	31.337829896688714	72.26586828320418	46.39847815563433	1000.0	host	gene-R0792_RS12915
gene-R0792_RS18430	241.1020448241563	241.1300281222595	245.78741675044526	240.78559774722268	161.46149200713157	219.03194806905088	257.05916772985773	183.28186009079042	261.7490789387101	178.62563041112566	313.1520958938848	222.22429011382758	1000.0	host	gene-R0792_RS18430
gene-R0792_RS04515	128.15333914076777	175.5426604730049	110.11276270419947	120.39279887361134	193.75379040855788	114.64953531739381	116.28867111588801	119.74414859264975	111.38258678242983	84.61214072105952	74.2732535132932	78.14480531475256	1000.0	host	pscG
gene-R0792_RS19965	462.65527520311076	439.8211712950013	601.68759620509	438.41151287937714	448.50414446425435	576.670050775548	677.3305054469266	571.8394034832661	766.683472352392	560.947155150728	734.7029942125758	564.10781336587	1000.0	host	ilvD
gene-R0792_RS04210	188.9718729702847	192.9040224978076	119.94425937421728	138.56529681679797	251.16232089998243	169.40752233465653	191.7742997349732	139.29421366900073	181.92489174463537	141.0202345350992	176.64990024783245	166.0577112938492	1000.0	host	tssF
gene-R0792_RS15435	34.753447902581094	40.5098447245396	37.35968734606768	31.80187140057658	25.116232089998242	25.6678064143419	30.60228187260211	14.662548807263235	40.84028182022427	12.535131958675485	22.081237530979056	21.978226494774155	1000.0	host	gene-R0792_RS15435
gene-R0792_RS00090	54.30226234778296	46.29696539947382	64.88787802211755	38.61655812927156	35.880331557140345	41.06849026294704	38.76289037196267	19.55006507635098	38.98390537385044	21.936480927682098	34.125548911513086	26.862276826946193	1000.0	host	gene-R0792_RS00090
gene-R0792_RS08105	21.720904939113183	23.14848269973691	21.62929267403918	22.71562242898327	7.17606631142807	10.26712256573676	16.321216998721123	21.993823210894853	18.563764463738305	18.802697938013228	8.029540920356022	24.420251660860174	1000.0	host	gene-R0792_RS08105
gene-R0792_RS30030	766.7479443506953	607.6476708680939	412.922860140748	601.9639943680567	810.8954931913719	319.991986632129	328.4644920992626	461.87028742879187	200.4886562083737	369.7863927809268	226.83453100005758	256.41264243903186	1000.0	host	gene-R0792_RS30030
gene-R0792_RS07985	258.47876877544684	254.63330969710603	212.3603280723847	243.057159990121	348.03921610426136	232.72144482336654	250.9387113553373	249.26332972347498	217.19604422573815	231.89994123549647	264.9748503717487	188.03593778862333	1000.0	host	pvdF
gene-R0792_RS14805	310.6089406293185	300.93027509657986	292.97860076653075	288.48840484808755	290.6306856128368	272.07874799202415	297.8622102266605	334.7948644325105	280.3128434024484	310.24451597721827	315.1594811239738	253.97061727294582	1000.0	host	surE
gene-R0792_RS01415	10.860452469556591	15.432321799824608	25.561891342046305	9.086248971593308	7.17606631142807	6.84474837715784	6.120456374520422	14.662548807263235	25.989270249233627	9.401348969006614	12.044311380534031	12.210125830430087	1000.0	host	gene-R0792_RS01415
gene-R0792_RS10970	15.204633457379227	9.645201124890379	13.764095338024934	6.814686728694982	14.35213262285614	5.13356128286838	6.120456374520422	9.77503253817549	3.7127528927476607	3.1337829896688714	4.014770460178011	14.652150996516104	1000.0	host	gene-R0792_RS10970
gene-R0792_RS28630	45.613900372137685	34.72272404960537	33.42708867806056	43.15968261506821	75.34869626999473	46.202051545815415	38.76289037196267	48.875162690877445	66.82955206945789	56.40809381403968	54.19940121240314	73.26075498258052	1000.0	host	gene-R0792_RS28630
gene-R0792_RS27470	28.23717642084714	19.290402249780758	11.797796004021372	24.9871846718816	21.52819893428421	20.53424513147352	32.64243399744225	24.437581345438723	12.994635124616813	12.535131958675485	18.066467070801046	34.18835232520424	1000.0	host	gene-R0792_RS27470
gene-R0792_RS02590	36.925538396492406	65.58736764925459	64.88787802211755	56.78905607245818	50.232464179996484	65.02510958299948	46.92349887132323	53.76267895996519	42.6966582665981	25.07026391735097	10.036926150445026	24.420251660860174	1000.0	host	gene-R0792_RS02590
gene-R0792_RS04020	8.688361975645273	7.716160899912304	9.83149667001781	11.357811214491635	14.35213262285614	8.555935471447299	10.200760624200703	9.77503253817549	9.281882231869153	6.267565979337743	12.044311380534031	4.884050332172035	1000.0	host	gene-R0792_RS04020
gene-R0792_RS14630	32.581357408669774	19.290402249780758	9.83149667001781	29.530309157678253	21.52819893428421	25.6678064143419	24.481825498081687	21.993823210894853	33.414776034728945	31.337829896688714	18.066467070801046	12.210125830430087	1000.0	host	gene-R0792_RS14630
gene-R0792_RS11690	115.12079617729987	94.52297102392572	110.11276270419947	113.57811214491636	143.52132622856138	75.29223214873623	122.40912749040844	92.86280911266715	103.95708099693451	62.67565979337743	84.31017966373821	73.26075498258052	1000.0	host	gene-R0792_RS11690
gene-R0792_RS24875	52.13017185387164	46.29696539947382	47.19118401608549	29.530309157678253	43.05639786856842	37.646116074368116	44.88334674648309	41.54388828724583	35.27115248110278	40.73917886569533	50.18463075222513	75.70278014866653	1000.0	host	gene-R0792_RS24875
gene-R0792_RS02875	62.99062432342823	96.4520112489038	82.58457202814961	86.31936523013643	46.644431024282454	85.559354714473	97.92730199232675	56.20643709450906	124.37722190704663	50.14052783470194	60.22155690267016	70.81872981649451	1000.0	host	gene-R0792_RS02875
gene-R0792_RS21075	32.581357408669774	34.72272404960537	41.292286014074804	49.9743693437632	28.70426524571228	39.35730316865758	38.76289037196267	39.10013015270196	35.27115248110278	28.20404690701984	48.177245522136126	48.84050332172035	1000.0	host	gene-R0792_RS21075
gene-R0792_RS08350	60.81853382951691	55.942166524364204	47.19118401608549	40.88812037216989	50.232464179996484	34.223741885789195	18.361369123561264	36.65637201815809	9.281882231869153	37.605395876026456	44.16247506195811	61.050629152150435	1000.0	host	gene-R0792_RS08350
gene-R0792_RS16010	636.4225147160163	549.7764641187516	562.3616095250187	563.3474362387851	577.6733380699596	562.9805540212324	597.7645725781612	608.4957755014242	410.2591946486165	454.3985335019863	455.6764472302042	476.1949073867734	1000.0	host	gene-R0792_RS16010
gene-R0792_RS16035	52.13017185387164	63.65832742427651	86.51717069615673	63.60374280115316	32.292298401426315	83.84816762018353	65.2848679948845	53.76267895996519	66.82955206945789	15.668914948344357	62.22894213275916	46.39847815563433	1000.0	host	gene-R0792_RS16035
gene-R0792_RS14390	8.688361975645273	11.574241349868455	15.730394672028496	18.172497943186617	7.17606631142807	6.84474837715784	10.200760624200703	0.0	5.569129339121491	0.0	4.014770460178011	9.76810066434407	1000.0	host	algK
gene-R0792_RS14445	725.4782249663803	731.1062452666907	700.0025629052681	740.5292911848546	566.9092386028175	523.6232508525748	577.3630513297597	664.7022125959332	306.302113651682	297.7093840185428	317.1668663540628	383.39795107550475	1000.0	host	arnA
gene-R0792_RS23725	297.5763976658506	262.34947059701835	304.7763967705521	277.13059363359594	229.63412196569823	268.6563738034452	250.9387113553373	210.16319957077303	317.440372329925	313.37829896688714	331.2185629646859	315.02124642509625	1000.0	host	argA
gene-R0792_RS21450	125.98124864685646	135.0328157484653	137.64095338024933	122.66436111650967	96.87689520427894	118.07190950597274	112.20836686620773	75.75650217086005	113.23896322880366	84.61214072105952	82.30279443364921	85.47088081301061	1000.0	host	ppkA
gene-R0792_RS09780	17.376723951290547	17.361362024802684	17.696694006032057	20.444060186084943	10.764099467142104	22.24543222576298	20.401521248401405	24.437581345438723	38.98390537385044	34.47161288635758	20.073852300890053	12.210125830430087	1000.0	host	gene-R0792_RS09780
gene-R0792_RS07190	808.0176637350104	721.4610441418004	554.4964121890044	558.8043117529885	1115.8783114270648	658.8070313014421	638.567615074964	806.4401843994779	527.2109107701679	692.5660407168206	748.754690823199	786.3321034796976	1000.0	host	gene-R0792_RS07190
gene-R0792_RS30190	65.16271481733955	73.30352854916688	55.056381352099734	49.9743693437632	75.34869626999473	41.06849026294704	30.60228187260211	51.31892082542132	46.40941115934576	37.605395876026456	30.11077845133508	31.746327159118227	1000.0	host	gene-R0792_RS30190
gene-R0792_RS07355	215.0369588972205	248.84618902217179	312.64159410656634	240.78559774722268	222.45805565427014	263.52281252057685	238.69779860629643	288.36345987617693	202.3450326547475	172.3580644317879	160.59081840712042	207.57213911731148	1000.0	host	gene-R0792_RS07355
gene-R0792_RS10935	152.04633457379228	135.0328157484653	163.20284472229565	168.0956059744762	139.93329307284736	154.0068384860514	177.49323486109222	144.18172993808847	202.3450326547475	172.3580644317879	172.63512978765445	168.4997364599352	1000.0	host	atuR
gene-R0792_RS28875	288.8880356902053	275.85275217186484	292.97860076653075	304.38934054837586	348.03921610426136	333.6814833864447	281.5409932279394	351.90117137431764	217.19604422573815	260.1039881425163	240.88622761068063	275.94884376771995	1000.0	host	gene-R0792_RS28875
gene-R0792_RS08620	17.376723951290547	21.219442474758836	23.595592008042743	43.15968261506821	17.940165778570172	17.111870942894598	22.441673373241546	17.106306941807105	24.132893802859794	9.401348969006614	26.096007991157066	12.210125830430087	1000.0	host	gene-R0792_RS08620
gene-R0792_RS04350	204.17650642766392	248.84618902217179	259.5515120884702	227.15622428983272	276.27855298998065	244.69975448339278	193.81445185981335	219.9382321089485	263.6054553850839	282.0404690701984	299.10039928326177	336.9994729198704	1000.0	host	speE
gene-R0792_RS25185	30.409266914758454	30.864643599649217	49.15748335008905	54.517493829559854	14.35213262285614	30.801367697210278	30.60228187260211	26.881339479982596	35.27115248110278	31.337829896688714	26.096007991157066	43.95645298954831	1000.0	host	choE
gene-R0792_RS10270	86.88361975645273	65.58736764925459	94.38236803217097	72.68999177274647	78.93672942570876	71.86985796015732	79.56593286876549	107.52535791993039	70.54230496220556	75.21079175205291	110.40618765489529	102.56505697561273	1000.0	host	gene-R0792_RS10270
gene-R0792_RS22125	254.13458778762424	283.56891307177716	283.1471040965129	270.31590690490094	279.8665861456947	318.2807995378395	271.3402326037387	273.7009110689137	272.88733761695306	222.49859226648985	270.9970060620157	244.20251660860174	1000.0	host	gene-R0792_RS22125
gene-R0792_RS12715	147.70215358596963	94.52297102392572	114.0453613722066	122.66436111650967	93.28886204856491	145.4509030146041	148.93110511333026	109.96911605447426	165.2175037272709	103.41483865907276	132.48742518587434	170.94176162602122	1000.0	host	gene-R0792_RS12715
gene-R0792_RS06735	30.409266914758454	27.006563149693065	15.730394672028496	27.258746914779927	10.764099467142104	22.24543222576298	16.321216998721123	21.993823210894853	12.994635124616813	15.668914948344357	30.11077845133508	7.326075498258052	1000.0	host	gene-R0792_RS06735
gene-R0792_RS28265	1055.6359800409007	1030.1074801382927	1067.7005383639341	1119.8801857488752	936.4766536413631	997.6220759707552	936.4298253016245	1023.9346583738825	898.486200044934	821.0511432932443	877.2273455488953	840.05665713359	1000.0	host	mlaD
gene-R0792_RS08540	89.05571025036404	94.52297102392572	106.18016403619235	81.77624074433977	93.28886204856491	90.69291599734137	120.36897536556829	117.30039045810588	105.81345744330834	106.54862164874162	112.41357288498429	136.75340930081697	1000.0	host	mexF
gene-R0792_RS10645	377.9437459405694	345.2982002710756	332.304587446602	388.4371435356139	369.56741503854556	328.5479221035763	397.8296643438274	405.6638503342828	350.8551483646539	448.1309675226486	437.6099801594031	400.49212723810683	1000.0	host	gene-R0792_RS10645
gene-R0792_RS07320	34.753447902581094	36.65176427458344	15.730394672028496	18.172497943186617	21.52819893428421	17.111870942894598	18.361369123561264	26.881339479982596	18.563764463738305	18.802697938013228	30.11077845133508	39.07240265737628	1000.0	host	ptxR
gene-R0792_RS08500	84.7115292625414	75.23256877414497	90.44976936416386	84.0478029872381	136.34525991713332	121.49428369455165	130.569735989769	124.63166486173749	178.21213885188772	178.62563041112566	166.61297409738742	158.73163579559113	1000.0	host	ptrC
gene-R0792_RS22925	251.96249729371291	239.2009878972814	204.49513073637044	218.06997531823941	175.81362462998771	203.63126422044573	216.2561252330549	215.05071583986077	193.06315042287835	134.75266855576146	148.5465070265864	166.0577112938492	1000.0	host	gene-R0792_RS22925
gene-R0792_RS02170	6.516271481733955	9.645201124890379	5.898898002010686	6.814686728694982	3.588033155714035	8.555935471447299	4.080304249680281	2.4437581345438724	0.0	3.1337829896688714	4.014770460178011	2.4420251660860175	1000.0	host	gene-R0792_RS02170
gene-R0792_RS25455	160.73469654943756	185.18786159789528	257.5852127544666	263.50122017620595	93.28886204856491	177.96345780610383	189.73414761013308	156.40052061080783	183.78126819100922	141.0202345350992	118.4357285752513	97.6810066434407	1000.0	host	ureC
gene-R0792_RS10430	571.2597998986766	601.8605501931597	542.698616184983	540.6318138098019	656.6100674956683	686.1860248100735	716.0933958188893	608.4957755014242	774.1089781378873	670.6295597891384	710.6143714515078	776.5640028153535	1000.0	host	tal
gene-R0792_RS07695	19.548814445201863	17.361362024802684	15.730394672028496	15.90093570028829	17.940165778570172	6.84474837715784	10.200760624200703	24.437581345438723	24.132893802859794	9.401348969006614	24.088622761068063	7.326075498258052	1000.0	host	gene-R0792_RS07695
gene-R0792_RS03940	243.27413531806764	258.4913901470622	271.3493080924915	231.69934877562937	204.51788987569998	248.1221286719717	230.5371901069359	215.05071583986077	245.0416909213456	247.56885618384084	246.90838330094763	229.55036561208564	1000.0	host	gene-R0792_RS03940
gene-R0792_RS26860	195.48814445201864	223.76866609745682	230.05702207841676	208.9837263466461	143.52132622856138	213.8983867861825	197.89475610949364	190.61313449442204	245.0416909213456	200.56211133880777	238.8788423805916	163.61568612776315	1000.0	host	radA
gene-R0792_RS07065	36.925538396492406	52.08408607440805	35.393388012064115	52.24593158666153	32.292298401426315	34.223741885789195	38.76289037196267	34.21261388361421	31.558399588355115	53.27431082437081	26.096007991157066	41.5144278234623	1000.0	host	gene-R0792_RS07065
gene-R0792_RS07820	341.018207544077	277.78179239684295	306.74269610455565	283.9452803622909	139.93329307284736	308.0136769721028	201.9750603591739	244.37581345438724	159.64837438814942	156.68914948344357	134.49481041596334	136.75340930081697	1000.0	host	gene-R0792_RS07820
gene-R0792_RS25195	206.34859692157522	273.9237119468868	222.1918247424025	193.0827906463578	222.45805565427014	219.03194806905088	250.9387113553373	232.15702278166788	198.63227976199985	225.63237525615872	200.73852300890053	217.34023978165555	1000.0	host	pncB
gene-R0792_RS05310	80.36734827471878	81.0196894490792	74.71937469213536	65.87530504405149	86.11279573713684	87.27054180876246	81.60608499360562	80.64401843994779	105.81345744330834	103.41483865907276	82.30279443364921	97.6810066434407	1000.0	host	gene-R0792_RS05310
gene-R0792_RS22165	543.0226234778296	653.9446362675677	485.6759354988798	631.494303525735	656.6100674956683	499.6666315325223	430.47209834126966	579.1706778868978	486.3706289499436	560.947155150728	525.9349302833193	525.0354107084937	1000.0	host	gene-R0792_RS22165
gene-R0792_RS25415	32.581357408669774	38.580804499561516	35.393388012064115	24.9871846718816	32.292298401426315	27.37899350863136	36.72273824712253	21.993823210894853	31.558399588355115	31.337829896688714	30.11077845133508	31.746327159118227	1000.0	host	gene-R0792_RS25415
gene-R0792_RS14495	10.860452469556591	11.574241349868455	21.62929267403918	18.172497943186617	7.17606631142807	10.26712256573676	22.441673373241546	12.218790672719361	25.989270249233627	0.0	10.036926150445026	9.76810066434407	1000.0	host	gene-R0792_RS14495
gene-R0792_RS12645	82.53943876863009	88.73585034899149	104.21386470218879	90.86248971593308	46.644431024282454	107.80478694023597	120.36897536556829	68.42522776722842	165.2175037272709	175.49184742145678	220.81237530979058	151.40556029733307	1000.0	host	gene-R0792_RS12645
gene-R0792_RS04510	232.41368284851106	275.85275217186484	233.98962074642387	213.52685083244276	383.91954766140174	220.74313516334033	224.41673373241545	261.4821203961944	155.93562149540176	137.88645154543033	164.60558886729842	161.17366096167714	1000.0	host	pscF
gene-R0792_RS29540	13.03254296346791	9.645201124890379	19.66299334003562	15.90093570028829	3.588033155714035	10.26712256573676	6.120456374520422	9.77503253817549	9.281882231869153	12.535131958675485	22.081237530979056	17.09417616260212	1000.0	host	gene-R0792_RS29540
gene-R0792_RS06515	73.85107679298481	81.0196894490792	82.58457202814961	106.76342541622138	53.82049733571052	95.82647728020976	83.64623711844577	80.64401843994779	96.53157521143918	72.07700876238404	90.33233535400524	75.70278014866653	1000.0	host	gene-R0792_RS06515
gene-R0792_RS12850	175.93933000681676	133.10377552348723	106.18016403619235	97.67717644462807	243.98625458855437	112.93834822310436	97.92730199232675	146.62548807263235	64.97317562308406	137.88645154543033	86.31756489382722	112.3331576399568	1000.0	host	gene-R0792_RS12850
gene-R0792_RS17050	608.1853382951691	661.66079716748	519.1030241769404	672.3824238979048	538.2049733571052	540.7351217954694	536.560008832957	564.5081290796345	510.50352275280335	567.2147211300656	556.0457087346545	554.339712701526	1000.0	host	gene-R0792_RS17050
gene-R0792_RS09945	56.47435284169428	59.80024697432035	80.61827269414604	59.06061831535651	53.82049733571052	46.202051545815415	59.16441162036408	48.875162690877445	53.83491694484108	59.541876803708554	32.118163681424086	51.28252848780637	1000.0	host	gene-R0792_RS09945
gene-R0792_RS19545	141.18588210423567	129.2456950735311	125.84315737622796	109.03498765911971	132.75722676141928	162.5627739574987	104.04775836684716	163.73179501443946	96.53157521143918	122.21753659708598	104.38403196462826	112.3331576399568	1000.0	host	gene-R0792_RS19545
gene-R0792_RS04360	538.6784424900069	495.7633378193655	570.226806861033	554.2611872671919	735.5467969213771	663.9405925843105	681.410809696607	720.9086496904423	839.0821537609713	921.3321989626481	780.872854504623	1094.0272744065358	1000.0	host	gene-R0792_RS04360
gene-R0792_RS03310	69.50689580516219	73.30352854916688	60.955279354110424	49.9743693437632	35.880331557140345	65.02510958299948	57.12425949552394	61.09395336359681	48.26578760571959	62.67565979337743	80.29540920356021	61.050629152150435	1000.0	host	gene-R0792_RS03310
gene-R0792_RS14620	65.16271481733955	65.58736764925459	88.48347003016029	68.14686728694981	75.34869626999473	94.1152901859203	112.20836686620773	83.08777657449166	100.24432810418685	68.94322577271517	90.33233535400524	63.492654318236454	1000.0	host	gene-R0792_RS14620
gene-R0792_RS08875	134.66961062250172	138.89089619842147	84.55087136215316	143.10842130259462	125.58116044999122	104.38241275165706	110.16821474136759	80.64401843994779	89.10606942594386	141.0202345350992	142.52435133631937	124.54328347038688	1000.0	host	gene-R0792_RS08875
gene-R0792_RS28515	412.69719384315044	380.020924320681	326.4056894445913	367.993083349529	426.97594552997015	357.63810270649714	397.8296643438274	412.9951247379144	315.58399588355115	407.3917886569533	377.38842325673295	390.7240265737628	1000.0	host	gene-R0792_RS28515
gene-R0792_RS18405	936.1710028757782	895.0746643898273	833.7109176175103	935.8836440741107	975.9450183542175	660.5182183957315	681.410809696607	713.5773752868107	618.1733566424855	777.1781814378801	640.3558883983926	800.9842544762137	1000.0	host	gene-R0792_RS18405
gene-R0792_RS05560	8.688361975645273	13.503281574846532	19.66299334003562	20.444060186084943	7.17606631142807	5.13356128286838	18.361369123561264	17.106306941807105	16.707388017364472	9.401348969006614	6.022155690267016	19.53620132868814	1000.0	host	gene-R0792_RS05560
gene-R0792_RS25480	43.441809878226366	34.72272404960537	62.92157868811398	79.50467850144145	57.40853049142456	61.602735394420556	53.043955245843655	58.65019522905294	81.68056364044854	59.541876803708554	72.26586828320418	51.28252848780637	1000.0	host	gene-R0792_RS25480
gene-R0792_RS06865	8.688361975645273	9.645201124890379	15.730394672028496	18.172497943186617	3.588033155714035	10.26712256573676	8.160608499360562	7.3312744036316175	16.707388017364472	9.401348969006614	16.059081840712043	17.09417616260212	1000.0	host	gene-R0792_RS06865
gene-R0792_RS14000	367.0832934710128	349.15628072103175	344.10238345062334	277.13059363359594	405.44774659568594	337.1038575750236	375.38799097058586	398.3325759306512	373.13166572113994	444.9971845329797	491.8093813718063	444.44858022765516	1000.0	host	gene-R0792_RS14000
gene-R0792_RS23930	905.7617359610197	939.442589564323	922.1943876476705	892.7239614590426	1180.4629082299175	1045.53531461086	1038.4374315436316	1224.32282540648	1024.7197983983544	1219.041582981191	1150.231736841	1230.7806837073529	1000.0	host	rfbC
gene-R0792_RS05670	56.47435284169428	73.30352854916688	70.78677602412823	47.702807100864874	43.05639786856842	58.180361205841635	46.92349887132323	41.54388828724583	48.26578760571959	40.73917886569533	40.147704601780106	43.95645298954831	1000.0	host	gene-R0792_RS05670
gene-R0792_RS15235	99.91616271992064	156.25225822322415	133.70835471224223	104.49186317332305	86.11279573713684	147.16209010889355	120.36897536556829	114.856632323562	185.63764463738303	150.42158350410583	138.50958087614137	141.63745963298902	1000.0	host	gene-R0792_RS15235
