Geneid	5_R1	5_R2	15_R1	15_R2	35_R1	35_R2	gene_length	Entity	Symbol
gene-PA2747	72.75629037519502	127.97319257136462	155.20545972856442	104.75625134037836	0.0	26.802816291269355	288	host	gene-PA2747
gene-PA0116	243.13494505128463	207.348970242211	47.15102574032336	42.43291193534313	67.93741154824906	32.57051093622605	474	host	gene-PA0116
gene-PA4176	482.9779275970393	261.3920529117235	26.417950592096073	106.98510775187577	114.19267047471651	27.373088978317643	282	host	ppiC2
gene-PA0030	56.693213279372735	53.183664445242435	16.125242569201497	65.30259823815793	69.70201964041136	33.416498233270886	924	host	gene-PA0030
gene-PA3073	61.44812794151368	72.05528731290912	21.84710283569235	39.32199463803059	31.478331450508364	22.636982674151245	1023	host	gene-PA3073
gene-PA5380	142.34926377755545	166.92155552786687	60.73257119813389	45.546196234947104	116.67511983286249	55.93631226004039	1104	host	gbdR
gene-PA1142	116.89713600031334	51.40345810397909	31.170970991510842	14.025941602059026	0.0	32.29795435935387	717	host	gene-PA1142
gene-PA0043	113.63238410008765	142.1307474979147	43.09392374242135	65.44425246427107	23.28440569332614	72.55946796421726	1383	host	gene-PA0043
gene-PA3569	58.39969796002275	27.392255266111487	0.0	100.90234242819052	71.8000737433	60.23910551081273	897	host	mmsB
gene-PA0751	121.12029842807031	35.50701296777746	28.708524342855846	9.68843943032401	0.0	29.746478196090845	1038	host	gene-PA0751
gene-PA4720	191.88472186864618	123.75429611296798	47.755526070327505	101.3027485489373	58.978632003425	91.89537014149492	1092	host	trmA
gene-PA3093	168.52931604334717	164.68400116422256	33.28803425813714	89.8713148228447	28.777777545907103	34.491559838630806	1119	host	gene-PA3093
gene-PA3572	118.3831165426902	416.45513514749166	0.0	56.81694987952724	0.0	43.61136210104844	177	host	gene-PA3572
gene-PA1634	40.431860353219804	47.411197247857224	10.781276507917644	33.95861114362482	46.60250806638213	40.960599136874734	2073	host	kdpB
gene-PA3185	184.45256714838172	173.0341758711409	52.46381737303586	47.21408511115644	264.5731590576178	45.300534576793275	852	host	gene-PA3185
gene-PA1129	51.35738144131413	120.44535771422552	0.0	0.0	78.92728694575993	18.91963502913131	408	host	gene-PA1129
gene-PA3097	62.73596295825199	61.30452338748006	0.0	30.109581223581802	0.0	30.81521393966297	1002	host	xcpX
gene-PHIKZ060	2962.2203938472258	2998.229083100542	8115.028322950653	7153.355448671549	3066.8888641780995	3216.3379549523224	336	phage	gene-PHIKZ060
gene-PA1022	54.85291002108944	42.88106976213265	6.500752239939872	26.326178347320216	0.0	13.47157258618774	1146	host	gene-PA1022
gene-PA2142a	55.43336409538668	260.0090261767408	0.0	106.41904898070182	0.0	122.52716018865992	189	host	gene-PA2142a
gene-PA2500	59.770448816786114	40.05029009568379	18.214821679635918	32.78435249772232	26.244770231352934	25.164502337035287	1227	host	gene-PA2500
gene-PA5012	201.86716404678384	153.863722860369	21.531393257141886	106.5728337335641	31.023442267697543	22.309858647068136	1038	host	waaF
gene-PA2062	35.45484201024732	31.181285499621836	12.6055195718631	17.016243872548767	27.243936610719164	26.122541766110235	1182	host	gene-PA2062
gene-PA1667	31.46217962170595	64.56305210807584	5.592989539768086	60.40000077283076	24.17592573113367	28.97601761218309	1332	host	gene-PA1667
gene-PA1305	375.754005988349	259.18621280276375	15.71700858010779	190.9481037090441	0.0	16.285255468113025	474	host	gene-PA1305
gene-PA2942	144.22485879684677	84.56045762827632	21.97599429784983	49.44247850873315	63.32808864084573	53.1312464534897	1017	host	gene-PA2942
gene-PA5209	130.48161087067942	135.00468666869233	27.288872040187147	51.57230835218627	70.77435840411	50.895897309135655	1365	host	gene-PA5209
gene-PA3326	172.88623455491887	40.54596200280859	24.58700352135674	82.9752485864383	106.27832697646882	25.47594419764216	606	host	gene-PA3326
gene-PA1907	44.691249663739534	67.37893868474042	18.15932252765653	42.898355210685104	0.0	32.927774310298	1641	host	gene-PA1907
gene-PA5331	293.74502282321725	267.9064965979969	46.4165860870473	109.65140327217173	300.9563838679444	108.21323960587253	642	host	pyrE
gene-PA5425	251.52313126937227	238.22156622702778	68.78912342540251	55.71523616995192	59.46875913918754	71.2761873673645	1083	host	purK
gene-PA4156	85.42321287217142	176.76872642951082	10.719225995641859	96.46618828466497	46.334292192618776	40.724854681410704	2085	host	gene-PA4156
gene-PA1551	147.97889567836276	173.52297297812152	36.82841417287969	63.919068614468145	90.96704258155383	43.61136210104844	1416	host	gene-PA1551
gene-PA3587	56.87788172653682	66.6961264215581	16.177767789296617	98.27296542680443	69.92906204966353	33.52534676171802	921	host	metR
gene-PA2194	52.57228723885059	26.42027201473334	10.680805830782928	21.62709705091682	23.084109730372795	22.13393861472566	1395	host	hcnB
gene-PA4570	325.9481808808737	109.20379099423114	99.33149422628122	134.08800171568427	0.0	34.307604852824774	225	host	gene-PA4570
gene-PA1746	82.65803403572451	24.23161042771401	14.694008021639235	19.835503212379333	0.0	0.0	507	host	gene-PA1746
gene-PA2153	71.46593324712198	33.520945393863585	13.551363468796893	64.0256488410498	0.0	24.572295426648033	2199	host	glgB
gene-PA2817	458.8425903953905	358.69858355769355	72.50474031115418	97.87445380706883	78.35117536221424	56.344606510113685	411	host	gene-PA2817
gene-PA1695	226.52769327628286	88.54361431964686	6.711587447721704	72.4800009273969	29.0111108773604	48.67970958846758	1110	host	pscP
gene-PA0573	62.36253460731	73.12753861220834	0.0	89.79107257746716	0.0	0.0	336	host	gene-PA0573
gene-PA4677	50.735621375438654	79.32478764714126	12.025604627879083	48.70024275388049	25.99058359472966	12.460389171728126	1239	host	gene-PA4677
gene-PA4543	172.45935496342523	202.22924258190952	30.6578685883584	0.0	44.173296397626956	31.76630078965257	729	host	gene-PA4543
gene-PA3797	131.78497879280604	123.62693320101637	0.0	25.29962296522345	81.01215867640263	77.67759589318817	795	host	gene-PA3797
gene-PA1594	70.31480412099384	82.45252675738928	0.0	67.4939605951431	72.04101358807618	34.53785723438736	447	host	gene-PA1594
gene-PA1636	47.29980051479947	78.5749624817408	2.802807399161434	34.05169343795595	12.115249463457506	11.616570491927124	2658	host	kdpD
gene-PA2003	54.35489397679939	79.6720265035733	9.662596714618797	13.043579933432325	41.76696896740604	30.035840824457487	771	host	bdhA
gene-PA3947	124.40770262628764	93.78188157901528	31.593986713193775	51.1786266090398	54.62651920927913	52.378022676068355	1179	host	rocR
gene-PA1211	65.89248939640302	57.95012493797643	0.0	31.62452870652931	101.2651983455033	36.41137307493196	636	host	gene-PA1211
gene-PA2382	100.03989926589315	85.31546171424307	6.466894155356851	17.459375223396393	27.953414126623308	40.204224436904035	1152	host	lldA
gene-PA2602	17.288623455491884	121.63788600842577	36.88050528203511	16.595049717287658	53.13916348823441	38.21391629646324	606	host	gene-PA2602
gene-PA0967	178.07771921860763	150.8126008773022	56.27846698372874	66.47422181372451	91.22473958603415	36.44575586348241	1059	host	ruvB
gene-PA1285	279.38415504074885	163.80568649134668	66.22099615085415	89.39200114378953	143.12148032831135	34.307604852824774	450	host	gene-PA1285
gene-PHIKZ_p63	488.9222713213106	286.65995135985673	3451.7694243632727	2279.496029166633	966.0699922161016	2006.9948838902494	300	phage	gene-PHIKZ_p63
gene-PA1464	283.7495324632606	409.51421622836676	31.041091945712886	188.56125241268103	67.08819390389594	192.98027729713937	480	host	gene-PA1464
gene-PA2044	89.40292961303963	104.83563935446189	11.919779307153748	37.5446404803916	51.52373291819208	49.40295098806768	1875	host	gene-PA2044
gene-PHIKZ001	134.31930530805232	189.00656133616926	1700.0967281036594	2011.3200257352644	1568.831611291105	1919.906348494617	390	phage	gene-PHIKZ001
gene-PHIKZ219	277.1668204769334	368.3461204170495	676.6629567001962	656.2508020476613	369.1625484658824	1150.393892882418	1134	phage	gene-PHIKZ219
gene-PA2368	73.78102685935269	0.0	17.48793912434529	0.0	0.0	18.12021383071731	426	host	gene-PA2368
gene-PA4050	284.257134489134	428.56138907619777	43.31315155215751	214.3848864640301	187.2228667085468	119.67769134706316	516	host	pgpA
gene-PA4006	373.59509104286184	438.0849755001133	80.85121623069402	140.32465295827424	0.0	35.903307404118955	645	host	nadD
gene-PA0836.1	147.56205371870539	0.0	104.92763474607172	0.0	0.0	217.44256596860774	71	host	gene-PA0836.1
gene-PA1375	183.32293637844413	118.23245087958095	19.55344374533095	0.0	28.173519749667587	27.013862088838405	1143	host	pdxB
gene-PA1738	80.15119201988696	40.28008684213444	8.141925756252558	43.96327925104402	140.77522655243737	33.74518510113912	915	host	gene-PA1738
gene-PA0181	179.668266907234	223.85021465859276	23.954540408267174	86.23022618371981	0.0	74.46184333008593	933	host	gene-PA0181
gene-PA5111	276.2272719329438	185.09117117666293	42.08961619757679	189.38983293175744	303.22347527184604	29.07424140069896	531	host	gloA3
gene-PA0127	62.73596295825199	122.60904677496012	44.60995249683289	120.43832489432721	0.0	107.8532487888204	501	host	gene-PA0127
gene-PA3828	280.8821934055786	219.5786682189634	86.54888907115655	134.80697223426705	115.11111018362841	55.18649574180929	1119	host	gene-PA3828
gene-PA1579	189.2380360497683	282.42359739887365	73.39765583222751	132.10640563121603	158.63218262990173	101.40178774233924	609	host	gene-PA1579
gene-PA2444	66.67879595244604	97.73608979197299	11.853400265666018	32.00190971734709	76.85521020016719	55.26881450037404	1257	host	glyA2
gene-PHIKZ106	4944.8523016061745	4530.024515800516	1032.8717319989419	771.3026647362369	949.9213296126858	1798.8722013538654	339	phage	gene-PHIKZ106
gene-PA1351	51.35738144131413	90.33401828566915	24.34595446722579	41.08088287857974	52.61819129717328	0.0	1224	host	gene-PA1351
gene-PA5230	139.69207752037443	163.8056864913467	33.110498075427074	35.75680045751581	28.624296065662268	48.03064679395469	1125	host	gene-PA5230
gene-PA0871	264.12367598390125	103.23887804076473	41.73592194381565	84.50924477879262	0.0	108.11220016646463	357	host	phhB
gene-PA2748	40.141401586314494	31.38039971098596	0.0	38.53103497577135	41.126862163307855	9.858507141616315	783	host	gene-PA2748
gene-PHIKZ277	2060.458143425523	2375.1824541245273	3178.607815240999	2748.804035171528	1610.1166536935025	3036.223029474993	300	phage	gene-PHIKZ277
gene-PA1671	31.748199436448733	49.63808681555961	30.1004527958428	30.474545844473703	65.05521833105061	7.797182921096541	990	host	stk1
gene-PA1084	264.28230882233	177.08722863929373	20.13476234316511	81.54000104332151	87.03333263208121	27.81697690769576	1110	host	flgI
gene-PA0746	54.004669144474654	42.2179604359141	19.200675430337867	34.558763328784615	0.0	33.15812324693116	1164	host	gene-PA0746
gene-PA1172	52.64776790968886	82.31441532228477	12.478830932949903	50.535679038574486	53.94025640514246	25.860003657908123	597	host	napC
gene-PA5548	156.37172856758332	112.05612881870732	37.06399038294076	58.37164253792226	0.0	57.60605292451921	1206	host	gene-PA5548
gene-PA0068	379.59803674014785	222.5620740371558	80.97676159751185	218.6217419277461	233.35023966572498	111.87262452008078	276	host	gene-PA0068
gene-PA2785	0.0	56.0978378395023	34.01763500900042	0.0	0.0	70.49507846470844	219	host	gene-PA2785
gene-PA5514	119.50843133872335	108.99617922428011	18.884314491688443	114.71406990885536	81.6282207195692	48.917687527791976	789	host	gene-PA5514
gene-PA5277	176.2940882168187	285.47866035150565	59.69440758790939	136.98894406049476	180.62206051048906	68.03791827783759	1248	host	lysA
gene-PA3702	170.6009567418366	58.838249458098666	42.81529923546604	77.0620699515427	30.84514662248089	51.75716249348565	1044	host	wspR
gene-PA0160	506.9470555174879	396.3040802210001	40.05302186543597	270.3387131364603	346.2616459555919	83.00226980522123	186	host	gene-PA0160
gene-PA0271	73.52214606335497	86.21351920597195	52.27973380330591	35.286316240969555	225.98128472891267	54.16990239919702	285	host	gene-PA0271
gene-PA2616	308.4683099818994	258.3685906803576	94.00456866840494	84.59810833797117	135.44619589430096	81.16941211236146	951	host	trxB1
gene-PA4183	44.77310176935078	0.0	15.91850869010917	0.0	68.80840400399583	49.48212238388188	468	host	gene-PA4183
gene-PA3098	117.38830043728944	34.41295934692158	10.433980485953912	28.169748259597544	0.0	10.811220016646464	714	host	xcpW
gene-PA2868	116.41006460031203	68.25236937139445	0.0	55.87000071486845	0.0	85.76901213206193	360	host	gene-PA2868
gene-PA3570	84.15185392793641	90.45494735967941	19.946083177968116	74.04457926066904	0.0	25.834039798813837	1494	host	mmsA
gene-PA3466	125.00409621510016	128.25948606705	38.888168880535154	52.4953026851113	96.05468478410157	57.5630953906456	1341	host	gene-PA3466
gene-PA0558	136.41804445349067	31.99329814284115	0.0	52.37812567018917	167.72048475973983	30.153168327678024	768	host	gene-PA0558
gene-PA4145a	98.17716291592579	65.78541626158503	9.973041588984058	67.31325387333548	0.0	51.668079597627674	747	host	gene-PA4145a
gene-PA3040	190.48919661869238	186.1428255583485	225.75339596882094	0.0	292.74848248972773	116.95774381644809	330	host	gene-PA3040
gene-PA5518	178.30414824343566	144.19514655928407	43.719847810863214	70.82112766673467	37.796165579659686	72.48085532286925	1704	host	gene-PA5518
gene-PA0132	186.6709276441529	173.2910937269258	38.714947638305595	97.05701683206546	23.906706068203455	80.22936546874391	1347	host	gene-PA0132
gene-PA1347	60.47276083133092	141.82310518731316	21.500323425601998	72.55844248684215	0.0	55.69416372211815	693	host	gene-PA1347
gene-PA5018	274.8570969729589	151.67193193643212	34.4901021619032	62.077778572076056	149.084875341991	11.912362796119714	648	host	msrA
gene-PA1239	47.35324661707608	97.17286486774805	8.417923239515359	68.18033985543269	0.0	0.0	885	host	gene-PA1239
gene-PA3021	108.28843218633676	126.98115231887341	19.25028957873667	129.9302342206243	0.0	79.78512756470877	387	host	gene-PA3021
gene-PA1128	114.87835322399212	40.41258712779935	16.337416813533093	66.1618429518179	141.2383029555704	16.928094499749065	912	host	gene-PA1128
gene-PA1342	207.46348146590262	135.15320667602862	81.95667840452246	110.63366478191772	70.85221798431255	67.93585119371242	909	host	gene-PA1342
gene-PA0488	97.91500760773908	76.54471331371342	0.0	0.0	0.0	0.0	321	host	gene-PA0488
gene-PA4034	30.367842939211837	17.80496592297247	0.0	87.44869677109845	46.67004793314501	78.31083716405655	690	host	aqpZ
gene-PA3374	117.01011647969509	94.99041098080673	6.400225143445955	17.279381664392307	0.0	39.789747896317394	1164	host	gene-PA3374
gene-PA2492	140.4949055521007	141.2117986994368	28.54353282364403	86.69482869548553	185.07087973488535	36.96940178106118	1044	host	mexT
gene-PA3977	220.30876711741294	153.08942662742683	58.020732608809126	70.49018781782468	50.159397311324064	54.106619802936265	1284	host	hemL
gene-PA2465	91.1828182247875	85.53821748895389	0.0	52.514883178466434	0.0	33.59099691856212	1149	host	gene-PA2465
gene-PA4349	116.7993959200455	13.696127633055744	8.305308881796089	89.69097104728046	71.8000737433	34.42234600617871	897	host	gene-PA4349
gene-PA2077	82.49532137029986	51.59234220199896	3.91068874906619	36.95338629959803	16.90411184980055	4.052079313325761	1905	host	gene-PA2077
gene-PA1702	190.48919661869238	260.5999557816879	45.15067919376419	30.474545844473703	0.0	23.39154876328962	330	host	gene-PA1702
gene-PA1248	57.96351764330889	76.46531008413487	20.608193822879922	62.59294685898126	44.53987977022137	37.36824180027595	1446	host	aprF
gene-PA1899	64.27549579158332	125.61785773876281	15.23489175249712	41.1312888698418	0.0	15.785707754367229	489	host	phzA2
gene-PA2418	60.84149717786343	114.1503041751545	51.91541510084385	58.400697611360755	0.0	17.93080393004779	861	host	gene-PA2418
gene-PA3551	94.19071617037694	101.95374677884651	30.912290734319885	48.68340311254098	22.269939885110684	5.3383202571822785	1446	host	algA
gene-PA4114	143.80066803567956	337.24700159983144	58.4302907213419	138.03176647202793	0.0	45.40712406991514	510	host	gene-PA4114
gene-PA0658	39.239347618082704	61.35044437878153	18.60140341316128	12.555056340419876	0.0	38.54787062115143	801	host	gene-PA0658
gene-PA1757	118.67045420420159	159.0346470789774	72.32875793175816	130.18252593755756	52.10733507098714	49.96253133906521	618	host	thrH
gene-PA1414	44.77310176935078	157.50546778014106	127.34806952087337	0.0	0.0	0.0	234	host	gene-PA1414
gene-PA1797a	94.38653886511786	221.35903579911718	201.34762343165113	45.300000579623074	145.05555438680204	104.31366340385912	222	host	gene-PA1797a
gene-PA2438	20.422818350931934	71.84459933830996	7.261074139348042	29.40526353414129	0.0	7.523597555444029	1026	host	gene-PA2438
gene-PA4495	132.61906093706432	120.95356597462309	20.95601144014372	28.28860795689542	181.1664307953308	130.2820437449042	711	host	gene-PA4495
gene-PA0313	151.1819020783273	141.82310518731316	10.750161712800999	145.1168849736843	139.40403928082273	77.97182921096541	693	host	gene-PA0313
gene-PA0950	207.17045394970785	277.6367567649944	126.26884859273038	142.04237469881812	363.8681703262153	0.0	354	host	gene-PA0950
gene-PA5384	31.556945222976154	61.67382774523596	7.479781191738044	40.38795232400129	0.0	54.25148357750906	996	host	gene-PA5384
gene-PA2188	71.82111954775034	52.63678871829907	19.151316367534942	43.08740415028415	27.594115744533035	33.07288385555088	1167	host	gene-PA2188
gene-PA3116	165.80662020222488	157.97284305545307	29.475220838659123	89.52463022560525	127.40784598959468	53.446565423540086	1011	host	gene-PA3116
gene-PA1662	35.79808364702078	46.64171027657936	14.141727537910198	38.17995493043402	0.0	38.097852769366924	2634	host	gene-PA1662
gene-PA2429	0.0	249.70379038315045	0.0	0.0	0.0	31.37890687758364	246	host	gene-PA2429
gene-PA3848	115.89497581889471	54.36029418960621	32.96399144677474	37.081858881549856	47.49606648063429	39.848434840117264	1356	host	gene-PA3848
gene-PA0423	582.0503230015602	383.91957771409386	168.13924803927813	244.4312531275495	279.53414126623306	120.61267331071211	576	host	pasP
gene-PA4409	266.77306470904836	341.2618468569723	60.3576787833306	186.23333571622817	186.35609417748873	107.21126516507742	864	host	ftsQ
gene-PA2519	21.89530995617154	51.349744981613384	31.138399443975306	21.01692816860255	0.0	24.198153893058226	957	host	xylS
gene-PHIKZ218	145.51258075039004	341.2618468569723	5035.554915637868	4097.13338575702	7156.074016415567	5860.882495690899	216	phage	gene-PHIKZ218
gene-PA0682	32.536974577726966	25.435665604246385	7.712072533096369	10.410559139416483	33.335748523675	31.96360700573737	966	host	gene-PA0682
gene-PA1408	64.83233795809457	65.88718825456395	9.220126320508777	33.190099434575316	0.0	38.21391629646324	2424	host	gene-PA1408
gene-PA2403	138.30898764393507	152.0473575105322	12.29350176067837	124.46287287965745	0.0	44.582902345873784	1212	host	gene-PA2403
gene-PHIKZ_p36	2081.9492322748115	2677.5929522623983	477.5552607032751	773.5846252827939	619.2756360359625	1484.4636715164568	156	phage	gene-PHIKZ_p36
gene-PA4772	74.38342785962429	117.751691567262	10.578433889912803	42.839617161560476	11.431428141238925	49.32403253601006	2817	host	gene-PA4772
gene-PA3129	207.35542756930582	140.77051182850107	54.321910904997544	73.32937593826485	0.0	40.204224436904035	960	host	gene-PA3129
gene-PA5159	97.25397802051384	124.4093821453266	12.57360686408623	93.3524062577549	108.69985847719848	65.1410218724521	1185	host	gene-PA5159
gene-PA4771	118.84797171236045	85.7621395242653	32.503761199699355	105.30471338928086	28.099767080165844	67.3578629309387	1146	host	lldD
gene-PA5295	181.17487692714036	146.51671421408471	26.654247109020005	53.97102036856702	76.80938121376279	73.64781005973119	1677	host	gene-PA5295
gene-PA4596	40.37343280935677	71.01402593555493	14.354262171427923	155.01503088518416	62.04688453539509	59.49295639218169	519	host	gene-PA4596
gene-PA1844	22.53098024522168	105.68108805893336	0.0	21.62709705091682	0.0	16.600453961044245	465	host	gene-PA1844
gene-PA1730	66.73188416578395	104.33483216009344	10.544744610008623	71.17197543295345	22.79004463826614	60.092938436476516	1413	host	gene-PA1730
gene-PA5397	59.191558271345095	23.136396397082866	14.02987206585893	113.63389975905447	0.0	29.07424140069896	531	host	gene-PA5397
gene-PA0764	187.28433106043894	361.7160269525006	23.501142167101236	42.299054168985585	169.30774486787618	40.58470605618073	951	host	mucB
gene-PA4916	180.63630713841522	176.51474837429603	42.81529923546605	72.24569057957129	46.267719933721345	44.36328213727342	696	host	gene-PA4916
gene-PA3675	184.6150804234023	126.2819168986153	32.81877562542331	103.37180749006498	47.28683270759185	45.34044694205917	681	host	gene-PA3675
gene-PA0484	142.128567244567	95.23586423915505	28.875434368105005	77.95814053237459	124.81524447236453	59.83884567353158	516	host	gene-PA0484
gene-PA2864	144.50904571073218	169.45415843932417	17.126119694186418	138.71172591277687	74.02835189395414	70.98125141963746	435	host	gene-PA2864
gene-PA1402	47.19326943255893	36.89317263318619	11.185979079536173	75.50000096603846	0.0	46.36162817949294	666	host	gene-PA1402
gene-PA4681	112.98623917089107	24.0890715428451	0.0	39.437647563436556	63.14182955660794	45.40712406991514	1020	host	gene-PA4681
gene-PA3384	37.55163374203614	73.38964448537038	8.90067152565244	36.045161751528035	38.473516217287994	64.55732095961652	837	host	phnC
gene-PA5071	118.3831165426902	208.22756757374583	10.522404049394199	42.61271240964543	0.0	43.61136210104844	708	host	gene-PA5071
gene-PA1846	137.31200280508625	112.71033474175232	22.782452804192943	65.90170464401258	56.273190168405506	47.21230025618088	2289	host	cti
gene-PA2011	116.02332019964653	68.02561731368218	0.0	33.410631656731965	35.661498420675585	42.742032623951125	903	host	liuE
gene-PA4107	291.02516150078003	105.0036451867607	15.91850869010917	107.44230906705471	0.0	0.0	468	host	gene-PA4107
gene-PHIKZ_p33	2716.234840673947	3185.1105706650746	1057.696466298365	682.8555642928366	795.1193351572851	1238.8857307964502	162	phage	gene-PHIKZ_p33
gene-PA0443	126.48176033031889	140.0752852290188	34.97587824869057	80.93843161912532	43.195617805325355	46.594835564701654	1491	host	gene-PA0443
gene-PA2736	355.1493496280706	381.75054055186735	84.17923239515359	227.26779951810897	90.96704258155383	21.80568105052422	354	host	gene-PA2736
gene-PHIKZ208	913.517673157762	1182.7931040928304	2977.2382465642877	2612.3411778396257	1199.1786158298564	1892.9945456940102	1101	phage	gene-PHIKZ208
gene-PA1042	139.69207752037443	40.951421622836676	0.0	0.0	107.34111024623351	51.461407279237164	300	host	gene-PA1042
gene-PHIKZ_p08	186.0306117099417	188.39637066196047	805.7155100678985	665.5699843030333	2443.114857904588	2436.0060830728485	1239	phage	gene-PHIKZ_p08
gene-PA4231	58.57110168569159	120.19285172321037	10.412106313027381	91.35974959664024	0.0	53.94277492582512	1431	host	pchA
gene-PA2333	71.27146812264002	68.37899714388314	9.214424325258	68.41224577330831	59.74458826320974	28.64271277137504	1617	host	gene-PA2333
gene-PA2709	53.727722123220936	88.203061956879	30.563536685009613	41.257846681749015	132.112135687672	47.502837488526616	975	host	cysK
gene-PA4384	76.25113401767163	143.06173492694035	10.844049588021967	29.276856269800064	93.7476945381952	33.70834537941298	687	host	gene-PA4384
gene-PHIKZ289	1044.8280388306694	1040.5689100884729	1129.6921986800426	659.4491887656603	307.94580808345677	1550.1694405835785	732	phage	gene-PHIKZ289
gene-PA2350	66.0705772055825	55.33975894977928	0.0	63.42000081147229	29.0111108773604	20.86273268077182	1110	host	gene-PA2350
gene-PA3376	51.35738144131413	120.44535771422552	18.259465850419343	73.94558918144355	39.463643472879966	28.379452543696967	816	host	gene-PA3376
gene-PA2576	34.923019380093606	27.300947748557785	8.277624518856769	0.0	0.0	17.153802426412387	900	host	gene-PA2576
gene-PA1864	48.280671954046454	56.614868603000005	0.0	61.791705859762345	0.0	23.714934230063207	651	host	gene-PA1864
gene-PA1599	66.90233597719082	94.14119913295788	9.514510941214677	64.21839162628558	0.0	19.71701428323263	783	host	gene-PA1599
gene-PA1038	98.83873409460456	77.26683325063523	0.0	0.0	0.0	72.82274614986392	318	host	gene-PA1038
gene-PA5075	195.83001521547817	114.81706997057012	30.9443907246982	52.2149539391294	100.31879462264813	88.17375078997023	963	host	gene-PA5075
gene-PA4905	98.83873409460456	77.26683325063524	23.42723920431161	21.08301913768621	0.0	40.45708119436884	954	host	vanB
