Geneid	0_R1	0_R2	2.5_R1	2.5_R2	5_R1	5_R2	10_R1	10_R2	20_R1	20_R2	30_R1	30_R2	gene_length	Entity	Symbol
gene-b3279	1153.4641143276656	755.3567076770903	780.8806005065582	208.74631525747668	198.4497159703697	26.69691229807075	119.0159429406491	12.918831726451833	38.74609393634959	9.215065837902078	150.1353354883208	8.761538755519329	555.0	host	yrdA
gene-b0418	218.71895666471795	735.5217340701884	480.15129409760186	143.92034418817823	135.8920704887863	15.206856541817974	81.70508606929596	8.2080370874281	25.131906850593474	7.030525503209611	99.0623631650278	4.471699693272806	519.0	host	pgpA
gene-b3594	67.32807740746657	26.618643895547223	34.60307889597567	18.01527971653087	13.179801795809503	6.064839784208566	5.804125331229757	4.092499069078795	3.3454418660403356	3.122125904581504	14.721379530353255	3.7362676389902676	843.0	host	yibA
gene-b1423	24.552519922521416	33.195713759339334	15.502973803841137	11.115276582390551	4.313110603209399	4.5427153576109705	5.460800953377997	3.705332134632171	1.8360725866354186	2.8706864325074806	5.276412816363857	1.5212239443366937	1344.0	host	ydcJ
gene-b1335	69.06680953088815	131.48554078007754	61.37735489223059	20.42216212763834	10.297969502236393	5.098422832818817	9.482321035323032	3.9534616891788477	2.732759198713181	2.5503412185680308	13.74321477750586	2.1417609272873626	516.0	host	ogt
gene-b1221	415.65040178513675	668.7044946183692	304.6984477162687	165.1089457913765	73.4620128546633	11.475330271311009	53.86424452937723	6.267238806808864	14.620891381133656	4.548304385188147	49.019577132670676	3.649876455810446	651.0	host	narL
gene-b4772	61.39271958301169	59.34755926260309	109.83316138609685	33.155980866048125	18.72358091315708	9.619665722299654	6.3215473568820215	9.06970622811618	5.465518397426362	5.564380840512067	0.0	2.9984652982023077	129.0	host	ymiD
gene-b2351	796.8388381056697	648.6635565859423	269.66892699778595	121.28236479188996	38.81331235548262	6.575213860479998	10.625141485834277	4.1042068273560055	11.482929532052129	2.6628673783449437	23.099344707469132	4.139807603427756	921.0	host	yfdH
gene-b0653	813.4762725191949	549.89038128712	945.7999136562765	236.01078553990197	242.60767908541396	18.34748154696744	97.85755308453369	10.577706386158516	25.590771696394096	8.241466289336206	63.03554511282688	5.812263209785172	675.0	host	gltK
gene-b0110	365.85389686289307	224.29951792520924	282.34285508491195	57.0462544138276	37.63032729176895	8.13802807789763	44.31954396944461	5.652135765347763	5.747705488597831	3.7927505276135234	44.96421356553548	2.502601083515125	552.0	host	ampD
gene-b0762	1733.5257586256403	2235.1518698832797	1033.4654409011796	407.0497303134691	276.95920886741953	113.00798503928745	119.60367599220788	40.99972328248417	47.00345821786672	15.751834762682913	106.37248237789537	24.313270046566142	150.0	host	acrZ
gene-b3369	39.28403187603426	39.284868354247735	99.21903234458328	38.7420428597845	31.62947775686892	13.738944008384399	0.0	9.821362284567199	4.196737340880956	6.408974360946934	0.0	3.9469594231438543	168.0	host	yhfL
gene-b3602	905.4157693874743	1042.1593770881561	436.23574551502736	243.50921484541132	122.43055552470977	21.81040573765031	87.61351171480291	10.495796929803447	18.45177078800553	5.520310331100299	73.25928538422546	5.327851562921456	363.0	host	yibL
gene-b2957	80.68422363536207	40.0908272580197	85.97087501719767	15.452413656395422	20.762251614303125	5.8313366195120775	21.808432715432538	4.2979652612849435	4.377112871291313	3.4279136983097267	18.626190801605368	2.4805150911448486	1047.0	host	ansB
gene-b1387	6.451336613073076	11.096535248918306	3.258806927446724	7.877170004726468	1.1805190311814582	3.954500706604005	1.9928631696915466	3.328423283428906	0.17230006678103638	2.645868528940947	0.8665076765876131	2.106588313818714	2046.0	host	paaZ
gene-b1914	996.4870040079705	1353.3224567229145	786.5033796812629	152.65662184993926	116.90696137283557	8.499567658744215	58.33720186419437	4.885811773277432	20.926197151789975	3.641832209163149	91.74694066079255	2.943698808737426	657.0	host	uvrY
gene-b0163	760.5875815006448	582.5610989685407	351.03539815556445	117.72775814756218	58.66722019455885	10.838156713790944	27.393371879822098	7.209253668502604	11.84195652775712	4.250568697613384	36.64857274001563	3.7123856072980956	387.0	host	yaeH
gene-b1426	105.59547768278011	86.82479704533472	66.67518973555997	29.753888916314494	30.05758855925483	4.963747512706622	3.624353817945693	2.799981102218431	9.400691643573342	2.126830010151279	15.758886278206722	1.9647086906316076	225.0	host	ydcH
gene-b0704	16.209832100426773	20.37850855260346	5.848700853996489	10.004962647298735	0.0	4.484789419375281	0.0	3.6841856608137253	1.2369331109964927	2.1513165398734158	0.0	2.5205144386392333	570.0	host	ybfC
gene-b4218	124.72680120640878	240.03054564445364	192.2368751676301	74.53231102549017	36.66144012727989	8.402176779321104	31.55129439729509	6.116030149935029	10.754139436007451	3.738568377219045	23.743857673637358	2.8779912460423938	1344.0	host	paeA
gene-b2902	633.3599719884493	123.48121201412579	909.6144836235669	38.40877797496915	284.3870346116133	9.20695103163325	130.43289445631171	6.57253628544937	15.162405876731198	4.823959196411671	52.423714433550586	3.7135370916676047	744.0	host	ygfF
gene-b1772	13.923454335809614	10.860525631098362	9.670715810801157	6.407966582715411	2.0382632386474797	2.5132898798514542	2.5806316741701925	2.310110990754356	0.7437256047130809	1.451258610566043	0.0	1.3406338968906342	948.0	host	ydjH
gene-b0037	39.921070230780764	67.95220472086095	30.570188344006745	22.537198677763953	10.569063820477083	6.228640701272788	3.148569919064791	4.9999662539614835	1.3611040024478778	2.6752175260409126	3.4225380430468264	1.813467843066095	1554.0	host	caiC
gene-b3324	16.175777831308228	24.587705840540938	23.491565010996926	17.927690421390473	6.511951302884778	6.721741423456884	0.9993622659776727	5.110259627210635	1.2960512376250015	3.7752210083682516	2.1726405714439414	3.5890243774175734	816.0	host	gspC
gene-b1394	13.383457247500647	9.03402600024678	8.450594389804811	6.128018946642719	3.0612698831397505	2.988314408790425	2.067121949398684	2.6996015515685574	0.4468009336299117	2.6155763551646554	0.0	1.4707301272551243	789.0	host	paaG
gene-b2967	4949.7880163803175	691.2482730627423	636.0462178721181	225.92728151916432	203.39721581450638	70.21090231788972	139.48993312488358	16.578835473661762	74.21598665978956	9.838337834786962	186.61839013665858	8.72485767221273	76.0	host	pheV
gene-b1728	13.400441330302044	29.03490777857092	29.614614730261412	14.05464295962402	4.086872991196723	4.115459020687386	8.278980802414019	2.6395760934619004	0.5964905865211513	2.5809406055928434	0.0	2.4309530118855553	591.0	host	ydjM
gene-b0699	153.03692417794218	212.98092107184047	92.60443018827773	78.45731578174716	39.67228303628355	13.428495686549315	23.63709011703713	11.883977763038889	17.03023848473432	8.95811553188718	68.51689686176836	7.741379351673454	207.0	host	ybfA
gene-T4p127	0.0	0.0	366.88320051691716	3582.1701186302926	5666.52739605363	5065.2327831	267.67651289026395	586.942603461219	236.81131621215292	372.90554805848996	139.84507861385737	1561.9715298826236	393.0	phage	e.4
gene-b2456	4.583137052203998	8.249822354392025	5.787776886767358	7.102707857627158	0.0	4.567337121066857	0.0	5.104132217585682	0.0	1.5577368238412688	6.155814952424501	1.1511964984169576	288.0	host	eutN
gene-b2078	45.12627251400859	36.66587713063122	23.151107547069433	9.624803810180081	6.193184455890419	2.8283461610863947	4.646607458904735	2.8418611614396467	0.5021736989088326	1.5976787936833527	3.788193816876616	1.2200715025957498	1404.0	host	baeS
gene-b2462	7.856806375206853	7.071276303764592	29.765709703374988	7.3794367351970465	2.8754070688062656	3.471668647279929	2.427022645945776	3.660689578793229	0.0	3.2935007132643963	0.0	1.809023068940933	336.0	host	eutS
gene-b3438	196.13617842685062	421.96681729131257	221.74856024000243	79.91129804331453	38.80067369955443	16.72025392081397	42.575240632494584	10.451736687497801	7.786717475851415	6.39610493451933	40.93987775588342	4.216430548418736	996.0	host	gntR
gene-b0271	27.857279959765084	30.31592075605263	20.176384230965542	14.698408811856167	5.697268382141279	4.837419984450277	6.580530675041063	4.320268792994653	0.875297173517071	2.5805636470934687	5.502404426748157	2.126605077150134	1611.0	host	yagH
gene-b4773	302.4870454454639	159.4965655182458	52.08999198090623	30.993634287827597	10.06392474082193	14.477596912060982	16.989158521620435	12.49991563490371	7.3442903465416745	4.361663106755553	73.86977942909401	6.9071789905017456	48.0	host	ynaN
gene-b2103	75.80199708813802	73.49654472027652	79.0779403854956	24.68656513811986	27.138673458396216	5.794137233933448	17.307307557605835	4.793975134884419	8.36203844699876	2.8751037707452327	17.70661379573789	1.9315956228119737	801.0	host	thiD
gene-b2452	5.378742750752858	23.451817744188574	7.471751090985734	12.276207224029513	1.5747950694684683	6.91769213262292	1.9938376749089994	5.305587663127834	0.8619216054621035	2.9250412731298154	2.8897713224095454	1.0808299642838914	1227.0	host	eutH
gene-b1736	112.8156812850215	50.392077287226506	73.60864963683615	20.132617144229894	12.386368911780838	6.080944246335748	6.969911188357101	5.042701008268847	4.0173895912706605	2.130238391577804	20.203700356675288	2.046571552741258	351.0	host	chbA
gene-b2876	6.847955751153056	19.174684382711423	14.05281236320168	13.024562268814709	3.1327392189328966	4.571025595358886	2.1153816058048793	3.774293592484544	1.8289283353255532	2.44388905592529	0.0	1.7917455228279493	771.0	host	yqeC
gene-b1581	8.690985817512766	15.209549031965542	2.743834968541562	6.7854376300922965	0.3975871502546935	3.2274572304841405	2.684706531811624	3.3826932187294974	0.8704344114419762	1.6492779013904593	0.0	0.9095873567738924	1215.0	host	rspA
gene-b3197	652.6164274214374	609.5674211358679	603.7583670329961	154.2459286948421	116.97400671399107	11.114368797448465	96.66779560022327	6.656490028070304	24.644670342194555	4.969606596668072	71.84902558452913	3.80699632303237	987.0	host	kdsD
gene-b4781	2507.8925949660274	4707.898623573049	2611.4449313094324	812.033218341083	434.76154880350737	77.76537769907041	27.182653634592697	21.999851517430532	23.50172910893336	24.9237891814603	0.0	14.735315179737057	30.0	host	evgL
gene-b3138	5.534354176246337	13.8361800492948	10.483520398672951	8.576854771474304	1.0127219864978043	5.255120532320428	0.0	5.031412582602751	0.0	3.3231718908613734	0.0	2.7802481471201994	477.0	host	agaB
gene-b3574	158.57978097237296	250.3126311532845	93.25887845815956	51.327502719299886	28.449257217871182	12.950177550818808	22.091909314333286	9.823255255132809	3.7370240632579548	5.988754997665373	18.7937248017483	4.6210573222673625	849.0	host	plaR
gene-b1711	138.5873369180218	196.17926185857	122.33979767992655	41.07209436715176	29.053042676868202	6.07186240086437	24.10694053220759	4.587125003634389	8.624487746397563	3.262196259836394	23.493752478977914	2.027795666936292	981.0	host	btuC
gene-b0247	66.41225011495605	52.577484187320245	64.64837579181653	25.86051665944525	20.254439729956086	6.659954734029849	46.15922315308194	6.540836357383577	5.912384681492669	4.828004445213693	22.30031077104725	3.8228412022902742	477.0	host	ykfG
gene-b1154	12.570890200330966	9.637887702908777	1.3229204312611105	7.969791674012812	1.533550436696675	4.845563048118369	1.2944120778377473	3.8571168244845735	0.5595649787841276	1.5666381771203617	0.0	2.455885863289509	630.0	host	ycfK
gene-b0887	176.2912615530285	115.78698041251965	137.7274717231431	35.11559470528062	21.870668367151225	5.646368138392932	22.61375259923671	3.5823187761829307	7.182192257398989	3.0297848987989093	24.079792275697876	2.345391847369014	1767.0	host	cydD
gene-b2172	35.99027869215409	37.79059728801254	30.678768283233115	15.929925189517386	7.902959305676117	5.227668648351555	4.447059899319869	3.824105069492014	2.6433437648084555	2.7319327200946257	12.085035489422332	2.2223507045104456	1467.0	host	yeiQ
gene-b1330	39.64946473069505	102.32337803897084	54.108983918150656	35.85891408882379	11.234148547894247	3.727620467391116	2.370580258830758	2.7034701256884768	1.7079744991957382	2.0286805147700244	1.7179018471882326	1.0708804636436813	1032.0	host	ynaI
gene-b0872	16.346049176900948	12.804677833855115	8.601030667641895	7.420560531244585	2.4926129389032647	4.3797772170940785	0.8415682239811981	3.8080238342864554	0.7276077123508781	2.530960635145195	1.8295920601633193	1.6537311927723477	969.0	host	hcr
gene-b3615	26.781461731139885	48.717791526612615	34.626004331269066	20.72231393930116	5.1340601576366955	6.7142478432746575	3.1516120156049503	7.130386657823334	9.877538321145906	4.132292003418925	13.703379372353671	3.2567182100143497	1035.0	host	waaH
gene-b1797	25.66556749234239	28.599384161892356	16.205775282948604	9.470277143502877	4.025569896328772	4.481160948971256	2.265221136216058	3.083312523276249	0.9792387128722232	2.7416168099606333	0.0	1.5349286645559435	360.0	host	yeaR
gene-b0781	347.9850969091617	785.5830838315607	384.7293145094811	140.56708884075346	69.77654486969872	11.180966619531079	44.48070594751532	4.909057776616729	17.448253429359614	4.350334111673071	69.8405187329616	3.5163820315281615	990.0	host	moaA
gene-b0850	265.8219490278319	307.0767209690365	237.2988523574617	87.81529714884486	57.028906864657614	12.237016437575354	22.652211362160582	6.4582897447002505	4.896193564361116	3.842417498808463	18.467444857273506	3.069857329111887	288.0	host	ybjC
gene-b0904	327.6782742778579	255.37911623852236	399.23518329421836	82.1439677978088	111.47732020602754	10.905202868825153	57.026546086558106	5.874086228430275	18.489122550734287	3.6601368728018624	30.994313047172312	3.542143072052177	858.0	host	focA
gene-b1024	27.226556745766327	28.20731339653511	59.482301073906115	19.230373749543197	7.971425537284698	4.249082544911816	3.70060878688762	2.735130054766059	1.5997464121179885	2.1222236332728577	5.1196876832045355	2.0516373239114096	2424.0	host	pgaA
gene-b0122	140.33881732266036	478.6793476433442	222.7296208838749	53.081051826279456	33.31506121099674	9.271367480630186	21.089989888908125	4.568934680344115	11.143061215442541	4.46909323253771	20.37787018733628	6.192643232863634	348.0	host	yacC
gene-b3391	26.63324194985374	27.059949998586916	20.852813577505636	14.008422276984223	6.238171267918678	6.71047383679063	3.9490537967931276	5.714247147384552	1.7071473929007281	3.645028732591288	2.8617832224346347	2.185322166486428	1239.0	host	hofQ
gene-b3904	8.97920728595069	20.11385259737484	3.9687612937833316	14.042013901832094	2.3003256550450124	6.601446522000984	5.547480333590347	6.59179224501861	0.9592542493442187	4.720260481713298	6.0301860758444095	2.5185360128632217	1470.0	host	rhaB
gene-b0049	322.54846385902584	627.8868354184963	483.4544451466315	153.60783399115505	115.18000699816132	13.690050969208654	82.22510885908824	7.686780860182781	18.81811049647689	6.244251809163008	48.37024702830355	5.178335850530371	843.0	host	apaH
gene-b2580	373.0275026837341	344.34041131375415	204.13237437155138	91.54351692549659	58.80832544202033	12.517276336390612	52.00159825748168	6.39126121158555	10.218143090840591	6.50185804733747	56.5264399109589	5.525743192401397	690.0	host	ung
gene-b2958	694.8035771141261	109.26431384928105	606.5590177332192	27.80817743046754	150.28794279627417	6.997505174162808	135.91326817296348	4.5416360140150145	30.846019455475034	2.3677599722387286	130.50327699139942	2.0721536971505237	720.0	host	yggN
gene-b4502	165.63996499259625	193.59583124973287	160.1511910314921	58.09787133169252	47.35964583916202	12.068719442659237	35.177551762414076	5.999959504753781	9.677182574266677	5.512555724840631	41.71469897172367	4.550612040801149	255.0	host	yeiW
gene-b3832	110.91961941468499	73.9479874903487	138.32300391568378	30.42932441984194	38.22599985589507	8.099111837959684	61.103864262634836	7.1218006726594245	17.280683168333354	4.607759344471653	64.55846269433425	3.8308723812866825	1428.0	host	rmuC
gene-b0148	121.67380144517873	167.41367898756357	127.24534666611495	52.14073126281449	35.78284352292242	6.873666823151351	22.820005520398805	4.716017553119227	6.528258085814822	3.0031627458154633	26.994388532113366	2.137530288418647	2430.0	host	hrpB
gene-b0333	12.409724941352364	20.532891193153485	9.260443018827775	9.430541714928738	1.6515158549041118	5.472849821702173	3.4849555941785506	3.9999730031691874	0.3013042193452995	3.1442318659688384	0.0	1.653000100291016	1170.0	host	prpC
gene-b1932	665.4714999800206	567.5877779821714	390.6749398567967	118.03409057947677	86.54975277106861	11.426960419876703	40.773980451889045	5.249964566659558	8.813148415850009	2.866235755867935	11.080466914364102	3.1082305457257853	480.0	host	yedL
gene-b4845	51.4777953703553	45.4070222385737	9.167838588639496	9.608026629226554	8.212162588510695	3.6483544218393673	2.446438827113343	1.529989673712214	0.3525259366340004	0.7178051284260567	3.5457494125965123	0.9946337746322513	1000.0	host	xtpA
gene-T4p233	12.39383540877701	0.0	15.65145298956807	150.6028708352186	20.411340319413494	511.11451794571826	7666.656887784771	5690.736239667233	4375.955758029563	4217.034921646234	6200.899794329582	5929.667237029048	426.0	phage	mobE
gene-b3623	146.25071978876667	107.41668138158107	39.57675368381702	29.146713808850905	23.838570335801666	5.777173548308452	0.7592920009662764	4.441310806591486	1.641182200344508	2.7290852958470495	0.0	2.9326570015538134	1074.0	host	waaU
gene-b2362	7.272415818373287	20.363197877507588	2.2959776079738283	10.928884817746372	3.9923007236318404	4.239013027380311	0.0	4.380135726610887	0.0	3.9548491924300646	4.883952358948365	4.566729911075535	363.0	host	yfdS
gene-b1218	443.7740980203044	219.61596060657394	264.6411086846041	48.717005619085334	87.45203567886644	8.201594309788241	50.381642512391636	4.870656781876273	9.623552867882195	1.2891615093858777	20.37787018733628	1.5084643772360133	696.0	host	chaC
gene-b2196	25.12238087874784	38.295471669770386	27.009625471581003	15.975113969343237	8.945710880730605	4.570528831144472	5.872795538337928	4.814782318629577	2.3574265309886857	2.769309909051145	10.943671026532446	1.847599318446969	1944.0	host	ccmF
gene-b4455	34.50832604012422	65.56721557477583	315.9445265247123	67.25416067685465	123.13507918182127	22.061100056473876	0.0	9.80385539992448	20.736819802000024	4.887017486560844	11.587416381034354	5.056235600890166	153.0	host	hokA
gene-b1613	565.6900590148936	532.7028148835993	329.5489288587945	161.8205055503924	83.7975774337826	9.750218328530865	51.314193085710706	4.285685360538415	11.09137725804253	3.4588115598761235	63.3169537963663	3.430095689160731	1176.0	host	manA
gene-b1477	199.14936580524324	200.07990215283397	269.0402392838385	54.157297808204014	83.05386312425678	6.6183300169421635	48.642643346113246	3.6841856608137253	3.710799332989478	1.6790763238036415	37.32367802733171	2.9082858907375773	285.0	host	yddM
gene-b1616	6.724602836421585	14.410170051339781	3.0328961852056024	8.165717330563021	1.0547344706538266	3.8655093439563935	2.9675386063965825	2.6855713940491808	0.0	1.7414001174819422	0.0	0.8445459027687723	1374.0	host	uidB
gene-b4683	0.0	19.555134469669984	0.0	7.652749206871011	0.0	4.596062511765391	0.0	2.2222072239828816	8.704344114419762	1.8462066060340963	0.0	2.046571552741258	81.0	host	yqeL
gene-b3819	239.98972200631843	302.2157145312634	255.36373173131133	88.42403856302778	67.22837267943	10.86342048235456	84.20215940681912	9.057177928051441	22.552164296451203	5.337215461080387	81.58009310687824	4.465247024162744	891.0	host	rarD
gene-b2879	2.97955636802427	16.28858830543617	10.0338885982784	9.701543915527676	2.5443782640452737	4.874108731438783	1.2272078390335304	4.469495793608911	0.530513072436419	2.7680596562705344	0.0	1.7462845303300125	1329.0	host	ssnA
gene-b2883	86.99627422729043	47.59897503867398	89.02653174918518	18.690100676599066	13.906514187317574	6.33629890826565	7.413450991252553	5.84086966940046	2.136520828084851	3.1268026427650195	2.6861737974216005	2.3861163785369666	1320.0	host	guaD
gene-b2347	58.0039467442924	42.725768077623	39.30477422782206	18.204192486312454	4.142065488183945	5.240397963575587	5.244241858763864	4.726656201494135	0.7556826080042881	2.5965619597405585	0.0	1.8952173864613577	933.0	host	yfdC
gene-b0258	65.65163861167612	68.4173749180993	65.45339306501306	33.04905855124374	21.49780782332643	7.255041085325996	37.00256515703718	5.183211090494104	6.7675136177556805	3.6276509908094057	41.76929936304793	3.2305828437250748	1146.0	host	ykfC
gene-b0346	237.39990486236536	175.04659038767537	153.8965710323177	47.791143518161014	45.17905782930133	6.784978614491066	29.333798886251113	5.2157921354274475	5.917701574191853	4.016495522767704	12.754494289915513	2.849004283852039	834.0	host	mhpR
gene-b4538	25.881244530093166	51.76359124324408	42.022178404764695	15.800676303598383	10.825061906094177	3.75409475750921	2.2842566079489663	1.848727018271473	2.962402828857146	1.6755488525351463	4.966035591871867	1.7026099472385254	357.0	host	yoeF
gene-b0533	5.365623865994925	16.09721435003322	5.081950437161583	10.016235471066237	0.4909231580888747	4.918347383017233	1.6574788801580913	4.542652267318665	0.35825806568495977	3.039486485543939	0.0	2.246237070081868	984.0	host	sfmH
gene-b2488	12.087394423395159	29.010364323136788	19.843806468916654	16.461820409285718	2.654221909667322	5.363756469774554	0.0	5.329634358618285	2.582607594388281	3.012765725231465	0.0	1.7204694921396286	546.0	host	hyfH
gene-b2010	78.04293016400842	34.61107990325908	47.84958989162937	10.410886581686732	9.934568381685402	3.5303431324305876	6.289045828054865	3.419000060549498	3.6249453638457623	1.9734002745217927	4.5575185251883195	2.22544927200399	1167.0	host	dacD
