Geneid	5_R1	5_R2	10_R1	10_R2	20_R1	20_R2	gene_length	Entity	Symbol
gene-AUO97_RS00890	0.0	0.0	0.0	0.0	0.0	0.0	1000.0	host	gene-AUO97_RS00890
gene-AUO97_RS08390	0.0	0.0	0.0	0.0	0.0	0.0	1000.0	host	gene-AUO97_RS08390
gene-AUO97_RS06370	5.575601816961837	4.419660639768074	0.8469171554066449	1.3359416161811501	1.3185618152173946	1.238685991036087	1000.0	host	gene-AUO97_RS06370
gene-AUO97_RS11850	38.694676609715145	27.794754690096998	8.854133897433107	8.319272791673525	5.52147760122284	3.5096103079355796	1000.0	host	betB
gene-AUO97_RS15960	25.313232249006738	14.241128728141572	3.926615902339899	4.797244894468675	2.2250730631793534	2.5805958146585146	1000.0	host	gene-AUO97_RS15960
gene-AUO97_RS18045	6.356186071336493	4.419660639768074	2.84872134091326	2.6718832323623003	2.472303403532615	1.8580289865541304	1000.0	host	gene-AUO97_RS18045
gene-AUO97_RS18700	9.367011052495885	5.794666172140364	2.0018041855066153	2.368260137775675	1.1537415883152204	1.4451336562087682	1000.0	host	tsaE
gene-AUO97_RS03150	14.162028615083065	10.803614897210847	2.0787966541799467	1.5181154729331252	1.7306123824728306	1.238685991036087	1000.0	host	gene-AUO97_RS03150
gene-AUO97_RS08345	0.0	0.0	0.0	0.0	0.0	0.0	1000.0	host	gene-AUO97_RS08345
gene-AUO97_RS04675	65.68058940381043	55.098435975775324	11.39488536365304	8.622895886260151	6.67521918953806	6.812772950698478	1000.0	host	gene-AUO97_RS04675
gene-AUO97_RS06145	73.59794398389624	55.785938741961466	10.23999833355307	8.076374316004225	4.36773601290762	4.954743964144348	1000.0	host	gene-AUO97_RS06145
gene-AUO97_RS14590	1.0036083270531306	0.2946440426512049	0.07699246867333136	0.2428984756693	0.16482022690217432	0.20644766517268115	1000.0	host	gene-AUO97_RS14590
gene-M172_gp24	9192.105187278865	8815.328195393318	17478.696643981802	16649.91411930874	14250.928796831608	13411.792439854009	438.0	phage	gene-M172_gp24
gene-AUO97_RS04885	1.8957046177670245	1.6696495750234948	0.7699246867333136	1.153767759429175	0.4120505672554358	0.30967149775902175	1000.0	host	gene-AUO97_RS04885
gene-AUO97_RS16615	0.0	0.0	0.0	0.0	0.0	0.0	1000.0	host	gene-AUO97_RS16615
gene-AUO97_RS06285	1.1151203633923672	0.5892880853024098	0.3849623433666568	0.4857969513386	0.16482022690217432	0.20644766517268115	1000.0	host	gene-AUO97_RS06285
gene-AUO97_RS03835	0.0	0.0	0.0	0.0	0.0	0.0	1000.0	host	gene-AUO97_RS03835
gene-AUO97_RS08005	0.0	0.0	0.0	0.0	0.0	0.0	1000.0	host	gene-AUO97_RS08005
gene-AUO97_RS13350	1.226632399731604	1.8660789367909647	0.5389472807133194	0.9108692837598751	0.4120505672554358	0.5161191629317029	1000.0	host	gene-AUO97_RS13350
gene-AUO97_RS08180	0.0	0.0	0.0	0.0	0.0	0.0	1000.0	host	gene-AUO97_RS08180
gene-AUO97_RS13630	4.348969417230233	2.1607229794421694	0.6929322180599822	0.36434771350395	0.494460680706523	0.5161191629317029	1000.0	host	gene-AUO97_RS13630
gene-AUO97_RS16535	6.913746253032677	4.714304682419279	1.2318794987733017	1.3359416161811501	1.3185618152173946	0.5161191629317029	1000.0	host	adeB
gene-AUO97_RS13125	0.0	0.0	0.0	0.0	0.0	0.0	1000.0	host	gene-AUO97_RS13125
gene-AUO97_RS16525	0.11151203633923673	0.0	0.0	0.0	0.0	0.0	1000.0	host	gene-AUO97_RS16525
gene-AUO97_RS17025	0.0	0.0	0.0	0.0	0.0	0.0	1000.0	host	gene-AUO97_RS17025
gene-AUO97_RS12770	0.0	0.0	0.0	0.0	0.0	0.0	1000.0	host	gudD
gene-AUO97_RS16255	31.780930356682468	26.125105115073506	10.393983270899733	8.379997410590851	4.202915786005446	3.716057973108261	1000.0	host	gene-AUO97_RS16255
gene-AUO97_RS03555	0.0	0.0	0.0	0.0	0.0	0.0	1000.0	host	gene-AUO97_RS03555
gene-AUO97_RS02930	1.7841925814277877	1.6696495750234948	0.3849623433666568	0.9108692837598751	0.0	0.10322383258634057	1000.0	host	sbmA
gene-AUO97_RS16310	1.0036083270531306	0.2946440426512049	0.15398493734666271	0.182173856751975	0.08241011345108716	0.20644766517268115	1000.0	host	gene-AUO97_RS16310
gene-AUO97_RS12495	16.503781378207037	11.491117663396993	1.6168418421399584	1.639564710767775	1.3185618152173946	0.9290144932770652	1000.0	host	dnaQ
gene-AUO97_RS09685	14.385052687761538	10.312541492792173	1.4628569047932958	1.9431878053544	1.977842722826092	0.8257906606907246	1000.0	host	gene-AUO97_RS09685
gene-AUO97_RS11185	11.59725177928062	5.696451491256629	1.5398493734666272	1.396666235098475	0.7416910210597845	0.7225668281043841	1000.0	host	gene-AUO97_RS11185
gene-AUO97_RS11685	2.118728690445498	1.9642936176746997	0.30796987469332543	1.032318521594525	0.2472303403532615	0.10322383258634057	1000.0	host	gene-AUO97_RS11685
gene-AUO97_RS11160	3.5683851628555754	3.0446551073957844	1.0778945614266389	0.9108692837598751	0.494460680706523	0.10322383258634057	1000.0	host	gene-AUO97_RS11160
gene-AUO97_RS00490	22.85996744954353	17.580427878188562	3.7726309649932364	3.461303278287525	3.1315843111413124	1.7548051539677898	1000.0	host	queF
gene-AUO97_RS02085	30.442785920611627	21.70544447530543	6.082405025193177	6.315360367401801	3.873275332201097	3.8192818056946014	1000.0	host	radA
gene-AUO97_RS08805	40.25584511846446	28.285828094515676	7.39127699263981	9.047968218681426	4.779786580163056	3.922505638280942	1000.0	host	trpE
gene-AUO97_RS15260	19.291582286687955	15.223275536978921	3.5416535589732425	1.7002893296851	1.977842722826092	2.0644766517268116	1000.0	host	gene-AUO97_RS15260
gene-AUO97_RS00980	0.7805842543746571	0.0	0.0	0.0	0.0	0.10322383258634057	1000.0	host	gene-AUO97_RS00980
gene-AUO97_RS08090	0.0	0.0	0.0	0.0	0.0	0.0	1000.0	host	gene-AUO97_RS08090
gene-AUO97_RS13465	1.8957046177670245	0.5892880853024098	0.30796987469332543	0.182173856751975	0.2472303403532615	0.10322383258634057	1000.0	host	benA
gene-AUO97_RS14840	39.02921271873286	32.11620064898134	8.469171554066449	8.805069743012126	3.873275332201097	5.161191629317029	1000.0	host	gene-AUO97_RS14840
gene-AUO97_RS15295	69.8065347483622	41.74123937558737	11.779847707019698	8.865794361929451	7.664140550951107	5.883758457421413	1000.0	host	gene-AUO97_RS15295
gene-AUO97_RS18870	25.313232249006738	18.660789367909647	10.009020927533076	6.315360367401801	5.109427033967404	3.8192818056946014	1000.0	host	gene-AUO97_RS18870
gene-AUO97_RS00650	0.22302407267847346	0.0	0.07699246867333136	0.060724618917325	0.0	0.0	1000.0	host	gene-AUO97_RS00650
gene-AUO97_RS03880	29.32766555721926	17.875071920839765	4.1575933083598935	4.73652027555135	2.389893290081528	2.0644766517268116	1000.0	host	gene-AUO97_RS03880
gene-AUO97_RS02870	19.291582286687955	13.750055323722897	3.1566912156065854	3.825650991791475	2.966764084239138	2.270924316899493	1000.0	host	gene-AUO97_RS02870
gene-AUO97_RS11085	3.4568731265163386	2.5535817029771093	1.1548870300999703	0.5465215702559251	0.2472303403532615	0.5161191629317029	1000.0	host	gene-AUO97_RS11085
gene-AUO97_RS16125	76.16272081969869	45.08053852563435	15.552478672012933	14.998980872579276	7.499320324048933	7.535339778802863	1000.0	host	gene-AUO97_RS16125
gene-AUO97_RS06275	44.939350644712405	29.7590483077717	7.006314649273153	6.4975342241537755	5.027016920516317	6.503101452939457	1000.0	host	gene-AUO97_RS06275
gene-AUO97_RS03170	9.478523088835122	6.776812980977714	1.6938343108132898	1.7610139486024252	1.0713314748641332	1.0322383258634058	1000.0	host	gene-AUO97_RS03170
gene-AUO97_RS17105	1.1151203633923672	0.8839321279536149	0.5389472807133194	0.4857969513386	0.16482022690217432	0.20644766517268115	1000.0	host	gene-AUO97_RS17105
gene-AUO97_RS14760	5.4640897806226	4.812519363303014	1.0009020927533077	0.6679708080905751	0.08241011345108716	1.238685991036087	1000.0	host	gene-AUO97_RS14760
gene-AUO97_RS14670	3.679897199194812	1.7678642559072297	0.7699246867333136	0.60724618917325	0.2472303403532615	0.10322383258634057	1000.0	host	madM
gene-AUO97_RS14460	11.374227706602147	5.5000221294891585	1.0009020927533077	0.9715939026772	0.32964045380434864	0.30967149775902175	1000.0	host	gene-AUO97_RS14460
gene-AUO97_RS05940	0.11151203633923673	0.0	0.0	0.0	0.0	0.0	1000.0	host	gene-AUO97_RS05940
gene-AUO97_RS12325	13.046908251690697	11.491117663396993	2.0018041855066153	2.06463704318905	0.988921361413046	1.0322383258634058	1000.0	host	gene-AUO97_RS12325
gene-AUO97_RS16145	2.2302407267847344	3.1428697882795196	0.3849623433666568	0.36434771350395	0.0	0.0	1000.0	host	gene-AUO97_RS16145
gene-AUO97_RS18485	2.118728690445498	2.4553670220933745	0.3849623433666568	0.7286954270079	0.32964045380434864	0.20644766517268115	1000.0	host	gene-AUO97_RS18485
gene-AUO97_RS12505	14.162028615083065	10.901829578094583	1.6168418421399584	2.1860862810237003	0.9065112479619588	1.1354621584497464	1000.0	host	gene-AUO97_RS12505
gene-AUO97_RS14260	0.3345361090177102	0.09821468088373499	0.15398493734666271	0.36434771350395	0.16482022690217432	0.10322383258634057	1000.0	host	gene-AUO97_RS14260
gene-AUO97_RS14785	0.5575601816961836	0.2946440426512049	0.30796987469332543	0.060724618917325	0.16482022690217432	0.20644766517268115	1000.0	host	gene-AUO97_RS14785
gene-AUO97_RS16325	8.363402725442755	6.8750276618614485	1.8478192481599525	3.1576801837009003	0.7416910210597845	0.30967149775902175	1000.0	host	gene-AUO97_RS16325
gene-AUO97_RS08185	0.0	0.0	0.0	0.0	0.0	0.0	1000.0	host	gene-AUO97_RS08185
gene-AUO97_RS19670	0.11151203633923673	0.5892880853024098	0.23097740601999406	0.060724618917325	0.0	0.0	1000.0	host	gene-AUO97_RS19670
gene-AUO97_RS07545	20.629726722758797	15.026846175211451	4.003608371013231	3.6434771350395003	2.884353970788051	2.0644766517268116	1000.0	host	gene-AUO97_RS07545
gene-AUO97_RS06900	17.06134155990322	11.098258939862053	3.695638496319905	4.00782484854345	1.6482022690217433	1.238685991036087	1000.0	host	gene-AUO97_RS06900
gene-M172_gp16	42986.65098614977	40664.36996340881	46452.97823811739	47781.77364128635	29448.97934136783	28635.667477218693	450.0	phage	gene-M172_gp16
gene-AUO97_RS05045	13.26993232436917	6.973242342745183	2.6177439348932663	2.489709375610325	2.637123630434789	1.5483574887951086	1000.0	host	gene-AUO97_RS05045
gene-AUO97_RS06105	14.831100833118485	9.035750641303618	1.924811716833284	1.882463186437075	0.8241011345108716	0.7225668281043841	1000.0	host	gene-AUO97_RS06105
gene-AUO97_RS12865	0.0	0.0	0.0	0.0	0.0	0.0	1000.0	host	gene-AUO97_RS12865
gene-AUO97_RS16330	1.7841925814277877	2.1607229794421694	0.30796987469332543	0.182173856751975	0.4120505672554358	0.10322383258634057	1000.0	host	gene-AUO97_RS16330
gene-AUO97_RS07865	9.143986979817411	6.482168938326509	3.233683684279917	2.30753551885835	2.389893290081528	2.6838196472448552	1000.0	host	gene-AUO97_RS07865
gene-AUO97_RS06745	4.460481453569469	3.830372554465664	1.2318794987733017	0.85014466484255	0.6592809076086973	0.4128953303453623	1000.0	host	gene-AUO97_RS06745
gene-AUO97_RS17055	6.80223421669344	6.383954257442774	2.1557891228532777	1.5788400918504502	0.494460680706523	0.8257906606907246	1000.0	host	gene-AUO97_RS17055
gene-AUO97_RS03805	0.0	0.19642936176746997	0.0	0.0	0.0	0.0	1000.0	host	gene-AUO97_RS03805
gene-AUO97_RS05125	0.0	0.0	0.0	0.0	0.0	0.0	1000.0	host	gene-AUO97_RS05125
gene-AUO97_RS16740	1.0036083270531306	1.0803614897210847	0.30796987469332543	0.182173856751975	0.32964045380434864	0.4128953303453623	1000.0	host	gene-AUO97_RS16740
gene-AUO97_RS11235	17.841925814277875	14.437558089909041	3.233683684279917	3.0362309458662504	1.895432609375005	1.961252819140471	1000.0	host	bioA
gene-AUO97_RS12305	8.8094508707997	5.598236810372894	1.4628569047932958	0.85014466484255	1.5657921555706562	0.6193429955180435	1000.0	host	ureG
gene-AUO97_RS17160	0.22302407267847346	0.19642936176746997	0.0	0.060724618917325	0.16482022690217432	0.0	1000.0	host	gene-AUO97_RS17160
gene-AUO97_RS17460	29.439177593558497	19.54472149586326	4.003608371013231	3.339854040452875	1.5657921555706562	2.5805958146585146	1000.0	host	cydP
gene-AUO97_RS17845	11.59725177928062	7.660745108931328	2.386766528873272	2.003912424271725	0.7416910210597845	1.4451336562087682	1000.0	host	gene-AUO97_RS17845
gene-AUO97_RS07460	7.582818471068098	3.830372554465664	1.6938343108132898	2.06463704318905	0.9065112479619588	0.5161191629317029	1000.0	host	gene-AUO97_RS07460
gene-AUO97_RS16230	31.446394247664756	18.464360006142176	5.312480338459864	4.4936217998820505	3.7084551052989227	2.3741481494858334	1000.0	host	aroC
gene-AUO97_RS09360	2.0072166541062613	1.6696495750234948	0.4619548120399881	0.060724618917325	0.2472303403532615	0.10322383258634057	1000.0	host	crcB
gene-AUO97_RS11430	24.421135958292844	17.187569154653623	5.312480338459864	5.100867989055301	3.79086521875001	2.787043479831196	1000.0	host	gene-AUO97_RS11430
gene-AUO97_RS15585	0.0	0.0	0.0	0.0	0.0	0.0	1000.0	host	gene-AUO97_RS15585
gene-AUO97_RS09520	51.85309689774508	40.46444852409881	11.086915488959715	11.112605261870476	5.933528168478276	6.193429955180434	1000.0	host	gene-AUO97_RS09520
gene-AUO97_RS04695	20.07216654106261	13.750055323722897	2.6177439348932663	2.368260137775675	0.6592809076086973	1.4451336562087682	1000.0	host	gene-AUO97_RS04695
gene-AUO97_RS04850	0.7805842543746571	0.09821468088373499	0.0	0.12144923783465	0.16482022690217432	0.10322383258634057	1000.0	host	pilV
gene-AUO97_RS05840	5.687113853301073	4.321445958884339	1.5398493734666272	1.7002893296851	1.4009719286684819	0.8257906606907246	1000.0	host	alc
gene-AUO97_RS06400	2.118728690445498	2.1607229794421694	0.6929322180599822	0.85014466484255	0.32964045380434864	0.8257906606907246	1000.0	host	gene-AUO97_RS06400
gene-AUO97_RS14500	0.8920962907138938	1.3750055323722896	0.5389472807133194	0.36434771350395	0.32964045380434864	0.5161191629317029	1000.0	host	gene-AUO97_RS14500
gene-AUO97_RS00935	0.0	0.0	0.0	0.0	0.08241011345108716	0.0	1000.0	host	gene-AUO97_RS00935
gene-AUO97_RS13095	0.0	0.0	0.0	0.0	0.0	0.0	1000.0	host	gene-AUO97_RS13095
gene-AUO97_RS00915	0.0	0.0	0.0	0.0	0.0	0.0	1000.0	host	gene-AUO97_RS00915
gene-AUO97_RS10115	46.50051915346172	26.81260788125965	10.855938082939721	13.3594161618115	10.46608440828807	10.83850242156576	1000.0	host	holA
gene-AUO97_RS09915	15.500173051153906	11.000044258978317	2.84872134091326	2.30753551885835	0.7416910210597845	1.238685991036087	1000.0	host	iscX
gene-AUO97_RS03135	32.7845386837356	20.72329766646808	5.158495401113201	5.4044910836419255	2.884353970788051	3.199938810176558	1000.0	host	gene-AUO97_RS03135
gene-AUO97_RS10860	44.82783860837316	39.973375119680135	19.78706444904616	17.792313342776225	5.439067487771753	3.3031626427628984	1000.0	host	gene-AUO97_RS10860
gene-AUO97_RS07900	49.84588024363882	37.22336405493556	10.23999833355307	9.35159131326805	5.6862978281250145	5.161191629317029	1000.0	host	gshA
gene-AUO97_RS07390	45.05086268105164	30.544765754841578	9.16210377212643	8.13709893492155	4.36773601290762	4.128953303453623	1000.0	host	tyrS
gene-AUO97_RS09290	96.12337532442206	60.794887467031955	17.55428285751955	14.270285445571377	9.88921361413046	8.361130439493587	1000.0	host	lnt
gene-AUO97_RS15265	8.028866616425045	5.991095533907834	1.0009020927533077	1.3359416161811501	0.9065112479619588	0.7225668281043841	1000.0	host	gene-AUO97_RS15265
gene-AUO97_RS15380	2.7878009084809183	2.5535817029771093	0.30796987469332543	0.4857969513386	0.16482022690217432	0.6193429955180435	1000.0	host	gspJ
gene-AUO97_RS14030	5.4640897806226	5.008948725070484	1.6168418421399584	0.7894200459252251	1.5657921555706562	0.4128953303453623	1000.0	host	tssK
gene-AUO97_RS16380	6.579210144014967	4.714304682419279	2.84872134091326	2.489709375610325	1.5657921555706562	1.5483574887951086	1000.0	host	gene-AUO97_RS16380
gene-AUO97_RS04865	38.47165253703667	25.142958306236157	6.390374899886503	5.100867989055301	3.0491741976902254	3.406386475349239	1000.0	host	gmk
gene-AUO97_RS10155	13.26993232436917	10.410756173675908	2.0787966541799467	2.854057089114275	1.6482022690217433	1.1354621584497464	1000.0	host	gene-AUO97_RS10155
gene-AUO97_RS15230	34.79175533784186	23.47330873121266	7.006314649273153	6.92260655657505	4.0380955591032714	3.406386475349239	1000.0	host	gene-AUO97_RS15230
gene-AUO97_RS11695	17.06134155990322	11.589332344280727	2.1557891228532777	2.854057089114275	1.8130224959239176	2.3741481494858334	1000.0	host	gene-AUO97_RS11695
gene-AUO97_RS00100	7.582818471068098	4.812519363303014	1.3088719674466331	0.9108692837598751	0.9065112479619588	0.8257906606907246	1000.0	host	gene-AUO97_RS00100
gene-AUO97_RS09720	43.48969417230232	27.892969370980733	4.850525526419875	5.161592607972626	4.779786580163056	2.9934911450038766	1000.0	host	gene-AUO97_RS09720
gene-AUO97_RS03540	0.0	0.0	0.0	0.0	0.0	0.10322383258634057	1000.0	host	gene-AUO97_RS03540
gene-AUO97_RS14835	76.8317930377341	54.90200661400785	12.857742268446337	13.177242305059526	7.911370891304368	9.909487928288696	1000.0	host	dnaE
gene-AUO97_RS16190	16.72680545088551	13.258981919304222	3.5416535589732425	4.1292740863781	0.7416910210597845	0.6193429955180435	1000.0	host	gene-AUO97_RS16190
gene-AUO97_RS14335	1.5611685087493141	0.5892880853024098	0.15398493734666271	0.060724618917325	0.0	0.10322383258634057	1000.0	host	phnX
gene-AUO97_RS10925	14.385052687761538	8.839321279536149	2.0787966541799467	2.1253616621063753	1.5657921555706562	1.3419098236224276	1000.0	host	gene-AUO97_RS10925
gene-AUO97_RS09065	12.154811960976804	8.151818513350003	3.464661090299911	2.489709375610325	1.2361517017663075	0.9290144932770652	1000.0	host	coaE
gene-AUO97_RS12135	29.773713702576206	19.053648091444586	6.6213523059064965	5.890288034980525	3.2964045380434865	2.270924316899493	1000.0	host	gene-AUO97_RS12135
gene-AUO97_RS15975	1.226632399731604	1.6696495750234948	0.07699246867333136	0.425072332421275	0.16482022690217432	0.20644766517268115	1000.0	host	gene-AUO97_RS15975
gene-AUO97_RS00740	16.72680545088551	9.919682769257234	2.7717288722399287	3.339854040452875	0.988921361413046	1.8580289865541304	1000.0	host	folE
gene-AUO97_RS16915	0.11151203633923673	0.19642936176746997	0.07699246867333136	0.182173856751975	0.0	0.10322383258634057	1000.0	host	gene-AUO97_RS16915
gene-AUO97_RS01400	3.4568731265163386	2.8482257456283144	0.15398493734666271	0.4857969513386	0.32964045380434864	0.20644766517268115	1000.0	host	rarD
gene-AUO97_RS08450	0.0	0.0	0.0	0.0	0.0	0.0	1000.0	host	gene-AUO97_RS08450
gene-AUO97_RS01710	0.0	0.0	0.0	0.060724618917325	0.0	0.0	1000.0	host	gene-AUO97_RS01710
gene-AUO97_RS05660	3.5683851628555754	1.2767908514885546	0.8469171554066449	0.6679708080905751	0.4120505672554358	0.5161191629317029	1000.0	host	gene-AUO97_RS05660
gene-AUO97_RS11895	1.3381444360708408	1.1785761706048197	0.30796987469332543	0.182173856751975	0.16482022690217432	0.10322383258634057	1000.0	host	gene-AUO97_RS11895
gene-AUO97_RS18650	6.13316199865802	4.714304682419279	0.7699246867333136	1.153767759429175	0.988921361413046	0.10322383258634057	1000.0	host	gene-AUO97_RS18650
gene-AUO97_RS01220	11.374227706602147	10.017897450140968	2.7717288722399287	3.4005786593702	1.2361517017663075	1.4451336562087682	1000.0	host	gene-AUO97_RS01220
gene-AUO97_RS08430	0.0	0.0	0.0	0.0	0.0	0.0	1000.0	host	gene-AUO97_RS08430
gene-AUO97_RS04150	23.52903966757895	15.125060856095187	4.465563183053218	4.73652027555135	2.884353970788051	2.787043479831196	1000.0	host	gene-AUO97_RS04150
gene-AUO97_RS18025	2.899312944820155	1.5714348941397598	1.1548870300999703	1.5788400918504502	0.2472303403532615	0.6193429955180435	1000.0	host	gene-AUO97_RS18025
gene-AUO97_RS10405	4.795017562587179	2.6517963838608445	0.7699246867333136	0.85014466484255	0.494460680706523	0.30967149775902175	1000.0	host	nreB
gene-AUO97_RS09885	12.712372142672987	9.821468088373498	3.3106761529532482	3.6434771350395003	1.3185618152173946	1.961252819140471	1000.0	host	gene-AUO97_RS09885
gene-AUO97_RS11455	62.223716277294095	45.473397249169295	10.624960676919727	12.327097640216977	6.67521918953806	6.709549118112138	1000.0	host	gene-AUO97_RS11455
gene-AUO97_RS14475	4.906529598926416	4.812519363303014	1.0009020927533077	0.303623094586625	0.32964045380434864	0.30967149775902175	1000.0	host	umuD
gene-AUO97_RS17455	3.345361090177102	1.8660789367909647	0.6159397493866509	0.60724618917325	0.32964045380434864	0.30967149775902175	1000.0	host	gene-AUO97_RS17455
gene-AUO97_RS13610	2.2302407267847344	1.6696495750234948	0.6929322180599822	0.425072332421275	0.0	0.30967149775902175	1000.0	host	gene-AUO97_RS13610
gene-AUO97_RS01165	0.0	0.0	0.0	0.0	0.0	0.0	1000.0	host	gene-AUO97_RS01165
gene-AUO97_RS13000	0.3345361090177102	0.6875027661861448	0.30796987469332543	0.12144923783465	0.16482022690217432	0.20644766517268115	1000.0	host	gene-AUO97_RS13000
gene-AUO97_RS19595	0.0	0.0	0.0	0.0	0.0	0.0	1000.0	host	gene-AUO97_RS19595
