Geneid	bim-phage-35_R1	bim-phage-35_R2	bim-phage-35_R3	bim-phage-35_R4	bim-phage-35_R5	bim-phage-60_R1	bim-phage-60_R2	bim-phage-60_R3	bim-phage-60_R4	bim-phage-60_R5	bim-phage-120_R1	bim-phage-120_R2	bim-phage-120_R3	bim-phage-120_R4	bim-phage-120_R5	gene_length	Entity	Symbol
gene-R0792_RS25445	119.87034929841079	199.14094103385506	157.0281896002647	177.21696511147158	192.54185948720664	207.10135363663326	261.9995044482239	235.72530070103727	165.95723818864622	233.15377292363445	239.96620157067278	218.74495332441495	232.63223984979476	266.5469276116321	318.7332743663548	1000.0	host	gene-R0792_RS25445
gene-R0792_RS19455	91.10146546679219	177.01416980787116	143.11429938251973	137.83541730892233	161.28506411590683	193.17857356022094	154.8178889921323	172.5235896435128	184.97317173109528	153.33536417500284	176.6417872673008	168.19831072355413	171.53690413166683	176.08251581616906	164.08162644895188	1000.0	host	yccS
gene-R0792_RS27540	67.12739560711003	63.92178354173125	67.58175248618987	39.381547802549235	53.76168803863562	48.729730267443124	73.8362239808631	61.49355670461842	48.404194471688484	56.713079900343516	59.991550392668195	53.16112411469845	61.09533571812791	67.84830884659726	69.7818411334623	1000.0	host	gene-R0792_RS27540
gene-R0792_RS17630	19.179255887745725	36.87795204330649	41.74167065323492	39.381547802549235	40.008698075263716	52.210425286546204	54.781714566446816	44.412013175557746	57.04780062734714	48.31114213732966	51.65939061590873	67.10502552183247	68.14479753175806	64.6174369967593	49.035888364054586	1000.0	host	gene-R0792_RS17630
gene-R0792_RS28545	124.66516327034721	228.64330266850024	206.7206546636396	157.52619121019694	270.05871200803006	207.10135363663326	231.03592664979743	181.0643614080431	209.1752689669395	132.3305197674682	173.308923356597	237.04632392127834	195.03511017710065	177.69795174108805	175.39760068681062	1000.0	host	gene-R0792_RS28545
gene-R0792_RS28580	76.7170235509829	86.04855476771515	81.49564270393485	88.60848255573579	75.01630889111946	62.65251034385544	57.16352824324885	66.61801976333662	89.89350401885004	71.41647098561776	73.32300603548335	97.60730984993815	89.2931829726485	58.15569329708336	88.6417981965602	1000.0	host	gene-R0792_RS28580
gene-R0792_RS13590	287.68883831618587	449.91101492833917	411.45361072474424	347.8703389225183	433.8443197536409	370.694019534478	362.0356788739094	420.2059708148925	570.4780062734714	518.8196568661054	538.2575215786619	511.5668828742294	556.9074832767814	592.8649844452665	588.430660368655	1000.0	host	gene-R0792_RS13590
gene-R0792_RS05800	124.66516327034721	132.76062735590335	141.12660077998473	131.27182600849747	193.7921313020586	254.09073639452484	242.9449950338076	234.0171463481312	226.46248127825683	226.85231960137406	178.3082192226527	206.5440395931727	162.1376217134933	161.54359249189824	215.00351051931625	1000.0	host	gene-R0792_RS05800
gene-R0792_RS25650	33.563697803555016	68.83884381417212	65.59405388365488	59.07232170382386	131.27854055945906	104.42085057309241	71.45441030406106	93.9484894098337	136.56897725940678	67.21550210411084	74.98943799083524	88.02087763253351	96.34264478627863	85.61810402070606	62.237858308223124	1000.0	host	lpdA
gene-R0792_RS19140	67.12739560711003	113.0923862661399	208.7083532661746	55.79052605361142	173.78778226442677	224.50482873214867	159.58151634573636	259.6394616417222	84.70734032545484	186.94311522705826	99.98591732111366	103.70776671555929	124.54049204079921	74.31005254627318	160.30963503633228	1000.0	host	nirM
gene-R0792_RS07900	302.07328023199517	199.14094103385506	244.48692811180453	236.28928681529544	165.03587956046283	243.6486513372156	228.6541129729954	163.98281787898244	159.0423532641193	231.053288482881	156.64460380307807	150.7684339646366	199.7347513861874	189.00600321552093	171.62560927419105	1000.0	host	gene-R0792_RS07900
gene-R0792_RS26420	676.0687700430368	661.3446066432964	729.4853871303436	603.8503996390883	625.1359074259956	683.9565712537552	671.671456858174	659.347580221742	705.3182623017465	632.2458166667925	653.2413264979426	659.7208353250284	646.2006662494299	615.4810873941323	616.7205959633019	1000.0	host	gene-R0792_RS26420
gene-R0792_RS09710	9.589627943872863	4.917060272440866	5.963095807604989	3.2817956502124366	7.501630889111946	6.96139003820616	16.672695737614248	17.08154352906067	3.457442462263463	4.2009688815069275	4.999295866055683	10.457926055350516	11.749103022716907	4.846307774756947	1.8859957063097916	1000.0	host	gene-R0792_RS09710
gene-R0792_RS09135	14.384441915809294	22.126771225983894	15.90158882027997	42.66334345276167	28.756251741595793	20.88417011461848	16.672695737614248	13.665234823248538	24.202097235844242	16.80387552602771	18.330751508870836	23.53033362453866	25.848026649977193	21.00066702394677	13.20196994416854	1000.0	host	trbE
gene-R0792_RS15815	345.226605979423	508.9157381976296	421.39210373741923	475.8603692808033	506.36008501505637	388.09749462999343	469.217294330001	394.5836555213015	413.1643742404838	340.27847940206107	371.61432604347243	415.702560700183	366.5720143087675	303.70195388476867	328.16325289790376	1000.0	host	gene-R0792_RS15815
gene-R0792_RS16885	417.14881555846955	506.4572080614091	496.9246506337491	357.7157258731556	450.09785334671676	506.4411252794981	454.92641226918875	416.7896621090804	388.9622770046396	338.1779949613076	541.5903854893656	509.82389519833765	603.9038953676489	489.47708525045164	558.2547290676983	1000.0	host	lptE
gene-R0792_RS08215	220.56144270907583	179.47269994409157	186.84366863828964	164.08978251062183	187.54077222779867	196.65926857932402	195.3087214977669	153.73389176154603	152.12746833959238	193.24456854931864	169.9760594458932	169.0698045615	169.18708352712346	147.00466916762738	130.13370373537563	1000.0	host	gene-R0792_RS08215
gene-R0792_RS22190	306.8680942039316	607.2569436464469	653.9528402340138	567.7506474867515	887.6929885449136	896.2789674190432	755.0349355462452	1047.0986183314192	1042.418902372434	644.8487233113133	963.197670193395	1051.8930624006728	773.0909788947724	995.1085297500931	971.2877887495426	1000.0	host	zur
gene-R0792_RS14500	0.0	17.20971095354303	13.913890217744974	3.2817956502124366	8.751902703963937	17.4034750955154	9.527254707208142	15.373389176154605	6.914884924526926	4.2009688815069275	13.331455642815156	21.78734594864691	9.399282418173525	12.923487399351858	15.087965650478333	1000.0	host	gene-R0792_RS14500
gene-R0792_RS26325	757.5806075659561	590.0472326929039	568.481800325009	679.3316995939743	520.1130749784282	565.6129406042505	619.2715559685292	613.2274126932781	577.3928911979983	674.2555054818617	646.575598676535	591.74431596525	660.2995898766901	568.6334455714817	669.528475739976	1000.0	host	gene-R0792_RS26325
gene-R0792_RS20335	67.12739560711003	44.25354245196779	41.74167065323492	72.19950430467361	63.763862557451546	116.60328313995318	138.14519325451806	99.07295246855189	100.26583140564043	100.82325315616625	261.62981699024743	219.61644716236083	216.18349561799107	255.2388761371992	260.26740747075127	1000.0	host	cysW
gene-R0792_RS16190	1006.9109341066505	580.2131121480221	572.4571975300789	702.3042691454614	573.8747630170639	569.0936356233536	569.2534687556864	579.0643256351568	605.052430896106	768.7773053157676	561.5875689535884	564.7280069889279	636.8013838312563	626.7891388685651	607.2906174317529	1000.0	host	pcsA
gene-R0792_RS28765	23.974069859682157	61.46325340551082	47.70476646083991	49.22693475318655	52.51141622378363	83.53668045847392	97.65436074888345	64.90986541043056	67.42012801413753	63.01453322260391	89.9873255890023	80.17743309102062	79.89390055447497	63.00200107184031	66.00984972084271	1000.0	host	gene-R0792_RS28765
gene-R0792_RS07235	23.974069859682157	4.917060272440866	23.852383230419957	9.845386950637309	12.50271814851991	20.88417011461848	9.527254707208142	11.95708047034247	22.47337600471251	21.004844407534634	24.996479330278415	27.887802814268042	7.049461813630144	16.154359249189824	18.859957063097916	1000.0	host	gene-R0792_RS07235
gene-R0792_RS11215	110.28072135453792	140.13621776456466	172.92977842054466	170.6533738110467	150.03261778223893	127.04536819726242	150.05426163852823	131.52788517376717	153.8561895707241	144.933426411989	93.32018949970609	133.33855720571907	119.84085083171244	105.00333511973385	133.9056951479952	1000.0	host	gene-R0792_RS11215
gene-R0792_RS13895	71.92220957904647	51.629132860629085	59.630958076049886	72.19950430467361	50.01087259407964	69.6139003820616	73.8362239808631	76.86694588077302	91.62222524998177	90.32083095239894	66.65727821407577	80.17743309102062	91.64300357719188	58.15569329708336	66.00984972084271	1000.0	host	gene-R0792_RS13895
gene-R0792_RS28260	1078.833143685697	934.2414517637644	966.0215208320082	1063.3017906688294	823.9291259874622	776.1949892599869	840.7802279111185	737.9226804554211	819.4138635564407	823.3899007753577	904.8725517560787	668.4357737044871	899.9812915401151	757.6394487870027	788.3462052374929	1000.0	host	mlaE
gene-R0792_RS04610	47.94813971936431	12.292650681102163	31.80317764055994	16.408978251062184	22.504892667335838	20.88417011461848	23.818136768020352	23.91416094068494	15.558491080185583	14.703391085274244	18.330751508870836	18.301370596863404	21.148385440890433	19.385231099027788	20.745952769407708	1000.0	host	gene-R0792_RS04610
gene-R0792_RS01855	62.332581635173604	88.50708490393558	77.52024549886485	85.32668690552335	110.02391970697522	137.48745325457168	76.21803765766514	109.3218785859883	96.80838894337697	96.62228427465932	74.98943799083524	99.3502975258299	112.7913890180823	105.00333511973385	101.84376814072874	1000.0	host	gene-R0792_RS01855
gene-R0792_RS12195	23.974069859682157	4.917060272440866	17.889287422814967	32.81795650212437	40.008698075263716	27.84556015282464	23.818136768020352	27.330469646497075	19.015933542449048	21.004844407534634	9.998591732111366	18.301370596863404	16.44874423180367	22.616102948865752	15.087965650478333	1000.0	host	gene-R0792_RS12195
gene-R0792_RS15265	95.89627943872863	86.04855476771515	113.29882034449479	124.70823470807258	86.26875522478738	106.16119808264395	97.65436074888345	117.86265035051863	93.3509464811135	130.23003532671473	148.3124440263186	132.4670633677732	148.038698086233	127.6194380685996	120.70372520382666	1000.0	host	gene-R0792_RS15265
gene-R0792_RS22890	167.8184890177751	154.88739858188725	192.80676444589463	219.88030856423325	148.78234596738693	180.99614099336017	211.98141723538114	175.93989834932492	152.12746833959238	186.94311522705826	273.2948406777107	259.7051637078711	267.87954891794544	279.4704150109839	341.3652228420723	1000.0	host	pstB
gene-R0792_RS12595	172.6133029897115	142.5947479007851	145.10199798505474	108.2992564570104	181.2894131535387	137.48745325457168	150.05426163852823	199.85405929000987	191.8880566556222	138.6319730897286	151.64530793702238	197.82910121371393	176.2365453407536	168.00533619157417	188.59957063097917	1000.0	host	gene-R0792_RS12595
gene-R0792_RS18350	441.12288541815167	282.73096566534974	274.3024071498295	315.0523824203939	236.3013730070263	257.5714314136279	347.74479681309714	295.51070305274965	221.27631758486163	298.2687905869918	294.9584560972853	252.73321300430413	331.32470524061677	281.0858509359029	369.65515843671915	1000.0	host	gene-R0792_RS18350
gene-R0792_RS06990	0.0	0.0	5.963095807604989	0.0	3.750815444555973	10.44208505730924	0.0	8.540771764530335	13.829769849053852	2.1004844407534637	6.665727821407578	4.357469189729382	0.0	1.6154359249189822	9.429978531548958	1000.0	host	gene-R0792_RS06990
gene-R0792_RS22140	67.12739560711003	54.08766299684952	63.60635528111988	55.79052605361142	58.76277529804358	74.83494291071622	64.30896927365495	83.69956329239729	81.24989786319138	39.909204374315806	54.99225452661251	75.81996390129125	63.445156322671295	75.92548847119217	79.21181966501125	1000.0	host	gene-R0792_RS22140
gene-R0792_RS09090	460.3021413058974	314.6918574362154	276.29010575236447	301.92519981954416	287.5625174159579	264.5328214518341	319.1630326914727	254.514998583004	259.3081846697597	283.5653995017176	298.2913200079891	245.76126230073712	272.57919012703223	222.93015763881957	297.9873215969471	1000.0	host	gene-R0792_RS09090
gene-R0792_RS26485	268.5095824284401	255.687134166925	337.90876243094937	226.4438998646581	230.05001393276635	248.86969386587023	333.45391475228496	259.6394616417222	278.32411821220876	254.1586173311691	366.61503017741677	320.70973236408247	385.3705791451145	305.31738980968765	320.61927007266456	1000.0	host	can
gene-R0792_RS29845	268.5095824284401	302.3992067551132	288.21629736757444	265.82544766720736	332.5723027506296	313.2625517192772	259.61769077142185	312.5922465818103	409.70693177822034	275.16346173870375	396.61080537375085	341.6255844747835	314.8759610088131	1164.7293018665862	375.31314555564853	1000.0	host	gene-R0792_RS29845
gene-R0792_RS27610	105.48590738260148	108.17532599369903	111.3111217419598	167.37157816083428	123.77690967034711	125.30502068771088	135.76337957771602	150.3175830557339	134.84025602827506	132.3305197674682	143.31314816026293	171.68428607533764	148.038698086233	117.9268225190857	139.5636822669246	1000.0	host	pilM
gene-R0792_RS03470	474.6865832217067	299.9406766188928	308.09328339292443	364.27931717358047	348.82583634370553	320.2239417574834	354.89023784350326	288.67808564112534	328.457033915029	352.8813860465819	181.6410831333565	195.2146196998763	220.88313682707783	158.31272064206027	209.34552340038687	1000.0	host	xdhA
gene-R0792_RS09030	4.794813971936431	4.917060272440866	3.9753972050699926	3.2817956502124366	5.0010872594079645	6.96139003820616	4.763627353604071	10.248926117436403	1.7287212311317315	4.2009688815069275	6.665727821407578	9.586432217404639	2.3498206045433814	9.692615549513894	5.657987118929375	1000.0	host	gene-R0792_RS09030
gene-R0792_RS01510	86.30665149485576	83.59002463149471	111.3111217419598	78.76309560509847	80.01739615052743	90.49807049668009	78.59985133446716	75.15879152786695	81.24989786319138	86.11986207089201	83.32159776759472	81.0489269289665	91.64300357719188	130.85030991843757	84.86980678394062	1000.0	host	gene-R0792_RS01510
gene-R0792_RS09370	28.768883831618588	41.79501231574736	61.618656678584884	39.381547802549235	66.26440618715553	59.17181532475236	40.4908325056346	70.03432846914876	77.79245540092792	54.612595459590054	51.65939061590873	79.30593925307474	56.39569450904115	56.54025737216438	60.35186260191333	1000.0	host	tusC
gene-R0792_RS03330	28.768883831618588	29.502361634645194	63.60635528111988	22.972569551487055	71.2654934465635	74.83494291071622	76.21803765766514	59.78540235171235	69.14884924526926	71.41647098561776	69.99014212477957	72.33398854950774	58.74551511358453	72.6946166213542	66.00984972084271	1000.0	host	gene-R0792_RS03330
gene-R0792_RS25680	23.974069859682157	7.3755904086612984	7.950794410139985	9.845386950637309	6.251359074259955	0.0	7.145441030406106	15.373389176154605	5.186163693395194	8.401937763013855	4.999295866055683	5.228963027675258	7.049461813630144	3.2308718498379645	7.5439828252391665	1000.0	host	gene-R0792_RS25680
gene-R0792_RS08820	1098.0123995734427	663.8031367795169	568.481800325009	787.6309560509848	483.85519234772056	708.3214363874768	805.053022759088	611.5192583403721	608.5098733583695	947.318482779812	624.9119832569604	529.8682534710928	599.2042541585622	626.7891388685651	677.0724585652152	1000.0	host	gene-R0792_RS08820
gene-R0792_RS00940	100.69109341066506	90.96561504015601	95.40953292167983	82.04489125531092	93.77038611389933	95.7191130253347	119.09068384010176	112.73818729180043	95.07966771224523	79.81840874863161	83.32159776759472	115.90868044680155	122.19067143625583	132.46574584335656	118.81772949751688	1000.0	host	gene-R0792_RS00940
gene-R0792_RS08150	81.51183752291934	137.67768762834424	131.18810776730976	114.86284775743528	177.53859770898273	194.9189210697725	135.76337957771602	146.90127434992178	152.12746833959238	147.03391085274245	149.97887598167048	133.33855720571907	148.038698086233	121.15769436892367	132.01969944168542	1000.0	host	pvdL
gene-R0792_RS01270	297.27846626005874	553.1692806495973	445.2444869678392	354.43393022294316	797.6734178755703	511.6621678081528	476.36273536040704	519.2789232834444	484.0419447168848	348.68041716507497	263.2962489455993	381.7143010202938	206.78421319981754	239.08451688800938	299.87331730325684	1000.0	host	fliI
gene-R0792_RS29810	43.15332574742788	73.75590408661299	71.55714969125987	105.01746080679797	71.2654934465635	73.09459540116468	69.07259662725903	76.86694588077302	100.26583140564043	71.41647098561776	59.991550392668195	70.59100087361598	65.79497692721468	92.07984772038199	71.66783683977208	1000.0	host	gene-R0792_RS29810
gene-R0792_RS20765	28.768883831618588	31.960891770865626	27.82778043548995	22.972569551487055	47.51032896437566	38.28764521013388	47.636273536040704	40.99570446974561	60.5052430896106	31.507266611301954	49.99295866055683	52.289630276752575	37.5971296726941	35.53959034821761	60.35186260191333	1000.0	host	madM
gene-R0792_RS06400	0.0	4.917060272440866	5.963095807604989	6.563591300424873	11.252446333667919	6.96139003820616	4.763627353604071	1.7081543529060672	8.643606155658658	4.2009688815069275	9.998591732111366	11.329419893296391	0.0	6.461743699675929	7.5439828252391665	1000.0	host	gene-R0792_RS06400
gene-R0792_RS25835	28.768883831618588	17.20971095354303	33.790876243094935	19.690773901274618	22.504892667335838	27.84556015282464	21.436323091218316	20.497852234872806	27.659539698107704	27.306297729795027	29.995775196334098	21.78734594864691	30.547667859063957	25.846974798703716	22.6319484757175	1000.0	host	gene-R0792_RS25835
gene-R0792_RS00340	76.7170235509829	68.83884381417212	97.39723152421482	52.508730403398985	88.76929885449137	88.75772298712855	61.92715559685292	122.98711340923684	88.16478278771831	88.22034651164547	108.31807709787313	125.49511266420619	79.89390055447497	106.61877104465283	90.52779390287	1000.0	host	gene-R0792_RS00340
gene-DMS3-27	3.0327729107757317	0.0	1.2572413678273222	2.0757720747706747	4.744864572493325	4.403156254399849	1.5065235147387954	4.321706142709847	1.093435313808812	1.328579658920597	0.0	3.3073769941019977	1.486287542405681	1.0217811036805708	1.1929131602212473	1581.0	phage	gene-DMS3-27
gene-R0792_RS29690	43.15332574742788	157.3459287181077	172.92977842054466	173.93516946125914	218.79756759909844	247.12934635631868	197.69053517456894	187.8969788196674	212.63271142920297	128.12955088596127	219.96901810645005	238.7893115971701	218.53331622253447	248.77713243752328	224.4334890508652	1000.0	host	gene-R0792_RS29690
gene-R0792_RS16915	57.537767663237176	63.92178354173125	79.50794410139984	62.35411735403629	76.26658070597145	78.3156379298193	66.69078295045699	59.78540235171235	70.87757047640099	79.81840874863161	46.660094749853045	74.94847006334537	51.696053299954386	51.69394959740743	54.693875482983955	1000.0	host	gene-R0792_RS16915
gene-R0792_RS06705	19.179255887745725	59.00472326929039	63.60635528111988	49.22693475318655	71.2654934465635	57.43146781520082	38.10901882883257	59.78540235171235	46.67547324055675	60.91404878185044	36.66150301774167	74.94847006334537	35.24730906815072	67.84830884659726	45.263896951435	1000.0	host	gene-R0792_RS06705
gene-R0792_RS22615	19.179255887745725	24.585301362204326	23.852383230419957	29.53616085191193	33.75733900100376	27.84556015282464	30.96357779842646	44.412013175557746	43.21803077829329	31.507266611301954	28.329343240982205	30.50228432810567	32.89748846360734	38.770462198055576	35.83391841988604	1000.0	host	gene-R0792_RS22615
gene-R0792_RS21995	28.768883831618588	63.92178354173125	41.74167065323492	45.94513910297411	82.51793978023142	80.05598543937084	59.54534192005088	90.53218070402156	82.97861909432311	65.11501766335736	93.32018949970609	108.06523590528866	86.94336236810511	77.54092439611115	49.035888364054586	1000.0	host	gene-R0792_RS21995
gene-R0792_RS05720	426.73844350234236	425.3257135661349	443.25678836530415	502.1147344825028	361.3285544922254	281.9362965473495	359.65386519710734	319.42486399343454	311.1698216037117	336.07751052055414	234.96690570461712	209.1585211070103	284.32829314974913	216.46841393914363	228.20548046348478	1000.0	host	gene-R0792_RS05720
gene-R0792_RS21570	0.0	36.87795204330649	13.913890217744974	9.845386950637309	10.002174518815929	12.182432566860781	4.763627353604071	10.248926117436403	6.914884924526926	12.60290664452078	16.664319553518943	19.172864434809277	7.049461813630144	11.308051474432876	9.429978531548958	1000.0	host	gene-R0792_RS21570
gene-R0792_RS26625	33.563697803555016	41.79501231574736	59.630958076049886	45.94513910297411	38.758426260411724	27.84556015282464	47.636273536040704	40.99570446974561	41.489309547161554	33.60775105205542	51.65939061590873	49.67514876291495	32.89748846360734	35.53959034821761	32.061927007266455	1000.0	host	gene-R0792_RS26625
gene-R0792_RS11795	105.48590738260148	103.25826572125817	107.3357245368898	98.4538695063731	137.52989963371903	135.74710574502012	130.99975222411194	117.86265035051863	140.02641972167024	126.02906644520782	146.6460120709667	152.51142164052837	157.43798050440654	171.2362080414121	177.2835963931204	1000.0	host	gene-R0792_RS11795
gene-R0792_RS03405	551.4036067726896	417.95012315747357	385.61352889178926	433.1970258280416	322.57012823181367	330.6660268147926	440.63553020837657	355.29610540446197	335.3719188395559	409.59446594692537	431.60587643614065	287.5929665221392	430.0171706314388	374.7811345812039	403.6030811502954	1000.0	host	gene-R0792_RS03405
gene-R0792_RS03430	38.35851177549145	31.960891770865626	31.80317764055994	36.099752152336805	38.758426260411724	20.88417011461848	23.818136768020352	35.87124141102741	27.659539698107704	29.40678217054849	31.662207151685994	27.016308976322165	35.24730906815072	32.30871849837965	32.061927007266455	1000.0	host	uraD
gene-R0792_RS21680	52.74295369130074	54.08766299684952	43.72936925576992	52.508730403398985	53.76168803863562	43.5086877387885	42.87264618243663	44.412013175557746	29.388260929239436	50.41162657808312	54.99225452661251	54.90411179059021	51.696053299954386	35.53959034821761	47.14989265774479	1000.0	host	betC
gene-R0792_RS06570	0.0	27.04383149842476	9.93849301267498	26.254365201699493	25.00543629703982	48.729730267443124	28.581764121624424	47.82832188136988	38.031867084898096	18.904359966781172	29.995775196334098	34.85975351783505	21.148385440890433	42.00133404789354	30.175931300956666	1000.0	host	gene-R0792_RS06570
gene-R0792_RS28175	565.7880486884989	668.7201970519577	626.1250597985238	557.9052605361142	718.9062935398948	558.6515505660443	497.7990584516254	563.6909364590022	634.4406918253454	567.1307990034352	423.2737166593812	537.7116980126057	455.865197281416	483.0153415507757	511.1048364099535	1000.0	host	pmbA
gene-R0792_RS26740	234.94588462488514	184.38976021653247	244.48692811180453	259.26185636678247	222.5483830436544	248.86969386587023	214.36323091218318	235.72530070103727	252.3932997452328	273.0629772979503	268.295544811655	253.60470684225	258.4802664997719	263.31605576179413	207.45952769407708	1000.0	host	gene-R0792_RS26740
gene-R0792_RS02080	139.0496051861565	59.00472326929039	69.56945108872488	121.42643905786015	62.513590742599554	78.3156379298193	88.1271060416753	70.03432846914876	58.77652185847887	69.3159865448643	74.98943799083524	43.57469189729382	49.346232695411004	59.771129222002344	62.237858308223124	1000.0	host	gene-R0792_RS02080
