Geneid	0_R1	0_R2	0_R3	0_R4	5_R1	5_R2	5_R3	15_R1	15_R2	15_R3	25_R1	25_R2	25_R3	gene_length	Entity	Symbol
gene-PA3830	106.90911371230656	114.55604080674387	98.73394277292225	67.77933622977443	37.51475841205355	31.678900195176915	92.97862683649859	3.75063006912499	3.1446436441968775	4.754497722248096	7.3063357579836135	1.7009344976089797	0.7444084546219101	813	host	gene-PA3830
gene-PA4521	232.32809766822365	220.17508552218146	228.47446529711323	201.16507497108478	110.34365181878442	66.76627609269552	161.85889710149303	9.604497136934928	3.524393827863332	17.812933862616134	7.922048473772679	1.3768018185544608	3.133274773755065	837	host	gene-PA4521
gene-PA0911	52.03254204249199	34.99471557968447	75.56973668215775	47.30588698597574	44.56911462497212	20.381689004743965	45.509707175239825	3.671598129077202	3.9071756740683563	6.704426542110488	6.098928046861417	1.5263352610994485	1.3359913324671366	453	host	gene-PA0911
gene-PA1024	46.269819396068584	44.16886214122789	29.89998490463741	44.457537154427634	28.725072518429293	11.816227956037775	57.689103407258706	3.6511383624004803	1.992514443716048	4.196055849096506	3.638965275376584	0.23351228411957117	0.40878356879946837	987	host	gene-PA1024
gene-PA1540	102.6755787008947	78.06207577604614	82.27388573577863	80.39952913720379	50.767411223686814	41.231474216295446	107.09557065134358	5.040102886278705	4.1716006944345985	9.20334916235167	3.348865945731178	1.3968280268243438	0.6113172460682958	330	host	gene-PA1540
gene-PA0828	68.92029691593237	52.14673078156929	46.59676594875335	55.20008157699383	32.657399032780994	18.471493774844138	53.1041633224864	2.8369000163995635	2.5876470472996567	2.0182783250771203	5.452923168213595	0.3369541292778022	0.5898675181360749	684	host	gene-PA0828
gene-PA1405	190.50426704022553	157.9787336797573	143.7586769509143	178.08326821785397	86.02194504028057	54.90874290305689	138.0432549094531	12.442061895976778	2.9628802349495134	9.879301360716482	5.029605634125451	1.7361704288212185	0.8864675696282256	1593	host	gene-PA1405
gene-PA3029	332.82760052319014	300.905950213648	301.6709143645217	245.6652279192338	77.95907307569	67.49199648500742	250.88129050731413	6.930141468633219	6.191185157613253	22.49707573019297	5.62795526990934	3.4144685100150625	2.2414965689170847	540	host	moaB2
gene-PA1258	8.847875955423751	2.9753389935429926	19.49694511169059	3.06443111749564	4.515004232182819	2.918572820973294	7.370190672952824	0.41622471283082396	0.8858611513278105	0.41456527758340855	2.2816034878010836	0.0	0.0	666	host	gene-PA1258
gene-PA4666	802.1760445117698	732.3554263113696	741.3867368132095	771.1716974616866	298.22815188746375	161.5978582506277	615.7924984391676	20.861418762946336	16.272201290347727	45.907959178633625	10.450361816466089	5.085378631937328	4.6101702481273374	1269	host	hemA
gene-PA2124	9.893092071036998	15.726791823012961	16.575324965083613	16.197707335334098	14.16166162621864	5.933362328352302	17.380691411161276	2.0308106867789655	0.48024707104950903	1.3484760677438345	2.7830548038013223	0.14070611991820314	0.6157957606915069	1638	host	gene-PA2124
gene-PA5144	40.61374639688872	74.49532968795613	85.79721984214903	181.58482433821908	41.98808447071842	12.179006884512617	73.81273666445986	3.473755122121914	0.4928851518666013	0.6919811400264413	6.231912192244109	0.0	1.0112014596618428	399	host	gene-PA5144
gene-PA3559	450.9277168378705	303.9836664628828	244.5522980402434	347.4669476773282	121.63463014442746	44.93660669195333	175.93358380597064	10.333114161116198	3.3834180747487985	11.87528924174409	5.6444595375630335	1.4869459640388176	1.0122887730593286	1395	host	gene-PA3559
gene-PA1892	19.961671362846268	8.055186055689566	11.196693534208123	8.296386683951612	19.208432639356175	9.218419032098575	38.57665654672381	3.004939390193266	1.0659142308659835	5.98591815437507	5.615476433390694	1.8737936945204614	0.8200597203355189	738	host	gene-PA1892
gene-EST35_0411	0.0	0.0	0.0	0.0	432.127369344477	1628.4854580453934	146.08770798174348	462.83444808371854	1786.3390116525297	1329.5552629183037	555.8519458137731	1428.131940639782	1272.8498373493446	168	phage	gene-EST35_0411
gene-PA2093	14.442856339000537	23.312656114113327	20.83149536532503	10.004466295353414	7.580654164622919	3.811312742682772	28.87380581286224	0.27177025367189095	0.3856101482250469	1.082746960276667	3.792098203254422	0.9038298997098695	0.7911164360883829	510	host	gene-PA2093
gene-PA0848	103.12199426046382	75.96040450515261	96.40353132953194	30.613666863781447	21.478520133098268	12.958463325121427	32.723646587910544	3.4650707343166096	1.9666117559477394	5.522009497411002	7.367505080608591	1.1523831221300838	0.6724489706751254	600	host	gene-PA0848
gene-PA4297	27.329929230352896	24.903106621000774	40.2667444823458	34.809076625484586	10.79710168270649	14.54046602908598	37.012383034800074	1.1612445309499109	1.5299792236577265	4.2959978136650525	4.877499997261074	0.6896368175524139	0.6036346235862885	1671	host	tadG
gene-PA4176	538.0732223317009	681.6058498612214	577.6677083575947	676.6850713389043	135.57363771955644	156.8111918332513	508.26089381222755	6.880991529139367	16.03974127191419	57.76570218922857	7.347910652202718	2.4518789832554977	2.146113736197209	282	host	ppiC2
gene-PA4847	1573.2594210801733	1611.3450526432262	1849.6244929466936	1570.764931085743	322.8618313000759	265.1532702672139	1598.6647727979228	19.71632604664228	41.753965094431834	114.89531438349857	8.505479591466926	11.744031817886203	8.994540372087666	471	host	accB
gene-PA1113	60.02735537839272	47.10027296399807	63.465129249198114	55.440709657102786	24.553826071793154	15.400550641061118	71.66978624516909	2.51006821727519	3.0050094742834728	5.937644620872046	3.908905496927309	1.3043385649463313	1.8266865077762322	1767	host	gene-PA1113
gene-PA1166	33.608471785050675	25.115028766788758	44.8840838036154	60.787593688116935	11.43343277047056	16.629206738511332	32.350373052687225	0.5270069557895983	1.7447759558471703	2.4495606135536763	2.9764160259112655	0.5842246500025772	0.7670520578043255	789	host	gene-PA1166
gene-EST35_0027	0.0	0.0	0.0	0.0	8532.447409736686	12135.854991492393	3618.850328545401	5638.326862846164	6777.741038635574	10746.263580745921	1212.5685445168306	1560.612960165708	3490.1420105432494	153	phage	gene-EST35_0027
gene-PA0797	179.3071625157245	241.18764555126933	215.51809866200722	136.9075927057077	66.54479266686047	107.53911473129814	377.4760892713332	5.367744429370129	10.064264864462844	20.239730523014046	7.069442115729198	1.912669082373583	1.6741468149588188	723	host	gene-PA0797
gene-PA1567	31.613119025280145	35.43590432223951	28.709118553070734	35.03710084552956	16.592848171492225	9.03755489412975	40.72900219096162	2.3794477145521786	0.8440393802350814	2.3699611576871256	1.4821965693284453	0.0	0.2886047084442599	1398	host	gene-PA1567
gene-PA1486	17.394393737978845	23.3973524124389	12.865955357330627	17.610041489913637	9.754096336556888	5.737739210714527	16.941397416084477	1.6365456692503515	0.17862050462740592	1.2538622836991378	3.638583912425905	0.6280017014332882	0.5496858070913833	1101	host	gene-PA1486
gene-PA5453	277.35633376932515	234.44569291713768	185.81179507959672	143.82964198690186	70.26923253421039	64.99229291148863	234.317469394915	6.559393159611688	6.069789370209072	17.6113471625248	4.832082807497919	2.134042818759414	2.6980977218446394	972	host	gmd
gene-PA0025	360.7037721318389	456.3629045368852	304.7710897690583	500.9509123164237	200.46618790891716	87.76413797468602	387.9239559148668	21.00042869282794	9.773464484103918	28.112048350456014	12.055917404632241	2.7936560536486876	4.156957273264411	825	host	aroE
gene-PA0156	257.0377089081502	216.7348498108974	209.0382694645463	251.57064205190773	167.42804756529728	72.13207124335169	173.84437249827477	16.483148979214427	5.462810433188165	13.421550861762853	9.233364114695013	1.4004655998108657	2.2765199528064146	1152	host	gene-PA0156
gene-PA2349	3.706091437932213	9.97019255194784	19.302978933907045	1.2835919020453435	1.6210203874036426	2.4449930802115896	2.4697091764460786	1.22040227120585	0.9894901916718185	1.736480974028617	4.517809719241117	0.28990770368052415	0.2537543285566511	795	host	gene-PA2349
gene-PA4305	75.92001457145676	58.665072129265454	53.06853899719132	48.113584617785165	21.666928204441234	18.649104291909946	59.203965866285515	0.9118607195570024	2.372009793358019	3.632900985138817	6.210273608243262	1.7690091787084616	1.3272019158061685	912	host	rcpC
gene-PA0239	50.27888554873907	85.66539163661668	63.11856199049942	70.81659759919106	20.525548250059778	15.479393050486344	43.55707225011983	1.8921887968964421	1.7898628040479994	3.7692897593249164	7.543520560350094	0.5244064264528253	0.9180190725940279	879	host	gene-PA0239
gene-PA1698	164.8184782215355	132.56216221750716	95.30749513547399	162.42545279514954	36.16913424950804	16.814615041247524	116.6275293617573	2.71770253671891	1.3609769937354599	4.776824824750002	0.9559911436775854	0.0	0.4653626094637547	867	host	popN
gene-PA1866	128.74883529601794	135.76013178442807	125.45860332740031	115.62474089965762	51.880483413280835	41.188791530771326	113.82137943621056	6.33056401175103	3.7138474091239693	10.306781011856284	4.732093184185359	1.1134136445701293	1.506143939588555	2277	host	gene-PA1866
gene-PA2019	92.76897648476414	144.74986730803366	93.1674491849689	150.7977992730348	73.57880952396383	32.23295348503125	168.97600882926096	6.051508923071828	6.604909339874858	16.69121258663275	9.046999311830449	2.709213049508173	3.2182696329540006	1191	host	gene-PA2019
gene-PA0125	691.3567284379467	512.7761860187646	585.048283578792	590.7900622835016	114.92892351921003	91.64702680595745	206.6756626604876	7.902792902827355	5.175294094599313	6.054834975231361	17.57053020868825	2.0217247756668133	0.0	228	host	gene-PA0125
gene-EST35_0377	0.0	0.0	0.0	0.0	1532.1344361610097	9542.141175771232	821.0660416603008	1818.2171162250427	10656.651945411355	11745.983535477735	379.6776765972723	3619.879831515287	7242.275414171101	330	phage	gene-EST35_0377
gene-PA1671	61.01012647444468	74.05889240291559	45.31025591245781	73.18418677873679	57.27605368826205	26.505947710475645	71.39704710089573	7.700157187370244	2.5824194775071323	7.530012951015003	5.441907161813163	0.6984140134121719	1.4264069074926904	990	host	stk1
gene-PA1922	5.25596301021732	5.049887282618841	6.618229074610568	3.640769079960416	3.284177390381998	2.4767705132112816	7.005061960714794	0.2825745756833117	0.0	0.42217197992438854	2.675508343493181	0.11747024690418793	0.10282094352830663	1962	host	gene-PA1922
gene-PA0288	50.799011950967405	41.41224179100592	54.273627771728044	35.1881228319327	21.9947228113232	10.663312297317788	29.74876962537322	3.3311024823106385	1.0274878557720686	2.885062433339082	8.227817194253324	0.0	0.21079905036837787	957	host	gpuA
gene-PA0203	17.080247496557156	5.743697883187343	26.23225342300189	12.817316239264374	15.771666957637375	7.512152652244305	18.970229906035097	1.7409051032315335	1.3300755837327707	1.0670549753451213	10.410605005207794	1.558779102398181	0.3898254902464496	1035	host	gene-PA0203
gene-PA2987	400.59922582385695	422.96792745050647	434.90314885503125	693.7307549541116	217.92533585336545	114.381172990381	531.041633224864	18.03457867568294	8.913006496254374	42.78750049163496	5.049002933531106	3.03258716350022	4.129072626952524	684	host	gene-PA2987
gene-PA3669	174.19763119577405	165.63630286989797	193.73361472950936	136.26878556423273	88.45384438095515	63.40532513820881	158.11425568470537	10.8791211638075	3.8089320451587203	8.161991611871512	4.506119315356936	2.8192859257005103	1.8507769835095196	981	host	gene-PA3669
gene-PA3881	129.8925273326887	127.84359804513763	154.8549153680434	168.97866297571122	62.818897593577724	39.71141986730759	147.78421039701533	2.38456480641143	2.960490815405199	10.093995855482476	5.6444595375630335	1.9825946187184234	3.0368663191779857	465	host	gene-PA3881
gene-PA0617	306.34755830980953	121.19729478285218	79.41874889532681	134.18834608996963	102.46633457991834	132.25954540548244	159.1149788219503	14.411303359848896	19.245130333433536	15.198191277277989	10.138768459553107	6.343393332826149	2.4677026446793593	327	host	gene-PA0617
gene-EST35_0013	0.0	0.0	0.0	0.0	2612.3468389524396	4887.07900401683	1005.6535292870069	2936.5770190663693	1690.0070130380168	1883.3194993202565	1688.0122158772429	1011.8485950410491	1349.818299672264	123	phage	gene-EST35_0013
gene-PA2152	17.84040383382446	11.998642262789181	17.1546071431075	20.69952245305638	7.93333168706627	5.29637465604418	23.777399882223826	0.9231796082950701	0.35724100925481184	1.5046347404389653	3.2203558765148816	0.0697779668259209	0.12215240157586293	3303	host	gene-PA2152
gene-PA0568	147.63808702089435	116.56328057056665	102.87158205098778	157.84824599335383	70.19124226502701	28.58484557012079	149.71603014076717	6.3413059190107885	4.713012922750573	14.436626137022227	9.630725595566785	1.506383166183116	0.8790182623204255	459	host	gene-PA0568
gene-PA4153	25.6321021840504	27.21944738598397	33.510983081582076	28.968976580501366	25.1762873354998	14.685071762671944	63.82909087202329	1.142331011313168	1.9810191680792246	5.8153030421452865	3.162562277046957	1.4774142591411328	0.3694774564149041	1092	host	gene-PA4153
gene-PA5466	38.97278694650938	48.22882825723975	62.45774624524259	71.26991227547003	29.092598698799776	17.997865729335313	63.36960132896962	2.053375249965398	2.705391833578901	2.9216981467783083	5.554864941728701	0.9755624314328752	0.6404275911191671	945	host	gene-PA5466
gene-PA5354	13.640475431278285	11.008754276109073	16.395158389376178	14.172993918417335	11.932511185054592	4.499466432333828	10.90788219597018	0.6416797656141869	0.18209368110627214	0.7669457635293059	3.837242229483641	0.2134042818759414	0.0	1080	host	glcE
gene-PA2771	384.80499111395574	254.9395727098943	295.6881197241879	231.74088301692908	124.76801168934277	65.3606702802177	150.22258813748405	15.670495328683304	6.900392126132419	10.764151067077977	5.5202432073273435	1.347816517111209	2.7527150846350166	1026	host	gene-PA2771
gene-PA0066	401.5273651814955	405.0734998833504	478.2676038447858	328.8761019743249	160.59445992703309	123.49916704880917	278.4221864385758	18.378275717922346	15.573536925552999	24.40667181176133	23.150654776774232	5.517856570051965	1.8575938416439928	543	host	gene-PA0066
gene-PA3172	140.6110683224281	128.03132726399977	83.20362319190025	122.87423802398817	66.86411553916054	52.8043109063318	141.2738927583803	5.291737978985718	5.19809274699843	16.62278923596557	7.708292760548636	5.076577630529003	2.9623302672913012	681	host	gene-PA3172
gene-PA3505	34.813750727590836	29.57575775671094	46.98314045910785	26.653690055531108	24.57741109757513	9.670495018747332	45.17816879674216	2.4134821035041063	0.7338103566969176	3.4340855083401753	3.6081531411562597	0.28666246819156305	0.25091379502803185	804	host	gene-PA3505
gene-PA1564	448.08961791749164	429.34141676825385	501.6918467149111	582.5100500469525	109.18247734324953	52.6437572583058	437.6787731133035	9.240188624844293	12.291323474673371	36.813396649406684	3.453518006535277	0.9603192684417364	8.40561213343907	240	host	gene-PA1564
gene-PA4550	403.8872133616363	343.9421454311	400.46872089553176	305.93539535139905	170.30305904350107	83.38656133768966	393.0710211447242	21.59689057286092	8.53362103172589	35.39749677827565	7.629073308322505	2.727534016875938	2.785291594512354	507	host	fimU
gene-PA5545	214.83748804263297	305.4929311620268	318.4759517136323	164.76105430160155	42.50957109675699	37.45805804917912	167.70868876304152	4.331338417895762	4.30196321613568	12.367000436910057	9.20938135076074	3.1210376224356433	1.470982123351837	960	host	gene-PA5545
gene-PA2230	175.3775412592922	200.51659574341525	166.87929074900754	211.07637371357245	92.69004224104907	37.60268375593271	178.22700373772705	11.756489991431353	7.023613414099069	17.66714348130008	6.989262632273776	1.3718846692024804	2.4016034666968764	672	host	gene-PA2230
gene-PA0813	36.59319851275617	23.817016462735975	17.025741404352186	33.52458176856408	14.11248919001649	10.513176375549232	31.465044796067826	3.3317987829967404	2.2061349826336816	1.1061717743211141	2.3244832736295136	0.5540303471779248	0.8082319359076027	1248	host	gene-PA0813
gene-PA4877	97.48928028825362	43.711230213962494	78.11810761996887	107.54801267504921	77.91227891417999	32.15795126638589	113.08907276704379	5.095692256347955	4.820126852813087	12.857620153285422	3.3858019671914485	1.6946810619560055	0.9888955451104787	408	host	gene-PA4877
gene-EST35_0409	0.0	0.0	0.0	0.0	1371.227556519833	9880.828285405089	1974.5115568298563	1154.2405112729225	6580.9273618522375	6350.310922022652	1076.248888364327	5834.83476866091	5295.25070806209	177	phage	gene-EST35_0409
gene-EST35_0461	0.0	0.0	0.0	0.0	3.492442298064759	655.8246682835843	95.77652659876256	0.0	2718.081288708258	2615.0979936926087	0.0	1032.4603256807743	1784.449951450089	123	phage	gene-EST35_0461
gene-PA3075	75.82499577975283	76.49465287443438	109.2206875056972	112.5502458227259	48.95839147985635	26.20277510594406	119.10444897805675	4.416266622168228	3.9766046535707966	9.812394327507295	4.570832655708456	0.7061171091483356	1.483343317665718	1632	host	gene-PA3075
gene-PA1284	39.6405249765649	33.73357982465053	31.7639312453153	24.656806553292764	21.702623308567166	13.609588747553392	25.337914161973565	2.2834074031740426	1.9439325429466945	3.032404995832511	3.868850485080706	0.632829830933599	0.3323471024753503	1821	host	gene-PA1284
gene-EST35_0307	0.0	0.0	0.0	0.0	543.5227607852094	552.939665443663	42.83199815171537	493.4550993372345	589.9835267843218	611.468590943679	813.4149915567209	1252.9401135899514	1135.0656970976988	573	phage	gene-EST35_0307
gene-PA0675	5.396232038747453	10.887778954393589	28.10598581035916	3.737932462000176	2.3602769377031065	1.7800086985056902	1.7980025597753044	1.0154053433894825	0.7203706065742634	0.0	6.57812953625767	0.4221183597546094	0.3694774564149041	546	host	vreI
gene-PA3915	42.241472303313394	60.37058796575943	50.772103399358485	53.03442885601325	20.785664644933806	10.450373649291471	87.96679190298532	2.4839216733452396	0.7048787655726664	1.4844111552180113	6.189100370134905	0.8260810911326764	0.0	558	host	moaB1
gene-PA4636	345.1357504472272	419.8687677399739	401.6178334141761	348.06236227555127	158.36014844041443	101.70886912159258	236.76023371098066	16.713519476462544	15.245052371687901	34.958458058545105	9.756708924578561	4.367343443042522	3.648947902888277	1161	host	gene-PA4636
gene-PA3604	799.6572294116352	766.57288950154	830.2869202693257	720.8722778321625	188.51178220792667	153.8074488704206	429.3102258780924	15.682888950423798	17.440899364674138	47.28326175153152	4.435711201054484	4.933750369975893	4.626942458773799	654	host	erdR
gene-PA0339	167.58298386999036	199.2060297581642	151.46003464471326	210.57019535934327	86.93686720539775	49.49413075567211	135.0499700453451	9.716865022157688	3.9020074522772608	8.765094440334924	4.56814551129005	0.9145897794683204	0.2668448296329863	756	host	gene-PA0339
