Geneid	0_R1	0_R2	0_R3	30_R1	30_R2	30_R3	60_R1	60_R2	60_R3	gene_length	Entity	Symbol
gene-VC_RS16975	106.89464858278106	100.35287312545287	89.93327430544187	80.17290697620186	66.1332738513634	70.82797375590637	69.55651795862659	70.28985491631572	77.16549839015916	906	host	gene-VC_RS16975
gene-VC_RS08330	309.61121141043816	295.67255581460853	323.0134168518276	270.4179734903065	259.77407612273265	211.18425452987836	163.6000873590259	174.23648533033293	174.72124482854653	1011	host	purR
gene-VC_RS17700	766.5518993691708	697.8256431933403	689.7490303468081	666.0991591038019	580.1439751619723	504.54102912550417	336.062939558996	321.0289269175903	336.99733268534754	303	host	gene-VC_RS17700
gene-VC_RS02230	166.78970527013	158.16465464031734	141.81503811819087	132.96072244494434	107.9462535189721	106.50440796597962	63.05652423524326	87.76159886944951	66.12112732463011	381	host	apaG
gene-VC_RS10020	409.8180206954868	377.1895445875935	402.70278952984256	364.341711700494	306.66654832628916	305.4959508116793	278.7723181607384	247.47283396458158	254.00168128981767	885	host	znuA
gene-VC_RS14290	532.592440760743	501.7598074480709	611.4192872067956	485.1098779184447	485.67823138374246	493.13759730081193	374.2604291302977	357.93497457466503	401.00299624840744	1152	host	gene-VC_RS14290
gene-VC_RS07735	617.4445185561306	588.5809401884788	552.5258103767549	407.8527335189791	342.8374745391335	341.6614109572154	240.6629937679783	220.39565365802434	250.82946754249787	1062	host	gene-VC_RS07735
gene-VC_RS11395	584.7716707982866	572.6531684455348	601.5016848271639	419.18236026302577	402.76240165456124	394.2766717963257	327.8374475769004	320.6303892942765	351.2239374108503	438	host	gene-VC_RS11395
gene-VPVV882_gp17	1201.0867230313404	918.3808389056595	808.8356237690053	6505.8659991134455	4831.213364885335	6142.251438443214	12026.268179012925	8004.65564961079	9173.580233927602	198	phage	gene-VPVV882_gp17
gene-VC_RS11995	523.22976630599	577.7358888755248	505.87761707277116	388.7935724868388	368.2137209690357	312.183050534704	184.63488648483937	187.61781568499347	176.0944191689016	1092	host	leuB
gene-VC_RS16835	60.076731277464106	68.84553555618008	77.09240913389125	55.448530375856514	62.559003086006825	52.85897265173206	49.9161646487744	51.2891285913989	54.19649480937747	1455	host	gene-VC_RS16835
gene-VC_RS01060	93.98568677429355	95.02266861019315	93.39735817552454	65.25301215001647	56.6659121989731	56.87348654204902	18.480412102790524	19.269797167349665	18.10086820294291	1680	host	gene-VC_RS01060
gene-VC_RS11835	462.49547094555703	443.9709603938732	465.1533250276661	296.1717679858284	235.6187259551168	325.08612896592615	142.1197046225098	149.99255079505917	145.93597924311854	381	host	acpS
gene-VC_RS18005	66.54611092741828	64.64927856274993	71.52375131106227	43.38646390161339	40.55228097541051	37.33980038358881	16.175900281819043	20.592980794235935	20.018452068143944	834	host	gene-VC_RS18005
gene-VC_RS09695	231.97038464613095	227.13406921517608	239.20208382591727	167.5199578423406	164.4600727540098	164.9594412897857	86.14567099998708	89.8465601494091	93.74852235623464	768	host	gene-VC_RS09695
gene-VC_RS10080	202.18181457145693	206.14817617498122	203.0275654804791	206.93901511591375	189.79013655158454	167.53714124678746	231.79647327874278	177.81893773088464	165.17059770708346	759	host	gene-VC_RS10080
gene-VC_RS11010	196.1131508164256	185.1725113068438	197.1985761818148	176.14046891121322	170.7853536993383	153.4358606023407	153.43885948209646	159.519420896366	160.1978519682204	1473	host	gene-VC_RS11010
gene-VC_RS01370	156.92716527878497	166.85942413431982	163.70796147989566	109.59745687966901	94.77941310421909	93.73528971148097	50.001846274460654	41.03004249621156	44.60170198481183	1641	host	gene-VC_RS01370
gene-VC_RS07565	29.73185170364295	29.36682915105307	26.415414433481686	19.78330930709546	24.8534702627075	20.408921919615945	27.13393840489085	33.413044227579704	29.339969374704847	1260	host	gene-VC_RS07565
gene-VC_RS09295	25.26406977852382	19.211339775028108	25.07189916193496	21.056840515865424	24.218447674497348	16.975128848793442	17.774845708264014	18.077764669003344	19.153116998017673	1362	host	gene-VC_RS09295
gene-VC_RS09135	337.59821686279747	381.91784916242625	429.692366765219	311.57011448443444	311.56411249128143	314.5595305041724	244.2166134057428	231.70965560301107	257.77567656783833	591	host	lpoB
gene-VC_RS00220	56.44433973367819	59.91780463884215	54.999836503730194	54.999384008453035	60.4233293161093	56.65453909618158	35.76853955378811	49.16429647321177	38.33506664527968	1116	host	dprA
gene-VC_RS14795	313.4691525297664	305.5548652145284	302.4622128855371	338.23077202453527	256.2668933754729	227.80600919448992	272.3171836310667	299.5513592003234	295.3714658824453	378	host	gene-VC_RS14795
gene-VC_RS02555	723.0786334325966	720.9137030452799	830.3359622701179	620.813009482015	650.9620931208348	668.2143169424347	537.1639784544445	508.65027039298946	583.4868103066302	525	host	gene-VC_RS02555
gene-VC_RS03545	420.64429576489283	379.8222744378276	416.26596231960275	416.3377857153733	374.22020584609265	382.32127374678595	307.2967660896292	344.27056545767056	333.7874967140413	1041	host	gene-VC_RS03545
gene-VC_RS10770	320.4667199388718	289.29450844548023	274.6283415473193	269.2992230089636	277.1250067165158	254.04586195860023	196.6001287530907	249.35950358335077	247.03368174618512	846	host	gene-VC_RS10770
gene-VC_RS14220	157.99751116671194	184.99443222273544	167.5554022873646	172.96724837356047	165.9144658893513	172.38573140624135	259.8626686142547	179.75126038602505	208.0186182976955	1593	host	norR
gene-VC_RS16130	135.32274890629262	102.78390202868574	132.07707216740843	145.59759298889847	154.64381496795778	115.04723569365564	123.20274735193682	151.0489404110803	144.46517178674117	162	host	gene-VC_RS16130
gene-VC_RS16770	228.34317454413494	254.51251930912662	261.02188175377165	214.94348213973748	206.07969255512634	166.01752998831319	171.41251805486863	180.13289788153676	201.63513315014552	621	host	pncA
gene-VC_RS08320	91.31825468882488	91.09965298347954	113.12132989502605	93.90622317630213	117.85832876919676	94.03322135284303	128.70755095702336	130.8598432349515	143.77994600919192	705	host	torR
gene-VC_RS14400	23.692750441421516	23.184338803462953	16.430640556711097	24.452035951724103	22.46404891113492	21.52249419239074	20.31764605452993	24.353493759641978	20.747193963607078	855	host	gene-VC_RS14400
gene-VC_RS13565	30.635699995433697	30.165606903961717	34.69544615772213	25.58811516055805	30.17410117654792	22.52246238409874	18.234006608086652	19.45435297120597	22.499024257273664	1875	host	gene-VC_RS13565
gene-VC_RS12625	342.9793145922992	341.4984241377409	280.14367287353554	263.83011182298657	254.58812211680373	225.79768278764848	169.09882031348755	140.07394975271419	140.4565525279806	1212	host	gene-VC_RS12625
gene-VC_RS17165	232.10952827578265	188.23955083159484	245.2114134875432	268.5868640851109	248.9669368925134	199.28616218276758	183.27365211670104	197.61473967904618	228.69127601672116	483	host	gene-VC_RS17165
gene-VC_RS03475	147.1646690521255	160.16933361684536	148.8948993867825	117.5343143281152	118.03531252646127	107.26007363184843	84.5347732247847	76.96621627972591	74.57446306008035	1797	host	gene-VC_RS03475
gene-VC_RS16180	253.60678804166966	291.72346838794437	308.6834401889702	285.190709686563	368.6872409832106	298.4149188392231	257.8282659815367	252.64086277797492	251.07580073215965	453	host	gene-VC_RS16180
gene-VC_RS13240	111.7119681427384	115.45502852533926	109.83711354860208	83.79585043248557	85.08721253965044	74.26164504943256	51.444401999202746	56.846008191202316	57.34943589008154	1401	host	glnG
gene-VC_RS02480	175.2803847085496	217.3373892813344	184.73036552880544	232.5724550900666	170.3188008820251	185.12501552045165	141.65919004862775	93.83381985949701	95.70383508536993	771	host	gene-VC_RS02480
gene-VC_RS14185	223.8536072538997	239.44552546046722	199.6400087705712	197.7330662264451	149.65061341883563	123.75304413251924	89.795105828606	77.34350425301486	89.8757227508592	957	host	gene-VC_RS14185
gene-VC_RS18960	197.49806597134597	123.81690128552106	134.34866800321151	118.32040265621173	152.34505555627192	76.51448039290679	81.58019757087709	72.57043267693669	111.46374590259492	111	host	gene-VC_RS18960
gene-VC_RS00380	374.55619125872573	315.1763917338372	379.9963907300471	257.9650055036982	232.29243473708024	181.64705282635305	96.30637293003514	97.75698199292907	101.12691625118339	426	host	uspA
gene-VC_RS17750	103.0774480458449	105.90803278943609	106.53024969789038	82.21546867156007	77.54811519204372	65.67266793770621	91.58289331081475	90.41078543106721	95.14849368255346	1128	host	rlmC
gene-VC_RS06870	50.00967287460088	65.18003543282511	54.47081025086025	47.214297061255884	33.94620328564927	27.811665806771337	49.080769270283774	38.305700083040215	42.41714691268305	738	host	gene-VC_RS06870
gene-VC_RS00570	473.0667959957412	440.50243726579606	424.01886025692687	482.4574785859409	424.1658924835413	403.68473081368785	296.8599531432382	236.90692730312827	251.7558662474674	315	host	cyaY
gene-VC_RS04145	19.229202376231047	16.104390179609748	20.14078519854909	14.410318954179836	11.722998876603251	14.656895686574341	39.30123481835978	8.534522379467973	8.548586290236583	837	host	tcpD
gene-VC_RS15700	156.36751636730736	124.80902389197556	152.66051198570588	207.40566209051693	189.7148230053339	212.51492090609267	273.5394331087645	255.1212582719533	328.30006054357233	252	host	gene-VC_RS15700
gene-VC_RS16700	119.53079294757319	139.19072446937483	140.79448788954124	122.38901029577394	121.06704144409296	128.9119537111848	146.26810187901177	111.96616769006481	125.92331089342503	657	host	gene-VC_RS16700
gene-VC_RS17225	59.147827160766454	51.07020288619388	62.28335674102347	55.17257575683993	69.45109180184478	74.41024750472205	68.96408766114392	72.86501309974017	73.24622864717152	1506	host	gene-VC_RS17225
gene-VC_RS03550	345.9277349011156	413.75764643180133	385.02059302975977	303.3592705961297	336.58699727209586	284.2671267375078	233.04805398331928	226.42980977328378	236.65490850766395	1176	host	pheA
gene-VC_RS01540	133.1724547545363	128.71418734291348	122.1138114042964	131.1645627361305	146.08905073568778	114.89231078698495	106.60095870167584	114.25983017219819	102.1965302516315	423	host	gene-VC_RS01540
gene-VC_RS04560	31.056459160112283	25.536373174828757	26.45021735104886	20.717444061661446	17.81765694196035	19.185092138237568	18.004266219304778	21.660001987114136	22.443910654212623	1242	host	vpsB
gene-VC_RS12115	363.43192491076667	314.03560850239006	353.70317390990436	339.5071145604769	378.47826585867597	342.21032794365203	171.09284753228644	193.17074270804318	193.78576546680054	930	host	pyrB
gene-VC_RS15890	23.561090029301965	24.380009106534626	32.849357571653904	29.500369934500227	24.728421355725324	25.965998980297247	34.093842034498245	27.402292248488497	25.93810439242775	954	host	pfkB
gene-VC_RS08975	469.71658982277387	702.183810779083	584.9063716396486	413.1743792929302	469.27786675964285	426.81869380677665	244.5734835908337	191.16101558408903	212.60834625134632	807	host	xthA
gene-VC_RS09350	122.21599775212908	137.93107990404113	118.00551244245624	111.17463265555031	111.46950101536503	88.95914324213018	152.74910757660945	116.91317891349742	128.83077342206371	663	host	gene-VC_RS09350
gene-VC_RS11930	941.1558321377548	850.2124711499054	935.1476371817745	647.0932740473065	569.5546719232503	680.2731594155766	310.99722632527744	377.26255888235687	402.3334040311468	309	host	gene-VC_RS11930
gene-VC_RS03105	19.717675250343497	26.78917643560014	22.357874285392025	14.984021307528062	22.033107806563265	16.640100555667427	15.545174234844692	15.80221493465088	17.601311387949895	1914	host	gene-VC_RS03105
gene-VC_RS16235	90.20951264977695	95.6602652544204	88.92317730082944	55.28711479945234	58.56560319331074	54.762426515165316	40.3560154279859	40.63022356300752	39.6033361768912	1818	host	gene-VC_RS16235
gene-VC_RS14730	80.47421194452691	65.19436071533782	82.84834526864712	81.30301953948265	64.02253939673452	68.4166978846575	69.30154538546446	63.07466002383186	64.3468118665402	600	host	gene-VC_RS14730
gene-VC_RS13255	2587.5720634200775	2564.067433539348	2683.332063585318	2286.973762128161	2876.6762125890173	2987.294242612676	1663.2370892511472	2070.5779491472267	2005.614915320733	77	host	gene-VC_RS13255
gene-VC_RS06895	503.90494915812434	479.6866656969977	508.4827662089868	437.1102155793166	382.9457377338803	403.9438156983085	396.4693061587037	321.64718756899407	375.5538090441871	1032	host	gene-VC_RS06895
gene-VC_RS08410	3106.022215402793	2010.8549855536862	2277.539560245646	1989.0790783806333	1245.2896678998704	1329.9797693246585	387.9805815732045	376.85698372584665	441.0958044363521	171	host	gene-VC_RS08410
gene-VC_RS16245	150.79434326006265	161.75362808924086	170.72341804275945	124.10481764268575	132.69036020642935	112.01758200429931	85.37039245769256	87.3152230084941	89.79107939017388	933	host	gene-VC_RS16245
gene-VC_RS16840	380.7283158612596	350.69834922652603	357.92156849786653	247.54698742669257	233.27934049344626	217.8889565577934	132.73224162225236	140.0912704605287	149.20323492166892	2172	host	gene-VC_RS16840
gene-VC_RS08745	197.2407155503111	163.24502086908916	216.12611809212294	186.57124716558718	197.5119901465755	191.97383111651698	222.85202829835634	168.37790178816445	173.9103023420005	204	host	gene-VC_RS08745
gene-VC_RS12860	791.2616312998794	707.1942229282664	674.6262290834225	758.7312199122857	664.6087675832232	528.228358879584	388.7094431956457	456.9432267845233	419.2721242508694	774	host	tpiA
gene-VC_RS07480	360.74646733753445	304.92557601843436	226.93242399672906	435.8000681054075	323.2055732830317	321.54974229315394	199.86223459314198	209.1230361343466	190.74923637828942	540	host	gene-VC_RS07480
gene-VC_RS03045	90.47109943222466	84.6666073088217	86.52064654439025	78.89693507800044	74.67544512064173	67.04983902342286	61.82647004750057	58.437602338776564	55.075126198441076	2463	host	hrpB
gene-VC_RS10350	267.9537252303624	275.95496599084794	243.76129192224445	229.03257728286144	213.55574447956076	217.81999235308766	158.07759911558034	157.75031310012562	152.878066231101	1134	host	dapE
gene-VC_RS00430	251.95648790317657	207.75935847162916	246.2332390203788	192.0228770491307	189.55407916781388	176.64630351073856	99.29773667171027	106.61783927783122	99.74812650319431	402	host	tatB
gene-VC_RS06435	232.62538155644614	277.04791586333897	318.2112206803171	214.80573317656157	240.4546808054969	234.58109668449453	251.64816480395606	207.8235401622624	220.9559464405964	705	host	carR
gene-VC_RS03210	951.152301863792	892.5736254092798	855.0444065934156	1075.7375878683906	968.6326228447538	869.8047623789615	658.3257914058039	608.9720127245135	684.5992854097798	297	host	yhbY
gene-VC_RS11695	629.8926171096574	582.4619271700769	597.6280917284208	553.4262574872466	506.2863197321419	459.104092092122	425.9722519779516	411.6574562796304	400.9291296328595	741	host	zapD
gene-VC_RS13555	102.5995699913707	100.58982858636568	105.44083922246608	78.21876958768802	85.58735276674904	74.87360472249696	54.048714834470374	50.56532316609949	55.59037578967065	1566	host	gene-VC_RS13555
gene-VC_RS06855	109.25617646974753	98.31503672309073	112.2394091541218	80.60380580240157	80.43159289366065	81.48915373568234	76.77852371207658	86.8235672873304	78.67370820233357	828	host	gene-VC_RS06855
gene-VC_RS09505	326.0957558715959	335.8927516384021	338.76160366453587	188.70199104061902	160.75102692509864	169.53711998714368	116.19033178461991	111.70566253807428	97.63690729433301	1713	host	menD
gene-VC_RS11330	188.36179180328142	181.64718685796828	203.55150758494486	159.51961076477912	185.99433382055287	169.2902200531546	145.15523688010012	145.35496680190826	151.95694989051682	825	host	gene-VC_RS11330
gene-VC_RS05575	521.5294456922663	554.3884332418311	513.3727439234301	286.55446447177604	280.6219471613673	257.9771759317755	124.70521988061897	93.08697009426976	113.71835100876456	738	host	hisA
gene-VC_RS00155	551.7732036454954	410.69729723189147	422.5749473144493	520.9509534758823	398.8425556188523	368.5510917101124	281.6500617324128	230.37518936155496	249.92653257677682	603	host	gene-VC_RS00155
gene-VC_RS00190	290.1631336388723	332.2960294395092	325.6838252577703	206.49209741230146	170.22048969139004	154.3430061498688	97.0029929876764	100.4838857217805	100.30511213916212	1446	host	gene-VC_RS00190
gene-VC_RS16070	9357.20836817051	7407.488985061626	7120.635170741811	4931.787558878507	5489.23685610263	5929.44715000365	1138.3933855318962	2674.973533540821	1760.9660328572852	75	host	gene-VC_RS16070
gene-VC_RS08885	547.2863072855758	550.6280465822451	582.3398181926644	709.7882658208802	533.5211616394544	688.098972977877	451.7434069571017	524.9185227329158	432.0152748654457	108	host	cydX
gene-VC_RS05685	87.73398933694506	84.89683336395342	99.76730905868703	56.58451909341282	59.045820260492974	50.520167020367076	23.33385366513955	27.941068819124737	24.392613834981887	990	host	gene-VC_RS05685
gene-VC_RS15085	207.62672214980802	206.8281829908931	225.71111045386226	238.88969095457097	198.9130959051371	196.43095145217632	216.53015038891903	129.37388253160265	137.76340320408625	699	host	gene-VC_RS15085
gene-VC_RS13355	46.82622473912622	41.96307507120551	43.11743004331628	40.327331497208505	48.59132340639072	41.57519979232203	36.25417503124326	38.533728544639835	38.040942514424046	1203	host	punC
gene-VC_RS10360	974.4974993444413	1307.8579405018284	1077.586560628331	617.8576473283698	637.0889560299669	634.6570809115872	386.0931167014922	291.8438367526131	329.6247581612967	213	host	gene-VC_RS10360
gene-VC_RS16945	103.98174036431145	101.46745796329371	121.22936279190344	113.37442664088522	93.58617078233307	73.75878646304731	57.777840137460025	52.75875177176906	57.22762658347603	435	host	trxC
gene-VC_RS06420	139.8031912174192	138.89457956784707	158.39862075155585	144.6382958482402	140.9928462851185	142.93503096199365	187.81396013259425	195.8835248441019	173.50567157805912	921	host	gene-VC_RS06420
gene-VC_RS01730	1131.472790855195	1007.7558984158146	1018.81387281276	1095.7606532758346	918.1352949952461	985.2816261921012	507.5158334465268	476.2263487743128	497.848294077653	465	host	tsaE
gene-VC_RS12380	613.5326392350239	621.3850805874997	642.1138291142781	652.1678745243843	563.7775602201417	579.7316951079313	502.3339070774622	487.7783498341071	525.9316389666295	621	host	gene-VC_RS12380
gene-VC_RS02575	663.2861875999696	752.0773319172127	653.649723010323	534.6111174936051	454.3133539729394	365.70742164306216	353.08104424030677	285.851138254085	323.5822350196107	369	host	gene-VC_RS02575
gene-VC_RS04665	79.01932669421578	88.10048745315922	95.57335875430562	180.03484916523573	182.89156709903952	171.506075676898	206.78250058063767	186.86525179105402	193.51110454422167	597	host	gene-VC_RS04665
gene-VC_RS17955	124.3598932986942	133.4559235864523	93.52123998924576	378.3882899609214	309.2876299359155	272.9095185948236	173.96684232565153	153.3006016345995	177.6829596943931	1620	host	gene-VC_RS17955
gene-VC_RS01920	76.88236400133935	67.50556830826486	80.46253747152628	105.58833706426316	117.4891321509809	109.27879793489105	61.60137367596841	76.98049572615999	69.04787514135084	231	host	gene-VC_RS01920
gene-VC_RS02080	289.6682160132699	259.6645945987851	274.5180868398193	231.8241100807689	212.7980285440661	185.42456534982793	199.3939200564241	213.84856199160075	190.3860151954532	570	host	gene-VC_RS02080
gene-VC_RS15955	124.63231365641316	126.48965568074064	131.20909578952842	132.7601272324841	175.93062925722185	157.5955880738775	117.63635816434932	145.47630495327425	150.46284333432976	1494	host	gene-VC_RS15955
gene-VC_RS13675	1547.9667690201898	1481.7865118627742	1492.91936995362	1265.8857537194701	1096.6668613269874	918.0969429474187	427.4986896067206	498.0783140218396	427.44218888877236	249	host	gene-VC_RS13675
gene-VC_RS13945	35.03393284626156	41.37023746729327	38.397727921536834	27.867358882427638	25.10477356099366	21.22670353659261	19.794785885593964	16.106034330185604	16.903510840928927	3501	host	tssM
gene-VC_RS14830	256.5540914301769	263.47032568539123	318.0724002110488	248.64597516221622	318.4057794033659	270.04638939509135	213.28022772717364	221.28944147180533	239.53683152766106	318	host	gene-VC_RS14830
gene-VC_RS10280	314.5494765464953	309.35284798893406	290.01014141717627	252.54902735322557	254.8327979322838	253.34553096003654	114.27754832502094	136.44299402745665	118.9986890213526	1056	host	gene-VC_RS10280
gene-VC_RS08185	29.74392310100537	31.33415631707977	29.922454839388514	22.09114182184012	26.10673904331175	21.455948487495313	23.8602153824092	25.485459098114802	22.393183179585932	2463	host	torA
gene-VC_RS09870	247.1210368212803	320.4247358481568	315.9176837297204	167.87843676447233	168.21810539292295	138.44502793177463	116.51025243405384	115.83546072104377	103.30333303136818	1215	host	ccmI
gene-VC_RS10685	116.98414853328796	126.96834956484712	103.82529202464728	283.47004630968615	274.0095096463502	228.98083470524313	162.83598409199004	162.23136333793278	164.04564233520634	816	host	gene-VC_RS10685
gene-VC_RS11890	307.6975465283314	304.73564130253203	277.5500210573593	251.36328002611899	228.3737159288936	237.3868098674211	152.62429895836948	146.50500964595602	155.55516382189595	1608	host	nadB
