Geneid	Ctrl_R1	Ctrl_R2	Ctrl_R3	0_R1	0_R2	0_R3	2_R1	2_R2	2_R3	5_R1	5_R2	5_R3	10_R1	10_R2	10_R3	20_R1	20_R2	20_R3	30_R1	30_R2	30_R3	gene_length	Entity	Symbol
gene-SAURSH1000_RS12025	72.36644665847932	55.20076994273102	60.22632638100005	90.68025097257951	78.87188765639266	96.98932455287859	78.36931217087029	83.03891926531331	44.50404865402832	57.81225956410644	90.2136460586899	24.58984627510594	18.783930413862418	32.349563923236836	14.04189499744799	9.954722304893236	17.840951454719026	2.6396408695103006	11.344641385880962	10.694162561713833	6.420737582211307	1000.0	host	gene-SAURSH1000_RS12025
gene-SAURSH1000_RS09190	1977.3067336978615	1551.1416353907416	2787.0251725276576	1842.3924007127266	1690.1118783512713	2862.1747612951517	1943.293283152258	1734.7913350862195	2459.8601437862926	1134.9906840894428	1604.9298645602414	715.6939468491361	401.0921611901211	769.9196213730368	328.58034294028295	184.61485001802	291.40220709374404	153.9790507214342	115.19174330279131	302.6448004965015	149.28214878641288	1000.0	host	gene-SAURSH1000_RS09190
gene-SAURSH1000_RS10060	2085.8564036855805	1698.3436885713577	1827.5574901820705	1554.518588101363	2311.6974691671276	1704.2409885720094	1714.8268137727719	2357.5832295760692	1784.2077687660444	791.5178478556338	1878.4809203511077	568.1548691985005	227.6170391326858	668.5576544135613	131.0576866428479	191.85464805794237	224.0030571536944	73.90994434628841	116.937072746773	286.60355665393075	86.67995735985265	1000.0	host	prmC
gene-SAURSH1000_RS10655	521.4641009213951	625.6087260176182	510.885389300897	342.5698370075226	732.3818139522176	449.31789129598855	451.6197650524728	579.4672409601212	416.7197283059015	219.3465142285215	522.3661118559626	125.5376362465935	76.79312728020224	224.29030986777542	51.486948323975966	50.678586279456475	77.31078963711578	21.117126956082405	45.37856554352385	108.01104187330972	25.682950328845227	1000.0	host	gene-SAURSH1000_RS10655
gene-SAURSH1000_RS02790	151.1181680221186	213.44297711189327	230.52145614796572	236.05652634131812	180.27860035746895	241.483624396963	292.2245538574824	232.87001272229168	260.9555580168024	238.9006608457928	296.8319967092378	73.76953882531782	98.89186894356979	205.59945071212746	49.61469565764956	33.48406593464088	62.443330091516586	14.078084637388269	20.071288605789395	72.72030541965407	11.236290768869788	1000.0	host	gene-SAURSH1000_RS02790
gene-SAURSH1000_RS12115	702.3802175675935	502.3270064788523	2780.794862902037	436.1288261062158	157.74377531278532	2001.147084142046	377.2353331614773	126.363572795042	766.6833836307607	349.424098247761	141.14070431762775	297.6665601723351	581.1969057465666	303.3670216801321	253.690236287227	302.26156816675825	283.47289533609114	131.982043475515	126.53638468867227	459.84899015369484	88.28514175540548	1000.0	host	gene-SAURSH1000_RS12115
gene-SAURSH1000_RS10580	108.54966998771899	184.00256647577007	207.67698752068983	179.92113288210223	133.33104818104474	170.22616146015426	201.90060084698786	176.9090019130588	206.33695285049495	152.18227149963315	178.9722333099816	73.76953882531782	59.66660249109239	79.79559101065087	30.892168994385578	26.244267894718533	42.620050697384336	7.039042318694134	18.32595916180771	45.984899015369486	12.841475164422613	1000.0	host	gene-SAURSH1000_RS10580
gene-SAURSH1000_RS12855	0.0	1.8400256647577007	0.0	1.4393690630568177	0.0	1.9793739704669098	0.0	1.8051938970720285	2.022911302455833	0.8501802877074477	2.9101176147964485	0.0	0.5524685415841888	4.313275189764911	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1000.0	host	gene-SAURSH1000_RS12855
gene-SAURSH1000_RS09660	34.054798427519685	49.68069294845792	24.92123850248278	43.18107189170453	58.21496469876601	23.75248764560292	63.758084477996164	79.42853147116926	36.41240344420499	44.20937496078728	58.202352295928975	15.5304292263827	14.916650622773098	19.409738353942103	3.7445053326527975	6.334823284932059	5.946983818239675	4.399401449183834	5.23598833194506	6.4164975370283	1.6051843955528267	1000.0	host	gene-SAURSH1000_RS09660
gene-SAURSH1000_RS09320	655.5548697297539	1186.8165537687169	770.4816237017593	646.2767093125111	578.3938428135461	609.6471829038082	560.5398260357163	559.6101080923289	623.0566811563965	493.1045668703197	506.36046497458204	257.54628467084643	269.60464829308415	609.6095601534408	131.9938129760111	240.72328482741824	215.0825814263349	92.38743043286051	189.368244672013	258.79873399347474	65.8125602176659	1000.0	host	putP
gene-SAURSH1000_RS12990	31.926373525799704	27.60038497136551	16.614159001655185	25.908643135022718	33.80223756702543	13.855617793268369	29.222455385748244	34.29868404436854	28.320758234381657	17.853786041856402	16.005646881380468	11.647821919787026	5.524685415841888	5.032154388059063	0.9361263331631994	3.619899019961177	1.982327939413225	1.7597605796735336	3.490658887963373	5.347081280856917	1.6051843955528267	1000.0	host	gene-SAURSH1000_RS12990
gene-SAURSH1000_RS00570	42.5684980343996	33.12046196563861	26.99800837768968	47.49917908087499	31.92433547996846	67.29871499587493	34.53562909224792	25.2727145590084	36.41240344420499	28.055949494345775	29.101176147964487	15.5304292263827	18.23146187227823	18.69085915564795	6.552884332142395	4.5248737749514705	6.938147787946288	4.399401449183834	3.490658887963373	7.485913793199684	1.6051843955528267	1000.0	host	gene-SAURSH1000_RS00570
gene-SAURSH1000_RS07550	736.4350159951132	623.7687003528605	728.9462261976213	725.4420077806361	664.7773388181668	793.7289621572309	745.1726123365802	743.7398855936758	792.9812305626864	523.7110572277878	839.5689318687754	269.19410659063345	174.58005914060365	345.7808943794871	76.76235931938234	70.58803088924294	118.9396763647935	40.47449333249127	60.21386581736818	145.44061083930814	38.52442549326784	1000.0	host	mtnN
gene-SAURSH1000_RS10930	344.8048340786368	309.1243116792937	307.3619415306209	221.66283571074993	386.84782993373545	300.8648435109703	316.133835536731	389.9218817675582	238.70353368978826	164.93497581524485	378.31528992353833	116.47821919787026	83.42274977921251	235.0734978421877	43.06181132550717	50.678586279456475	82.26660948564883	21.99700724591917	27.052606381716142	122.98286945970908	19.26221274663392	1000.0	host	gene-SAURSH1000_RS10930
gene-SAURSH1000_RS12335	581.0599981695545	480.2466985017599	575.2652554323108	734.078222158977	882.613980916775	488.90537070532673	589.7622814214645	803.3112841970527	760.6146497233931	225.29777624247365	669.3270514031832	230.36803352467672	62.428945199013334	173.24988678889062	29.95604266122238	98.64224829394206	77.31078963711578	16.71772550689857	114.31907858080046	135.81586453376568	28.89331911995088	1000.0	host	gene-SAURSH1000_RS12335
gene-SAURSH1000_RS06010	764.1045397174729	702.8898039374417	716.4856069463799	852.1064853296361	967.1195748343386	726.430247161356	814.243870521076	940.5060203745269	827.3707227044356	391.08293234542595	781.3665795728465	251.075272493187	127.06776456436342	257.3587529893064	58.97595898928156	78.7328036841556	92.17824918271496	37.834852462980976	69.81317775926746	127.26053448439461	36.919241097715016	1000.0	host	gene-SAURSH1000_RS06010
gene-SAURSH1000_RS04355	93.65069567567913	629.2887773471336	130.8365021380346	89.2408819095227	274.17370471031734	130.63868205081604	77.04101874424536	146.22070566283432	111.2601216350708	114.77433884050544	77.1181167921059	31.0608584527654	62.428945199013334	88.42214139018068	26.21153732856958	22.624368874757355	29.734919091198375	13.198204347551503	16.58062971782602	28.874238916627352	9.63110637331696	1000.0	host	opp3b
gene-SAURSH1000_RS11260	17.027399213759843	16.560230982819306	22.84446862727588	20.151166882795447	22.53482504468362	21.77311367513601	31.879042238998082	27.07790845608043	28.320758234381657	21.25450719268619	40.74164660715028	11.647821919787026	4.41974833267351	14.377583965883039	3.7445053326527975	6.334823284932059	9.911639697066125	1.7597605796735336	2.61799416597253	0.0	3.2103687911056533	1000.0	host	gene-SAURSH1000_RS11260
gene-CPT_phageK_gp059	0.0	0.0	0.0	0.0	6.018916945695411	0.0	421.47772190983045	34.715267251385164	421.4398546782985	4806.78854973057	1506.3589576590591	5935.909247583773	5409.587803011848	4592.071289103349	5223.704955247212	1189.2296459808354	1944.2062482706629	1438.2658583870225	564.9944674427895	682.0956249298247	1131.8607917359675	312.0	phage	gene-CPT_phageK_gp059
gene-SAURSH1000_RS02825	53.2106225429995	46.00064161894252	47.76570712975866	82.0440365942386	18.77902087056968	79.1749588186764	54.46003049162172	57.76620470630491	50.57278256139582	84.16784848303732	72.75294036991122	25.884048710637835	28.17589562079363	44.57051029423742	5.616757998979196	13.574621324854412	17.840951454719026	0.8798802898367668	11.344641385880962	12.8329950740566	3.2103687911056533	1000.0	host	gene-SAURSH1000_RS02825
gene-SAURSH1000_RS10105	621.5000713022342	439.76613387709045	431.96813404303487	601.6562683577498	390.60363410784936	405.7716639457165	661.4901264592102	407.97382073827845	544.163140360619	275.45841321721304	369.584937079149	257.54628467084643	96.12952623564885	229.32246425583446	43.06181132550717	66.96813186928176	63.4344940612232	15.837845217061803	69.81317775926746	74.85913793199683	27.288134724398056	1000.0	host	gene-SAURSH1000_RS10105
gene-SAURSH1000_RS04720	106.421245085999	141.68197618634295	114.22234313637941	102.19520347703406	142.72055861632958	104.90682043474622	107.59176755661854	196.7661347808511	137.55796856699664	74.81586531825539	186.2475273469727	34.943465759361075	13.259244998020531	41.694993501060814	12.169642331121592	15.384570834835001	10.902803666772737	0.8798802898367668	7.853982497917589	13.902411330227983	4.81555318665848	1000.0	host	gene-SAURSH1000_RS04720
gene-SAURSH1000_RS10290	1028.0292275307504	956.8133456740044	1113.1486531108974	1119.8291310582042	753.0387369098443	1314.3043163900281	1033.4122859141878	972.9995105218234	932.5621104321389	803.4203718835381	1076.743517474686	412.8505769346735	332.03359349209745	523.3440563581427	166.63048730304948	112.21686961879648	247.7909924266531	61.59162028857368	98.61111358496528	244.8963226632468	65.8125602176659	1000.0	host	gene-SAURSH1000_RS10290
gene-SAURSH1000_RS07245	455.4829289680758	310.96433734405144	479.7338411727935	611.7318517991475	174.64489409629803	251.38049424929756	557.8832391824665	169.68822632477068	410.65099439853407	376.62986745439935	138.23058670283132	182.48254340999674	174.02759059901948	120.77170531341753	76.76235931938234	180.99495099805884	58.47867421269014	66.87090202759428	104.71976663890119	70.5814729073113	78.65403538208851	1000.0	host	gene-SAURSH1000_RS07245
gene-SAURSH1000_RS01695	153.24659292383856	141.68197618634295	186.90928876862085	231.73841915214766	101.40671270107627	178.1436573420219	176.66302574111438	122.75318500089794	151.71834768418745	126.6768628684097	114.94964578445972	51.76809742127567	50.82710582574537	63.26136944988537	26.21153732856958	19.909444609786473	22.796771303252086	8.798802898367668	15.707964995835178	24.596573891941816	4.81555318665848	1000.0	host	gene-SAURSH1000_RS01695
gene-SAURSH1000_RS03580	742.8202907002731	465.5264931836983	566.9581759314832	879.4544975277156	578.3938428135461	609.6471829038082	761.1121334560793	723.8827527258835	742.4084480012906	402.13527608562276	835.2037554465808	239.42745057339997	147.5091006029784	308.3991760681912	65.52884332142395	99.54722304893237	116.95734842538027	39.59461304265451	98.61111358496528	106.94162561713833	27.288134724398056	1000.0	host	ytxJ
gene-SAURSH1000_RS02590	353.3185336855167	272.3237983841397	398.7398160397245	309.4643485572158	354.923494453767	360.2460626249776	366.60898574847795	321.32451367882106	337.82618751012404	187.0396632956385	328.84329047199867	128.12604111765728	75.68819019703386	172.53100759059646	58.97595898928156	38.913914464582646	69.38147787946288	21.99700724591917	30.543265269679512	63.095559114111616	19.26221274663392	1000.0	host	gene-SAURSH1000_RS02590
gene-SAURSH1000_RS07690	1068.46930066343	870.3321394303924	1001.0030798497249	1106.8748094906928	1113.595937624782	849.1514333303044	1123.7362389246823	1032.5709091252004	1025.6160303451072	574.7218744902347	989.4399890307925	383.08392091743997	196.6788008039712	369.5039079231941	100.16551764846233	133.93626373856353	174.4448586683638	42.23425391216481	148.35300273844334	191.4255098546776	46.55034747103198	1000.0	host	gene-SAURSH1000_RS07690
gene-CPT_phageK_gp121	0.0	3.8095769456681174	0.0	172.84348997369653	0.0	4.098082754589876	495.01618383537397	97.17399860015061	397.8811050378967	6167.767553057758	1693.0497924592178	13193.898121240238	16652.980324894834	13322.334790747318	24752.11056071888	14918.031054312054	18606.384499647735	15152.886647747882	6627.192961205825	10917.78790720723	9577.932563112312	483.0	phage	gene-CPT_phageK_gp121
gene-SAURSH1000_RS12385	12.77054941031988	18.400256647577006	6.230309625620695	5.757476252227271	1.877902087056968	11.87624382280146	10.62634741299936	3.610387794144057	12.137467814734997	2.550540863122343	5.820235229592897	3.882607306595675	0.5524685415841888	2.1566375948824557	1.8722526663263988	0.0	2.9734919091198373	3.519521159347067	1.7453294439816864	1.0694162561713834	1.6051843955528267	1000.0	host	gene-SAURSH1000_RS12385
gene-SAURSH1000_RS03970	138.3476186117987	375.36523561057095	151.60420089010358	151.13375162096585	223.4703483597792	120.7418121984815	171.34985203461468	229.25962492814764	169.92454940628994	171.73641811690445	176.06211569518516	91.88837292276432	138.6696039376314	242.98116902342335	56.16757998979196	62.4432580943303	86.23126536447529	43.11413420200157	35.779253601624575	47.054315271540865	48.1555318665848	1000.0	host	gene-SAURSH1000_RS03970
gene-SAURSH1000_RS00190	23.412673918919783	25.76035930660781	16.614159001655185	30.226750324193173	24.412727131740585	27.711235586536738	17.26781454612396	30.688296250224486	22.25202432701416	12.752704315611716	14.550588073982244	7.76521461319135	7.734559582178643	4.313275189764911	1.8722526663263988	2.7149242649708825	3.96465587882645	0.0	1.7453294439816864	1.0694162561713834	1.6051843955528267	1000.0	host	gene-SAURSH1000_RS00190
gene-SAURSH1000_RS06415	176.65926684275834	112.24156555021975	209.75375739589674	220.2234666476931	97.65090852696234	154.39116969641896	219.16841539311181	135.38954228040214	173.97037201120162	114.77433884050544	174.6070568877869	97.06518266489188	56.90425978317145	63.980248648179526	33.700547993875176	39.818889219572945	36.67306687914466	18.477486086572103	41.88790665556048	41.70723399068395	22.472581537739575	1000.0	host	gene-SAURSH1000_RS06415
gene-SAURSH1000_RS11390	78.75172136363926	101.20141156167354	78.91725525786214	87.80151284646588	88.2613980916775	144.49429984408442	106.26347412999361	70.40256198580911	103.16847642524748	56.11189898869155	80.02823440690234	46.5912876791481	31.490706870298762	40.97611430276666	11.233515997958392	19.004469854796177	16.849787485012413	5.279281739020601	13.089970829862649	19.2494926110849	8.025921977764133	1000.0	host	gene-SAURSH1000_RS11390
gene-SAURSH1000_RS04045	870.5257848034719	925.5329093731235	1100.6880338596561	726.8813768436929	1201.8573357164596	1116.3669193433373	783.6931217087028	902.5969485360143	1066.0742563942238	459.9475356497292	676.6023454401743	308.02017965659024	177.8948703901088	298.33486729207306	151.65246597243828	93.2123997640003	156.60390721364476	43.99401449183834	67.19518359329493	156.13477340102196	60.99700703100741	1000.0	host	gene-SAURSH1000_RS04045
gene-CPT_phageK_gp058	0.0	0.0	0.0	0.0	0.0	0.0	216.95459301540362	18.051938970720286	114.6316404724972	3111.6598530092583	552.9223468113253	3088.829812802782	3740.212026524958	2456.170594171686	2749.0909983892625	681.747648759355	1196.0045234459792	730.3006405645165	276.34382863043373	456.28426929979025	476.2047040140053	300.0	phage	gene-CPT_phageK_gp058
gene-SAURSH1000_RS12500	85.1369960687992	71.76100092555033	64.37986613141385	66.21097690061362	90.13930017873447	51.46372323213966	43.833683078622364	74.01294977995317	68.77898428349832	23.805048055808534	74.20799917730945	32.355060888297295	12.706776456436343	27.317409535177774	7.489010665305595	15.384570834835001	11.89396763647935	8.798802898367668	7.853982497917589	10.694162561713833	3.2103687911056533	1000.0	host	gene-SAURSH1000_RS12500
gene-SAURSH1000_RS00215	25.54109882063976	16.560230982819306	29.074778252896575	38.86296470253408	30.04643339291149	27.711235586536738	37.192215945497765	30.688296250224486	34.38949214174916	24.655228343515983	18.915764496176916	5.176809742127567	9.391965206931209	10.783187974412279	2.808378999489598	7.239798039922354	7.9293117576529	0.0	2.61799416597253	1.0694162561713834	3.2103687911056533	1000.0	host	gene-SAURSH1000_RS00215
gene-SAURSH1000_RS07975	823.7004369656323	804.0912154991153	816.1705609563111	736.9569602850906	1113.595937624782	981.7694893515873	779.7082414288282	1030.7657152281283	685.7669315325273	487.1533048563675	759.5406974618732	252.3694749287189	195.57386372080282	329.2466728187216	105.78227564744152	83.25767745910706	147.68343148628526	46.63365536134864	59.34120109537734	146.51002709547953	59.39182263545459	1000.0	host	mutM
gene-SAURSH1000_RS03390	1200.4316445700688	973.3735766568237	1489.044000523346	1650.95631532617	1023.4566374460476	1205.4387480143482	1740.0643888786453	1139.07734905245	1573.8249933106379	949.651381369219	1204.7886925257296	546.1534277944583	313.80213161981925	552.0992242899086	165.69436096988628	167.42032967320444	230.9412049416407	85.34838811416638	135.2630319085807	285.53414039775936	85.07477296429983	1000.0	host	saeR
gene-SAURSH1000_RS13025	44.696922936119584	34.960487630396315	74.76371550744834	79.16529846812497	54.45916052465208	31.669983527470556	63.758084477996164	59.57139860337694	56.641516468763314	49.310456687031966	49.471999451539624	20.707238968510268	14.916650622773098	25.87965113858947	7.489010665305595	4.5248737749514705	13.876295575892575	1.7597605796735336	7.853982497917589	8.555330049371067	8.025921977764133	1000.0	host	icaC
gene-CPT_phageK_gp231	0.0	0.0	0.0	110.72069715821675	9.630267113112657	0.0	395.08214740638647	83.3166414033244	145.23465761221362	5903.30312592761	1022.2720851977268	10194.333030651207	11904.988778137238	8431.162699993463	12227.250105470095	6840.680968490736	10099.706706702764	6926.237153330446	3499.609295368407	5401.923140147756	3589.027674159141	195.0	phage	gene-CPT_phageK_gp231
gene-SAURSH1000_RS04995	1262.1559667199483	765.4506765392035	807.8634814554835	1437.929693993761	700.4574784722491	777.8939703934956	1308.3690252255462	846.6359377267814	1019.5472964377396	906.2921866961392	790.0969324172358	438.73462564531127	394.4625386911108	378.84933750101806	148.8440869729487	222.62378972761238	150.6569233954051	58.07209912922661	206.82153911182985	105.87220936096695	62.602191426560246	1000.0	host	gene-SAURSH1000_RS04995
gene-SAURSH1000_RS01545	561.9041740540748	426.88595422378654	294.90132227937954	303.70687230498856	922.0499247449713	348.36981880217616	293.5528472841074	761.791824564396	398.51352658379903	130.92776430694695	474.3491712118211	117.77242163340215	36.46292374455646	101.36196695947542	21.530905662753586	47.96366201448559	28.743755121491763	14.957964927225035	39.269912489587945	25.6659901481132	9.63110637331696	1000.0	host	tatC
gene-SAURSH1000_RS10140	587.4452728747145	1096.6552961955897	504.6550796752763	411.6595520342499	856.3233516979775	498.80224055766126	482.170513864846	722.0775588288114	473.36124477466484	251.6533651614045	570.383052500104	133.30285085978485	92.26224644455952	268.8608201620128	63.65659065509755	48.868636769475884	67.39914994004965	29.036049564613304	31.415929991670357	58.81789408942608	22.472581537739575	1000.0	host	gene-SAURSH1000_RS10140
gene-SAURSH1000_RS05650	398.0154566216363	423.20590289427116	427.81459429262105	351.20605138586353	471.353423851299	490.8847446757936	280.26991301785813	608.3503433132736	325.68871969538907	303.5143627115588	456.88846552304244	130.71444598872105	106.62642852574844	146.651356452007	59.91208532244476	37.10396495460206	56.49634627327691	22.876887535755937	19.19862388379855	67.37322413879716	20.867397142186746	1000.0	host	gene-SAURSH1000_RS05650
gene-SAURSH1000_RS08295	349.06168388207675	412.16574890572497	307.3619415306209	332.4942535661249	362.43510280199484	290.96797365863574	324.1035960964805	335.7660648553973	341.8720101150357	198.0920070358353	266.27576175387503	152.71588739276322	97.23446331881723	106.3941213475345	46.806316658159965	54.29848529941765	48.56703451562401	14.957964927225035	38.3972477675971	51.3319802962264	25.682950328845227	1000.0	host	gene-SAURSH1000_RS08295
gene-SAURSH1000_RS06235	268.1815376167175	222.64310543568178	288.67101265375885	263.40453853939766	326.75496314791246	304.8235914519041	286.9113801509827	281.61024794323646	354.00947792977075	180.2382209939789	232.8094091837159	75.06374126084972	61.876476657429144	101.36196695947542	40.253432326017574	28.959192159689415	33.69957497002483	13.198204347551503	25.307276937734454	37.42956896599841	9.63110637331696	1000.0	host	gene-SAURSH1000_RS06235
gene-SAURSH1000_RS00865	119.19179449631889	117.76164254449284	97.60818413472423	122.3463703598295	86.38349600462054	95.00995058241168	134.15763608911692	93.87008264774549	149.6954363817316	99.47109366177138	81.48329321430056	42.70868037255243	38.672797910893216	79.07671181235672	17.786400330100786	26.244267894718533	24.77909924266531	3.519521159347067	15.707964995835178	31.013071428970118	8.025921977764133	1000.0	host	gene-SAURSH1000_RS00865
gene-SAURSH1000_RS10250	138.3476186117987	231.84323375947028	184.83251889341395	97.87709628786361	101.40671270107627	162.30866557828662	120.87470182286773	129.97396058918605	143.62670247436412	69.7147835920107	101.8541165178757	34.943465759361075	27.070958537625252	62.54249025159122	13.10576866428479	17.19452034481559	20.814443363838862	6.159162028857367	11.344641385880962	28.874238916627352	22.472581537739575	1000.0	host	gene-SAURSH1000_RS10250
gene-SAURSH1000_RS01470	83.00857116707923	145.36202751585836	149.52743101489668	70.52908408978406	46.9475521764242	108.86556837568004	94.30883329036932	32.49349014729651	95.07683121542414	85.86820905845222	18.915764496176916	38.82607306595675	39.225266452477406	15.096463164177191	18.722526663263988	38.008939709592354	19.82327939413225	14.078084637388269	20.071288605789395	73.78972167582545	12.841475164422613	1000.0	host	gene-SAURSH1000_RS01470
gene-SAURSH1000_RS09840	849.241535786272	719.450034920261	776.7119333273799	1008.9977132028292	749.2829327357302	985.7282372925212	891.2848892653213	815.9476414765569	902.2184408953015	656.3391821101496	833.7486966391825	295.0781553012713	206.62323455248662	383.16261269078296	104.84614931427832	94.1173745189906	142.7276116377522	50.15317652069571	78.53982497917589	159.3430221695361	40.12960988882067	1000.0	host	gene-SAURSH1000_RS09840
gene-SAURSH1000_RS05195	1764.4642435258636	1304.57819631321	2236.6811555978293	1486.8682421376927	726.7481076910467	1943.7452389985056	1684.2760649603988	648.0646090488583	1636.5352436867686	1275.2704315611716	513.6357590115732	723.4591614623274	398.88228702378433	326.37115602554496	335.13322727242536	162.89545589825295	202.19744982014893	131.10216318567825	126.53638468867227	188.21726108616346	113.9680920842507	1000.0	host	gene-SAURSH1000_RS05195
gene-SAURSH1000_RS07945	2822.2914196806937	3115.163450434787	1995.7758500738294	3064.416735247965	1654.4317386971888	1276.696210951157	2505.1614026145994	1400.8304641278942	2101.8048432516102	1714.813640305922	1350.2945732655521	574.6258813761599	687.823334272315	882.0647763069245	215.30905662753585	378.279447585943	308.25199457875647	56.312338549553075	221.65683938567417	356.11561330507067	65.8125602176659	1000.0	host	gene-SAURSH1000_RS07945
gene-CPT_phageK_gp163	0.0	4.008770511454686	0.0	28.22292280503564	0.0	8.624723182862352	726.3652507251742	51.12749599550408	471.5719158230372	5849.388558998082	1274.3652300089025	6059.3486578606435	5452.467305830883	3448.740729071291	3977.007297752154	1847.4103386185307	2070.8632831125083	2670.3120778706234	1298.5403161650238	1074.076021993481	2510.9420392307834	459.0	phage	gene-CPT_phageK_gp163
