Geneid	0_R1	0_R2	0_R3	5_R1	5_R2	5_R3	10_R1	10_R2	10_R3	15_R1	15_R2	15_R3	gene_length	Entity	Symbol
gene-PA3091	553.7464367851414	391.9874151391907	125.45285656791626	223.43547381126413	190.30584295761915	46.53234319429137	10.640939428190189	11.005793777126412	9.825272565772101	5.540253163136829	5.246149295145625	24.93571707586656	1440	host	gene-PA3091
gene-PA0925	192.23598576919088	116.67945737665491	209.7354258410984	301.52191967610037	226.58668757533675	98.91233379535198	7.041798151008213	19.421989018458376	47.68146980448226	19.553834693424104	9.257910520845222	60.50578408114679	408	host	gene-PA0925
gene-PA5205	488.80517749003667	392.3507028269935	480.8179657933632	114.58229426218674	164.61426020430451	103.58598543251344	1.364223003614127	15.520991224152635	56.68426480253136	8.265179544073593	2.690332971869552	54.056449605025406	702	host	gene-PA5205
gene-PA1439	280.3441459134034	258.36165561973587	186.4314896365319	255.1339320336234	210.40192417709844	44.79049077525373	18.77812840268857	14.566491763843784	17.338716292539004	3.5552426715316554	13.886865781267835	26.502533523146944	408	host	gene-PA1439
gene-PA1503	52.95389422808729	31.484932942906884	88.03709232836229	43.81087721789493	22.92841481417098	41.420835797948754	2.2168623808729557	0.0	10.234658922679273	0.0	0.0	28.808309500527653	432	host	gene-PA1503
gene-PA1695	132.48696316525317	39.82418545210924	47.11174130004251	59.67751923734876	23.79597645578826	22.29436590389881	5.176673235335767	5.3541699456290655	4.779862329294536	0.6533959504436555	3.4029076509052705	14.887909703772907	1110	host	pscP
gene-PA4506	124.39962453582412	118.94308000653712	151.61943678773505	68.15025345005878	64.53924169914795	50.919230768163956	1.9705443385537385	6.1143298761813405	20.924191575255403	0.7461620421733103	1.9430182574613428	51.63456566214793	972	host	gene-PA4506
gene-PA0550	106.47657357140648	153.4002747895012	172.76451953159815	183.80804126004037	277.20970692621756	98.2808889066031	8.400741653834357	8.688784560889273	29.919063076223317	9.088590288126035	2.3666838925468987	54.967660676465925	798	host	gene-PA0550
gene-PA4637	257.69268343253543	1560.027645171128	408.94649339626346	949.7067577556577	1088.7298905309576	88.69801488647914	92.67914985843066	156.2112665140523	31.69442763152291	72.78690372684162	30.461512036329438	29.250108006881593	279	host	gene-PA4637
gene-PA2937	42.30435932784783	88.03554065589498	215.3917210363815	15.312539610138034	21.370173030683635	48.05193427830618	3.0993027460748124	6.411142006093057	28.617298735258547	0.0	0.0	35.65389378897072	309	host	gene-PA2937
gene-PA1816	679.1819308282614	1115.101997508297	461.92741561764177	862.0277865545318	1024.8165973621362	61.14113551844689	36.18781020113262	64.16333214195156	13.126882375323053	21.532967759560147	24.212996746825965	20.649747302429063	741	host	dnaQ
gene-PA4733	340.62867653839083	331.6152999125982	188.88453555280205	249.03024944908697	204.43911660932642	60.89935149266954	7.412419106324435	4.599944767529616	11.407050192459872	4.116596777562969	2.4362922423276903	28.002676930117524	1938	host	acsB
gene-PA0027	632.2726711429565	694.8702683063925	221.6318408266463	338.23222691297906	500.256323218276	57.38890387598555	13.394189490029609	8.465995213174164	12.367475956915934	7.325954595883411	5.869817393169932	75.45709680936098	1287	host	gene-PA0027
gene-PA4819	0.0	10.462685408719826	53.63490548004841	4.852897168751439	16.931752478157033	76.14383431793134	0.9822405626021713	1.0159194255808999	13.604223552607527	0.0	0.0	83.28180752051657	975	host	gene-PA4819
gene-PA1563	157.38300251358686	154.12454426442804	89.78287036320233	147.4428389089495	115.35655725203304	51.76917913967003	8.138962168870682	7.482692653003794	10.020107999087697	2.0545878328398235	3.566787056189661	40.2644723321358	1059	host	gene-PA1563
gene-PA0532	135.36143376647166	160.96439090338194	271.92522009115453	130.65492377407716	149.78088730677374	165.20358530517646	1.8889241588503294	7.814764812160767	33.13849326917218	1.4305118441665832	5.587614633882915	47.48382918158559	507	host	gene-PA0532
gene-PA3666	296.80493261755265	275.9722817952186	275.59437598443844	649.1629111242866	622.0578627844649	81.29365886117307	31.460168744214474	20.09753646257867	13.6699444393351	7.708178313929502	9.12373790460109	52.03975737572152	1035	host	dapD
gene-PA3294	71.1468452411374	82.25381610628793	121.89751245465546	52.64935607607692	44.72538390456574	59.67731572087506	4.169889180858274	3.833658209739244	15.82881356749932	2.105281581981009	0.4568489952231314	40.17220022381985	2067	host	gene-PA3294
gene-PA3088	198.73044474787972	321.65688249780544	192.72985077290122	271.74584652721313	237.95976455788264	65.59688429416381	18.334051041814174	20.078137296108995	18.920288386790872	4.083724690272847	4.253634563631588	50.77512414404032	888	host	gene-PA3088
gene-PA1664	46.354776710301344	72.34835654965838	842.9083308034687	67.11453531251989	93.66501370895381	108.00543874883877	0.0	7.024974751357285	37.62870344338253	20.57502141822575	6.697211866143353	31.832830309616888	141	host	gene-PA1664
gene-PA3738	91.08171009131117	98.56152921257807	185.4962146049105	94.94798808426727	103.06284117139063	77.6718042373547	2.1353055708742854	3.3127807355898904	25.63114582375331	2.4256505183694235	1.0527389889924332	33.43463432793296	897	host	xerD
gene-PA2029	250.54756811917878	442.04845851841264	269.39350252478863	236.5787369766326	154.07894755122902	95.17979289741416	19.15369097074234	6.603476266275848	41.26614477624283	4.835130033283051	6.295379154174751	46.244420758879805	300	host	gene-PA2029
gene-PA3760	38.76645027373956	38.99201659833308	69.55243593201575	13.096489986844036	27.416182838296976	28.301781043438297	2.650767829086524	2.3499915538348213	11.188922494829441	0.5735622815282386	0.746782817814324	27.509154069461328	2529	host	gene-PA3760
gene-PA1501	191.9904736545431	169.36722548598183	127.50199578590399	108.77183309270464	75.90095938484187	78.28325239582978	2.4461929719977444	3.795101302457384	16.940125113400175	3.7050804852743684	6.030056661086926	73.73884986907248	783	host	gene-PA1501
gene-PA4008	56.068829182680666	22.22465854793427	77.67978734855495	50.25365327935006	40.46190849559585	48.21198659836338	1.5648440335573806	0.8092495424357656	13.004037219404253	0.0	3.857462717018842	33.0031549533528	1224	host	gene-PA4008
gene-PA5103	191.6722438754396	132.95690157708478	232.35596215696793	97.12910022501048	90.36888419426921	74.05974110101826	1.8723060577460744	6.777761563626238	26.79619790665119	0.7089633479887172	2.76922836693904	52.849626966979244	1023	host	gene-PA5103
gene-PA2972	197.54820644675056	258.4048382464482	303.7963911434678	612.8982823228824	598.7523868571076	113.09792316653012	24.810480532049663	22.23968690714664	19.854177723580936	5.010497443816633	9.785563452085107	26.427396806735636	579	host	gene-PA2972
gene-PA5432	7.262248351280544	22.66915171889295	190.16011942926252	21.029221064589567	58.69674192427772	98.14094200977816	0.0	8.80463502170113	13.755381592080942	1.6117100110943503	2.0984597180582503	107.45027176327953	450	host	gene-PA5432
gene-PA3512	25.23561203147679	30.633988809314804	134.60497514297862	30.447713896606512	25.495689059773138	66.14811861596351	2.465082493017032	1.2748023680069205	17.070936890337627	0.0	1.2153241610375967	58.028713307474646	777	host	gene-PA3512
gene-PA5095	95.89236379331705	147.6687699998309	206.45318130524396	138.83728695811774	96.88062597537035	92.49867197072645	6.744257384064204	6.975503098178713	26.984903525712113	0.0	1.1083414003828786	57.70974214421102	852	host	gene-PA5095
gene-PA0035	210.5782049813689	181.18466987219276	235.6383140387392	134.85281165954274	135.0134166009176	70.29387430837527	1.1867218693148909	4.90964778161773	17.532084875727172	5.392338327081469	2.3402896483921007	44.747772109784194	807	host	trpA
gene-PA2709	807.7854704578205	599.8606300999367	482.7141493204357	528.9657913939068	345.40775055440344	84.7344207538005	20.627051814645597	26.413905065103393	18.13896473681004	6.694795430699609	2.905559609619116	44.7796653502275	975	host	cysK
gene-PA0803	222.3137250392003	262.160257973592	204.82099031496531	236.04227725559716	314.44683173720205	49.20860040954746	6.514860874402156	20.214723264109736	14.036103665388717	4.933806156411276	8.565141706360205	68.46913037529221	441	host	gene-PA0803
gene-PA4870	61.19872206135289	101.88382795008069	445.13136570520254	106.32752223668881	148.3906396962077	101.23992952384128	17.93416757560144	7.419636254242525	76.17346146497472	0.0	0.0	62.657675185527815	267	host	gene-PA4870
gene-PA2594	54.466862634604084	88.55137390192561	103.99381531287794	93.64575005325041	65.3459822203873	43.22748927424227	1.9951761427856605	5.158965833028007	17.501266757781558	3.021956270801907	1.9673059856796098	34.003250557999856	960	host	gene-PA2594
gene-PA0495	156.1507324678069	162.4751488384819	124.39370724894876	96.89231548531028	108.9295338611809	72.76543893863744	6.53709589445131	5.634365414911133	19.11401147607542	3.3004300568484988	2.1485935679777306	31.56615751459372	879	host	gene-PA0495
gene-PA1915	175.2228526617108	173.533235057417	119.77139305137659	91.69718487466379	85.31503186668273	48.696638226583985	6.805251959889073	4.479102118597958	11.424735541595469	3.2796424644361775	4.2701215193045785	39.275072349937815	1548	host	gene-PA1915
gene-PPLUZ19_gp40	0.0	0.0	20.988975654443987	506.58140147314265	710.6290154325841	25594.749782762483	14.798657482913505	75.43706330679362	13106.97867077022	15086.566325704036	13104.602997589262	31902.25501027708	906	phage	gp40
gene-PA3417	74.40828228771048	27.871907851097895	73.60478211059797	17.23706644638489	27.063046993775583	25.65866912352877	2.616624449554964	0.9021142440267551	4.0267510515459435	1.321073779585533	0.860024474614037	36.232971906065416	1098	host	gene-PA3417
gene-PA2962	454.32074993792975	397.5159306156584	150.20546558393565	545.6634375764354	594.6174685457044	57.73940043065883	10.590508435639524	31.2960960487007	8.381749108241603	5.728827053652904	10.442572056687975	32.230569249288955	633	host	tmk
gene-PA5216	300.5763900946669	363.12622660819267	152.59762670249464	81.78030414007053	79.48517135579273	49.11747337175199	2.364653206264486	3.0571649380906702	24.017332938554027	3.581577802431889	1.7487164317152084	39.4185830542739	1620	host	gene-PA5216
gene-PA1281	22.141001070977268	27.645306974259704	77.3008615566108	25.6453915421824	35.79069629529129	22.182824360914953	0.0	2.6843399456405885	3.594611914306867	0.9827500067648478	0.0	19.904341790048694	738	host	cobV
gene-PA2057	18.005574424662505	21.411241292933134	63.61121665284264	9.31045796838381	7.79620243976534	32.363377041859835	1.507571111431904	0.0	7.656056544757482	0.285426802437016	0.3716280492429015	23.2041072284816	2541	host	gene-PA2057
gene-PPLUZ19_gp44	0.0	0.0	0.0	1129.9282960077974	952.7269678007764	22576.0786376971	42.8813976956918	192.1907271528045	9546.645433309908	6552.6836868970295	5463.825340526295	22321.35770211865	201	phage	gp44
gene-PA2279	55.507630710424536	28.87790027884453	121.12109517787422	40.183224964183886	70.09961217071384	74.36552820859536	4.066601055359308	6.30905375758839	16.896965558971132	3.0797006581420705	4.0097956396017524	99.62735832280212	471	host	arsC
gene-PA4180	242.51668764312765	192.35685308914643	465.568418918967	166.92903582292814	84.34978880541733	79.20070357887019	8.155464525255253	3.615041751610866	20.439435629525907	1.323484498161419	5.743959082276232	46.90959383548885	1644	host	gene-PA4180
gene-PA2433	169.45246152987934	113.34575859446475	105.64451079403473	227.8165615330536	158.97034271158546	97.29489940624559	14.187919237586916	3.668597925708804	19.650545131544202	0.0	6.994865726860834	74.05152343742189	270	host	gene-PA2433
gene-PA3526	351.83563440986484	302.72469686720405	201.77445384574958	396.7469502092597	331.53633346205	40.988399425801546	14.870878082874487	23.58384380812803	11.900174846742608	8.25876247921018	5.8652600815292715	24.076835798832196	966	host	gene-PA3526
gene-PA1143	54.96655862207751	31.1960803471004	36.34558857592938	21.704471282259874	10.096916615414745	34.928364366023544	1.46434946259498	1.5145587766687725	2.704203458469386	1.1089747782759292	0.0	20.277167763944863	654	host	gene-PA1143
gene-PA5496	397.8449096788472	640.6499398817574	744.1048151579838	411.4412816984915	545.4968950571462	102.62864625460311	5.551794484273143	18.661998143823052	23.06803124137798	11.562267470894254	1.3685606856901635	23.063074291512947	690	host	nrdJb
gene-PA5428	201.32965726322297	127.18665980897038	334.7152817236744	130.13131846899483	98.07005148239469	67.0132755273323	8.428466873814012	9.807142969716606	19.455985278756636	2.393628729348045	2.0776828891665846	107.5086271767784	909	host	gene-PA5428
gene-PA2908	94.98308470339676	61.76880577355029	34.54316429232743	73.05792059223896	71.97148192350129	20.40184479908242	4.349157804437407	5.3979370024053255	8.83471375123922	0.0	1.7153621673500683	23.533584854855484	1101	host	cbiD
gene-PA0435	44.1921806365956	32.187436517697904	67.50105659253741	51.18674498480219	82.59810285997497	48.136906752715205	1.9425650071746794	2.6788950370287417	8.37041476191538	0.9807565990432152	0.6384765876444981	53.66030209761438	1479	host	gene-PA0435
gene-PA1259	26.24909042631522	11.70524185140772	57.27714440640437	8.143846367526079	7.57703209005306	26.6481577360517	0.0	1.1365707859338807	9.63925191478502	0.8322082673464802	0.5417710115468803	20.249784325418155	1743	host	gene-PA1259
gene-PA3303	75.03088220073012	54.93799523711303	109.14802773363284	48.281374893190325	47.72853696011103	52.446008331228214	4.071788046501348	1.684560272009145	20.30222137315154	1.2334515391028191	0.0	34.003250557999856	1176	host	gene-PA3303
gene-PPLUZ19_gp48	0.0	0.0	0.0	2885.1065484955197	3113.790577690342	31458.856101231508	124.5768518422266	475.1281703783842	19633.770275944105	3243.075022323998	2752.3090570385953	25737.97262968213	246	phage	gp48
gene-PA1831	372.3051369960279	659.9879614361241	260.76809626375666	585.6238777480638	436.51058076598935	78.17862032642739	24.245178443977643	32.04218441441868	29.848929313738033	11.220765900023958	10.62511249649747	44.476825624388	711	host	gene-PA1831
gene-PA1023	181.55620878201358	214.8383659633646	201.96744710624287	170.08928802241562	122.2848790089119	70.50355029438087	6.259376134229522	3.2369981697430625	15.41219226003467	0.7900539270070345	0.0	64.67284910050952	918	host	gene-PA1023
gene-PA3303a	144.17698932689314	183.35343302045771	69.91180861369946	208.74594439114642	113.29334378766838	113.84249738710324	0.0	4.855497254614594	21.673395365673755	0.0	0.0	67.00640551135265	204	host	gene-PA3303a
gene-PA3368	58.88309474011252	81.69063682483947	164.17728028802694	92.35806548637309	128.8948724688531	52.02018710909723	4.3138943627798065	7.4363471467070354	15.932874430981789	2.1779865014788515	0.0	31.55256583309896	666	host	gene-PA3368
gene-PA1542	31.235476779701266	48.750863911597754	130.63568539047307	33.91809849127349	98.61683791041283	65.9549341463563	6.865122211735605	2.3668373714250355	16.90369473681222	0.8665107586528765	1.128204149493683	19.012570204473036	837	host	gene-PA1542
gene-PA0516	33.26220618907119	20.18881196339067	129.03146356523325	16.052840507320276	14.002085382699837	76.53133474703021	2.4368563576008064	0.8401369295516345	14.250395324402286	0.6151564927841031	0.800938823686355	82.71528634465105	1179	host	nirF
gene-PA0955	720.5334179248565	650.2280195231052	327.8622748780389	1018.4998916862345	997.06260282815	91.49990539772314	40.028612269054	46.57624325743153	14.784109189876517	21.977863787650232	17.761257801746947	33.683470772187945	957	host	gene-PA0955
gene-PA1947	157.7513829730216	115.34206354035554	68.22443945603027	212.96716048777103	191.6833426343218	23.84151368076128	7.496552239038098	5.815194363648007	7.498740314385754	0.946209399859697	2.463944874432388	22.757557124923583	1533	host	rbsA
gene-PA3110	470.39563184430796	607.9454324612201	417.7760199582283	1218.7389480614406	1315.6741300640656	71.52905648048095	68.19874815340074	60.031602420689524	13.398098953325594	21.97786378765023	17.169215875022047	23.493154930981714	660	host	gene-PA3110
gene-PA0542	1416.1384284997062	817.7086870029244	1494.1152240870626	574.548361228965	691.7830298218445	167.69773034306306	31.922818284570567	37.73415009300484	37.89747989654954	10.36099292846368	11.24174848959777	105.41007672979956	420	host	gene-PA0542
gene-PA5193	442.3147905226237	532.4968524572171	265.88383589102705	375.773832781676	469.0322708294842	91.98584011562174	22.495945771006102	25.483213779252434	21.760670783253648	17.036531996467126	10.562716701635487	78.04772946869764	894	host	yrfI
gene-PA2231	102.3385727998824	141.97798571331705	172.03072738903361	154.75575000559127	172.32211551360234	67.29482921626499	7.330918603972363	4.825087042163981	20.30693077268138	2.018843437696472	4.599963891359421	33.08040659713556	1437	host	pslA
gene-PA1870	23.01416731039609	103.76724378366492	66.95778853143047	22.21396591329884	69.75405070226665	63.45319526494277	2.248085794688068	4.650335398785809	16.6060944773613	6.810042300398663	0.0	44.539469040760366	426	host	gene-PA1870
gene-PA4977	87.53602923418514	97.1535073666841	90.55243782345835	104.2073008111358	172.94575745546112	41.01795836769515	2.2802013060407544	2.9479804760160038	16.84332439846646	0.4317080386859867	1.6862622734396655	31.574446946714147	1680	host	aruI
gene-PA2659	793.2067373971469	946.3820620508709	323.0875815545723	872.814757777868	726.5858830432436	99.80017119340515	43.39023844504737	80.1392750761632	20.03210911468099	11.735752507968568	21.392065087001583	33.012864619417336	309	host	gene-PA2659
gene-PA0358	95.9519859884217	135.07525635609792	197.05711857954668	261.50326712442984	290.82258790202366	92.05644908903616	16.540320354699777	25.661177200553816	30.54488880550913	5.010497443816633	3.2618544840283685	48.2740448336371	579	host	gene-PA0358
gene-PA2692	280.1152935493924	136.01491031335772	81.49719404111251	225.3130828348882	150.934479233857	57.289170582062624	16.417449403493432	9.43353752325121	10.105994639079878	9.670260066566101	0.0	76.94449840553109	525	host	gene-PA2692
gene-PA2922	8.379517328400627	2.906301502422174	89.39150913341402	0.0	8.465876239078517	54.34196722689972	0.0	0.0	12.092643157873358	0.0	0.8070998915608656	37.31638779185625	1170	host	gene-PA2922
gene-PA5149.1	4515.016244710601	6979.712502922304	1251.05341729778	1805.4693085058805	2432.825487650984	986.8641684626627	75.60667488450923	117.2985915720052	477.04283904867185	47.71509901266169	74.55054261522731	201.33503619868335	76	host	gene-PA5149.1
gene-PA3314	77.22913358637891	71.89842895917542	70.95526844375468	47.08034566699156	61.598726366429496	17.994189701998696	7.146899615948633	6.1599592036155295	5.499219719648564	4.5103824937341885	3.5235331086798976	23.091759707298408	804	host	gene-PA3314
gene-PA0710	24.757664833910944	42.933999467600295	1608.6777780000746	35.84526317827767	0.0	67.2988434628181	0.0	0.0	84.85462670439543	0.0	0.0	73.67370954233301	396	host	gloA2
gene-PA4439	395.4609625585953	353.41661922550264	232.93555832092295	403.95775430308464	335.8068058307091	63.31187411735938	17.77439770855822	19.119196316611585	20.35078727431638	6.999631451300631	8.4125333908794	34.98775447170586	1347	host	trpS
gene-PA0332	202.50500210301513	305.1616577543282	60.94875622732773	272.97546574226834	261.03118403825425	42.302130176628516	14.324341537948328	21.16498803293541	5.668426480253135	6.198884658055193	2.0177497289021638	17.001625278999924	468	host	gene-PA0332
gene-PA4721	540.0527905295489	691.60123888148	295.44651323755477	360.8828191168972	331.10185460463856	87.65144769648876	9.468632542033642	15.389457400219136	17.485654566204587	6.146351737224218	8.002600619713666	61.95507516923703	708	host	gene-PA4721
gene-PA2102	206.47568841876057	325.96165870303594	383.22028425287107	144.31818377659505	136.67133536290152	82.9453532875069	4.1729174228196815	2.1579987798287084	28.897860487565005	1.580107854014069	2.057313449076716	15.112555803555491	459	host	gene-PA2102
gene-PA2936	5.6151404777942355	17.527694628010018	49.010340059088286	8.129853504351637	28.36504925464451	45.79096565511335	0.0	0.0	10.635604323773926	0.0	3.245040801121006	25.590075162206077	582	host	gene-PA2936
gene-PA5408	1181.653969021919	403.43405601419664	214.87019144549438	454.44503148053724	410.37976345363654	94.64205395449092	21.642588667505468	22.384665309409655	14.987703913889648	4.097567824816145	0.0	104.8913830772199	177	host	gene-PA5408
gene-PA1373	48.93004208309586	21.436550088787666	86.16396270435459	55.92877942709991	41.62889498175724	29.70149565593066	2.2640296655723806	6.244422001206476	7.665106256985329	2.286113490913972	0.7441346517937059	24.919639888841502	1269	host	fabF2
gene-PA3109	367.124709470812	444.61595912745844	175.1013991061349	575.1085318768969	711.4142408640013	57.49350289199234	35.2738323586415	40.13162371769852	19.541978583856114	14.692384079036893	17.390550149654004	35.69401992276227	543	host	gene-PA3109
gene-PA0499	172.24563397267957	130.78356760899783	270.88336101034554	101.10202434898831	94.06529154531685	132.87207555479472	6.821115018070634	5.643996808782776	32.75090855257368	4.132589772036797	4.0354994578043275	63.06585787252964	702	host	gene-PA0499
gene-PA2932	32.38570210706188	15.3169944046574	102.78925374554731	4.262679945524911	11.89798822789413	41.158829361043956	1.7255577451119222	1.7847233152096884	15.932874430981785	0.6533959504436555	0.0	43.74472233948089	1110	host	morB
gene-PA2109	328.85652911459067	14.25732812508991	39.86585312982443	525.7305266147391	103.82678406417048	31.12798258280212	12.046346522479459	10.382824318043786	14.830600099278646	1.52048114254184	3.9593579586004726	50.04251968913186	477	host	gene-PA2109
gene-PA1364	314.00824721729043	205.71650136361936	78.95141376066654	28.063907114665792	23.499585289968834	39.29130240604998	1.1360433553227958	4.699983107669643	19.93026819391494	0.8603434222923577	1.1201742267214858	42.594819204327216	843	host	gene-PA1364
gene-PA0163	98.28606791206751	72.43901865059779	196.59410843250822	35.57574992129814	41.37458312331605	101.62053076265272	3.6003178516432968	2.4825098745397924	17.729815156280484	2.7265770864378105	1.1833419462734494	102.26541521202962	798	host	gene-PA0163
gene-PA2021	72.62248351280543	120.90214250076244	42.257804317613896	84.11688425835827	117.39348384855543	45.6863005907588	17.0255030851043	8.80463502170113	3.930109026308841	0.0	0.0	58.938967633866405	225	host	gene-PA2021
gene-PA3208	233.0133160838677	181.83811539218945	59.31911033889651	244.59120756942406	188.33179227040975	23.75253298687697	15.363923238563373	12.359447557200784	11.033728549797548	9.049708618444212	0.0	17.819885319165696	561	host	gene-PA3208
gene-PA2258	27.842485691810392	39.83397266898123	65.81686774708234	20.15580293730629	38.67796492614147	52.30327277429789	0.0	4.219473652572427	8.4754747372475	0.0	0.0	36.93643830581454	939	host	ptxR
gene-PA3581	93.37176451646414	125.48994701530029	113.19054727932294	247.84439111837702	290.8633193569119	72.51793744564888	5.7005032651018865	5.8959609520320075	18.94873994827477	2.59024823211592	0.0	74.5642708664711	840	host	glpF
gene-PA4926	101.25250105150756	69.02466068252662	96.50219735993558	65.71631582684239	81.13131395783577	54.50466772757905	1.023167252710595	4.232997606587082	24.563181414430254	0.7748605822568991	2.0177497289021638	34.87512877743574	936	host	gene-PA4926
gene-PA1885	177.47629397792338	120.9870456907208	151.34466433976885	26.581880559172202	37.097659924051925	25.666461006044266	3.586833515120288	5.564727190681894	9.935668886735833	0.0	0.0	35.91354553316838	534	host	gene-PA1885
gene-PA2060	12.853536904921317	10.030598105704849	56.094430510106946	13.957447609240864	3.24650121262598	37.06115829633826	0.0	1.947928102146268	9.564424621548065	0.0	0.0	33.30111854057803	1017	host	gene-PA2060
gene-PA2916	11.00340659284931	5.724533262346706	56.02360420895782	7.96561403961726	0.0	42.302130176628516	1.6122635497257862	0.0	7.443388307403109	0.0	1.5897422106501897	35.37711926741399	594	host	gene-PA2916
gene-PA1009	421.67893652596706	341.25604738118426	289.6704328223533	440.93528038655535	313.60154455511275	135.09389959632978	13.730244423471209	30.177176485669193	26.94026348679447	3.899298413937944	8.461531121202622	61.42522681445134	558	host	gene-PA1009
gene-PA3833	283.40481370850904	313.3134790416099	2267.4919389939164	205.1631323374592	241.5871999932162	81.50898253545495	12.976755400231937	13.421699728202944	23.964079428712445	3.931000027059391	5.118194434288416	39.25578519704048	369	host	gene-PA3833
gene-PA0195.1	84.60871865569565	132.05331098384244	276.932212761062	30.625079220276067	74.79560560739272	129.37059228774743	6.198605492149625	0.0	22.89383898820684	2.347150501593714	3.056009298143083	83.19241884093168	309	host	pntAB
gene-PA0155	66.13833319916209	16.19225122778068	220.72156719467972	45.06261656697764	15.722341586860102	118.29488545821475	6.840603918122264	3.5375765712192044	32.63394102202877	3.4536643094878934	1.124174848959777	78.20747628339967	840	host	pcaR
gene-PA4459	684.4003681835068	818.9379416772848	597.3616317149608	726.6641833837233	841.2687487838233	194.67838966102863	58.49731099266858	79.51830058866204	44.753859331003824	27.846298621001868	31.312095269455572	36.31760792582183	573	host	gene-PA4459
gene-PA0580	394.96438401701204	454.04587507139394	268.7448081602638	461.1671286094203	559.936024935544	65.308551851637	34.53638235465237	49.23644584503921	20.6847843489939	14.844697470605857	11.044524831885528	47.12731217687699	1026	host	gcp
gene-PA3915	11.713303792387972	24.375431955798874	298.19015143477543	25.43857386845512	35.50206164774861	99.61469364173813	5.148841658801704	1.775128028568776	49.12636282886051	1.2997661379793146	0.0	69.46900651634378	558	host	moaB1
gene-PA0831	205.05171815380356	146.68274641636617	107.19810654100583	69.58198146371546	80.9238169911917	73.15780159958108	7.511251361075426	11.653193411075025	17.338716292539004	4.266291205837986	5.554746312507133	63.806099576482076	1020	host	oruR
gene-PA2083	33.32090419999309	32.00350830902535	145.41656191649489	29.68831209118527	23.30605929346321	48.97093658094407	0.7511251361075428	0.0	10.403229775523403	0.5688388274450649	0.7406328416676179	30.0828757877834	1275	host	gene-PA2083
gene-PA5052	93.90838385276565	136.7966052002161	307.37088269816144	163.157749639057	142.3142988465785	48.68391705672334	8.255901280492388	9.962140918950633	16.516621985565173	5.210269432417081	5.427050994978234	33.41698761734469	696	host	gene-PA5052
gene-PA0361	139.4653230090208	135.30895057124687	115.14886124609323	169.179719637269	175.17626266328557	45.010052004544185	7.732170518754116	9.13975953809806	13.259018341353356	4.600902280805672	2.722914859072124	40.35679910516937	1734	host	gene-PA0361
gene-PA5439	267.32202520051084	171.52527885460927	152.30957077667586	93.53487896826647	83.27375196312406	64.88056775556521	8.486638807759045	8.102424866596133	16.274991366616366	1.9775582958212887	4.505895100125077	59.383999952007926	1467	host	gene-PA5439
gene-PA3424	27.872168512377353	38.6680626335061	81.09173536429105	47.08034566699156	44.585744798558494	31.929539621591672	3.4032855314041113	3.5199766877803027	17.597503102875407	1.5464168549945791	1.3422983271161515	23.925528111172603	1407	host	gene-PA3424
