Geneid	0_R1	0_R2	10_R1	10_R2	35_R1	35_R2	Entity	Symbol
gene-PA3530	6	18	1	1	1	2	host	gene-PA3530
gene-PA0460	7	2	0	0	0	1	host	gene-PA0460
gene-PA1693	6	10	1	1	1	0	host	pscR
gene-PA2204	5	3	0	0	0	0	host	gene-PA2204
gene-PA0590	8	14	2	6	10	7	host	apaH
gene-PA3630	9	8	0	1	1	1	host	gfnR
gene-PA3004	9	5	1	0	4	4	host	gene-PA3004
gene-PA3507	3	1	1	0	1	1	host	gene-PA3507
gene-PA2219	5	3	0	0	4	0	host	opdE
gene-PA1217	16	5	0	0	0	0	host	gene-PA1217
gene-PA0424	7	10	1	2	3	3	host	mexR
gene-PA0075	6	3	1	0	1	1	host	pppA
gene-PA0608	7	6	1	3	2	1	host	gene-PA0608
gene-PHIKZ_p05	0	0	51	47	1413	1744	phage	gene-PHIKZ_p05
gene-PA3696	8	3	0	0	5	3	host	gene-PA3696
gene-PA1524	7	5	0	0	0	1	host	xdhA
gene-PHIKZ288	2	2	6151	5823	3836	3654	phage	gene-PHIKZ288
gene-PA4091	13	6	0	0	0	0	host	hpaA
gene-PA3275	4	3	0	0	0	0	host	gene-PA3275
gene-PA3543	5	8	1	0	1	1	host	algK
gene-PA1505	3	8	0	0	0	0	host	moaA2
gene-PA3694	5	4	0	0	0	0	host	gene-PA3694
gene-PA2295	4	3	0	0	1	0	host	gene-PA2295
gene-PA5474	16	10	1	1	0	1	host	gene-PA5474
gene-PA1645	3	2	0	0	0	0	host	gene-PA1645
gene-PA0919	7	12	0	0	0	0	host	gene-PA0919
gene-PA2476	2	3	0	0	0	0	host	dsbG
gene-PA4975	8	4	0	0	2	1	host	gene-PA4975
gene-PA2954	2	3	0	0	0	0	host	gene-PA2954
gene-PA3283	7	2	4	5	1	3	host	gene-PA3283
gene-PA1473	1	1	0	0	0	0	host	gene-PA1473
gene-PA5281	8	5	0	0	0	0	host	gene-PA5281
gene-PA2428	4	2	0	0	2	0	host	gene-PA2428
gene-PA1555.1	2	4	3	6	7	4	host	ccoQ2
gene-PA0552	24	22	5	2	0	0	host	pgk
gene-PA5314	2	7	2	1	0	0	host	gene-PA5314
gene-PA3318	2	2	0	0	0	0	host	gene-PA3318
gene-PA2594	3	6	0	1	0	0	host	gene-PA2594
gene-PA5150	19	13	2	0	2	0	host	gene-PA5150
gene-PA4220	4	2	0	0	0	0	host	gene-PA4220
gene-PA2383	7	2	0	0	0	0	host	gene-PA2383
gene-PA0214	10	1	0	0	0	0	host	gene-PA0214
gene-PA1990	7	2	0	0	4	3	host	pqqH
gene-PA4894	7	0	0	0	0	0	host	gene-PA4894
gene-PA3414	6	2	1	0	0	0	host	gene-PA3414
gene-PA5157	8	4	0	0	0	0	host	gene-PA5157
gene-PA0515	5	3	0	0	0	0	host	gene-PA0515
gene-PA5536	6	2	0	0	0	0	host	gene-PA5536
gene-PA4046	7	6	0	1	2	0	host	gene-PA4046
gene-PA3412	0	1	0	0	0	0	host	gene-PA3412
gene-PA0739	7	3	0	0	0	0	host	gene-PA0739
gene-PA2576	4	2	0	0	2	0	host	gene-PA2576
gene-PA1947	4	6	0	0	1	1	host	rbsA
gene-PA2191	9	20	0	1	3	2	host	exoY
gene-PA1015	9	8	6	3	1	2	host	gene-PA1015
gene-PA0941	3	2	0	1	1	0	host	gene-PA0941
gene-PA0468	7	6	0	0	0	0	host	gene-PA0468
gene-PA1746	1	1	0	0	0	0	host	gene-PA1746
gene-PHIKZ195	0	0	1506	1349	3436	3579	phage	gene-PHIKZ195
gene-PHIKZ_p02	0	0	525	454	498	495	phage	gene-PHIKZ_p02
gene-PA5384	6	1	0	3	0	0	host	gene-PA5384
gene-PA3032	12	11	2	0	1	4	host	snr1
gene-PA4231	7	5	6	4	1	5	host	pchA
gene-PHIKZ_p77	0	0	575	436	166	168	phage	gene-PHIKZ_p77
gene-PA4630	5	5	1	1	1	0	host	gene-PA4630
gene-PA5515	8	13	0	0	0	0	host	gene-PA5515
gene-PA5519	6	8	3	4	3	2	host	gene-PA5519
gene-PA0479	9	1	0	0	0	0	host	gene-PA0479
gene-PA5273	10	3	1	0	1	2	host	gene-PA5273
gene-PA3036	9	3	0	0	0	0	host	gene-PA3036
gene-PA1907	8	2	2	0	0	1	host	gene-PA1907
gene-PA5219	17	6	3	3	2	2	host	gene-PA5219
gene-PA0425	18	27	0	1	3	3	host	mexA
gene-PA4531	2	3	0	0	0	0	host	gene-PA4531
gene-PA2815	10	5	2	2	1	8	host	gene-PA2815
gene-PA3338	0	3	1	0	0	0	host	gene-PA3338
gene-PA2515	3	3	0	0	1	0	host	xylL
gene-PA2874	3	3	0	0	0	0	host	gene-PA2874
gene-PA0536	11	10	0	0	0	0	host	gene-PA0536
gene-PA3263	11	9	3	3	4	1	host	gene-PA3263
gene-PA3927	5	4	2	0	1	1	host	gene-PA3927
gene-PA4588	16	10	0	2	1	1	host	gdhA
gene-PA3206	7	8	0	0	2	2	host	gene-PA3206
gene-PA0774	5	15	0	0	1	0	host	gene-PA0774
gene-PA3956	10	5	0	0	0	1	host	gene-PA3956
gene-PA0028	4	3	0	0	0	0	host	gene-PA0028
gene-PA2071	14	11	2	2	1	1	host	fusA2
gene-PA2338	13	4	2	0	0	0	host	gene-PA2338
gene-PA3249	4	3	0	0	0	0	host	gene-PA3249
gene-PA4110	13	10	0	1	0	0	host	ampC
gene-PA3242	14	19	5	5	2	2	host	gene-PA3242
gene-PA0294	8	4	0	0	1	1	host	aguR
gene-PA2047	3	3	0	0	0	1	host	gene-PA2047
gene-PA2388	4	22	1	1	1	3	host	fpvR
gene-PA3826	1	14	1	1	0	1	host	gene-PA3826
gene-PA2852	4	15	0	0	0	0	host	gene-PA2852
gene-PA4470	11	4	1	0	2	1	host	fumC1
gene-PHIKZ286	0	1	5356	5269	4292	4154	phage	gene-PHIKZ286
gene-PA3936	12	2	0	2	1	2	host	gene-PA3936
gene-PA0556	1	6	0	0	0	0	host	gene-PA0556
gene-PA1354	3	1	0	0	0	0	host	gene-PA1354
gene-PA1657	3	1	0	0	0	0	host	gene-PA1657
gene-PA2137	1	0	0	0	0	0	host	gene-PA2137
gene-PA3560	16	16	0	0	2	3	host	fruA
gene-PA3321	6	3	0	0	1	0	host	gene-PA3321
gene-PA2782	3	3	0	0	1	0	host	gene-PA2782
gene-PA2927	9	4	0	0	4	0	host	gene-PA2927
gene-PA1312	7	3	0	0	1	2	host	gene-PA1312
gene-PA4635a	4	0	0	0	0	0	host	gene-PA4635a
gene-PA3690	15	18	1	1	0	0	host	gene-PA3690
gene-PA4052	7	13	1	1	2	2	host	nusB
gene-PA2089	14	8	0	0	1	3	host	gene-PA2089
gene-PA2941	2	4	0	0	0	0	host	gene-PA2941
gene-PA3255	5	1	0	0	0	0	host	gene-PA3255
gene-PA3243	9	11	3	3	5	6	host	minC
gene-PA1103	7	24	1	2	2	0	host	gene-PA1103
gene-PA4201	9	14	0	0	7	5	host	ddlA
gene-PA1065	3	2	0	0	1	0	host	gene-PA1065
gene-PA3419	10	7	0	0	0	0	host	gene-PA3419
gene-PA4843	28	30	0	1	2	2	host	gene-PA4843
gene-PA1911	6	0	0	0	0	0	host	femR
gene-PHIKZ058	0	0	6115	5992	3296	3233	phage	gene-PHIKZ058
gene-PA3052	5	3	2	2	0	0	host	gene-PA3052
gene-PA4171	5	7	0	0	0	2	host	gene-PA4171
gene-PA3508	6	8	1	0	0	1	host	gene-PA3508
gene-PA0950	3	13	0	0	0	0	host	gene-PA0950
gene-PA4092	8	2	0	0	0	0	host	hpaC
gene-PA0994	19	12	3	2	3	2	host	cupC3
gene-PA3302	8	2	1	1	1	1	host	gene-PA3302
gene-PA3424	12	4	0	0	1	1	host	gene-PA3424
gene-PA0583	4	3	1	1	0	2	host	gene-PA0583
gene-PA2095	3	2	0	0	0	1	host	gene-PA2095
gene-PA3122	4	7	0	0	0	1	host	gene-PA3122
gene-PA3195	10	11	3	1	1	2	host	gapA
gene-PA3494	8	9	2	2	0	0	host	gene-PA3494
gene-PA3872	6	1	0	0	1	2	host	narI
gene-PA3614	13	8	0	1	0	1	host	gene-PA3614
gene-PA0089	13	7	0	0	2	0	host	gene-PA0089
gene-PA3016	2	5	1	0	0	0	host	gene-PA3016
gene-PA2931	3	8	0	0	0	0	host	cifR
gene-PA2710	1	2	0	0	1	0	host	gene-PA2710
gene-PA4174	7	4	1	1	4	1	host	gene-PA4174
gene-PHIKZ287	1	0	1280	1249	2175	2102	phage	gene-PHIKZ287
gene-PA5145	10	5	1	6	5	10	host	gene-PA5145
gene-PA2259	3	1	0	0	0	1	host	ptxS
gene-PA3191	5	4	0	0	0	0	host	gene-PA3191
gene-PA1621	1	1	1	0	1	1	host	gene-PA1621
gene-PA0731	5	4	0	1	2	2	host	gene-PA0731
gene-PA4210	4	0	0	0	1	1	host	phzA1
gene-PA0772	2	12	0	0	0	0	host	recO
gene-PA0778	4	5	3	2	0	6	host	icp
gene-PA4844	24	10	3	3	2	1	host	gene-PA4844
gene-PA1205	7	4	0	1	0	1	host	gene-PA1205
gene-PA3307	8	7	0	0	1	2	host	gene-PA3307
gene-PA1005	6	10	1	1	3	1	host	gene-PA1005
gene-PA1704	2	7	0	0	0	0	host	pcrR
gene-PA1401	5	2	0	0	0	0	host	gene-PA1401
gene-PA1387	5	4	2	6	7	4	host	gene-PA1387
gene-PA3120	4	5	1	0	0	0	host	leuD
gene-PA0386	21	14	0	0	0	0	host	gene-PA0386
gene-PA4152	12	4	0	0	0	0	host	gene-PA4152
gene-PA1038	7	1	0	0	1	1	host	gene-PA1038
gene-PA2835	9	8	0	0	2	4	host	gene-PA2835
gene-PA0758	7	18	0	0	0	1	host	gene-PA0758
gene-PA1836	2	6	1	0	1	2	host	gene-PA1836
gene-PA1270	14	2	0	0	0	2	host	gene-PA1270
gene-PA3564	3	1	0	0	0	0	host	gene-PA3564
gene-PA4436	12	4	1	1	1	1	host	gene-PA4436
gene-PA1511	23	13	2	2	5	7	host	gene-PA1511
gene-PA0086	8	4	0	1	0	0	host	gene-PA0086
gene-PA2454	5	5	0	2	0	1	host	gene-PA2454
gene-PHIKZ112	0	0	1625	1622	1864	1880	phage	gene-PHIKZ112
gene-PA3235	1	12	0	0	0	1	host	gene-PA3235
gene-PA2122	13	1	0	0	2	1	host	gene-PA2122
gene-PA4930	8	7	0	0	0	0	host	alr
gene-PA3129	6	23	0	0	0	0	host	gene-PA3129
gene-PA1106	5	5	0	0	0	0	host	gene-PA1106
gene-PA2312	3	1	0	1	0	0	host	gene-PA2312
gene-PA4849	4	5	0	0	0	0	host	gene-PA4849
gene-PA4215	8	1	0	0	0	0	host	phzF1
gene-PA2127	5	5	0	0	2	0	host	gene-PA2127
gene-PA3477	8	13	2	1	1	0	host	rhlR
gene-PA0506	15	15	0	0	1	0	host	gene-PA0506
gene-PA5090	24	9	0	0	0	0	host	gene-PA5090
gene-PA0186	10	2	1	0	0	0	host	gene-PA0186
gene-PA4390	12	24	3	1	5	2	host	gene-PA4390
gene-PA5185	1	9	3	4	0	0	host	gene-PA5185
gene-PA4770	18	22	4	4	3	3	host	lldP
gene-PA4881	6	4	2	4	2	2	host	gene-PA4881
gene-PA0339	9	1	2	2	3	2	host	gene-PA0339
gene-PA1485	10	1	0	0	0	0	host	gene-PA1485
gene-PA1341	7	4	2	2	1	0	host	gene-PA1341
gene-PA4404	4	26	0	0	4	4	host	gene-PA4404
gene-PHIKZ011	0	0	1373	1454	1532	1542	phage	gene-PHIKZ011
gene-PA1328	6	1	1	0	1	0	host	gene-PA1328
gene-PA1359	6	3	0	0	0	0	host	gene-PA1359
gene-PA2421	8	0	2	3	3	10	host	gene-PA2421
gene-PA2511	4	5	0	0	2	2	host	gene-PA2511
gene-PA4804	13	17	1	1	1	0	host	gene-PA4804
gene-PA2072	12	5	0	0	5	0	host	gene-PA2072
gene-PA4132	14	12	4	2	5	4	host	gene-PA4132
gene-PA3173	6	2	4	5	3	4	host	gene-PA3173
gene-PA5321	15	12	0	1	0	2	host	dut
gene-PA3380	6	2	0	0	0	0	host	gene-PA3380
gene-PA2175	3	3	0	0	1	0	host	gene-PA2175
gene-PA4129	10	6	0	0	0	0	host	gene-PA4129
gene-PA1914	4	5	0	0	0	2	host	gene-PA1914
gene-PA3829	3	2	2	0	1	0	host	gene-PA3829
gene-PA0219	24	4	0	1	0	0	host	gene-PA0219
gene-PA2193	0	2	0	0	0	0	host	hcnA
gene-PA1833a	7	2	1	0	0	0	host	gene-PA1833a
gene-PA2129	6	3	0	0	0	0	host	cupA2
gene-PA4965	7	10	4	2	2	1	host	gene-PA4965
gene-PA3689	3	4	0	0	2	1	host	gene-PA3689
gene-PA4179	19	7	0	0	1	0	host	gene-PA4179
gene-PA2254	3	1	0	0	0	0	host	pvcA
gene-PA2279	3	3	0	0	0	0	host	arsC
gene-PA0037	10	3	0	0	0	0	host	trpI
gene-PHIKZ215	1	0	1469	1649	3400	3071	phage	gene-PHIKZ215
gene-PA1064	3	17	0	0	2	2	host	gene-PA1064
gene-PA4103	18	12	0	0	1	1	host	gene-PA4103
gene-PA0290	22	10	0	1	0	0	host	gene-PA0290
gene-PA1933	18	21	2	3	1	2	host	gene-PA1933
gene-PA4050	8	13	0	0	0	1	host	pgpA
gene-PA3270	5	6	0	0	0	0	host	gene-PA3270
gene-PA0792	18	5	2	1	4	2	host	prpD
gene-PA3404	11	2	1	4	3	3	host	gene-PA3404
gene-PA1952	4	2	0	0	0	0	host	gene-PA1952
gene-PA0358	9	7	1	0	0	0	host	gene-PA0358
gene-PA2960	12	29	0	0	3	3	host	pilZ
gene-PA0519	26	9	5	5	5	4	host	nirS
gene-PA1891	1	0	5	7	0	6	host	gene-PA1891
gene-PA4553	6	7	0	2	1	1	host	pilX
gene-PA1261	4	2	0	0	1	0	host	gene-PA1261
gene-PA4348	8	4	0	1	5	4	host	gene-PA4348
gene-PA0734	2	2	1	0	0	0	host	gene-PA0734
gene-PA2080	6	6	0	0	3	5	host	kynU
gene-PA2568	4	3	1	1	1	0	host	gene-PA2568
gene-PA3840	4	10	1	1	2	1	host	gene-PA3840
gene-PA1146	8	3	0	0	1	0	host	gene-PA1146
gene-PA5447	23	9	2	1	9	7	host	wbpZ
gene-PA2152	19	14	2	2	0	3	host	gene-PA2152
gene-PA1177	1	3	0	0	0	0	host	napE
gene-PA2124	4	2	7	2	3	1	host	gene-PA2124
gene-PA3265	1	1	0	2	0	0	host	gene-PA3265
gene-PA4018	0	5	0	0	0	0	host	gene-PA4018
gene-PA0193	10	4	0	0	0	0	host	gene-PA0193
gene-PA1950	6	3	1	0	0	1	host	rbsK
gene-PA0691	4	1	1	1	2	0	host	gene-PA0691
gene-PA0366	14	8	3	0	4	2	host	gene-PA0366
gene-PA3733a	6	6	0	1	2	3	host	gene-PA3733a
gene-PA3073	9	6	0	0	1	0	host	gene-PA3073
gene-PA1688	12	28	0	1	0	0	host	gene-PA1688
gene-PA2475	4	0	1	0	0	0	host	gene-PA2475
gene-PA0093	27	9	0	0	2	2	host	gene-PA0093
gene-PA1214	9	5	1	0	0	0	host	gene-PA1214
gene-PA2463	13	5	1	2	4	3	host	gene-PA2463
gene-PA0812	19	8	0	1	1	0	host	gene-PA0812
gene-PA2212	2	2	0	1	2	1	host	gene-PA2212
gene-PA2531	4	4	0	0	0	0	host	gene-PA2531
gene-PA3410	5	1	2	4	3	2	host	gene-PA3410
gene-PHIKZ190	1	1	673	700	5749	5719	phage	gene-PHIKZ190
gene-PA4703	3	1	0	0	0	0	host	gene-PA4703
gene-PA0311	4	1	0	0	0	0	host	gene-PA0311
gene-PA2112	3	3	0	0	0	0	host	gene-PA2112
gene-PA5481	9	2	5	3	2	1	host	gene-PA5481
gene-PA1701	5	2	1	1	1	0	host	gene-PA1701
gene-PA1853	6	11	1	1	1	0	host	gene-PA1853
gene-PA0714	2	7	1	2	0	0	host	gene-PA0714
gene-PA2269	6	1	0	0	0	0	host	gene-PA2269
gene-PA1320	2	9	0	0	0	1	host	cyoD
gene-PA4833	9	6	0	0	1	0	host	gene-PA4833
gene-PHIKZ040	0	1	1506	1425	1352	1341	phage	gene-PHIKZ040
gene-PA2720	7	3	0	0	0	0	host	gene-PA2720
gene-PA4818	24	9	1	0	0	0	host	gene-PA4818
gene-PA3951	8	5	0	0	0	0	host	gene-PA3951
gene-PA4801	0	2	1	0	2	1	host	gene-PA4801
gene-PA1669	16	14	0	1	1	1	host	gene-PA1669
gene-PA2832	0	2	2	0	0	0	host	tpm
gene-PA1825	4	5	0	0	1	0	host	gene-PA1825
gene-PA3963a	9	8	1	2	0	0	host	gene-PA3963a
gene-PA1277	8	17	1	2	0	3	host	cobQ
gene-PA0208	27	9	0	0	0	1	host	mdcA
gene-PA4936	13	4	0	0	3	3	host	gene-PA4936
gene-PA0450	21	10	0	0	1	1	host	gene-PA0450
gene-PA0475	8	3	0	0	0	0	host	gene-PA0475
gene-PA1917	3	0	0	0	1	1	host	gene-PA1917
gene-PA1127	11	7	0	0	0	0	host	gene-PA1127
gene-PA1383	11	12	6	5	6	6	host	gene-PA1383
gene-PA0205	17	12	2	2	2	2	host	gene-PA0205
gene-PA0788a	2	2	0	0	0	0	host	gene-PA0788a
gene-PA1184	7	4	0	0	0	0	host	gene-PA1184
gene-PA1748	5	9	0	0	1	2	host	gene-PA1748
gene-PA1148	3	3	0	0	0	2	host	toxA
gene-PA4870	5	2	0	0	1	1	host	gene-PA4870
