Geneid	0_R1	0_R2	2.5_R1	2.5_R2	5_R1	5_R2	10_R1	10_R2	20_R1	20_R2	30_R1	30_R2	Entity	Symbol
gene-b0521	27	202	59	264	11	225	8	167	1	108	3	68	host	ybcF
gene-b1346	0	9	0	27	0	31	0	22	1	21	0	3	host	xisR
gene-b3808	166	699	153	770	97	408	53	197	28	147	24	44	host	yzcX
gene-b0192	209	1205	304	1700	122	385	48	175	28	143	27	60	host	nlpE
gene-b0146	368	269	391	269	194	172	50	90	29	65	26	30	host	sfsA
gene-b0714	70	399	158	544	50	201	22	98	4	62	5	20	host	nei
gene-b0288	36	136	37	249	25	113	5	69	1	40	0	27	host	ykgJ
gene-b2943	195	927	288	1532	148	508	55	295	37	200	22	75	host	galP
gene-b2327	156	1560	389	1993	173	319	50	160	25	100	18	62	host	yfcA
gene-b1874	201	990	309	1175	154	358	49	150	23	93	25	45	host	cutC
gene-b4209	31	172	87	396	49	228	12	147	4	100	3	32	host	ytfE
gene-b2871	21	161	14	250	4	239	3	156	6	121	4	65	host	ygeX
gene-b1663	218	1026	453	1571	225	479	91	232	60	173	29	77	host	mdtK
gene-b1502	0	29	4	98	3	94	1	79	0	61	0	26	host	ydeQ
gene-b0277	37	140	17	258	15	152	2	112	3	75	2	41	host	yagK
gene-b1270	89	462	143	481	60	153	24	71	19	51	6	12	host	btuR
gene-b2089	20	194	40	258	20	182	10	100	9	71	3	40	host	insF5
gene-b2109	15	93	21	286	3	345	4	222	0	153	1	99	host	yehB
gene-b1938	28	123	31	209	11	230	5	176	8	148	3	48	host	fliF
gene-T4p238	5	0	30	5231	4905	136985	2528	108698	11285	146789	1757	86484	phage	I-TevI
gene-b4241	33	400	44	410	14	214	7	136	7	119	4	54	host	treR
gene-b3047	6	44	6	168	4	134	1	80	4	69	0	40	host	yqiH
gene-b0481	112	702	155	704	48	145	20	100	10	76	6	37	host	ybaK
gene-b4477	9	90	14	202	1	241	2	175	3	128	0	49	host	dgoA
gene-b0050	238	1896	442	2019	222	390	69	136	32	98	18	46	host	apaG
gene-b1833	78	733	152	634	47	220	15	163	9	113	5	55	host	letA
gene-b4770	46	104	60	63	26	41	5	13	5	6	2	4	host	yljB
gene-b2503	23	244	46	502	31	513	12	347	5	231	0	93	host	pdeF
gene-b0158	106	823	201	1012	73	660	42	274	20	147	25	53	host	btuF
gene-b2775	12	94	12	213	6	284	2	217	1	163	1	79	host	yqcE
gene-b1217	30	117	32	143	11	78	5	28	1	11	2	8	host	chaB
gene-b4546	64	380	100	675	84	242	41	88	14	59	12	19	host	ypeB
gene-b3043	5	32	10	120	7	103	2	76	2	53	1	21	host	ygiL
gene-b2843	16	90	23	150	10	176	12	174	8	84	6	55	host	kduI
gene-b0659	265	2307	440	2855	200	305	81	111	45	72	37	34	host	ybeY
gene-b0807	166	1098	309	833	134	294	90	169	48	102	23	40	host	rlmF
gene-b0856	171	420	297	612	87	273	17	156	15	73	15	39	host	potH
gene-b3858	155	712	172	684	86	200	36	89	25	61	18	23	host	yihD
gene-b4321	17	132	14	323	7	311	3	247	8	177	3	90	host	gntP
gene-b2098	18	101	26	222	11	226	8	167	2	101	1	39	host	yegT
gene-T4p133	0	0	1044	51272	4248	45093	140	29220	9672	70679	449	32493	phage	trna.2
gene-b1342	100	373	111	299	32	216	11	169	13	68	11	42	host	zntB
gene-b1328	44	243	65	300	13	125	4	97	13	69	4	30	host	pgrR
gene-T4p207	0	0	677	43509	5665	91476	1088	27498	1927	13553	225	10450	phage	30.4
gene-b1908	427	944	662	954	445	322	177	153	88	100	67	50	host	yecA
gene-b2043	39	187	43	254	7	228	7	127	4	81	2	40	host	wcaM
gene-b2808	150	815	179	519	48	290	14	173	26	112	9	44	host	gcvA
gene-b2180	103	1422	391	1690	180	537	81	275	37	206	21	122	host	yejF
gene-b4371	375	3630	515	3261	233	572	120	241	71	162	44	56	host	rsmC
gene-b0845	102	497	126	666	49	326	19	219	13	104	16	41	host	ybjJ
gene-b4667	32	289	48	486	60	499	25	303	44	284	12	161	host	ibsA
gene-b2135	10	47	7	136	7	139	8	98	1	58	2	9	host	yohC
gene-b2198	4	61	15	73	6	47	0	59	3	31	1	10	host	ccmD
gene-b0998	13	98	36	217	16	92	4	58	1	26	2	12	host	torD
gene-b0833	35	360	109	563	21	267	2	165	6	56	1	18	host	pdeI
gene-b2840	194	276	152	475	104	209	31	137	18	76	18	42	host	ygeA
gene-b0934	4	50	13	138	5	191	5	112	1	65	0	18	host	ssuC
gene-b2981	17	313	36	337	24	321	4	204	3	113	2	49	host	yghO
gene-b3450	183	560	203	996	120	360	33	246	15	152	16	69	host	ugpC
gene-b3920	84	590	61	255	23	214	10	130	12	85	9	38	host	yiiQ
gene-b2733	348	2459	467	3415	214	680	101	361	62	264	59	91	host	mutS
gene-b0545	14	53	15	138	4	103	4	51	1	36	0	21	host	ybcL
gene-b2484	7	87	9	243	3	341	2	245	1	164	1	63	host	hyfD
gene-b1694	12	51	14	223	6	234	1	186	3	107	1	45	host	ydiF
gene-b3958	110	407	178	473	67	374	33	253	34	187	24	83	host	argC
gene-b4728	300	530	255	302	99	80	40	38	26	22	8	11	host	yadW
gene-b4237	12	54	29	119	7	130	5	77	1	56	1	28	host	nrdG
gene-b2091	278	154	396	511	250	257	44	140	40	109	18	72	host	gatD
gene-b3743	20	347	22	353	11	246	6	144	6	91	4	42	host	asnC
gene-b2616	149	997	177	943	65	373	56	215	44	198	37	76	host	recN
gene-b0340	8	102	22	148	9	102	2	50	3	37	1	6	host	cynS
gene-b1365	8	31	11	83	2	42	0	28	2	19	1	10	host	ynaK
gene-b2123	10	50	19	93	4	77	0	53	2	25	1	15	host	yehR
gene-b3037	597	3005	973	4096	520	644	186	241	69	173	74	60	host	ygiB
gene-b0839	372	1590	424	1790	139	390	67	193	38	135	14	51	host	dacC
gene-b2807	164	398	219	380	97	215	51	90	40	74	18	34	host	ygdD
gene-b0062	13	138	19	373	10	349	4	224	5	167	1	72	host	araA
gene-T4p226	3	1	705	51094	4863	92271	1754	40777	1320	27753	406	13778	phage	pseT.3
gene-b0241	30	324	45	274	22	218	12	131	17	87	7	50	host	phoE
gene-b0448	74	640	150	802	59	437	26	239	21	165	16	76	host	mdlA
gene-b2643	4	28	3	109	4	118	2	82	0	57	0	23	host	lfgA
gene-b1573	9	47	12	46	2	63	5	19	1	21	0	7	host	ydfC
gene-b2328	378	2716	587	3069	198	301	83	163	28	105	34	45	host	mepA
gene-b2984	3	60	8	136	0	175	1	125	2	85	0	20	host	yghR
gene-b2289	237	1477	358	2099	186	1146	73	347	50	243	38	147	host	lrhA
gene-b4190	58	354	80	377	23	266	21	127	9	108	5	36	host	yjfP
gene-b2895	212	1768	310	1638	137	326	78	160	26	125	21	29	host	fldB
gene-b3146	183	850	165	798	74	336	25	195	21	152	18	73	host	rsmI
gene-b3717	40	284	54	425	28	412	18	245	22	145	6	67	host	cbrC
gene-b3133	0	41	3	102	3	104	0	79	0	50	0	14	host	agaV
gene-b4240	29	155	32	357	15	395	13	280	6	261	4	102	host	treB
gene-b4526	0	5	2	17	0	13	0	13	1	12	0	4	host	ydaE
gene-b1341	129	691	186	848	72	220	15	123	18	91	7	32	host	dgcM
gene-b1191	144	1329	214	1115	59	372	27	258	15	172	10	87	host	cvrA
gene-b2776	16	102	12	242	9	330	4	197	5	176	1	83	host	ygcE
gene-b3710	44	563	63	578	25	575	15	320	14	274	13	130	host	mdtL
gene-T4p055	0	0	69	3330	391	9891	178	23958	1089	20602	43	4789	phage	46.1
gene-b0875	27	161	49	305	15	173	8	124	1	82	1	34	host	aqpZ
gene-b3573	46	354	126	505	39	168	13	113	5	80	4	23	host	ysaA
gene-b2320	713	4434	878	4843	434	755	122	293	91	220	71	99	host	pdxB
gene-b0511	2	66	3	219	2	257	1	191	1	169	1	67	host	allW
gene-b3903	5	109	8	312	5	378	7	249	6	185	1	61	host	rhaA
gene-b0919	44	284	87	280	28	220	14	136	9	104	3	34	host	ycbJ
gene-b1119	307	1853	594	2575	220	322	92	162	51	104	37	42	host	nagK
gene-b3093	32	301	39	526	18	362	6	262	5	245	3	106	host	exuT
gene-b3120	7	25	4	92	3	134	0	87	1	54	0	26	host	yhaB
gene-b1661	516	3474	482	3125	149	487	63	211	30	169	20	92	host	cfa
gene-b0377	66	293	126	469	59	236	28	291	11	137	1	80	host	sbmA
gene-b4157	6	57	34	145	20	125	5	93	5	60	1	19	host	yjeN
gene-b1522	20	264	56	302	31	159	12	111	4	71	6	31	host	dgcF
gene-b4124	56	471	79	452	21	215	11	154	17	101	7	22	host	dcuR
gene-b4605	3	9	1	19	1	23	0	12	0	6	0	4	host	ypaB
gene-b1006	80	199	109	608	70	298	16	212	14	119	5	55	host	rutG
gene-b2971	12	92	19	176	6	80	3	34	3	38	1	14	host	yghG
gene-b2726	15	118	11	203	3	99	1	63	1	53	2	29	host	hypA
gene-b1290	55	634	168	855	43	154	18	97	26	83	9	30	host	sapF
gene-b2371	9	113	16	257	4	200	0	181	6	104	1	60	host	yfdE
gene-b1259	8	13	4	76	3	31	0	14	1	15	2	4	host	yciG
gene-b1370	28	261	33	257	10	144	3	109	5	66	2	42	host	insH5
gene-b0831	204	457	318	969	124	272	41	165	10	78	17	34	host	gsiC
gene-b4791	7	12	3	48	3	39	0	27	1	17	0	8	host	yriA
gene-b0760	147	880	178	734	58	309	32	183	20	139	10	47	host	modF
gene-b4723	51	515	438	893	236	284	42	85	26	76	4	49	host	ymcF
gene-T4p106	1	0	12	1068	1434	38809	776	35887	2313	25569	179	12224	phage	tk
gene-b4757	5	36	6	46	2	57	2	31	1	18	0	13	host	ysdD
gene-b2717	43	234	33	270	29	191	16	88	6	46	7	23	host	hycI
gene-b2524	313	2785	445	2317	191	261	88	95	40	67	47	41	host	iscX
gene-b4302	16	97	6	146	5	155	0	83	4	64	0	27	host	sgcA
gene-b3427	18	87	42	160	27	144	9	75	2	49	2	27	host	yzgL
gene-b3203	644	2004	781	1650	193	197	45	62	42	46	42	20	host	hpf
gene-b0067	73	625	175	855	62	505	38	309	21	258	21	108	host	thiP
gene-b2028	62	672	139	792	38	246	7	135	14	88	5	48	host	ugd
gene-b1372	23	160	19	314	15	378	7	277	2	136	1	54	host	stfR
gene-b0320	9	94	20	250	13	301	5	222	2	139	3	50	host	yahF
gene-b1333	461	2437	585	2578	213	477	90	165	62	141	30	67	host	uspE
gene-b3939	282	575	249	941	100	562	75	314	36	243	58	104	host	metB
gene-b4020	123	590	251	1013	97	530	36	360	25	263	18	89	host	yjbB
gene-b0028	466	1876	958	2937	431	314	120	121	52	109	64	39	host	fkpB
gene-b2148	15	54	27	212	10	167	2	127	5	92	3	29	host	mglC
gene-b4774	63	376	85	437	44	175	14	86	5	49	10	28	host	yncP
gene-b1678	145	688	199	1084	103	229	40	119	20	89	9	30	host	ldtE
gene-b1478	169	915	382	1948	244	465	93	151	32	133	21	41	host	adhP
gene-b1535	27	219	82	447	38	151	5	94	7	62	1	16	host	dgcZ
gene-b1403	38	178	52	232	23	121	9	78	5	58	5	22	host	insC2
gene-b0061	10	56	5	124	6	173	2	95	1	69	2	32	host	araD
gene-b4554	189	213	77	182	25	81	18	46	8	26	9	19	host	yibT
gene-b3848	318	1179	539	1779	296	518	151	242	92	198	65	84	host	yigZ
gene-b1135	47	690	85	294	34	117	12	81	10	52	4	24	host	rluE
gene-b2481	1	39	4	102	2	138	3	90	1	73	2	26	host	hyfA
gene-b1474	39	290	42	423	38	354	17	250	12	168	4	90	host	fdnG
gene-b3684	8	84	8	233	1	289	1	235	2	113	0	36	host	yidP
gene-b2393	289	2662	507	3016	195	375	60	179	85	144	47	52	host	nupC
gene-T4p236	2	0	9	551	1123	114524	3346	86050	8702	72855	1246	32461	phage	nrdA.2
gene-b2950	35	143	46	287	21	233	13	175	10	108	0	37	host	yggR
gene-b0102	222	1741	328	1566	104	285	56	129	34	92	19	50	host	zapD
gene-T4p077	2	1	15	1088	331	20183	528	51003	4973	106360	469	40820	phage	I-TevII
gene-b3671	359	428	690	1620	333	722	160	419	92	297	67	114	host	ilvB
gene-b2472	417	1593	622	2759	330	672	106	291	58	170	54	84	host	dapE
gene-b0898	76	929	126	762	71	367	28	203	22	117	3	65	host	ycaD
gene-b0782	216	1412	270	1424	79	173	32	97	18	82	19	32	host	moaB
gene-b2446	6	49	5	75	1	107	0	52	1	42	0	14	host	yffO
gene-b3445	17	173	31	180	20	70	5	45	5	49	1	22	host	insB6
gene-b2755	31	162	59	250	32	263	10	173	10	114	1	53	host	cas1
gene-b4002	28	109	36	226	19	198	17	106	13	80	11	18	host	zraP
gene-b4400	30	149	61	330	24	319	7	215	5	166	1	82	host	creD
gene-b0821	123	537	154	856	89	297	36	159	12	102	14	41	host	ybiU
gene-b3866	290	1887	236	1829	104	377	61	145	52	123	35	50	host	yihI
gene-b0676	428	2317	521	1933	161	357	73	203	31	130	40	39	host	nagC
gene-b3917	512	1691	352	1568	81	492	29	311	32	216	38	101	host	sbp
gene-b1225	19	140	36	206	20	285	12	168	3	136	3	49	host	narH
gene-b2037	470	2120	225	2121	99	275	5	119	38	80	4	38	host	rfbX
gene-b4136	329	1522	373	1392	111	393	52	280	35	221	23	97	host	dsbD
gene-b0707	49	386	99	444	28	160	7	83	4	65	2	26	host	ybgA
gene-b3084	236	1763	408	1708	194	544	90	279	71	216	43	77	host	rlmG
gene-b2405	58	197	75	566	50	296	18	187	15	77	5	36	host	xapR
gene-b1238	143	742	144	1023	81	213	21	61	13	46	8	14	host	tdk
gene-b1706	337	2816	556	2436	203	390	89	192	65	145	38	51	host	selO
gene-b0189	105	723	83	418	33	118	19	71	9	46	2	20	host	rof
gene-b1752	9	99	12	124	8	123	0	82	1	41	0	22	host	ydjZ
gene-b2979	70	202	198	317	55	330	22	207	7	142	5	50	host	glcD
gene-b0215	201	1380	1147	893	56	176	27	85	29	58	16	33	host	dnaQ
gene-b1594	127	281	153	319	50	240	19	165	27	102	11	68	host	mlc
gene-b3708	59	131	66	521	37	599	21	360	22	322	14	134	host	tnaA
gene-b2376	6	18	8	51	3	59	2	39	1	26	1	17	host	ypdI
gene-b3725	251	632	298	938	115	404	50	190	38	140	28	44	host	pstB
gene-b1271	118	482	124	492	34	153	23	94	7	74	12	28	host	yciK
gene-b1130	439	1814	612	1706	214	311	71	138	57	97	32	49	host	phoP
gene-b0489	113	709	189	1004	60	234	35	145	17	108	22	36	host	qmcA
gene-b2673	153	102	65	146	13	93	11	49	2	32	2	27	host	nrdH
gene-b3494	139	234	93	196	26	91	11	60	12	48	7	23	host	uspB
gene-b1067	313	1089	266	1094	87	199	37	117	37	67	30	32	host	yceH
gene-b4090	25	28	21	116	8	146	5	101	1	75	0	38	host	rpiB
gene-b1255	169	2102	229	1935	108	301	27	137	23	99	11	39	host	yciC
gene-b4125	101	739	128	702	34	442	19	282	19	167	8	43	host	dcuS
gene-b0010	50	453	96	463	47	264	32	117	10	63	8	29	host	satP
gene-b2809	46	385	101	538	44	226	7	41	3	29	0	22	host	ygdI
gene-b1680	136	378	247	852	171	305	37	179	13	120	13	38	host	sufS
gene-b1931	8	51	8	117	0	129	2	79	0	47	0	18	host	yedK
gene-b1775	6	60	10	190	3	236	0	139	1	102	0	36	host	ydjK
gene-b4034	131	2046	128	1803	50	571	25	301	27	209	30	62	host	malE
gene-b4422	4	41	10	101	9	36	2	18	4	28	0	18	host	rdlB
gene-b3034	278	1049	344	1237	133	300	55	161	24	105	24	60	host	nudF
gene-b4315	136	1004	299	1666	218	427	60	147	29	94	16	67	host	fimI
gene-b2887	11	139	19	386	5	382	3	295	4	276	3	95	host	ygfT
gene-b3152	39	127	54	206	23	178	21	141	11	96	5	40	host	yraR
gene-b2889	18	229	32	209	28	141	17	102	5	57	4	22	host	idi
gene-b0509	2	67	8	160	9	201	1	160	3	105	0	49	host	glxR
gene-b1146	5	31	4	27	2	18	2	14	1	5	0	7	host	ymfT
gene-b2065	430	4164	569	4490	296	762	145	278	74	210	60	113	host	dcd
gene-b0951	317	2742	517	3326	177	479	79	210	66	151	43	71	host	pqiB
gene-b0622	10	53	36	160	4	132	0	85	4	42	2	22	host	pagP
gene-b1758	15	205	45	248	17	145	9	86	2	84	3	33	host	ynjF
gene-b2365	40	179	40	269	8	250	5	159	4	119	1	61	host	dsdX
gene-b4105	5	77	5	171	1	240	3	158	0	136	0	45	host	phnD
gene-b0488	51	605	109	870	53	185	24	104	5	80	12	29	host	ybbJ
gene-b2899	50	360	106	483	43	248	25	164	7	141	5	57	host	trhA
gene-b1107	591	1856	646	2470	368	394	117	168	74	163	49	78	host	nagZ
gene-b2253	33	245	144	1025	36	276	9	167	4	111	7	37	host	arnB
gene-b4601	2	15	0	20	2	34	1	27	0	23	0	19	host	ydgU
gene-b1632	83	968	190	1135	52	191	34	104	18	70	19	43	host	rsxE
gene-b2051	4	35	5	64	2	86	3	47	1	32	2	8	host	gmm
gene-b2052	4	54	9	129	11	135	6	94	4	53	1	16	host	fcl
gene-b0353	28	114	28	238	18	299	9	189	2	164	3	57	host	mhpT
gene-b1460	2	36	4	115	3	130	2	111	2	60	0	35	host	ydcC
gene-b4826	0	20	9	45	5	36	1	13	2	4	0	3	host	flgO
gene-b3831	471	1793	561	2252	300	817	127	384	62	243	64	85	host	udp
gene-b3696	55	345	43	329	19	269	1	151	6	109	0	38	host	yidX
gene-b1928	290	1543	274	1785	127	399	67	162	28	96	20	54	host	yedD
gene-b2121	5	65	11	157	2	193	2	140	1	95	1	36	host	yehP
gene-b3173	35	143	41	260	14	318	5	197	11	132	2	59	host	yhbX
gene-b1036	149	1052	312	1672	163	305	35	120	25	81	20	56	host	ycdZ
gene-b0973	18	92	36	203	15	269	4	192	4	164	0	42	host	hyaB
gene-b0546	48	133	26	242	11	110	4	66	7	44	1	25	host	ybcM
gene-b4544	8	55	18	95	3	80	2	55	2	45	5	23	host	arnE
gene-b0210	55	260	92	303	35	212	26	138	27	82	11	39	host	yafE
gene-b4829	5	43	6	142	8	126	2	91	3	55	0	23	host	uhpU
gene-T4p201	0	0	3	622	107	32649	453	61202	1635	41158	101	11043	phage	alt.1
gene-b1973	16	45	8	90	4	82	1	65	0	35	0	20	host	zinT
gene-b1810	90	169	63	241	20	74	7	31	6	25	6	6	host	yoaC
gene-b1212	119	1060	315	1657	144	240	62	123	30	85	17	40	host	prmC
gene-T4p217	2	1	794	65376	5134	90502	4628	79486	6889	42827	531	11587	phage	cd
gene-b0968	74	301	95	338	42	125	19	60	7	44	8	20	host	yccX
gene-b1299	494	761	788	736	229	166	80	88	28	64	18	26	host	puuR
gene-b1651	392	1196	435	1560	234	317	93	92	57	60	29	26	host	gloA
gene-b1659	34	496	67	494	30	165	16	108	8	62	4	31	host	punR
gene-b2803	59	202	44	285	12	278	9	200	2	115	1	32	host	fucK
gene-b3023	33	174	77	279	20	118	7	100	5	78	8	22	host	ygiV
gene-b3723	4	45	29	318	4	211	10	138	4	91	5	38	host	bglG
gene-b0112	371	1283	472	2079	188	464	62	285	41	234	34	98	host	aroP
gene-b0281	78	432	72	507	42	326	14	187	16	137	8	104	host	intF
gene-b2018	249	643	142	300	74	441	11	138	17	56	0	62	host	hisL
gene-b2543	29	190	36	366	24	182	12	117	6	64	1	30	host	yphA
gene-b3834	396	3440	747	4129	279	933	126	450	91	296	57	160	host	ubiJ
gene-b4067	51	242	136	648	52	603	25	431	12	294	4	118	host	actP
gene-b3557	19	86	40	260	41	172	20	89	13	60	2	29	host	insJ
gene-b1894	2	36	17	83	9	50	7	22	1	17	2	7	host	insA5
gene-b1447	88	490	119	535	53	123	13	60	5	49	7	23	host	ydcZ
gene-b2715	20	192	41	401	12	298	11	205	5	145	1	36	host	ascF
gene-b1730	87	1027	91	633	19	86	6	53	8	37	7	18	host	ydjO
gene-b2734	4	53	10	133	5	108	1	80	0	45	2	27	host	pphB
gene-b0515	57	202	95	352	28	232	18	145	13	99	6	56	host	allE
gene-b2107	116	647	85	585	45	204	19	68	10	66	10	27	host	rcnB
gene-b4841	862	3710	655	2312	184	295	86	97	57	112	32	38	host	ascrp
gene-b4764	370	913	472	1589	373	661	61	87	58	70	24	42	host	sdhX
gene-b2335	5	57	2	103	3	96	2	93	2	52	0	37	host	yfcR
gene-b3290	339	2025	678	2707	284	493	84	263	55	202	42	62	host	trkA
gene-b4347	10	54	20	131	5	85	5	74	3	66	2	21	host	symE
gene-b1307	21	41	27	103	7	46	7	30	3	16	1	10	host	pspD
gene-b0774	491	2813	568	3141	236	520	80	232	47	196	52	67	host	bioA
gene-b3566	4	107	13	310	5	355	4	254	4	181	0	77	host	xylF
gene-b1657	125	777	223	830	88	275	34	148	23	126	13	52	host	ydhP
gene-b0608	35	223	48	327	23	316	13	253	4	144	2	79	host	ybdR
gene-b4537	124	2454	103	793	56	219	12	74	8	75	3	33	host	yecJ
gene-b0065	54	177	107	264	48	214	16	150	11	105	7	54	host	yabI
gene-b2727	55	443	54	584	26	195	7	125	0	105	4	39	host	hypB
gene-b2264	190	1007	501	1531	229	394	86	266	49	184	33	81	host	menD
gene-T4p048	0	0	4	454	34	12581	447	82989	3340	62327	135	14309	phage	regA
gene-b0788	13	125	61	345	18	247	5	183	4	109	0	46	host	ybhN
gene-b3149	255	1497	329	1682	107	362	41	176	26	124	17	50	host	diaA
gene-b1070	10	197	31	191	11	63	5	51	1	30	4	11	host	flgN
gene-b0530	0	16	7	62	2	82	0	39	0	54	0	29	host	sfmA
gene-b2011	210	1151	255	1050	90	275	35	160	25	117	14	66	host	sbcB
gene-b4460	18	118	22	237	13	221	7	144	4	129	1	48	host	araH
gene-b3669	160	940	256	1019	150	433	64	208	30	170	28	94	host	uhpA
gene-b2331	155	1031	181	1128	104	448	53	150	24	74	25	46	host	smrB
gene-b2058	2	27	3	56	2	81	2	61	1	36	1	21	host	wcaB
gene-b2483	3	51	2	160	3	182	2	157	1	102	0	29	host	hyfC
gene-b4744	2	69	4	125	1	55	0	21	1	8	0	9	host	ynaM
gene-b1484	141	589	273	1707	101	273	37	124	12	84	4	36	host	ddpD
gene-b4100	6	56	514	124	5	149	4	90	0	89	0	29	host	phnH
gene-b1471	1	17	1	26	0	38	0	29	0	23	0	12	host	yddK
gene-b1760	24	117	33	141	16	66	4	36	2	29	0	23	host	ynjH
gene-b4049	324	2031	497	2223	250	548	129	259	69	168	47	67	host	dusA
gene-b4353	194	429	238	615	72	111	19	52	8	39	6	16	host	yjiX
gene-b0536	45	486	46	404	33	369	10	90	9	60	5	37	host	argU
gene-b1040	37	161	51	298	9	75	1	51	4	38	0	23	host	csgD
gene-b2702	1	29	0	77	0	122	0	90	1	57	0	13	host	srlA
gene-b0461	150	1025	375	1744	131	437	6	131	37	99	4	55	host	tomB
gene-b2600	255	643	322	772	192	286	125	179	104	118	71	40	host	tyrA
gene-b2221	6	39	1	94	3	140	0	93	0	58	0	28	host	atoD
gene-b4363	6	82	9	123	3	123	3	85	4	78	0	28	host	yjjB
gene-b2169	190	260	99	202	53	174	24	120	13	93	8	38	host	fruB
gene-b3392	3	49	7	107	1	115	3	106	1	66	0	16	host	hofP
gene-b3842	94	952	175	760	85	316	44	134	37	93	11	33	host	rfaH
gene-b4279	12	85	13	194	3	234	0	161	2	122	1	88	host	nanX
gene-b0486	91	444	267	859	81	383	38	257	17	172	6	57	host	ybaT
gene-b3471	31	522	230	1384	167	571	40	246	18	137	5	57	host	yhhQ
gene-b4730	0	7	17	8	3	6	0	4	0	3	0	3	host	yahV
gene-b4121	36	151	21	223	18	211	4	133	5	111	2	38	host	yjdF
gene-b0841	88	825	143	810	108	431	25	170	20	94	11	46	host	ybjG
gene-b1927	307	913	432	1398	195	403	68	216	37	156	13	66	host	amyA
gene-b2064	339	2805	655	3110	253	774	95	314	51	268	59	121	host	asmA
gene-b0245	17	123	46	199	38	102	29	69	18	57	5	24	host	ykfI
gene-b3362	53	184	99	144	35	74	18	48	9	18	1	11	host	yhfG
gene-b4823	0	8	0	18	0	12	0	8	0	12	0	5	host	ytiE
gene-b1765	409	1504	590	1520	317	310	110	110	66	69	45	31	host	ydjA
gene-b4074	14	124	12	324	10	420	3	303	4	235	0	100	host	nrfE
gene-b1583	201	1136	219	1034	60	164	34	57	17	55	12	18	host	ynfB
gene-b2769	18	87	20	202	13	195	2	187	3	102	1	69	host	ygcQ
gene-b2966	18	177	22	194	5	171	7	132	2	71	0	33	host	yqgA
gene-b2106	30	175	28	206	10	143	6	106	3	81	2	41	host	rcnA
gene-b1595	19	130	17	164	5	113	1	75	1	56	0	21	host	ynfL
gene-b0997	21	171	32	331	13	390	8	303	2	182	2	55	host	torA
gene-b1268	107	449	171	650	68	341	27	207	14	158	9	101	host	yciQ
gene-b2349	52	437	50	349	14	190	8	121	7	80	8	54	host	intS
gene-b2088	8	77	6	90	3	62	3	46	1	29	1	15	host	insE5
gene-b2032	624	2356	196	2675	139	432	2	145	35	128	4	59	host	wbbK
gene-b4714	0	13	2	14	0	32	0	15	1	12	0	5	host	ralA
gene-b1098	170	1230	304	1484	124	253	77	120	35	94	21	53	host	tmk
gene-b0611	275	1825	283	1533	86	273	35	354	32	81	21	34	host	rna
gene-b3127	8	93	13	257	7	359	4	236	4	184	0	95	host	garP
gene-b4331	20	92	21	133	4	155	5	90	3	86	3	38	host	kptA
gene-b2504	12	517	21	218	15	154	2	58	6	39	2	24	host	yfgG
gene-b3880	23	201	15	402	16	498	10	254	10	202	4	57	host	yihS
gene-b4828	5	17	5	20	6	16	0	11	0	8	3	0	host	motR
gene-b1666	99	1539	92	882	87	370	39	112	38	132	21	59	host	valW
gene-b0868	123	1397	206	949	104	307	46	221	20	126	16	53	host	ybjS
gene-b4156	20	145	78	561	51	452	16	295	6	174	3	62	host	yjeM
gene-b4755	6	30	2	42	3	59	0	45	2	27	0	11	host	yqhI
gene-b4705	109	532	54	185	27	113	10	49	9	41	6	29	host	mntS
gene-b1195	12	51	10	72	1	73	3	40	2	35	1	11	host	ymgE
gene-T4p162	1	0	7	2447	8	8743	47	5880	2894	75381	2354	51234	phage	16
gene-b2154	308	2143	466	2948	300	955	92	260	49	188	27	73	host	yeiG
gene-b1053	26	261	42	253	11	209	6	136	2	91	3	58	host	mdtG
gene-b2921	23	136	26	228	15	267	9	161	5	84	3	28	host	srsR
gene-b2223	6	70	5	181	5	215	2	153	3	109	3	44	host	atoE
gene-b2660	434	478	671	1452	267	370	117	183	38	139	20	51	host	lhgD
gene-b4254	23	108	24	211	11	246	7	200	14	167	8	85	host	argI
gene-b3713	307	1421	335	1712	137	328	57	158	27	127	23	64	host	yieF
gene-b3094	225	1340	222	1012	56	298	36	162	18	183	20	70	host	exuR
gene-b0294	4	32	11	116	5	107	1	76	2	48	0	36	host	matA
gene-b0468	79	588	135	557	39	199	14	95	9	67	5	26	host	ybaN
gene-b0885	57	687	95	754	45	278	26	140	8	88	7	30	host	aat
gene-b0838	504	797	404	847	183	291	76	131	54	91	49	56	host	gstB
gene-b4284	77	294	65	343	16	197	4	133	6	108	5	73	host	insI3
gene-b4070	27	172	58	359	16	381	10	257	7	160	0	54	host	nrfA
gene-b2122	17	144	20	325	15	316	9	195	7	171	0	52	host	yehQ
gene-b2179	41	345	101	514	24	256	15	157	7	88	2	34	host	yejE
gene-b2671	18	79	25	82	7	73	6	53	5	54	5	23	host	ygaC
gene-b4798	4	19	0	30	0	52	0	29	0	23	1	8	host	ysdE
gene-b4078	86	552	72	462	40	230	12	132	9	102	7	48	host	yjcO
gene-b2061	1	21	1	53	0	56	2	49	0	29	0	14	host	wzb
gene-b3150	321	1649	388	1637	169	219	68	105	42	82	27	26	host	dolP
gene-b3400	308	1042	399	1059	190	257	87	139	31	108	27	39	host	hslR
